Unix	jday	Temp
1072915200	1	16.16
1073001600	2	16.31
1073088000	3	16.41
1073174400	4	16.53
1073260800	5	16.59
1073347200	6	16.62
1073433600	7	16.64
1073520000	8	16.65
1073606400	9	16.83
1073692800	10	16.95
1073779200	11	16.94
1073865600	12	16.75
1073952000	13	16.81
1074038400	14	16.98
1074124800	15	16.99
1074211200	16	17.01
1074297600	17	16.95
1074384000	18	16.9
1074470400	19	16.7
1074556800	20	16.56
1074643200	21	16.59
1074729600	22	16.75
1074816000	23	16.89
1074902400	24	16.99
1074988800	25	17.02
1075075200	26	16.93
1075161600	27	16.81
1075248000	28	17.09
1075334400	29	17.19
1075420800	30	17.03
1075507200	31	16.88
1075593600	32	16.74
1075680000	33	16.62
1075766400	34	16.55
1075852800	35	16.55
1075939200	36	16.85
1076025600	37	17.06
1076112000	38	16.95
1076198400	39	16.93
1076284800	40	17.18
1076371200	41	17.28
1076457600	42	17.11
1076544000	43	16.99
1076630400	44	16.99
1076716800	45	17
1076803200	46	16.88
1076889600	47	16.76
1076976000	48	16.55
1077062400	49	16.37
1077148800	50	16.16
1077235200	51	16.02
1077321600	52	16
1077408000	53	16.18
1077494400	54	16.28
1077580800	55	16.21
1077667200	56	16.09
1077753600	57	15.94
1077840000	58	15.89
1077926400	59	15.81
1078012800	60	15.73
1078099200	61	15.63
1078185600	62	15.54
1078272000	63	15.46
1078358400	64	15.58
1078444800	65	15.68
1078531200	66	15.66
1078617600	67	15.6
1078704000	68	15.53
1078790400	69	15.48
1078876800	70	15.67
1078963200	71	15.78
1079049600	72	15.69
1079136000	73	15.6
1079222400	74	15.52
1079308800	75	15.72
1079395200	76	15.89
1079481600	77	15.95
1079568000	78	15.85
1079654400	79	15.79
1079740800	80	15.83
1079827200	81	15.95
1079913600	82	15.96
1.08e+09	83	15.95
1080086400	84	15.76
1080172800	85	15.79
1080259200	86	15.89
1080345600	87	15.7
1080432000	88	15.57
1080518400	89	15.43
1080604800	90	15.23
1080691200	91	15.01
1080777600	92	14.89
1080864000	93	14.76
1080950400	94	14.7
1081036800	95	14.72
1081123200	96	14.71
1081209600	97	14.53
1081296000	98	14.34
1081382400	99	14.28
1081468800	100	14.04
1081555200	101	13.92
1081641600	102	13.89
1081728000	103	13.6
1081814400	104	13.44
1081900800	105	13.43
1081987200	106	13.51
1082073600	107	13.58
1082160000	108	13.65
