Unix	jday	Temp
1009843200	1	16.31
1009929600	2	16.32
1010016000	3	16.3
1010102400	4	16.28
1010188800	5	16.25
1010275200	6	16.22
1010361600	7	16.23
1010448000	8	16.27
1010534400	9	16.29
1010620800	10	16.27
1010707200	11	16.25
1010793600	12	16.21
1010880000	13	16.18
1010966400	14	16.14
1011052800	15	16.08
1011139200	16	16
1011225600	17	15.91
1011312000	18	15.83
1011398400	19	15.78
1011484800	20	15.7
1011571200	21	15.73
1011657600	22	16.03
1011744000	23	16.14
1011830400	24	16.17
1011916800	25	16.16
1012003200	26	16.14
1012089600	27	16.11
1012176000	28	16.09
1012262400	29	16.07
1012348800	30	16.07
1012435200	31	16.56
1012521600	32	16.98
1012608000	33	17.09
1012694400	34	17.03
1012780800	35	16.92
1012867200	36	16.85
1012953600	37	16.78
1013040000	38	16.72
1013126400	39	16.65
1013212800	40	16.49
1013299200	41	16.4
1013385600	42	16.55
1013472000	43	16.7
1013558400	44	16.75
1013644800	45	16.74
1013731200	46	16.69
1013817600	47	16.6
1013904000	48	16.51
1013990400	49	16.44
1014076800	50	16.37
1014163200	51	16.31
1014249600	52	16.51
1014336000	53	16.57
1014422400	54	16.43
1014508800	55	16.35
1014595200	56	16.3
1014681600	57	16.22
1014768000	58	16.28
1014854400	59	16.32
1014940800	60	16.31
1015027200	61	16.49
1015113600	62	16.59
1015200000	63	16.57
1015286400	64	16.4
1015372800	65	16.25
1015459200	66	16.23
1015545600	67	16.21
1015632000	68	16.15
1015718400	69	16.06
1015804800	70	15.98
1015891200	71	16.13
1015977600	72	16.21
1016064000	73	16.42
1016150400	74	16.55
1016236800	75	16.35
1016323200	76	16.18
1016409600	77	16.09
1016496000	78	15.99
1016582400	79	15.86
1016668800	80	15.7
1016755200	81	15.87
1016841600	82	15.93
1016928000	83	16.08
1017014400	84	16.15
1017100800	85	15.99
1017187200	86	15.84
1017273600	87	15.74
1017360000	88	15.67
1017446400	89	15.64
1017532800	90	15.6
1017619200	91	15.54
1017705600	92	15.47
1017792000	93	15.05
1017878400	94	14.76
1017964800	95	14.65
1018051200	96	14.58
1018137600	97	14.43
1018224000	98	14.23
1018310400	99	14.18
1018396800	100	14.36
1018483200	101	14.46
1018569600	102	14.47
1018656000	103	14.47
1018742400	104	14.62
1018828800	105	14.7
1018915200	106	14.68
1019001600	107	14.64
