Unix	jday	Temp
820454400	1	14.15
820540800	2	14.17
820627200	3	14.2
820713600	4	14.23
820800000	5	14.26
820886400	6	14.28
820972800	7	14.3
821059200	8	14.32
821145600	9	14.34
821232000	10	14.36
821318400	11	14.38
821404800	12	14.41
821491200	13	14.86
821577600	14	15.3
821664000	15	15.57
821750400	16	15.69
821836800	17	15.77
821923200	18	15.91
822009600	19	15.96
822096000	20	16.02
822182400	21	16.08
822268800	22	16.19
822355200	23	16.31
822441600	24	16.39
822528000	25	16.44
822614400	26	16.45
822700800	27	16.45
822787200	28	16.43
822873600	29	16.38
822960000	30	16.33
823046400	31	17.11
823132800	32	17.43
823219200	33	17.59
823305600	34	17.59
823392000	35	17.72
823478400	36	17.77
823564800	37	17.68
823651200	38	17.59
823737600	39	17.51
823824000	40	17.34
823910400	41	17.19
823996800	42	17.07
824083200	43	16.96
824169600	44	16.85
824256000	45	16.76
824342400	46	16.69
824428800	47	16.65
824515200	48	16.62
824601600	49	16.68
824688000	50	16.76
824774400	51	16.82
824860800	52	16.85
824947200	53	16.83
825033600	54	16.78
825120000	55	16.71
825206400	56	16.6
825292800	57	16.62
825379200	58	16.5
825465600	59	16.55
825552000	60	16.62
825638400	61	16.64
825724800	62	16.65
825811200	63	16.64
825897600	64	16.62
825984000	65	16.64
826070400	66	16.64
826156800	67	16.43
826243200	68	16.17
826329600	69	16.16
826416000	70	16.22
826502400	71	16.21
826588800	72	16.08
826675200	73	15.95
826761600	74	15.72
826848000	75	15.54
826934400	76	15.17
827020800	77	14.99
827107200	78	15
827193600	79	15.01
827280000	80	15.05
827366400	81	15.11
827452800	82	15.15
827539200	83	15.16
827625600	84	15.14
827712000	85	15.11
827798400	86	15.42
827884800	87	15.48
827971200	88	15.35
828057600	89	15.26
828144000	90	15.18
828230400	91	15.12
828316800	92	15.07
828403200	93	15.16
828489600	94	15.24
828576000	95	15.18
828662400	96	14.95
828748800	97	14.57
828835200	98	14.36
828921600	99	14.3
829008000	100	14.22
829094400	101	14.18
829180800	102	14.17
829267200	103	14.17
829353600	104	14.16
829440000	105	14.16
829526400	106	14.18
829612800	107	14.22
829699200	108	14.17
829785600	109	14.1
829872000	110	14.07
829958400	111	14.06
830044800	112	14.06
830131200	113	14.04
830217600	114	13.99
830304000	115	13.88
830390400	116	13.76
830476800	117	13.67
830563200	118	13.65
830649600	119	13.67
830736000	120	13.7
830822400	121	13.73
830908800	122	13.65
830995200	123	13.59
831081600	124	13.53
831168000	125	13.46
831254400	126	13.38
831340800	127	13.31
831427200	128	13.25
831513600	129	13
831600000	130	12.89
831686400	131	13.05
831772800	132	13.23
831859200	133	13.33
831945600	134	13.27
832032000	135	13.21
832118400	136	13.18
832204800	137	12.96
832291200	138	12.78
832377600	139	12.67
832464000	140	12.62
832550400	141	12.63
832636800	142	12.64
832723200	143	12.64
832809600	144	12.61
832896000	145	12.62
832982400	146	12.51
833068800	147	12.25
833155200	148	12.1
833241600	149	12.04
833328000	150	12.02
833414400	151	11.93
833500800	152	11.83
833587200	153	11.78
833673600	154	11.77
833760000	155	11.71
833846400	156	11.59
833932800	157	11.54
834019200	158	11.51
834105600	159	11.44
834192000	160	11.35
834278400	161	11.29
834364800	162	11.18
834451200	163	11.1
834537600	164	11.07
834624000	165	11.06
834710400	166	10.92
834796800	167	10.79
834883200	168	10.78
834969600	169	10.8
835056000	170	10.75
835142400	171	10.59
835228800	172	10.46
835315200	173	10.43
835401600	174	10.44
835488000	175	10.47
835574400	176	10.5
835660800	177	10.53
835747200	178	10.14
835833600	179	9.96
835920000	180	10.05
836006400	181	10.14
836092800	182	9.99
836179200	183	9.92
836265600	184	9.78
836352000	185	9.62
836438400	186	9.66
836524800	187	9.76
836611200	188	9.86
836697600	189	9.96
836784000	190	10.05
836870400	191	10.13
836956800	192	10.19
837043200	193	10.25
837129600	194	9.83
837216000	195	9.52
837302400	196	9.53
837388800	197	9.6
837475200	198	9.67
837561600	199	9.74
837648000	200	9.53
837734400	201	9.35
837820800	202	9.32
837907200	203	9.33
837993600	204	9.27
838080000	205	9.17
838166400	206	9.14
838252800	207	9.16
838339200	208	9.22
838425600	209	9.29
838512000	210	9.35
838598400	211	9.39
838684800	212	9.44
838771200	213	9.7
838857600	214	10.03
838944000	215	10.24
839030400	216	9.69
839116800	217	9.38
839203200	218	9.45
839289600	219	9.5
839376000	220	9.19
839462400	221	9.07
839548800	222	9.14
839635200	223	9.23
839721600	224	9.32
839808000	225	9.41
839894400	226	9.49
839980800	227	9.57
840067200	228	9.65
840153600	229	9.71
840240000	230	9.77
840326400	231	9.25
840412800	232	9.06
840499200	233	9.16
840585600	234	9.25
840672000	235	9.28
840758400	236	9.22
840844800	237	9.21
840931200	238	9.24
841017600	239	9.27
841104000	240	9.28
841190400	241	9.28
841276800	242	9.27
841363200	243	9.06
841449600	244	9.07
841536000	245	8.79
841622400	246	8.59
841708800	247	8.72
841795200	248	8.84
841881600	249	8.96
841968000	250	9.06
842054400	251	9.14
842140800	252	9.23
842227200	253	9.33
842313600	254	9.35
842400000	255	9.37
842486400	256	9.41
842572800	257	9.41
842659200	258	9.49
842745600	259	9.56
842832000	260	9.67
842918400	261	9.8
843004800	262	9.89
843091200	263	10.12
843177600	264	10.27
843264000	265	10.33
843350400	266	10.36
843436800	267	10.39
843523200	268	10.45
843609600	269	10.74
843696000	270	11.04
843782400	271	11.2
843868800	272	11.11
843955200	273	11.04
844041600	274	11.09
844128000	275	11.11
844214400	276	11.07
844300800	277	10.89
844387200	278	10.84
844473600	279	11.05
844560000	280	11.19
844646400	281	11.25
844732800	282	11.27
844819200	283	11.3
844905600	284	11.33
844992000	285	11.34
845078400	286	11.34
845164800	287	11.32
845251200	288	11.05
845337600	289	10.85
845424000	290	10.98
845510400	291	11.09
845596800	292	11.12
845683200	293	11.12
845769600	294	11.13
845856000	295	11.18
845942400	296	11.26
846028800	297	11.28
846115200	298	11.34
846201600	299	11.74
846288000	300	12
846374400	301	12.04
846460800	302	12.08
846547200	303	12.11
846633600	304	12.13
846720000	305	12.15
846806400	306	12.14
846892800	307	12.51
846979200	308	12.64
847065600	309	12.62
847152000	310	12.62
847238400	311	12.64
847324800	312	12.66
847411200	313	12.67
847497600	314	12.66
847584000	315	12.65
847670400	316	12.64
847756800	317	12.63
847843200	318	12.63
847929600	319	12.88
848016000	320	13.02
848102400	321	13.03
848188800	322	13
848275200	323	12.95
848361600	324	12.93
848448000	325	12.94
848534400	326	13.06
848620800	327	13.2
848707200	328	13.59
848793600	329	13.34
848880000	330	13.18
848966400	331	13.23
849052800	332	13.09
849139200	333	13.06
849225600	334	13.06
849312000	335	13.07
849398400	336	13.87
849484800	337	14.26
849571200	338	14.4
849657600	339	14.45
849744000	340	14.41
849830400	341	14.36
849916800	342	14.32
850003200	343	14.17
850089600	344	14.03
850176000	345	14.05
850262400	346	14.23
850348800	347	14.43
850435200	348	14.56
850521600	349	14.62
850608000	350	14.62
850694400	351	14.6
850780800	352	14.57
850867200	353	14.54
850953600	354	14.54
851040000	355	14.63
851126400	356	14.73
851212800	357	14.76
851299200	358	14.76
851385600	359	14.74
851472000	360	14.81
851558400	361	14.89
851644800	362	14.95
851731200	363	14.99
851817600	364	15.03
851904000	365	15.06
851990400	366	15.08
