Unix	jday	Temp
1104537600	1	14.32
1104624000	2	14.3
1104710400	3	14.74
1104796800	4	15.3
1104883200	5	15.65
1104969600	6	15.57
1105056000	7	15.44
1105142400	8	15.34
1105228800	9	15.26
1105315200	10	15.2
1105401600	11	15.61
1105488000	12	15.94
1105574400	13	16.34
1105660800	14	16.73
1105747200	15	16.78
1105833600	16	16.98
1105920000	17	17.06
1106006400	18	17.01
1106092800	19	16.79
1106179200	20	16.55
1106265600	21	16.33
1106352000	22	16.17
1106438400	23	16.04
1106524800	24	17.11
1106611200	25	17.56
1106697600	26	17.7
1106784000	27	17.7
1106870400	28	17.7
1106956800	29	17.58
1107043200	30	17.49
1107129600	31	17.46
1107216000	32	17.34
1107302400	33	17.02
1107388800	34	16.79
1107475200	35	16.7
1107561600	36	16.98
1107648000	37	18.23
1107734400	38	18.85
1107820800	39	18.87
1107907200	40	19.02
1107993600	41	19.14
1108080000	42	19.04
1108166400	43	18.84
1108252800	44	18.59
1108339200	45	18.34
1108425600	46	15.77
1108512000	47	16.25
1108598400	48	16.2
1108684800	49	16.42
1108771200	50	16.7
1108857600	51	16.77
1108944000	52	16.81
1109030400	53	16.9
1109116800	54	16.94
1109203200	55	16.86
1109289600	56	16.86
1109376000	57	16.92
1109462400	58	16.98
1109548800	59	16.84
1109635200	60	16.72
1109721600	61	16.65
1109808000	62	16.58
1109894400	63	16.62
1109980800	64	16.73
1110067200	65	16.8
1110153600	66	16.76
1110240000	67	16.64
1110326400	68	16.49
1110412800	69	16.38
1110499200	70	16.26
1110585600	71	16.19
1110672000	72	16.2
1110758400	73	16.14
1110844800	74	15.93
1110931200	75	15.63
1111017600	76	15.6
1111104000	77	15.69
1111190400	78	15.84
1111276800	79	15.98
1111363200	80	15.96
1111449600	81	15.97
1111536000	82	16.01
1111622400	83	16.12
1111708800	84	16.17
1111795200	85	16.14
1111881600	86	16.17
1111968000	87	16.29
1112054400	88	16.4
1112140800	89	16.23
1112227200	90	15.87
1112313600	91	15.58
1112400000	92	15.45
1112486400	93	15.43
1112572800	94	15.42
1112659200	95	15.54
1112745600	96	15.69
1112832000	97	15.84
1112918400	98	15.51
1113004800	99	15.08
1113091200	100	14.79
1113177600	101	14.83
1113264000	102	15.17
1113350400	103	15.29
1113436800	104	15.15
1113523200	105	15.05
1113609600	106	14.97
1113696000	107	14.83
1113782400	108	14.81
1113868800	109	14.77
1113955200	110	14.6
1114041600	111	14.46
1114128000	112	14.47
1114214400	113	14.52
1114300800	114	14.39
1114387200	115	14.23
1114473600	116	13.95
1114560000	117	13.65
1114646400	118	13.46
1114732800	119	13.43
1114819200	120	13.61
1114905600	121	13.74
1114992000	122	13.66
1115078400	123	13.28
1115164800	124	13.16
1115251200	125	13.25
1115337600	126	13.28
1115424000	127	13.17
1115510400	128	13
1115596800	129	12.99
1115683200	130	13.12
1115769600	131	13.12
1115856000	132	13.04
1115942400	133	13
1116028800	134	12.98
1116115200	135	12.85
1116201600	136	12.77
1116288000	137	12.72
1116374400	138	12.67
1116460800	139	12.63
1116547200	140	12.4
1116633600	141	12.28
1116720000	142	12.22
1116806400	143	12.22
1116892800	144	12.27
1116979200	145	12.26
1117065600	146	12.2
1117152000	147	12.21
1117238400	148	12.21
1117324800	149	12.07
1117411200	150	11.93
1117497600	151	11.91
1117584000	152	11.74
1117670400	153	11.56
1117756800	154	11.45
1117843200	155	11.36
1117929600	156	11.22
1118016000	157	11.14
1118102400	158	11.03
1118188800	159	11.02
1118275200	160	11.02
1118361600	161	11.02
1118448000	162	11.02
1118534400	163	11.02
1118620800	164	10.72
1118707200	165	10.74
1118793600	166	10.75
1118880000	167	10.75
1118966400	168	10.75
1119052800	169	10.11
1119139200	170	9.37
1119225600	171	9.47
1119312000	172	10.26
1119398400	173	10.5
1119484800	174	10.3
1119571200	175	10.1
1119657600	176	9.95
1119744000	177	9.94
1119830400	178	9.95
1119916800	179	10.04
1120003200	180	10.05
1120089600	181	9.95
1120176000	182	9.87
1120262400	183	9.8
1120348800	184	9.87
1120435200	185	9.94
1120521600	186	10
1120608000	187	10.05
1120694400	188	10.09
1120780800	189	9.8
1120867200	190	9.56
1120953600	191	9.46
1121040000	192	9.47
1121126400	193	9.43
1121212800	194	9.32
1121299200	195	9.33
1121385600	196	9.3
1121472000	197	9.24
1121558400	198	9.16
1121644800	199	9.04
1121731200	200	9
1121817600	201	9.22
1121904000	202	9.43
1121990400	203	9.52
1122076800	204	9.52
1122163200	205	9.46
1122249600	206	9.47
1122336000	207	9.53
1122422400	208	9.53
1122508800	209	9.65
1122595200	210	9.68
1122681600	211	9.7
1122768000	212	9.52
1122854400	213	9.24
1122940800	214	9.23
1123027200	215	9.54
1123113600	216	9.77
1123200000	217	9.87
1123286400	218	9.88
1123372800	219	9.86
1123459200	220	9.75
1123545600	221	9.63
1123632000	222	9.57
1123718400	223	9.59
1123804800	224	9.58
1123891200	225	9.46
1123977600	226	9.42
1124064000	227	9.44
1124150400	228	9.48
1124236800	229	9.37
1124323200	230	9.34
1124409600	231	9.44
1124496000	232	9.55
1124582400	233	9.58
1124668800	234	9.57
1124755200	235	9.72
1124841600	236	9.73
1124928000	237	9.54
1125014400	238	9.52
1125100800	239	9.57
1125187200	240	9.53
1125273600	241	9.61
1125360000	242	9.65
1125446400	243	9.68
1125532800	244	9.72
1125619200	245	9.75
1125705600	246	9.78
1125792000	247	9.81
1125878400	248	9.84
1125964800	249	9.86
1126051200	250	9.89
1126137600	251	9.91
1126224000	252	10.52
1126310400	253	10.85
1126396800	254	10.92
1126483200	255	10.86
1126569600	256	10.81
1126656000	257	10.77
1126742400	258	10.78
1126828800	259	10.79
1126915200	260	10.76
1127001600	261	10.73
1127088000	262	10.37
1127174400	263	9.97
