Unix	jday	Temp
883612800	1	15.04
883699200	2	15.04
883785600	3	15.05
883872000	4	15.1
883958400	5	15.15
884044800	6	15.2
884131200	7	15.23
884217600	8	15.26
884304000	9	15.42
884390400	10	15.47
884476800	11	15.51
884563200	12	15.53
884649600	13	15.53
884736000	14	15.88
884822400	15	16.05
884908800	16	15.98
884995200	17	15.88
885081600	18	15.8
885168000	19	15.72
885254400	20	15.66
885340800	21	15.59
885427200	22	15.53
885513600	23	15.47
885600000	24	15.42
885686400	25	15.53
885772800	26	15.74
885859200	27	15.86
885945600	28	15.97
886032000	29	16.13
886118400	30	16.28
886204800	31	16.63
886291200	32	16.96
886377600	33	17.12
886464000	34	17.18
886550400	35	17.63
886636800	36	18.03
886723200	37	18.26
886809600	38	18.45
886896000	39	18.46
886982400	40	18.36
887068800	41	18.24
887155200	42	18.11
887241600	43	18.11
887328000	44	18.1
887414400	45	18
887500800	46	17.87
887587200	47	17.76
887673600	48	17.69
887760000	49	17.72
887846400	50	17.83
887932800	51	18.32
888019200	52	18.49
888105600	53	18.44
888192000	54	18.35
888278400	55	18.18
888364800	56	17.98
888451200	57	17.8
888537600	58	17.68
888624000	59	17.58
888710400	60	17.5
888796800	61	17.41
888883200	62	17.25
888969600	63	17.1
889056000	64	17
889142400	65	16.96
889228800	66	16.92
889315200	67	16.9
889401600	68	16.88
889488000	69	16.85
889574400	70	16.82
889660800	71	16.67
889747200	72	16.51
889833600	73	16.39
889920000	74	16.33
890006400	75	16.3
890092800	76	16.26
890179200	77	16.21
890265600	78	16.16
890352000	79	16.12
890438400	80	16.14
890524800	81	16.15
890611200	82	16.1
890697600	83	16.08
890784000	84	16.04
890870400	85	15.99
890956800	86	15.93
891043200	87	15.85
891129600	88	15.78
891216000	89	15.87
891302400	90	15.89
891388800	91	15.67
891475200	92	15.54
891561600	93	15.44
891648000	94	15.32
891734400	95	15.26
891820800	96	15.23
891907200	97	15.19
891993600	98	15.09
892080000	99	15.15
892166400	100	15.13
892252800	101	14.98
892339200	102	14.86
892425600	103	14.78
892512000	104	14.71
892598400	105	14.69
892684800	106	14.66
892771200	107	14.64
892857600	108	14.61
892944000	109	14.52
893030400	110	14.43
893116800	111	14.35
893203200	112	14.27
893289600	113	14.21
893376000	114	14.31
893462400	115	14.37
893548800	116	14.32
893635200	117	14.26
893721600	118	14.21
893808000	119	14.14
893894400	120	14.08
893980800	121	14.03
894067200	122	13.99
894153600	123	14.32
894240000	124	14.38
894326400	125	14.03
894412800	126	13.78
894499200	127	13.66
894585600	128	13.59
894672000	129	13.53
894758400	130	13.48
894844800	131	13.43
894931200	132	13.38
895017600	133	13.29
895104000	134	13.22
895190400	135	13.04
895276800	136	12.93
895363200	137	12.87
895449600	138	12.74
895536000	139	12.61
895622400	140	12.52
895708800	141	12.47
895795200	142	12.43
895881600	143	12.41
895968000	144	11.84
896054400	145	11.38
896140800	146	11.4
896227200	147	11.48
896313600	148	11.57
896400000	149	11.81
896486400	150	12.05
896572800	151	12.11
896659200	152	12.09
896745600	153	12.09
896832000	154	11.94
896918400	155	11.78
897004800	156	11.67
897091200	157	11.61
897177600	158	11.57
897264000	159	11.54
897350400	160	11.51
897436800	161	11.49
897523200	162	11.45
897609600	163	11.4
897696000	164	11.38
897782400	165	11.36
897868800	166	11.32
897955200	167	11.27
898041600	168	11.21
898128000	169	11.17
898214400	170	11.09
898300800	171	10.9
898387200	172	10.76
898473600	173	10.76
898560000	174	10.78
898646400	175	10.82
898732800	176	10.86
898819200	177	10.89
898905600	178	10.86
898992000	179	10.79
899078400	180	10.72
899164800	181	10.69
899251200	182	10.7
899337600	183	10.71
899424000	184	10.73
899510400	185	10.74
899596800	186	10.72
899683200	187	10.58
899769600	188	10.45
899856000	189	10.41
899942400	190	10.4
900028800	191	10.42
900115200	192	10.44
900201600	193	10.46
900288000	194	10.26
900374400	195	10.15
900460800	196	10.14
900547200	197	10.14
900633600	198	9.96
900720000	199	9.84
900806400	200	9.9
900892800	201	9.97
900979200	202	10.02
901065600	203	10.07
901152000	204	10.12
901238400	205	10.16
901324800	206	10.19
901411200	207	9.97
901497600	208	9.84
901584000	209	9.81
901670400	210	9.84
901756800	211	9.95
901843200	212	10.28
901929600	213	10.37
902016000	214	10.33
902102400	215	10.08
902188800	216	9.92
902275200	217	9.88
902361600	218	9.88
902448000	219	9.76
902534400	220	9.7
902620800	221	9.73
902707200	222	9.76
902793600	223	9.79
902880000	224	9.82
902966400	225	9.85
903052800	226	9.85
903139200	227	9.81
903225600	228	9.76
903312000	229	9.74
903398400	230	9.71
903484800	231	9.64
903571200	232	9.59
903657600	233	9.44
903744000	234	9.42
903830400	235	9.48
903916800	236	9.54
904003200	237	9.6
904089600	238	9.66
904176000	239	9.75
904262400	240	9.68
904348800	241	9.64
904435200	242	9.47
904521600	243	9.45
904608000	244	9.55
904694400	245	9.63
904780800	246	9.67
904867200	247	9.69
904953600	248	9.69
905040000	249	9.69
905126400	250	9.71
905212800	251	9.61
905299200	252	9.6
905385600	253	9.65
905472000	254	9.67
905558400	255	9.7
905644800	256	9.73
905731200	257	9.78
905817600	258	9.82
905904000	259	9.88
905990400	260	9.93
906076800	261	10.07
906163200	262	10.18
906249600	263	10.27
906336000	264	10.36
906422400	265	10.45
906508800	266	10.55
906595200	267	10.63
906681600	268	10.67
906768000	269	10.71
906854400	270	10.73
906940800	271	10.79
907027200	272	10.86
907113600	273	10.92
907200000	274	10.97
907286400	275	11
907372800	276	11
907459200	277	11.06
907545600	278	11.11
907632000	279	11.13
907718400	280	11.16
907804800	281	11.18
907891200	282	11.19
907977600	283	11.2
908064000	284	11.21
908150400	285	11.17
908236800	286	11.11
908323200	287	11.2
908409600	288	11.34
908496000	289	11.41
908582400	290	11.42
908668800	291	11.4
908755200	292	11.36
908841600	293	11.34
908928000	294	11.95
909014400	295	12.22
909100800	296	11.8
909187200	297	11.68
909273600	298	11.65
909360000	299	11.63
909446400	300	11.62
909532800	301	11.61
909619200	302	11.61
909705600	303	11.61
909792000	304	11.61
909878400	305	11.62
909964800	306	11.61
910051200	307	11.61
910137600	308	11.61
910224000	309	11.62
910310400	310	11.63
910396800	311	11.65
910483200	312	12.21
910569600	313	13.39
910656000	314	13.91
910742400	315	13.86
910828800	316	13.83
910915200	317	13.77
911001600	318	13.72
911088000	319	13.64
911174400	320	13.54
911260800	321	13.59
911347200	322	13.72
911433600	323	13.82
911520000	324	13.86
911606400	325	13.87
911692800	326	13.94
911779200	327	13.89
911865600	328	13.78
911952000	329	13.71
912038400	330	13.67
912124800	331	13.65
912211200	332	13.65
912297600	333	13.67
912384000	334	13.72
912470400	335	13.79
912556800	336	13.86
912643200	337	13.92
912729600	338	13.96
912816000	339	14.22
912902400	340	14.37
912988800	341	14.54
913075200	342	14.64
913161600	343	14.43
913248000	344	14.15
913334400	345	14.04
913420800	346	14
913507200	347	13.99
913593600	348	14.05
913680000	349	14.09
