Unix	jday	V-component_of_wind
1228089600	336	-1.3483172491491
1228093200	336	-1.78165205450828
1228096800	336	-2.20755988599265
1228100400	336	-2.53957176665496
1228104000	336	-2.17101638507784
1228107600	336	-1.61432093444645
1228111200	336	4.40465316336518
1228114800	336	2.45779147347806
1228118400	336	1.40379631856788
1228122000	336	0.73847312066965
1228125600	336	0.210531810890271
1228129200	336	-0.166422136798704
1228132800	336	-2.84498109531746
1228136400	336	-1.11940854608606
1228140000	336	0.183424286561373
1228143600	336	0.619096970875857
1228147200	336	0.555357701426788
1228150800	336	0.546301395941339
1228154400	336	-1.6471045084951
1228158000	336	-1.78515660276892
1228161600	336	-1.68400718141089
1228165200	336	-1.38527888963787
1228168800	336	-1.11492245541286
1228172400	336	-0.978108191145358
1228176000	337	0.619893086738633
1228179600	337	0.295826293490348
1228183200	337	0.321564290523744
1228186800	337	-0.135568403449765
1228190400	337	-1.3206037240944
1228194000	337	-2.23171519017762
1228197600	337	-2.79850736987342
1228201200	337	-2.63402944526772
1228204800	337	-2.19762865907603
1228208400	337	-1.94905825249547
1228212000	337	-1.81148398085194
1228215600	337	-1.82062436590994
1228219200	337	-0.549580135279141
1228222800	337	-0.490361879259947
1228226400	337	-0.124747385096138
1228230000	337	0.131325366550162
1228233600	337	-0.384709910989446
1228237200	337	-0.919469112794259
1228240800	337	-1.91034120009486
1228244400	337	-2.79584161515027
1228248000	337	-3.99001115951018
1228251600	337	-4.72464970389178
1228255200	337	-4.94535943397738
1228258800	337	-5.28431477844167
1228262400	338	-7.6995425261272
1228266000	338	-7.09573117488247
1228269600	338	-6.62022640432448
1228273200	338	-6.33997819801006
1228276800	338	-6.01717245587395
1228280400	338	-5.90065048946273
1228284000	338	-6.40872531143935
1228287600	338	-5.83664853265253
1228291200	338	-6.15467233151559
1228294800	338	-6.71106683544536
1228298400	338	-6.16505807076734
1228302000	338	-5.6541226714644
1228305600	338	-5.23284599586182
1228309200	338	-5.58502789927721
1228312800	338	-6.08330239053043
1228316400	338	-6.49351739634916
1228320000	338	-6.01885695404303
1228323600	338	-5.37313731030187
1228327200	338	-8.21733348121263
1228330800	338	-7.6251221476882
1228334400	338	-7.85833727177306
