Unix	jday	Downward_Short-Wave_Rad_Flux
1225497600	306	80.4099349585656
1225501200	306	80.4099349585656
1225504800	306	90.9209949984147
1225508400	306	134.661213905129
1225512000	306	220.268572854433
1225515600	306	277.316975200338
1225519200	306	113.573383751255
1225522800	306	113.573383751255
1225526400	306	58.4868009549688
1225530000	306	38.9916038300059
1225533600	306	29.2434004774844
1225537200	306	23.3911345206704
1225540800	306	0
1225544400	306	0
1225548000	306	0
1225551600	306	0
1225555200	306	0
1225558800	306	0
1225562400	306	152.004748373102
1225566000	306	152.004748373102
1225569600	306	254.586117417825
1225573200	306	356.02794456738
1225576800	306	450.977125453827
1225580400	306	535.069412912148
1225584000	307	975.238093359965
1225587600	307	975.238093359965
1225591200	307	956.515435549008
1225594800	307	918.627981416029
1225598400	307	863.672238685353
1225602000	307	794.266215771285
1225605600	307	113.880816568884
1225609200	307	113.880816568884
1225612800	307	58.8842474404933
1225616400	307	39.2557621488973
1225620000	307	29.4485362190832
1225623600	307	23.5563870446883
1225627200	307	0
1225630800	307	0
1225634400	307	0
1225638000	307	0
1225641600	307	0
1225645200	307	0
1225648800	307	113.481310580275
1225652400	307	113.481310580275
1225656000	307	206.138691585031
1225659600	307	306.62648699451
1225663200	307	404.17077549943
1225666800	307	492.343415518583
1225670400	308	962.456135013798
1225674000	308	962.456135013798
1225677600	308	942.582293191825
1225681200	308	897.367507282909
1225684800	308	809.969312738804
1225688400	308	704.883110401857
1225692000	308	27.53661620968
1225695600	308	27.53661620968
1225699200	308	14.3185864028694
1225702800	308	9.54157985520669
1225706400	308	7.16037290320574
1225710000	308	5.73141945808431
1225713600	308	0
1225717200	308	0
1225720800	308	0
1225724400	308	0
1225728000	308	0
1225731600	308	0
1225735200	308	21.2889156081391
1225738800	308	21.2889156081391
1225742400	308	53.5622544083202
1225746000	308	79.3817019624286
1225749600	308	91.8924351220597
1225753200	308	98.7738595959588
1225756800	309	87.8641234258214
1225760400	309	87.8641234258214
1225764000	309	79.2603247004186
1225767600	309	68.6222431623515
1225771200	309	60.6113178761411
1225774800	309	53.0973661872848
1225778400	309	12.0347604340086
1225782000	309	12.0347604340086
1225785600	309	6.53081340695527
1225789200	309	4.34991672582301
1225792800	309	3.26942998607118
1225796400	309	2.61356872658347
1225800000	309	0
1225803600	309	0
1225807200	309	0
1225810800	309	0
1225814400	309	0
1225818000	309	0
1225821600	309	24.4669984622617
1225825200	309	24.4669984622617
1225828800	309	54.5206425040595
1225832400	309	117.388403807383
1225836000	309	132.46673060715
1225839600	309	143.374144609673
1225843200	310	240.328170956138
1225846800	310	240.328170956138
1225850400	310	245.508492559796
1225854000	310	308.125158231653
1225857600	310	336.397481167659
1225861200	310	330.187435942175
1225864800	310	40.3421213704783
1225868400	310	40.3421213704783
1225872000	310	20.9510010188162
1225875600	310	13.9730482230879
