Unix	jday	dp	hs	tp
854582400	30	154.7	0.81	4.35
854593200	30	159.4	0.73	4.33
854604000	30	163.03	0.63	4.33
854614800	30	165.55	0.51	4.31
854625600	30	167.18	0.42	4.29
854636400	30	167.06	0.37	4.3
854647200	30	164.23	0.36	4.33
854658000	30	158.77	0.36	4.45
854668800	31	148.19	0.4	5.02
854679600	31	147.29	0.55	5.11
854690400	31	81.81	0.84	3.51
854701200	31	75	0.77	3.63
854712000	31	66.42	0.76	3.73
854722800	31	74.98	0.69	4.1
854733600	31	66.03	0.71	3.9
854744400	31	56.21	0.76	3.7
854755200	32	58.28	0.83	3.79
854766000	32	58.83	1.05	3.99
854776800	32	61.71	1.2	4.32
854787600	32	57.56	1.17	4.43
854798400	32	54.4	1.19	4.34
854809200	32	56.06	1.16	4.38
854820000	32	134.98	1.17	11.8
854830800	32	136.16	1.22	11.86
854841600	33	138.58	1.31	11.94
854852400	33	142.43	1.45	11.96
854863200	33	64.79	1.63	4.31
854874000	33	67.12	1.77	4.7
854884800	33	61.27	1.86	4.96
854895600	33	65.81	1.8	5.2
854906400	33	61.89	1.8	5.22
854917200	33	74.37	1.78	5.55
854928000	34	74.76	1.75	5.75
854938800	34	76.09	1.83	5.76
854949600	34	78.37	1.99	5.88
854960400	34	92.11	1.99	6.16
854971200	34	94.73	1.93	6.21
854982000	34	100.62	1.81	6.22
854992800	34	103.33	1.7	6.19
855003600	34	107.21	1.62	6.06
855014400	35	95.23	1.6	5.77
855025200	35	98.06	1.69	5.49
855036000	35	101.27	1.66	5.54
855046800	35	103.99	1.57	5.6
855057600	35	103.67	1.53	5.54
855068400	35	103.73	1.51	5.52
855079200	35	100.85	1.51	8.23
855090000	35	92.52	1.61	5.12
855100800	36	104.78	1.61	8.04
855111600	36	109.88	1.62	7.88
855122400	36	111.42	1.61	7.79
855133200	36	116.73	1.55	7.76
855144000	36	118.31	1.5	7.74
855154800	36	122.37	1.44	7.69
855165600	36	123.29	1.38	7.63
855176400	36	126.74	1.32	7.56
855187200	37	128.09	1.24	7.5
855198000	37	131.71	1.16	7.45
855208800	37	133.16	1.08	7.4
855219600	37	135.47	1.01	7.36
855230400	37	136.03	1.03	7.3
855241200	37	139.9	0.95	7.04
855252000	37	142.82	0.83	6.91
855262800	37	147.46	0.73	6.78
855273600	38	151.63	0.71	6.65
855284400	38	193.11	0.88	3.24
855295200	38	185.25	0.9	4.29
855306000	38	181.33	0.89	5.01
855316800	38	182.59	0.91	5.62
855327600	38	183.26	0.92	5.85
855338400	38	176.93	0.92	6.1
855349200	38	175.25	0.89	6.26
855360000	39	18.25	1.19	3.14
855370800	39	359.35	1.04	3.6
855381600	39	343.77	0.92	3.57
855392400	39	319.04	1.19	3.66
855403200	39	316.48	1.13	4.18
855414000	39	310.94	0.92	4.29
855424800	39	306.84	0.75	4.28
855435600	39	180.32	0.65	7.23
855446400	40	196.51	0.59	8.25
855457200	40	193.15	0.59	8.34
855468000	40	195.68	0.66	6.96
855478800	40	106.27	0.93	2.77
855489600	40	92.43	0.99	3.29
855500400	40	91.56	1	3.57
855511200	40	75.91	1.17	3.67
855522000	40	69.78	1.07	4.07
855532800	41	71.11	0.98	4.23
855543600	41	191.5	0.94	10.18
855554400	41	194.15	0.98	10.2
855565200	41	192.63	0.86	10.19
855576000	41	195.4	0.79	10.22
855586800	41	194.25	0.78	10.29
855597600	41	121.4	0.85	5.4
855608400	41	127.03	1.06	5.67
855619200	42	127.97	1.02	5.88
855630000	42	137.5	1.08	6.24
855640800	42	138.47	1.16	6.29
855651600	42	139.08	1.09	6.29
855662400	42	137.91	1.05	6.27
