Unix	jday	dp	hs	tp
1009843200	1	169.47	0.64	6.31
1009854000	1	169.22	0.58	6.23
1009864800	1	169.24	0.58	6.15
1009875600	1	342.21	1	3.46
1009886400	1	340.59	0.84	3.99
1009897200	1	333.06	0.84	3.85
1009908000	1	327.78	0.84	3.87
1009918800	1	327.75	1.09	3.98
1009929600	2	337.75	1.15	4.3
1009940400	2	331.7	1.07	4.3
1009951200	2	326.33	0.93	4.23
1009962000	2	324.18	0.88	4.14
1009972800	2	314.03	0.92	4.04
1009983600	2	326.06	1.1	4.17
1009994400	2	327.59	1.22	4.31
1010005200	2	344.48	1.29	4.6
1010016000	3	342.41	1.35	4.67
1010026800	3	342.12	1.39	4.67
1010037600	3	344.48	1.31	4.67
1010048400	3	348.5	1.33	4.66
1010059200	3	350.8	1.33	4.7
1010070000	3	345.43	1.18	4.68
1010080800	3	348.51	0.97	4.69
1010091600	3	354.11	0.82	4.7
1010102400	4	69.5	0.65	6.33
1010113200	4	52.82	0.51	5.96
1010124000	4	55.88	0.4	5.7
1010134800	4	58.9	0.34	5.55
1010145600	4	227.94	0.39	3.94
1010156400	4	225.94	0.64	4.18
1010167200	4	223.14	0.72	5.17
1010178000	4	212.68	0.79	5.64
1010188800	5	211.07	0.9	5.91
1010199600	5	201.99	1.1	6.32
1010210400	5	200.51	1.34	6.43
1010221200	5	194.55	1.58	6.79
1010232000	5	190.77	1.68	6.9
1010242800	5	184.79	1.7	6.91
1010253600	5	181.95	1.74	6.91
1010264400	5	177.94	1.71	6.94
1010275200	6	176.65	1.62	7.32
1010286000	6	173.91	1.52	7.4
1010296800	6	172.28	1.43	7.4
1010307600	6	170.02	1.35	7.37
1010318400	6	168.78	1.28	7.33
1010329200	6	166.95	1.22	7.27
1010340000	6	166.09	1.16	7.17
1010350800	6	164.76	1.35	7.13
1010361600	7	163.97	1.26	7.12
1010372400	7	162.92	1.22	7.14
1010383200	7	162.26	1.19	7.2
1010394000	7	160.76	1.14	7.27
1010404800	7	160.44	1.09	7.32
1010415600	7	160.22	1.02	7.35
1010426400	7	160.23	0.98	7.35
1010437200	7	160.12	1	7.35
1010448000	8	68.71	1.19	3.88
1010458800	8	70.39	1.4	4.36
1010469600	8	74.94	1.62	4.76
1010480400	8	77.24	1.6	5.08
1010491200	8	70.87	1.7	5.07
1010502000	8	66.1	1.68	5.16
1010512800	8	62.3	1.68	5.23
1010523600	8	76.2	1.71	5.57
1010534400	9	73.75	1.94	5.73
1010545200	9	89.78	1.97	6.08
1010556000	9	87.94	2.05	6.22
1010566800	9	93.15	2.11	6.31
1010577600	9	92.5	2.27	6.45
1010588400	9	100.08	2.34	6.8
1010599200	9	103.28	2.41	6.84
1010610000	9	111.95	2.29	6.83
1010620800	10	117.46	2.06	6.8
1010631600	10	123.9	1.92	6.8
1010642400	10	127.65	1.88	6.94
1010653200	10	132.55	1.98	7.66
1010664000	10	130.8	2.1	8.45
1010674800	10	129.23	2.24	9.04
1010685600	10	129.58	2.35	9.27
1010696400	10	132.69	2.42	9.5
1010707200	11	130.23	2.45	9.84
1010718000	11	132.14	2.42	9.95
1010728800	11	130.1	2.37	9.97
1010739600	11	130.32	2.35	9.91
1010750400	11	126.89	2.35	9.78
1010761200	11	129.68	2.41	9.47
1010772000	11	126.05	2.54	9.11
1010782800	11	125.48	2.67	8.81
1010793600	12	126.05	2.72	8.59
1010804400	12	127.61	2.75	8.62
1010815200	12	126.92	2.82	8.53
1010826000	12	128.82	2.96	8.55
1010836800	12	122.74	3.13	8.83
1010847600	12	122.94	3.29	9.08
1010858400	12	119.68	3.35	9.18
1010869200	12	122.13	3.33	9.21
1010880000	13	121.2	3.21	9.21
1010890800	13	123.21	3.09	9.2
1010901600	13	121.75	2.94	9.18
1010912400	13	123.24	2.79	9.15
1010923200	13	121.7	2.65	9.11
1010934000	13	123.29	2.48	9.05
1010944800	13	121.61	2.32	8.94
1010955600	13	126.53	2.15	8.69
1010966400	14	124.48	2	8.45
1010977200	14	125.31	1.87	8.33
1010988000	14	123.14	1.75	8.23
1010998800	14	124.08	1.64	8.15
1011009600	14	122.01	1.54	8.04
1011020400	14	129.04	1.44	7.77
1011031200	14	127.31	1.36	7.62
1011042000	14	127.88	1.3	7.53
1011052800	15	126.35	1.23	7.46
1011063600	15	127.13	1.18	7.39
1011074400	15	133.6	1.12	7.26
1011085200	15	133.58	1.07	7.07
1011096000	15	132	1.02	6.96
1011106800	15	131.97	0.97	6.89
1011117600	15	130.32	0.93	6.84
1011128400	15	130.63	0.9	6.79
1011139200	16	129.64	0.88	6.75
1011150000	16	130.4	0.85	6.7
1011160800	16	129.59	0.84	6.64
1011171600	16	135.56	0.83	6.55
1011182400	16	135.5	0.77	6.46
1011193200	16	136.83	0.72	6.4
1011204000	16	136.8	0.97	6.35
1011214800	16	273.54	0.92	3.53
1011225600	17	136.57	0.77	6.28
1011236400	17	136.62	0.68	6.25
1011247200	17	135.62	0.64	6.24
1011258000	17	135.82	0.63	6.23
1011268800	17	135.03	0.62	6.22
1011279600	17	135.4	0.59	6.21
1011290400	17	133.88	0.56	6.2
1011301200	17	133.26	0.54	6.19
1011312000	18	131.32	0.52	6.18
1011322800	18	131.62	0.52	6.17
1011333600	18	131.59	0.64	6.18
1011344400	18	146.83	0.72	3.24
1011355200	18	166.61	0.75	3.58
1011366000	18	179.45	0.97	4.02
1011376800	18	185.63	1.02	4.44
1011387600	18	187.72	0.99	4.75
1011398400	19	187.57	0.93	4.84
1011409200	19	186.5	0.89	4.91
1011420000	19	184.89	0.89	4.94
1011430800	19	184.53	0.95	4.56
1011441600	19	189.06	1.08	4.46
1011452400	19	187.55	1.24	4.66
1011463200	19	185.11	1.35	4.84
1011474000	19	176.35	1.5	5.17
1011484800	20	177.74	1.63	5.4
1011495600	20	164.07	1.66	5.76
1011506400	20	153.02	1.6	6.25
1011517200	20	151.39	1.55	6.6
1011528000	20	143.92	1.5	6.94
1011538800	20	143.12	1.46	7.18
1011549600	20	136.01	1.42	7.5
1011560400	20	135.96	1.39	7.68
1011571200	21	134.04	1.38	7.83
1011582000	21	129.59	1.37	8.11
1011592800	21	127.5	1.38	8.38
1011603600	21	127.94	1.36	8.55
1011614400	21	125.37	1.33	8.65
1011625200	21	126.11	1.28	8.62
1011636000	21	123.84	1.22	8.57
1011646800	21	125.2	1.17	8.53
1011657600	22	123.14	1.11	8.49
1011668400	22	124.41	1.06	8.45
1011679200	22	122.26	1	8.4
1011690000	22	124.42	0.94	8.35
1011700800	22	123.95	0.9	8.32
1011711600	22	127.36	0.87	8.31
1011722400	22	126.8	0.88	8.3
1011733200	22	28.12	1.17	3.16
1011744000	23	40.93	1.08	3.57
1011754800	23	45.89	0.99	3.61
1011765600	23	60.41	0.95	4.07
1011776400	23	66.54	0.9	4.3
1011787200	23	67.01	0.85	4.45
1011798000	23	73.23	0.78	4.61
1011808800	23	71.58	0.73	4.72
1011819600	23	262.37	1.05	3.19
1011830400	24	255.55	0.86	4.18
1011841200	24	255.54	0.73	4.22
1011852000	24	255.86	0.67	4.37
1011862800	24	190.05	0.75	3.05
1011873600	24	179.39	0.77	3.37
1011884400	24	178.89	0.84	3.66
1011895200	24	193.06	0.87	4.23
1011906000	24	199.96	0.86	4.58
1011916800	25	197.04	0.81	4.73
1011927600	25	194.69	0.76	4.88
1011938400	25	193.76	0.72	5.04
1011949200	25	191.53	0.69	5.2
1011960000	25	189.9	0.67	5.41
1011970800	25	180.34	0.66	5.54
1011981600	25	196.47	0.66	10.12
1011992400	25	193.66	0.66	10
1012003200	26	194.48	0.73	9.81
1012014000	26	58.48	1.06	3.38
1012024800	26	64.33	1.14	3.9
1012035600	26	62.74	1.16	4.21
1012046400	26	59.37	1.15	4.29
1012057200	26	59.95	1.03	4.38
1012068000	26	60.34	0.94	4.44
1012078800	26	61.09	0.87	4.5
1012089600	27	64.3	0.8	4.62
1012100400	27	64.47	0.77	4.68
1012111200	27	64.4	0.75	4.73
1012122000	27	64.74	0.73	4.78
1012132800	27	66.29	0.72	4.84
1012143600	27	190.62	1.11	3.18
1012154400	27	181.7	0.95	4.18
1012165200	27	178.05	0.86	4.21
1012176000	28	172.26	0.8	4.23
1012186800	28	164.96	0.77	4.28
1012197600	28	188.34	0.78	12.72
1012208400	28	184.81	0.77	12.57
1012219200	28	187.11	0.72	12.27
1012230000	28	180.49	0.66	12.01
1012240800	28	184.55	0.62	11.67
1012251600	28	177.31	0.58	11.34
1012262400	29	173.9	0.74	11.16
1012273200	29	66.94	0.85	3.67
1012284000	29	64.91	1.07	4.17
1012294800	29	62.65	1.06	4.44
1012305600	29	63.62	0.98	4.71
1012316400	29	63.39	0.87	4.79
1012327200	29	64.65	0.79	4.84
1012338000	29	65.41	0.95	4.89
1012348800	30	244.54	0.92	3.52
1012359600	30	240.55	0.79	4.35
1012370400	30	73.31	0.7	5.17
1012381200	30	72.08	0.64	5.23
1012392000	30	71.17	0.6	5.26
1012402800	30	70.79	0.57	5.3
1012413600	30	70.23	0.55	5.33
1012424400	30	70.21	0.55	5.38
1012435200	31	69.54	0.57	5.46
1012446000	31	81.72	0.6	5.53
1012456800	31	79.28	0.64	5.62
1012467600	31	79.1	0.68	5.71
1012478400	31	262.62	1.06	3.14
1012489200	31	237.76	1.25	4.16
1012500000	31	223.41	1.58	5.44
1012510800	31	198.98	1.88	6.02
1012521600	32	190.21	1.98	6.26
1012532400	32	183.04	1.92	6.34
1012543200	32	181.21	1.78	6.33
1012554000	32	179	1.61	6.25
1012564800	32	177.75	1.47	6.2
1012575600	32	175.03	1.36	6.17
1012586400	32	172.61	1.3	6.17
