Unix	jday	dp	hs	tp
983707200	63	127.6	1.23	10.77
983718000	63	129.9	1.09	10.51
983728800	63	128.63	1.01	10.28
983739600	63	130.67	0.95	10.16
983750400	64	129.25	0.91	10.07
983761200	64	130.84	0.95	9.99
983772000	64	129.04	1.11	9.89
983782800	64	70.4	1.1	3.63
983793600	64	128.96	1.05	9.48
983804400	64	129.87	0.95	9.31
983815200	64	128.16	0.84	9.23
983826000	64	129.15	0.77	9.17
983836800	65	127.55	0.74	9.14
983847600	65	128.23	0.81	9.11
983858400	65	125.64	0.83	9.08
983869200	65	123.86	0.81	9.04
983880000	65	117.49	0.8	8.94
983890800	65	124.21	0.79	8.72
983901600	65	124.5	0.83	8.59
983912400	65	125.75	1.02	10.71
983923200	66	41.9	1.31	3.59
983934000	66	48.17	1.27	4.01
983944800	66	54.62	1.22	4.22
983955600	66	63.9	1.15	4.62
983966400	66	63.36	1.07	4.79
983977200	66	62.69	1.17	4.89
983988000	66	276.12	1.08	3.52
983998800	66	274.84	0.88	3.59
984009600	67	152.01	0.72	9.75
984020400	67	160.13	0.65	9.36
984031200	67	150.99	1.01	3.26
984042000	67	164.64	1.21	4.05
984052800	67	183.83	1.3	4.52
984063600	67	193.47	1.38	5.05
984074400	67	192.61	1.42	5.28
984085200	67	191.72	1.4	5.4
984096000	68	188.44	1.41	5.55
984106800	68	188.91	1.49	5.6
984117600	68	187.86	1.48	5.8
984128400	68	185.67	1.43	5.96
984139200	68	180.27	1.39	6.1
984150000	68	177.79	1.36	6.07
984160800	68	176.75	1.32	6.09
984171600	68	174.21	1.29	6.12
984182400	69	172.64	1.27	6.19
984193200	69	170.3	1.24	6.27
984204000	69	168.68	1.23	6.36
984214800	69	179.1	1.31	9.27
984225600	69	58.36	1.4	3.59
984236400	69	52.42	1.28	3.98
984247200	69	49.41	1.18	3.9
984258000	69	172.38	1.05	9.17
984268800	70	171.72	1.02	9.13
984279600	70	169.94	0.96	9.1
984290400	70	55.47	1.02	3.61
984301200	70	65.79	1.01	3.95
984312000	70	60.95	1.06	3.96
984322800	70	73.26	0.97	4.2
984333600	70	74.68	0.89	4.31
984344400	70	160.83	0.82	9.02
984355200	71	159.61	0.76	9.03
984366000	71	158.07	0.72	9.03
984376800	71	156.89	0.79	9.02
984387600	71	57.39	0.77	3.63
984398400	71	63.11	0.72	3.8
984409200	71	60.3	0.67	3.86
984420000	71	10.42	0.68	2.94
984430800	71	0.6	0.78	3.19
984441600	72	6.09	0.85	3.48
984452400	72	1.68	0.97	3.75
984463200	72	3.57	1.03	3.9
984474000	72	6.01	1.01	3.97
984484800	72	122.66	0.95	9.95
984495600	72	124.79	0.86	9.7
984506400	72	124.25	0.77	9.44
984517200	72	126.1	0.83	9.33
984528000	73	124.06	0.91	9.23
984538800	73	125.14	0.75	9.11
984549600	73	122.73	0.62	8.94
984560400	73	126.69	0.59	8.69
984571200	73	3.13	1.02	3.15
984582000	73	1.34	0.72	4.16
984592800	73	124.22	0.58	8.39
984603600	73	200.73	0.76	3.16
984614400	74	214.7	0.81	4.17
984625200	74	206.65	0.89	4.39
984636000	74	206.36	0.92	4.57
984646800	74	189.48	0.91	6.02
984657600	74	188.09	0.91	6.06
984668400	74	184.98	0.91	6.08
984679200	74	183.51	0.92	6.05
984690000	74	180.82	0.93	6.1
984700800	75	193.77	0.95	13.11
984711600	75	189.21	0.97	13.08
984722400	75	189.92	1.04	13.05
984733200	75	67.36	1.28	3.46
984744000	75	61.81	1.25	3.76
984754800	75	62	1.16	4.04
984765600	75	190.98	1.09	12.26
984776400	75	187.98	1.02	12.07
984787200	76	189.53	0.96	11.89
984798000	76	188.89	0.95	11.4
984808800	76	63.56	0.97	3.37
984819600	76	59.51	1.03	3.63
984830400	76	55.99	1.09	3.94
984841200	76	59.41	1.01	4.23
984852000	76	56.51	0.96	4.27
984862800	76	55.96	0.89	4.31
984873600	77	54.67	0.93	4.28
984884400	77	54.97	0.99	4.29
984895200	77	57.32	1.27	4.52
984906000	77	55.29	1.4	4.77
984916800	77	60.5	1.35	5.03
984927600	77	63.61	1.19	5.17
984938400	77	65.84	1.05	5.2
984949200	77	67.64	0.94	5.19
984960000	78	68.28	0.86	5.18
984970800	78	69.44	0.8	5.14
984981600	78	70.36	0.74	5.1
984992400	78	71.81	0.69	5.04
985003200	78	72.61	0.68	4.97
985014000	78	67.71	0.61	4.87
985024800	78	67.54	0.52	4.79
985035600	78	67.51	0.46	4.73
985046400	79	66.25	0.51	4.65
985057200	79	59.25	0.66	3.18
985068000	79	65.28	0.93	3.89
985078800	79	61.01	1.06	4.29
985089600	79	60.25	1.36	4.56
985100400	79	57.69	1.31	4.79
985111200	79	54.77	1.21	4.79
