Unix	jday	dp	hs	tp
1230768000	1	78.14	0.74	8.2
1230778800	1	342.6	0.68	3.47
1230789600	1	78.19	0.58	7.91
1230800400	1	77.92	0.5	7.79
1230811200	1	76.35	0.5	7.75
1230822000	1	77.81	0.51	7.83
1230832800	1	79.7	0.52	8.65
1230843600	1	83.9	0.59	8.81
1230854400	2	3.68	0.61	3.18
1230865200	2	357.19	0.76	3.26
1230876000	2	321.44	1.14	3.82
1230886800	2	321.5	0.99	4.15
1230897600	2	63.69	0.93	7.37
1230908400	2	205.68	1.08	3.94
1230919200	2	68.67	0.89	6.75
1230930000	2	107.24	0.67	6.58
1230940800	3	181.69	0.54	5.84
1230951600	3	180.01	0.5	5.72
1230962400	3	175.11	0.61	5.6
1230973200	3	114.8	0.55	3.46
1230984000	3	111.47	0.4	3.62
1230994800	3	74	0.36	7.77
1231005600	3	72.94	0.36	7.68
1231016400	3	262.08	0.82	2.86
1231027200	4	243.98	0.52	3.43
1231038000	4	91.81	0.35	7.71
1231048800	4	82.47	0.56	2.41
1231059600	4	70.68	0.56	3.1
1231070400	4	54.49	0.6	3.32
1231081200	4	57.44	0.54	3.68
1231092000	4	57.13	0.5	3.94
1231102800	4	57.59	0.46	4.27
1231113600	5	57.91	0.47	4.41
1231124400	5	66.84	0.59	4.9
1231135200	5	57.48	0.75	4.66
1231146000	5	59.94	0.77	5.06
1231156800	5	58.8	0.75	5.24
1231167600	5	57.68	0.67	5.26
1231178400	5	56.71	0.65	5.35
1231189200	5	67.17	0.67	6.21
1231200000	6	70.37	0.99	6.64
1231210800	6	67.08	0.91	6.74
1231221600	6	63.27	0.7	6.71
1231232400	6	60.72	0.55	6.55
1231243200	6	294.22	0.85	3.03
1231254000	6	329.77	0.69	3.52
1231264800	6	327.64	0.59	3.44
1231275600	6	328.38	0.5	3.38
1231286400	7	314.95	0.43	2.91
1231297200	7	309.36	0.49	2.85
1231308000	7	309.09	0.59	2.97
1231318800	7	305.79	0.53	3.13
1231329600	7	61.21	0.54	6.8
1231340400	7	66.07	0.49	6.99
1231351200	7	78.37	0.45	7.28
1231362000	7	79.65	0.43	7.31
1231372800	8	76.51	0.43	7.31
1231383600	8	77.07	0.43	7.26
1231394400	8	75.59	0.47	7.22
1231405200	8	72.34	0.51	7.05
1231416000	8	63.86	0.58	6.38
1231426800	8	64.45	0.84	6.27
1231437600	8	64.84	0.65	6.31
1231448400	8	63.98	0.57	6.46
1231459200	9	67.03	0.56	6.67
1231470000	9	64.04	0.58	6.76
