Unix	jday	dp	hs	tp
1136073600	1	127.86	0.23	10.28
1136084400	1	126.96	0.25	10.19
1136095200	1	127.15	0.35	11.92
1136106000	1	70.27	0.64	2.93
1136116800	1	58.58	0.95	3.52
1136127600	1	59.05	1.16	4.23
1136138400	1	63.84	1.4	5.02
1136149200	1	64.5	1.35	5.7
1136160000	2	350.55	1.41	3.7
1136170800	2	306.82	1.48	4.29
1136181600	2	295.06	1.38	4.54
1136192400	2	290.69	1.42	4.54
1136203200	2	291.48	1.42	4.48
1136214000	2	288.75	1.25	4.46
1136224800	2	288.27	0.99	4.2
1136235600	2	170.23	0.87	13.02
1136246400	3	174.23	0.84	12.95
1136257200	3	167.6	0.81	12.92
1136268000	3	326.84	0.84	3.4
1136278800	3	337.15	0.84	3.45
1136289600	3	331.35	0.86	3.47
1136300400	3	327.16	0.86	3.42
1136311200	3	150.39	0.72	8.73
1136322000	3	143.75	0.61	8.8
1136332800	4	171.41	0.67	8.87
1136343600	4	186.51	0.74	6.17
1136354400	4	172.29	0.64	7.99
1136365200	4	169.42	0.54	8.1
1136376000	4	334.08	0.89	3.36
1136386800	4	313.06	0.92	3.46
1136397600	4	303.79	0.73	3.49
1136408400	4	169.54	0.64	8.12
1136419200	5	172.07	0.54	8.38
1136430000	5	170.88	0.47	8.72
1136440800	5	175.25	0.4	9.12
1136451600	5	173.76	0.37	9.07
1136462400	5	176.84	0.38	9.25
1136473200	5	240.14	0.66	2.97
1136484000	5	216.04	0.63	3.42
1136494800	5	178.73	0.58	7.08
1136505600	6	170.9	0.53	7.33
1136516400	6	171.46	0.53	7.45
1136527200	6	174.18	0.53	11.41
1136538000	6	169.79	0.53	11.1
1136548800	6	173.65	0.52	10.78
1136559600	6	169.89	0.51	10.53
1136570400	6	176.11	0.5	10.44
1136581200	6	172.17	0.48	10.25
1136592000	7	175.86	0.87	10.23
1136602800	7	171.64	0.7	10.17
1136613600	7	175.14	0.59	10.14
1136624400	7	170.08	0.52	10.11
1136635200	7	174.48	0.54	10.11
1136646000	7	169.07	0.54	10.13
1136656800	7	317.11	0.55	2.91
1136667600	7	173.74	0.48	11.95
1136678400	8	313.23	1	3.35
1136689200	8	314.11	1.07	3.9
1136700000	8	314.24	1.03	3.88
1136710800	8	315.57	1.03	3.9
1136721600	8	311.08	1.07	3.83
1136732400	8	172.13	0.77	15.8
1136743200	8	174.48	0.54	15.89
1136754000	8	173.95	0.45	13.33
1136764800	9	178.81	0.54	13.27
1136775600	9	174	0.67	12.99
1136786400	9	177.63	0.75	12.64
1136797200	9	172.4	0.77	12.2
1136808000	9	176.43	0.73	12.02
1136818800	9	171.47	0.65	11.62
1136829600	9	165.77	0.62	10.39
1136840400	9	159.54	0.63	9.82
1136851200	10	79.55	0.73	3.53
1136862000	10	77.33	0.77	3.94
1136872800	10	75.54	0.78	4.42
1136883600	10	72.28	0.77	4.85
1136894400	10	69.13	0.78	5.22
1136905200	10	66.49	0.76	5.28
1136916000	10	67.23	0.76	5.59
1136926800	10	66.08	0.72	5.67
1136937600	11	64.68	0.71	5.73
1136948400	11	326.12	0.93	3.26
1136959200	11	72.55	0.87	6.84
1136970000	11	68.55	0.81	7.08
1136980800	11	70.61	0.88	7.21
