Unix	jday	dp	hs	tp
1104537600	1	136.95	1.2	7.06
1104548400	1	139.16	1.19	7.02
1104559200	1	139.7	1.17	6.98
1104570000	1	140.42	1.14	6.96
1104580800	1	140.01	1.11	6.95
1104591600	1	139.86	1.09	6.93
1104602400	1	138.82	1.12	6.92
1104613200	1	174.27	1.2	5.2
1104624000	2	172.41	1.21	5.57
1104634800	2	174.29	1.19	5.9
1104645600	2	167.28	1.15	6.1
1104656400	2	166.98	1.09	6.19
1104667200	2	167.23	1.03	6.27
1104678000	2	167	0.97	6.32
1104688800	2	167.2	0.91	6.34
1104699600	2	166.76	0.86	6.34
1104710400	3	63.08	1.15	3.13
1104721200	3	66.2	1.01	3.58
1104732000	3	70.45	0.96	3.61
1104742800	3	67.14	0.94	3.93
1104753600	3	65.8	0.87	4.14
1104764400	3	64.62	0.78	4.31
1104775200	3	64.75	0.74	4.49
1104786000	3	65.73	0.72	4.81
1104796800	4	108.62	0.72	5.47
1104807600	4	31.25	0.84	3.07
1104818400	4	35.73	0.78	3.55
1104829200	4	161.79	0.71	9.45
1104840000	4	163.23	0.69	9.27
1104850800	4	163.37	0.74	9.12
1104861600	4	163.24	0.73	8.97
1104872400	4	173.47	0.69	8.71
1104883200	5	175.04	0.63	8.5
1104894000	5	173.88	0.59	8.4
1104904800	5	174.58	0.66	8.35
1104915600	5	108.36	0.99	3.3
1104926400	5	112.6	0.82	4.17
1104937200	5	171.42	0.73	8.27
1104948000	5	170.79	0.68	8.24
1104958800	5	168.68	0.67	8.13
1104969600	6	170.14	0.7	7.93
1104980400	6	168.44	0.77	7.73
1104991200	6	167.65	0.9	7.6
1105002000	6	62.77	1.04	3.64
1105012800	6	60.58	1.08	4.01
1105023600	6	67.52	1.04	4.36
1105034400	6	72.24	0.99	4.59
1105045200	6	72.94	0.94	4.76
1105056000	7	75.2	0.89	4.83
1105066800	7	77.79	0.83	4.86
1105077600	7	80.5	0.78	4.86
1105088400	7	82.66	0.71	4.83
1105099200	7	84.67	0.65	4.8
1105110000	7	88.03	0.61	4.81
1105120800	7	92.54	0.56	4.84
1105131600	7	97.61	0.52	4.91
1105142400	8	102.93	0.51	4.93
1105153200	8	109.29	0.54	4.9
1105164000	8	114.22	0.61	4.89
1105174800	8	117.28	0.67	4.91
1105185600	8	119.23	0.7	4.89
1105196400	8	120.48	0.71	4.88
1105207200	8	121.29	0.7	4.88
1105218000	8	121.93	0.69	4.86
1105228800	9	122.29	0.67	4.84
1105239600	9	122.61	0.64	4.81
1105250400	9	123.16	0.62	4.79
1105261200	9	124.27	0.59	4.77
1105272000	9	126.09	0.56	4.76
1105282800	9	128.59	0.54	4.77
1105293600	9	131.56	0.54	4.8
1105304400	9	134.61	0.56	4.87
1105315200	10	141.48	0.6	4.98
1105326000	10	144.61	0.64	5.11
1105336800	10	147.14	0.65	5.2
1105347600	10	149.86	0.65	5.17
1105358400	10	155.11	0.64	5.08
1105369200	10	161.81	0.65	5.08
1105380000	10	169.43	0.66	5.15
1105390800	10	175.66	0.7	5.27
1105401600	11	179.57	0.73	5.45
1105412400	11	177.31	0.76	5.61
1105423200	11	177.99	0.79	5.79
1105434000	11	177.85	0.82	5.98
1105444800	11	176.38	0.85	6.65
1105455600	11	180.28	0.87	7.41
1105466400	11	185.16	0.88	10.12
1105477200	11	183.44	0.9	10.19
1105488000	12	184.74	0.9	10.2
1105498800	12	182.95	0.98	10.2
1105509600	12	184.05	1.05	10.14
1105520400	12	182.44	0.99	10.08
1105531200	12	183.55	0.91	10
1105542000	12	182.15	0.83	9.85
1105552800	12	183.46	0.76	9.71
1105563600	12	183.72	0.69	9.43
1105574400	13	184.74	0.63	9.24
1105585200	13	182.95	0.58	9.08
1105596000	13	182.43	0.58	8.91
1105606800	13	254.77	0.96	3.22
1105617600	13	253.17	0.72	3.64
1105628400	13	250.38	0.58	4.17
1105639200	13	246.83	0.46	4.19
1105650000	13	284.14	0.46	2.69
1105660800	14	284.36	0.53	2.93
1105671600	14	289.79	0.43	2.97
1105682400	14	297.91	0.33	3.01
1105693200	14	333.81	0.3	3.14
1105704000	14	39.01	0.32	4.14
1105714800	14	38.23	0.38	4.23
1105725600	14	294.33	0.72	2.86
1105736400	14	282.29	0.72	3.29
1105747200	15	282.44	0.55	3.65
1105758000	15	279.91	0.44	3.67
1105768800	15	275.53	0.38	3.7
1105779600	15	209.65	0.36	14.57
1105790400	15	213	0.33	14.5
1105801200	15	209.09	0.32	14.4
1105812000	15	212.27	0.33	14.4
1105822800	15	208.71	0.33	14.31
1105833600	16	NA	0.42	NA
1105844400	16	36.41	0.96	3.26
1105855200	16	42.7	0.95	3.89
1105866000	16	45.43	0.89	4.44
1105876800	16	53.29	0.86	4.76
1105887600	16	51.53	0.82	4.94
1105898400	16	0.17	0.84	3.41
1105909200	16	346.23	0.92	3.52
1105920000	17	341.55	0.97	3.96
1105930800	17	292.17	1.1	4.21
1105941600	17	272.03	1.25	4.28
1105952400	17	267.85	1.25	4.55
1105963200	17	264.36	0.96	4.6
1105974000	17	258.24	0.76	4.59
1105984800	17	251.81	0.63	4.57
1105995600	17	271.39	0.79	2.97
1106006400	18	256.84	0.69	3.82
1106017200	18	245.92	0.73	3.84
1106028000	18	224.18	1.02	3.96
1106038800	18	216.69	1.45	4.82
1106049600	18	198.38	1.48	6.21
1106060400	18	192.06	1.48	6.4
1106071200	18	196.7	1.57	6.71
1106082000	18	211.28	1.74	5.14
1106092800	19	195.1	1.78	6.84
1106103600	19	188.92	1.76	7.03
1106114400	19	191.53	1.72	8.45
1106125200	19	188.46	1.61	8.36
1106136000	19	187.1	1.44	8.28
1106146800	19	34.21	1.53	3.16
1106157600	19	182.27	1.25	8.27
1106168400	19	180.01	1.06	8.43
1106179200	20	179.93	0.93	8.51
1106190000	20	177.91	0.84	8.52
1106200800	20	177.92	0.79	8.47
1106211600	20	175.7	0.78	8.43
1106222400	20	273.7	0.96	3.19
1106233200	20	172.25	0.79	8.61
1106244000	20	168.86	0.67	8.82
1106254800	20	167	0.6	8.96
1106265600	21	166.84	0.52	9.09
1106276400	21	165.88	0.45	9.17
1106287200	21	164.83	0.4	9.22
1106298000	21	162.82	0.39	9.31
1106308800	21	209.58	0.43	13.33
1106319600	21	204.31	0.48	13.18
1106330400	21	206.77	0.5	13.04
1106341200	21	202.18	0.5	12.73
1106352000	22	204.7	0.5	12.45
1106362800	22	342.44	0.83	3.11
1106373600	22	343.12	0.87	3.56
1106384400	22	344.33	0.69	3.63
1106395200	22	348.78	0.56	3.65
1106406000	22	355.12	0.47	3.66
1106416800	22	NA	0.57	NA
1106427600	22	183.91	0.75	3.42
1106438400	23	183.1	0.67	3.7
1106449200	23	187.48	0.61	4.13
1106460000	23	187.1	0.66	4.18
1106470800	23	110.97	0.67	3.18
1106481600	23	126	0.6	3.72
1106492400	23	134.22	0.54	3.8
1106503200	23	128.4	0.49	3.97
1106514000	23	124.57	0.47	4.04
1106524800	24	121.49	0.45	4.06
1106535600	24	119.28	0.44	4.07
1106546400	24	118.04	0.44	4.05
1106557200	24	120.01	0.42	3.97
1106568000	24	142.09	0.4	7.78
1106578800	24	141.44	0.39	7.73
1106589600	24	138.99	0.38	7.71
1106600400	24	136.34	0.38	7.7
1106611200	25	131.65	0.41	7.72
1106622000	25	128.33	0.51	7.7
1106632800	25	156.51	0.86	3.27
1106643600	25	157.72	0.72	3.64
1106654400	25	168.94	0.66	4.15
1106665200	25	178.2	0.62	4.18
1106676000	25	149.47	0.61	7.67
1106686800	25	147.55	0.63	7.85
1106697600	26	194.89	0.67	11.27
1106708400	26	194.64	0.81	11.72
1106719200	26	60.68	1.15	3.6
1106730000	26	50.88	1.18	4.05
1106740800	26	48.58	1.27	4.29
