Unix	jday	U.component_of_wind
883612800	1	-1.876238382546
883616400	1	-3.67375528254087
883620000	1	-5.26993657100097
883623600	1	-6.64858209980409
883627200	1	-7.16710433166095
883630800	1	-7.47140753819013
883634400	1	-6.29413647745323
883638000	1	-6.52719513682963
883641600	1	-6.07543283813088
883645200	1	-5.25505727428666
883648800	1	-3.9892532533893
883652400	1	-2.74224707745491
883656000	1	-1.17118026921496
883659600	1	-0.607662441520558
883663200	1	-0.0937241393228897
883666800	1	0.275753072843005
883670400	1	0.441186332163038
883674000	1	0.632563058288288
883677600	1	0.977586119476461
883681200	1	1.37086863576784
883684800	1	1.17027998774188
883688400	1	0.488814389146888
883692000	1	-0.298836920359332
883695600	1	-1.15969373525273
883699200	2	-6.40620277939615
883702800	2	-5.44736667528579
883706400	2	-5.10035330367915
883710000	2	-4.89993919359488
883713600	2	-4.34139881325783
883717200	2	-3.75972314705425
883720800	2	-0.946093400761637
883724400	2	-0.734316968229708
883728000	2	0.353859041021118
883731600	2	2.13227488652867
883735200	2	3.38533294346113
883738800	2	4.10406667202303
883742400	2	2.70121889249753
883746000	2	3.57745198353312
883749600	2	3.59157350753619
883753200	2	3.2274946582996
883756800	2	3.04911333438169
883760400	2	2.87972209796619
883764000	2	0.636540446486734
883767600	2	1.8613705930609
883771200	2	2.33889108792128
883774800	2	2.71936661519003
883778400	2	1.97354755055311
883782000	2	1.26965327778745
883785600	3	2.81166996340167
883789200	3	0.519955576206523
883792800	3	-0.997745637775492
883796400	3	-1.62204655596171
883800000	3	-1.11520932615346
883803600	3	-0.269487405421011
883807200	3	6.71780498285293
883810800	3	5.51575727764608
883814400	3	5.36747394588827
883818000	3	6.06051127074116
883821600	3	6.1916334658318
883825200	3	5.99106218503288
883828800	3	5.20852171844933
883832400	3	5.30233123183591
883836000	3	4.97760262468847
883839600	3	4.41307987909349
883843200	3	3.75270670233797
883846800	3	3.17465684640678
883850400	3	1.63796313750288
883854000	3	1.56491946669546
883857600	3	1.38567767326341
883861200	3	1.33014547853786
883864800	3	0.906856142865063
883868400	3	0.524554714463559
883872000	4	-0.241006306847625
883875600	4	-0.391291451184688
883879200	4	0.00467266323766363
883882800	4	-0.122565830860525
883886400	4	0.0111393213076985
883890000	4	0.182030656326861
883893600	4	-1.60582515742618
883897200	4	-1.33396649059411
883900800	4	-0.195081207284671
883904400	4	1.01704478729028
883908000	4	1.53764434398413
883911600	4	1.66766417141295
883915200	4	2.86007181717989
883918800	4	1.39651304937654
883922400	4	0.729595725092621
883926000	4	0.117412938951283
883929600	4	-0.0944353347078361
883933200	4	-0.424326880777709
883936800	4	-3.5818163292137
883940400	4	-2.78461821872026
883944000	4	-2.99836149451506
883947600	4	-3.50585376919031
883951200	4	-4.13211211118917
