Unix	jday	Pressure
928195200	152	98449.7863063259
928198800	152	98407.9429879445
928202400	152	98388.8349435264
928206000	152	98349.1367302911
928209600	152	98359.1367302911
928213200	152	98372.1722221362
928216800	152	98442.1722221362
928220400	152	98432.1722221362
928224000	152	98450.9800486726
928227600	152	98440.9800486726
928231200	152	98426.7508144809
928234800	152	98419.7863063259
928238400	152	98494.0139716346
928242000	152	98479.7863063259
928245600	152	98453.7137537528
928249200	152	98410.9784797895
928252800	152	98396.7492455979
928256400	152	98394.9059272164
928260000	152	98497.6412011797
928263600	152	98491.8704353714
928267200	152	98534.9059272164
928270800	152	98594.9059272164
928274400	152	98594.9059272164
928278000	152	98580.6766930248
928281600	153	98570.6766930248
928285200	153	98531.8688664884
928288800	153	98521.8688664884
928292400	153	98529.1335925251
928296000	153	98517.9414190615
928299600	153	98512.1706532532
928303200	153	98447.9429879445
928306800	153	98466.0996695631
928310400	153	98524.9074960994
928314000	153	98581.8720042544
928317600	153	98645.7994516813
928321200	153	98692.7639598363
928324800	153	98763.6543465351
928328400	153	98789.7268991082
928332000	153	98785.7978827983
928335600	153	98782.7623909533
928339200	153	98785.7978827983
928342800	153	98790.376475143
928346400	153	98764.6057093347
928350000	153	98765.7978827983
928353600	153	98795.7978827983
928357200	153	98865.7978827983
928360800	153	98877.6412011797
928364400	153	98871.5686486066
928368000	154	98792.7608220702
928371600	154	98781.5686486066
928375200	154	98758.8333746433
928378800	154	98734.6041404517
928382400	154	98728.8333746433
928386000	154	98720.6766930248
928389600	154	98621.8704353714
928393200	154	98600.9784797896
928396800	154	98579.7863063259
928400400	154	98584.0155405176
928404000	154	98594.0155405176
928407600	154	98600.9800486726
928411200	154	98388.0071018113
928414800	154	98385.8651344311
928418400	154	98428.9037640421
928422000	154	98471.6390380054
928425600	154	98455.5664854323
928429200	154	98411.6359002394
928432800	154	98654.3783033831
928436400	154	98760.7408068915
928440000	154	98853.4166736371
928443600	154	98955.5008026826
928447200	154	99056.3911893814
928450800	154	99151.5123791549
928454400	155	99222.7061215016
928458000	155	99246.6335689285
928461600	155	99317.8241735091
928465200	155	99398.7161290909
928468800	155	99473.5949393174
928472400	155	99535.4382576988
928476000	155	99511.8125970367
928479600	155	99630.6204235731
928483200	155	99721.8125970367
928486800	155	99794.546302117
928490400	155	99870.3170679253
928494000	155	99930.3170679253
928497600	155	99946.3896204984
928501200	155	100044.244515352
928504800	155	100081.207454624
928508400	155	100100.015281161
928512000	155	100070.315499042
928515600	155	100060.315499042
928519200	155	100043.35255977
928522800	155	100092.158817424
928526400	155	100160.315499042
928530000	155	100232.158817424
928533600	155	100219.121756696
928537200	155	100190.313930159
928540800	156	100146.084695968
928544400	156	100116.084695968
928548000	156	100086.084695968
928551600	156	100056.084695968
928555200	156	100050.313930159
928558800	156	100044.892522504
928562400	156	100069.121756696
928566000	156	100089.121756696
928569600	156	100109.121756696
928573200	156	100123.349422004
928576800	156	100119.421974577
928580400	156	100103.349422004
928584000	156	100100.313930159
928587600	156	100084.241377586
928591200	156	100070.313930159
928594800	156	100050.313930159
928598400	156	100022.157248541
928602000	156	100000.313930159
928605600	156	99972.1572485407
928609200	156	99972.1572485407
928612800	156	99969.4219745774
928616400	156	100003.651208769
928620000	156	99999.4219745774
928623600	156	99979.4219745774
928627200	157	100030.313930159
928630800	157	99980.3139301593
928634400	157	99961.5076725059
928638000	157	99943.3509908873
928641600	157	99957.580225079
928645200	157	99966.3880516154
928648800	157	99999.4235434604
928652400	157	100036.688269497
928656000	157	100055.496096034
928659600	157	100078.531587879
928663200	157	100088.531587879
928666800	157	100108.531587879
928670400	157	100055.497664917
928674000	157	100052.460604188
928677600	157	100079.725330225
928681200	157	100094.30392257
928684800	157	100075.496096034
928688400	157	100060.074688378
928692000	157	100074.302353687
928695600	157	100078.531587879
928699200	157	100069.182732796
928702800	157	100084.604140452
928706400	157	100074.604140452
928710000	157	100036.447458833
928713600	158	99927.6396322967
928717200	158	99861.5670797236
928720800	158	99820.37490626
928724400	158	99785.7963139153
928728000	158	99727.6396322967
928731600	158	99687.6396322967
928735200	158	99598.5315878786
928738800	158	99598.5315878786
928742400	158	99620.37490626
928746000	158	99637.6396322967
928749600	158	99617.6396322967
