Unix	jday	Pressure
657417600	305	100511.473874667
657421200	305	100531.473874667
657424800	305	100536.569391995
657428400	305	100536.569391995
657432000	305	100543.53390015
657435600	305	100555.402890977
657439200	305	100592.719297556
657442800	305	100645.131221462
657446400	305	100715.131221462
657450000	305	100780.035704134
657453600	305	100808.166713308
657457200	305	100835.131221462
657460800	305	100882.095729617
657464400	305	100901.281127023
657468000	305	100901.633025447
657471600	305	100901.633025447
657475200	305	100896.728542775
657478800	305	100918.597533602
657482400	305	100971.009457509
657486000	305	101018.134829431
657489600	305	101066.265838604
657493200	305	101087.080441199
657496800	305	101091.98492387
657500400	305	101101.98492387
657504000	306	101114.668517292
657507600	306	101094.668517292
657511200	306	101024.316618868
657514800	306	100968.597533602
657518400	306	100918.597533602
657522000	306	100886.728542775
657525600	306	100945.91394018
657529200	306	100918.134829431
657532800	306	100884.044949354
657536400	306	100858.949432025
657540000	306	100848.949432025
657543600	306	100858.134829431
657547200	306	100796.265838604
657550800	306	100798.677762511
657554400	306	100765.99416909
657558000	306	100705.179566495
657561600	306	100655.99416909
657565200	306	100633.310575668
657568800	306	100595.99416909
657572400	306	100635.99416909
657576000	306	100655.99416909
657579600	306	100655.99416909
657583200	306	100637.863159916
657586800	306	100630.898651761
657590400	307	100642.767642588
657594000	307	100637.863159916
657597600	307	100597.863159916
657601200	307	100535.179566495
657604800	307	100505.179566495
657608400	307	100490.275083823
657612000	307	100592.958677245
657615600	307	100604.827668071
657619200	307	100622.14407465
657622800	307	100634.827668071
657626400	307	100637.863159916
657630000	307	100635.99416909
657633600	307	100657.863159916
657637200	307	100633.773279839
657640800	307	100597.863159916
657644400	307	100530.546753338
657648000	307	100477.863159916
657651600	307	100455.642270666
657655200	307	100448.677762511
657658800	307	100508.677762511
657662400	307	100558.677762511
657666000	307	100568.677762511
657669600	307	100549.140466682
657673200	307	100536.919577431
657676800	308	100531.824060103
657680400	308	100524.044949354
657684000	308	100506.728542775
657687600	308	100476.376644351
657691200	308	100439.060237772
657694800	308	100431.743831194
657698400	308	100418.708339349
657702000	308	100481.39193277
657705600	308	100546.487450098
657709200	308	100598.356440925
657712800	308	100640.577330175
657716400	308	100691.39193277
657720000	308	100634.779323039
657723600	308	100674.316618868
657727200	308	100654.668517292
657730800	308	100584.668517292
657734400	308	100542.095729617
657738000	308	100531.281127023
657741600	308	100507.893736754
657745200	308	100588.708339349
657748800	308	100669.68380571
657752400	308	100728.438382822
657756000	308	100727.192959933
657759600	308	100719.876553354
657763200	309	100719.06195076
657766800	309	100674.972070683
657770400	309	100652.097442605
657774000	309	100646.841061509
657777600	309	100646.026458915
657781200	309	100648.901086993
657784800	309	100650.498408305
657788400	309	100678.277519055
