Unix	jday	Downward_Long-Wave_Rad_Flux
631152000	1	300.29678628904
631155600	1	300.237424880146
631159200	1	296.541275516276
631162800	1	294.762873797967
631166400	1	293.833329998621
631170000	1	293.566400622953
631173600	1	298.418060278055
631177200	1	297.327027165258
631180800	1	295.256397859986
631184400	1	295.121032058531
631188000	1	296.361590088018
631191600	1	297.598431328739
631195200	1	289.184392353856
631198800	1	289.071047142059
631202400	1	288.587147140307
631206000	1	288.920433833821
631209600	1	289.545564107223
631213200	1	291.102101833631
631216800	1	353.951192913524
631220400	1	355.70549437573
631224000	1	364.88512647143
631227600	1	368.473862989204
631231200	1	370.456446069259
631234800	1	371.720042200401
631238400	2	375.702213525306
631242000	2	376.378692569707
631245600	2	376.076704611839
631249200	2	375.637531317483
631252800	2	375.394723561614
631256400	2	375.44523653449
631260000	2	382.13103517157
631263600	2	382.783829760551
631267200	2	382.776220234059
631270800	2	380.260729721972
631274400	2	379.279232824299
631278000	2	378.917841914691
631281600	2	374.627352394239
631285200	2	372.743395418404
631288800	2	372.426126148643
631292400	2	372.212942977338
631296000	2	372.00867517593
631299600	2	371.759948567564
631303200	2	367.623541820989
631306800	2	367.444957492511
631310400	2	363.908575633986
631314000	2	359.265845196546
631317600	2	355.138584009177
631321200	2	351.729275570264
631324800	3	314.156477104526
631328400	3	314.525578456682
631332000	3	309.626222012851
631335600	3	307.801852980636
631339200	3	310.066045098166
631342800	3	313.142752799617
631346400	3	340.283906703437
631350000	3	339.227198521626
631353600	3	344.226986352231
631357200	3	350.081807572945
631360800	3	353.577086657812
631364400	3	356.165581222903
631368000	3	367.986172747693
631371600	3	367.716088873086
631375200	3	369.091739659044
631378800	3	370.151107900721
631382400	3	370.925749419217
631386000	3	371.700552771148
631389600	3	377.615482145181
631393200	3	378.459391323045
631396800	3	376.196763558956
631400400	3	374.737044399115
631404000	3	373.4905213674
631407600	3	372.810695601829
631411200	4	368.944735554559
631414800	4	369.25524927887
631418400	4	370.178475779515
631422000	4	371.428501969422
631425600	4	372.169525359841
631429200	4	373.179410765433
631432800	4	380.739223120968
631436400	4	381.683041374135
631440000	4	384.049112606757
631443600	4	385.71584623831
631447200	4	385.816309179343
631450800	4	384.938994945083
631454400	4	333.403062381211
631458000	4	332.190523980005
631461600	4	322.139789942583
631465200	4	315.709460024926
631468800	4	314.990637923853
631472400	4	317.855889614445
631476000	4	351.770120927719
631479600	4	351.427406511631
631483200	4	354.016242414188
631486800	4	356.176983996517
631490400	4	356.803032592989
631494000	4	357.133534474174
631497600	5	346.414593104244
631501200	5	346.62493344789
631504800	5	353.310276133799
631508400	5	355.370666767179
631512000	5	356.644818045661
631515600	5	357.522411601793
631519200	5	326.717258585969
631522800	5	326.938430686455
631526400	5	314.776513230652
631530000	5	309.530569884922
631533600	5	317.526678247942
631537200	5	325.762915060033
631540800	5	363.032956112516
631544400	5	361.667463047756
631548000	5	357.622707274284
631551600	5	354.484345137156
631555200	5	351.530902280367
631558800	5	350.024458087378
631562400	5	325.340394656683
631566000	5	326.449816241331
631569600	5	316.745808579319
631573200	5	310.130748915767
631576800	5	306.270519088757
631580400	5	303.859006551016
631584000	6	300.008758192875
631587600	6	299.690571735471
631591200	6	300.112320252433
631594800	6	300.380107949309
631598400	6	300.298889506673
631602000	6	300.119878810702
631605600	6	293.037927083932
631609200	6	291.981124717848
631612800	6	290.655803080171
631616400	6	289.490977840576
631620000	6	288.748818467273
631623600	6	288.317636984872
631627200	6	285.7966573929
631630800	6	285.824338112956
631634400	6	285.799537388605
631638000	6	285.911788092322
631641600	6	286.145880754708
631645200	6	286.575771544818
631648800	6	289.187871499872
631652400	6	289.577251395153
631656000	6	289.981148835913
631659600	6	290.768006772723
631663200	6	291.34657272716
631666800	6	291.981601856582
631670400	7	296.70436173023
631674000	7	296.378877489245
631677600	7	296.330194611107
631681200	7	296.689175328176
631684800	7	297.460490835967
631688400	7	299.202479831016
631692000	7	350.230134693611
631695600	7	349.551530949415
631699200	7	347.829751010126
631702800	7	343.299740296549
631706400	7	339.580834052629
631710000	7	338.547632303778
631713600	7	350.727397655527
631717200	7	350.183497784266
631720800	7	350.89293023708
631724400	7	352.188215073006
631728000	7	354.941746600869
631731600	7	357.390338066024
631735200	7	371.854898587092
631738800	7	372.66755911854
631742400	7	373.236678581017
631746000	7	374.119429165382
631749600	7	374.515853014254
631753200	7	374.752431146089
631756800	8	374.80445704411
631760400	8	375.073752227304
631764000	8	374.872792838452
631767600	8	373.741019303166
631771200	8	372.991194931283
631774800	8	372.554810453333
631778400	8	363.912159259404
631782000	8	363.652404843603
631785600	8	362.735056209002
631789200	8	359.727007940513
631792800	8	355.603408393719
631796400	8	349.815725439082
631800000	8	370.037096001996
631803600	8	369.622523537956
631807200	8	370.747666680691
631810800	8	371.547046034685
631814400	8	372.037504383899
631818000	8	372.410193935524
631821600	8	371.490377187191
631825200	8	372.1508893105
631828800	8	371.216375209493
631832400	8	369.329612380605
631836000	8	365.504714058155
631839600	8	359.657155882431
631843200	9	354.720300874971
631846800	9	354.983710649205
631850400	9	350.416296791678
631854000	9	340.009432552209
631857600	9	334.38579119431
631861200	9	330.828365867948
631864800	9	317.502591798209
631868400	9	316.836938727663
631872000	9	323.723675985128
631875600	9	326.520549065839
631879200	9	326.557564758012
631882800	9	325.910588249877
631886400	9	314.252872052405
631890000	9	313.46720370212
631893600	9	311.868901712824
631897200	9	311.24869582818
631900800	9	310.325562187965
631904400	9	309.848389334475
631908000	9	310.69332207251
631911600	9	311.62674386357
631915200	9	311.562951933469
631918800	9	312.168876594301
631922400	9	313.848982254986
631926000	9	315.740339129064
631929600	10	318.316426476452
631933200	10	318.111564485312
631936800	10	316.536528350254
631940400	10	315.443366276231
631944000	10	314.603550096119
631947600	10	313.923549876424
631951200	10	308.778516984363
631954800	10	307.384423479783
631958400	10	307.419257574667
631962000	10	307.449726719122
631965600	10	307.282150751016
631969200	10	307.009591289982
631972800	10	303.681013866981
631976400	10	303.427638177945
631980000	10	304.052785680736
631983600	10	308.929529747659
631987200	10	323.91784239384
631990800	10	334.442785263842
631994400	10	379.415631651342
631998000	10	379.117859428945
632001600	10	378.835463956623
632005200	10	378.940171735198
632008800	10	378.93698171797
632012400	10	378.877167204983
632016000	11	371.982111546014
632019600	11	373.105622677964
632023200	11	370.366102488559
632026800	11	369.017154936648
632030400	11	368.919770780633
632034000	11	369.136806534223
632037600	11	374.958670655183
632041200	11	373.996923121288
632044800	11	375.523671016555
632048400	11	376.508900098995
632052000	11	377.056447281095
632055600	11	377.400924958819
632059200	11	375.964777957613
632062800	11	375.888441145564
632066400	11	375.768932404163
632070000	11	374.899432642239
632073600	11	374.242097919526
632077200	11	373.732149909571
632080800	11	360.72196676027
632084400	11	360.102692319798
632088000	11	357.713261242497
632091600	11	361.951125520985
632095200	11	364.686118894506
632098800	11	366.510963265439
632102400	12	374.034856933846
632106000	12	374.511291082655
632109600	12	374.936941802217
632113200	12	375.408921920436
632116800	12	375.62571079319
632120400	12	375.756543405105
632124000	12	380.187323151748
632127600	12	380.708236728695
632131200	12	380.982039066121
632134800	12	381.292219987995
632138400	12	381.568394038245
632142000	12	381.812145215553
632145600	12	381.855483266207
632149200	12	382.97733560262
632152800	12	383.057130666375
632156400	12	383.424000571603
632160000	12	383.787545728598
632163600	12	384.123943332118
632167200	12	388.578364727961
632170800	12	388.405778138185
632174400	12	388.857119779118
632178000	12	389.134478574201
632181600	12	389.372279290897
632185200	12	389.576009592091
632188800	13	392.263839109842
632192400	13	392.901473511235
632196000	13	392.837638819377
632199600	13	392.861050438899
632203200	13	392.773493393295
632206800	13	392.58028124404
632210400	13	391.426852936276
632214000	13	390.938963382266
632217600	13	390.399861104896
632221200	13	390.072975243819
632224800	13	390.008332421983
