Unix	jday	Downward_Long-Wave_Rad_Flux
1149120000	152	352.209447512698
1149123600	152	352.819065968354
1149127200	152	349.206594146227
1149130800	152	345.306003641512
1149134400	152	338.401381779032
1149138000	152	332.272657825414
1149141600	152	284.96580334001
1149145200	152	285.067028008771
1149148800	152	282.565477256795
1149152400	152	281.248409836918
1149156000	152	280.716983766257
1149159600	152	280.675145842988
1149163200	152	284.905770573839
1149166800	152	283.900571450421
1149170400	152	284.425409681077
1149174000	152	284.720208542702
1149177600	152	284.319466310803
1149181200	152	284.402851887486
1149184800	152	290.327744393933
1149188400	152	290.127408054512
1149192000	152	290.682877924043
1149195600	152	292.167225536556
1149199200	152	293.73535571697
1149202800	152	294.972953449173
1149206400	153	288.632378632439
1149210000	153	289.688094943425
1149213600	153	285.78405879122
1149217200	153	283.331826606507
1149220800	153	286.2232701398
1149224400	153	291.651935016137
1149228000	153	333.180473219422
1149231600	153	332.761783552677
1149235200	153	331.932671446847
1149238800	153	329.3582559532
1149242400	153	325.589531422591
1149246000	153	323.187956060532
1149249600	153	316.657938694741
1149253200	153	315.951837477316
1149256800	153	321.022790683567
1149260400	153	326.021890115832
1149264000	153	329.088512800641
1149267600	153	331.944087296672
1149271200	153	346.645027936377
1149274800	153	346.619419743581
1149278400	153	344.965851928119
1149282000	153	346.361044146846
1149285600	153	348.850206574708
1149289200	153	351.62452559563
1149292800	154	370.720309783106
1149296400	154	370.826569928896
1149300000	154	371.447961267578
1149303600	154	371.735927821405
1149307200	154	371.839045363383
1149310800	154	371.884960898056
1149314400	154	374.199794239777
1149318000	154	373.962240367452
1149321600	154	373.588144061434
1149325200	154	372.930642813366
1149328800	154	371.577090670234
1149332400	154	370.148831589069
1149336000	154	368.763402464778
1149339600	154	367.788024681557
1149343200	154	369.153947404238
1149346800	154	369.680457902848
1149350400	154	369.80616860064
1149354000	154	369.760641278824
1149357600	154	374.671980784095
1149361200	154	374.061501347598
1149364800	154	374.55131280649
1149368400	154	372.194455174296
1149372000	154	367.091789076062
1149375600	154	360.246539889708
1149379200	155	311.645752724102
1149382800	155	312.113013435209
1149386400	155	308.196822765074
1149390000	155	307.108244707748
1149393600	155	309.981027019121
1149397200	155	317.046976544663
1149400800	155	363.909735383793
1149404400	155	362.94612867262
1149408000	155	360.926580403791
1149411600	155	357.987338763286
1149415200	155	355.812851507174
1149418800	155	353.840533746503
1149422400	155	303.094182675397
1149426000	155	300.81509257253
1149429600	155	281.879750338983
1149433200	155	271.775094624274
1149436800	155	265.287067745889
1149440400	155	260.971646958151
1149444000	155	245.35744968483
1149447600	155	244.416136174935
1149451200	155	243.33522011093
1149454800	155	243.289669762537
1149458400	155	242.966698422904
1149462000	155	243.144395412985
1149465600	156	246.611069397477
1149469200	156	247.694107240996
1149472800	156	248.594032045569
1149476400	156	249.268826051332
1149480000	156	249.99014178272
1149483600	156	250.664963626087
1149487200	156	256.718017887285
1149490800	156	257.194484496524
1149494400	156	257.373768852457
1149498000	156	257.533985190422
1149501600	156	257.456353104141
1149505200	156	257.303081932352
1149508800	156	257.187008150982
1149512400	156	256.709949214075
1149516000	156	257.501917323192
1149519600	156	258.134603313043
1149523200	156	258.386588443914
1149526800	156	258.869865698361
1149530400	156	270.812150365601
1149534000	156	271.060428792648
1149537600	156	274.687933322933
1149541200	156	273.862542529442
1149544800	156	272.976772734411
1149548400	156	272.714466058394
1149552000	157	274.911494505841
1149555600	157	275.883584165252
1149559200	157	276.146508960667
1149562800	157	276.504399604262
1149566400	157	276.654586955249
1149570000	157	276.772530181138
1149573600	157	277.888606257073
1149577200	157	278.058170177874
1149580800	157	278.75043468289
1149584400	157	279.49157360748
1149588000	157	282.289164317251
1149591600	157	285.964769599843
1149595200	157	338.506067986243
1149598800	157	339.100072492448
1149602400	157	342.968604340124
1149606000	157	345.698485836907
1149609600	157	348.032656030788
1149613200	157	350.022848356619
1149616800	157	366.574811356629
1149620400	157	366.024107138765
1149624000	157	364.941407917175
1149627600	157	362.434914707102
1149631200	157	360.64903671166
1149634800	157	359.216491941763
1149638400	158	287.186903100436
1149642000	158	288.229939220935
1149645600	158	289.618545688258
1149649200	158	290.292607449069
1149652800	158	290.140269441754
1149656400	158	289.980549795319
1149660000	158	287.95021435914
1149663600	158	287.890679084387
1149667200	158	287.20131765326
1149670800	158	287.282150704497
1149674400	158	289.461614239011
1149678000	158	292.354687664836
1149681600	158	316.475288477318
1149685200	158	317.968557644381
1149688800	158	326.004726273724
1149692400	158	330.572311100765
1149696000	158	332.1132526025
1149699600	158	333.049457843101
1149703200	158	352.06577698633
1149706800	158	352.775781161727
1149710400	158	354.386114162613
1149714000	158	354.700123212371
1149717600	158	353.44220431027
1149721200	158	351.039787406436
1149724800	159	325.651454186016
1149728400	159	326.440626607144
1149732000	159	321.962991090355
1149735600	159	323.311569569167
1149739200	159	327.673781190247
1149742800	159	331.58311910821
1149746400	159	355.368558493697
1149750000	159	354.907041653481
1149753600	159	356.926990205665
1149757200	159	357.68259754574
1149760800	159	356.665093203463
1149764400	159	355.00484681974
1149768000	159	350.726165254231
1149771600	159	350.404934599132
1149775200	159	345.631387694893
1149778800	159	345.197785308936
1149782400	159	342.849434861804
1149786000	159	339.754375207909
1149789600	159	318.680646313067
1149793200	159	318.655633709912
1149796800	159	303.425900205091
1149800400	159	313.273781312344
1149804000	159	321.790689874042
1149807600	159	328.483487282193
1149811200	160	351.586104407696
1149814800	160	352.507788285343
1149818400	160	345.426428806525
1149822000	160	348.818337814907
1149825600	160	350.985992128091
1149829200	160	352.536680429237
1149832800	160	357.525910494545
1149836400	160	357.384037418602
1149840000	160	357.242868721769
1149843600	160	357.244940012412
1149847200	160	357.550938959871
1149850800	160	357.869939406575
1149854400	160	364.35202320347
1149858000	160	363.820367990707
1149861600	160	363.736748626826
1149865200	160	363.41812046795
1149868800	160	363.390287658713
1149872400	160	363.233791730781
1149876000	160	364.393474599023
1149879600	160	364.29012270425
1149883200	160	362.593444477194
1149886800	160	361.465770837019
1149890400	160	361.108973893446
1149894000	160	360.938340885291
1149897600	161	363.086920403617
1149901200	161	363.184554340613
1149904800	161	357.93156560169
1149908400	161	354.611912131118
1149912000	161	353.419351579171
1149915600	161	352.156752078039
1149919200	161	346.052229166344
1149922800	161	344.922344890181
1149926400	161	333.934803917061
1149930000	161	322.604544262078
1149933600	161	325.077570375822
1149937200	161	330.243140645008
1149940800	161	362.338349224106
1149944400	161	362.983403025685
1149948000	161	362.3632948795
1149951600	161	361.48334246342
1149955200	161	360.251857718613
1149958800	161	357.563833487829
1149962400	161	327.290996577558
1149966000	161	327.279533492518
1149969600	161	330.556645202987
1149973200	161	338.433619979603
1149976800	161	343.14307330408
1149980400	161	347.782182240669
1149984000	162	374.748995481743
1149987600	162	377.216100171333
1149991200	162	376.904848539419
1149994800	162	375.717864389974
1149998400	162	373.571773037379
1150002000	162	371.85367497698
1150005600	162	361.620637347057
1150009200	162	360.523061174871
1150012800	162	359.804888514482
1150016400	162	359.045332174961
1150020000	162	360.843032186411
1150023600	162	362.377095504805
1150027200	162	372.362959688533
1150030800	162	373.236978380198
1150034400	162	373.573779954067
1150038000	162	374.701873177538
1150041600	162	375.381868536064
1150045200	162	375.803955994349
1150048800	162	376.893716880793
1150052400	162	377.212989970568
1150056000	162	373.918655908027
1150059600	162	372.169504089126
1150063200	162	371.618255884343
1150066800	162	369.634001687105
1150070400	163	358.14810766398
1150074000	163	352.289991868979
1150077600	163	347.15471717958
1150081200	163	342.909559554076
1150084800	163	338.743479889409
1150088400	163	327.385933535122
1150092000	163	259.202500550935
1150095600	163	260.81744992141
1150099200	163	261.457115215003
1150102800	163	262.142013715355
1150106400	163	263.037052854428
1150110000	163	264.127663583383
1150113600	163	290.738823597414
1150117200	163	289.628919291795
1150120800	163	306.581487074703
1150124400	163	316.375613149689
1150128000	163	321.948897206908
1150131600	163	324.368991819614
1150135200	163	283.473539952818
1150138800	163	282.406176544441
1150142400	163	272.423433345662
1150146000	163	265.986207087878
1150149600	163	261.136972024814
1150153200	163	257.684851482428
1150156800	164	249.390113803956
1150160400	164	250.417309570717
1150164000	164	250.84308066865
1150167600	164	251.227604611993
1150171200	164	251.445594299631
1150174800	164	251.675165185235
1150178400	164	254.829616362675
1150182000	164	253.962998510331
1150185600	164	255.182476069838
1150189200	164	256.635630592405
1150192800	164	257.004719161581
1150196400	164	257.320506694645
1150200000	164	286.59011644101
1150203600	164	285.471989060625
1150207200	164	295.071319429305
1150210800	164	306.358680151531
1150214400	164	314.856622509902
1150218000	164	320.889854825791
1150221600	164	332.861708108949
1150225200	164	332.869783621524
1150228800	164	328.589607291275
1150232400	164	329.739792580769
1150236000	164	331.844777725033
1150239600	164	334.520856341595
1150243200	165	355.890313616907
1150246800	165	357.051444406422
1150250400	165	357.143761200994
1150254000	165	353.287345311454
1150257600	165	349.773774780074
1150261200	165	347.159339105165
1150264800	165	359.305616920343
1150268400	165	358.795422055793
1150272000	165	357.706958618845
1150275600	165	357.477123039509
1150279200	165	357.125727799742
1150282800	165	356.660314531115
1150286400	165	354.997026275869
1150290000	165	355.038402192602
1150293600	165	353.896606489498
1150297200	165	351.280300153931
1150300800	165	352.169839745594
1150304400	165	352.866404415436
1150308000	165	354.337746452318
1150311600	165	354.32193347165
1150315200	165	348.599056226891
1150318800	165	340.028545150532
1150322400	165	337.200805351325
1150326000	165	338.308515705357
1150329600	166	342.601270751125
1150333200	166	342.785501421757
1150336800	166	347.741041462523
1150340400	166	350.0696955366
1150344000	166	351.166696257813
1150347600	166	351.812444932376
1150351200	166	357.095925262085
1150354800	166	357.318605307348
1150358400	166	357.409131686117
1150362000	166	356.987430698961
1150365600	166	356.557635773493
1150369200	166	354.605086061558
1150372800	166	358.216073845299
1150376400	166	359.004997649887
1150380000	166	359.989217684758
1150383600	166	360.315782800775
1150387200	166	359.899786524095
1150390800	166	359.208174678335
1150394400	166	362.657613758569
1150398000	166	363.270306912041
1150401600	166	363.456560487247
1150405200	166	363.225031467515
1150408800	166	361.899393529534
1150412400	166	359.701401418536
1150416000	167	324.206174596748
1150419600	167	324.879356362838
1150423200	167	312.803698081324
1150426800	167	311.368290978329
1150430400	167	314.673767389483
1150434000	167	317.907404338173
1150437600	167	342.482983808902
1150441200	167	342.981813121919
1150444800	167	341.366895219637
1150448400	167	339.72629966073
1150452000	167	336.223910160155
1150455600	167	328.823934867731
1150459200	167	302.913402930135
1150462800	167	302.134267398237
1150466400	167	298.9980149938
1150470000	167	304.602624328793
1150473600	167	309.55205198473
1150477200	167	312.675498721513
1150480800	167	282.136539913643
1150484400	167	281.499429683484
1150488000	167	280.744934139125
1150491600	167	278.509181732832
1150495200	167	275.33151392593
1150498800	167	272.879451400174
1150502400	168	262.392909496127
1150506000	168	263.070945072039
1150509600	168	262.333342336088
1150513200	168	261.627555782253
1150516800	168	260.751073909128
1150520400	168	259.787139584331
