Unix	jday	Precipitation_rate
1009843200	1	0.000509217359206987
1009846800	1	0.000480915763044497
1009850400	1	0.000352243270685305
1009854000	1	0.000250800878196364
1009857600	1	0.000189413898788317
1009861200	1	0.000151467636025644
1009864800	1	1.38209275102744e-05
1009868400	1	6.33621923847738e-06
1009872000	1	3.59650727744541e-06
1009875600	1	2.75310594432132e-06
1009879200	1	2.29235142301175e-06
1009882800	1	1.9858393526036e-06
1009886400	1	0
1009890000	1	0
1009893600	1	0
1009897200	1	0
1009900800	1	0
1009904400	1	9.86450431581248e-10
1009908000	1	5.78047390553271e-06
1009911600	1	9.9438600921892e-05
1009915200	1	0.000497502088661975
1009918800	1	0.000825563579870007
1009922400	1	0.000648921129565354
1009926000	1	0.00056770167480504
1009929600	2	0
1009933200	2	0
1009936800	2	0
1009940400	2	0
1009944000	2	0
1009947600	2	0
1009951200	2	0
1009954800	2	0
1009958400	2	0
1009962000	2	0
1009965600	2	0
1009969200	2	2.45953608319011e-08
1009972800	2	5.08654362487147e-06
1009976400	2	4.90930779985871e-06
1009980000	2	2.69518211111497e-06
1009983600	2	2.12520008950696e-06
1009987200	2	1.80903039625458e-06
1009990800	2	7.41538809794827e-07
1009994400	2	0
1009998000	2	0
1010001600	2	0
1010005200	2	0
1010008800	2	1.7756108441341e-08
1010012400	2	8.01792287691036e-07
1010016000	3	0
1010019600	3	0
1010023200	3	0
1010026800	3	0
1010030400	3	0
1010034000	3	0
1010037600	3	0
1010041200	3	0
1010044800	3	0
1010048400	3	1.54242468436759e-07
1010052000	3	1.56215369299922e-07
1010055600	3	8.20534866005786e-08
1010059200	3	0
1010062800	3	0
1010066400	3	0
1010070000	3	0
1010073600	3	0
1010077200	3	0
1010080800	3	0
1010084400	3	0
1010088000	3	0
1010091600	3	7.89160345264998e-09
1010095200	3	2.36748112551214e-08
1010098800	3	2.4661260228799e-08
1010102400	4	4.37433004711051e-07
1010106000	4	5.11718977752224e-06
1010109600	4	3.08960234471111e-06
1010113200	4	2.06990617780078e-06
1010116800	4	2.05514236806487e-06
1010120400	4	1.05415592082718e-06
1010124000	4	4.77256157366957e-05
1010127600	4	1.17735639915833e-05
1010131200	4	7.36011836687159e-06
1010134800	4	5.50344381911708e-05
1010138400	4	8.90626043896302e-05
1010142000	4	9.09666251688638e-05
1010145600	4	0
1010149200	4	1.15414703971545e-07
1010152800	4	5.43579353860938e-06
1010156400	4	9.13662647778366e-06
1010160000	4	7.9046592109775e-06
1010163600	4	6.36124811091257e-06
1010167200	4	0
1010170800	4	0
1010174400	4	0
1010178000	4	0
1010181600	4	0
1010185200	4	0
1010188800	5	0
1010192400	5	0
1010196000	5	0
1010199600	5	0
1010203200	5	0
1010206800	5	0
1010210400	5	1.18044552001599e-08
1010214000	5	2.44896532601348e-05
1010217600	5	3.10385820451968e-05
1010221200	5	3.39581266026838e-05
1010224800	5	2.90421184916898e-05
1010228400	5	2.41245478833516e-05
1010232000	5	6.44834699385906e-06
1010235600	5	9.205178515014e-06
1010239200	5	8.28230027098493e-06
1010242800	5	7.348603189544e-06
1010246400	5	6.51465021928283e-06
