Unix	jday	hs
1191196800	274	5.38
1191207600	274	5.24
1191218400	274	4.95
1191229200	274	4.59
1191240000	274	4.25
1191250800	274	4.23
1191261600	274	4.34
1191272400	274	4.32
1191283200	275	4.24
1191294000	275	4.59
1191304800	275	5.27
1191315600	275	6.03
1191326400	275	6.72
1191337200	275	6.57
1191348000	275	5.88
1191358800	275	5.24
1191369600	276	4.78
1191380400	276	4.46
1191391200	276	4.19
1191402000	276	3.92
1191412800	276	3.63
1191423600	276	3.35
1191434400	276	3.08
1191445200	276	2.81
1191456000	277	2.74
1191466800	277	3.47
1191477600	277	4.19
1191488400	277	4.36
1191499200	277	4.4
1191510000	277	4.38
1191520800	277	4.35
1191531600	277	4.35
1191542400	278	4.19
1191553200	278	4
1191564000	278	4.22
1191574800	278	4.79
1191585600	278	5.22
1191596400	278	5.38
1191607200	278	5.32
1191618000	278	5.52
1191628800	279	6.02
1191639600	279	6.08
1191650400	279	5.73
1191661200	279	5.21
1191672000	279	4.76
1191682800	279	4.86
1191693600	279	5.12
1191704400	279	5.01
1191715200	280	4.76
1191726000	280	4.57
1191736800	280	4.34
1191747600	280	4.06
1191758400	280	3.77
1191769200	280	3.6
1191780000	280	3.44
1191790800	280	3.31
1191801600	281	3.16
1191812400	281	3.09
1191823200	281	3.08
1191834000	281	3
1191844800	281	2.86
1191855600	281	2.74
1191866400	281	2.63
1191877200	281	2.53
1191888000	282	2.45
1191898800	282	2.43
1191909600	282	2.43
1191920400	282	2.46
1191931200	282	2.47
1191942000	282	2.47
1191952800	282	2.42
1191963600	282	2.33
1191974400	283	2.21
1191985200	283	2.2
1191996000	283	2.23
1192006800	283	2.24
1192017600	283	2.22
1192028400	283	2.17
1192039200	283	2.09
1192050000	283	2.02
1192060800	284	1.93
1192071600	284	1.85
1192082400	284	1.77
1192093200	284	1.71
1192104000	284	1.67
1192114800	284	1.64
1192125600	284	1.63
1192136400	284	1.62
1192147200	285	1.63
1192158000	285	1.67
1192168800	285	1.77
1192179600	285	1.98
1192190400	285	2.13
1192201200	285	2.07
1192212000	285	1.92
1192222800	285	1.71
1192233600	286	1.58
1192244400	286	1.74
1192255200	286	2.33
1192266000	286	2.93
1192276800	286	3.14
1192287600	286	3.25
1192298400	286	4.13
1192309200	286	5
1192320000	287	5.72
1192330800	287	6.17
1192341600	287	5.92
1192352400	287	5.41
1192363200	287	4.96
1192374000	287	4.61
1192384800	287	4.14
1192395600	287	3.78
1192406400	288	3.91
1192417200	288	4.13
1192428000	288	4.41
1192438800	288	4.65
1192449600	288	4.71
1192460400	288	4.49
1192471200	288	4.14
1192482000	288	3.8
1192492800	289	3.73
1192503600	289	3.99
1192514400	289	4.06
1192525200	289	3.97
1192536000	289	4.49
1192546800	289	4.66
1192557600	289	4.47
1192568400	289	4.33
1192579200	290	4.41
1192590000	290	4.72
1192600800	290	4.81
1192611600	290	4.63
1192622400	290	4.36
1192633200	290	4.03
1192644000	290	3.72
1192654800	290	3.44
1192665600	291	3.09
1192676400	291	2.71
1192687200	291	2.4
1192698000	291	2.17
1192708800	291	2
1192719600	291	1.87
1192730400	291	1.78
1192741200	291	1.71
1192752000	292	1.67
1192762800	292	1.63
1192773600	292	1.6
1192784400	292	1.56
1192795200	292	1.52
1192806000	292	1.49
1192816800	292	1.54
1192827600	292	1.73
1192838400	293	2.29
1192849200	293	2.82
1192860000	293	3.55
1192870800	293	4.24
1192881600	293	4.58
1192892400	293	4.8
1192903200	293	4.96
1192914000	293	5.17
1192924800	294	5.28
1192935600	294	5.36
1192946400	294	5.22
1192957200	294	4.94
1192968000	294	4.66
1192978800	294	4.57
1192989600	294	4.49
1193000400	294	4.37
1193011200	295	4.26
1193022000	295	4.08
1193032800	295	3.8
1193043600	295	3.59
1193054400	295	3.35
1193065200	295	3.22
1193076000	295	3.61
1193086800	295	3.82
1193097600	296	4.05
1193108400	296	4.22
1193119200	296	4.17
1193130000	296	4.05
1193140800	296	3.9
1193151600	296	3.77
1193162400	296	3.59
1193173200	296	3.44
1193184000	297	3.29
1193194800	297	3.34
1193205600	297	3.8
1193216400	297	4.49
1193227200	297	4.75
1193238000	297	4.61
1193248800	297	4.36
1193259600	297	4.15
1193270400	298	3.98
1193281200	298	3.84
1193292000	298	3.7
1193302800	298	3.54
1193313600	298	3.36
1193324400	298	3.23
1193335200	298	3.2
1193346000	298	3.22
1193356800	299	3.17
1193367600	299	3.13
1193378400	299	3.03
1193389200	299	2.95
1193400000	299	2.97
1193410800	299	2.93
1193421600	299	2.82
1193432400	299	2.65
1193443200	300	2.5
1193454000	300	2.41
1193464800	300	2.34
1193475600	300	2.3
1193486400	300	2.24
1193497200	300	2.15
1193508000	300	2.05
1193518800	300	1.93
1193529600	301	1.81
1193540400	301	1.71
1193551200	301	1.62
1193562000	301	1.52
1193572800	301	1.43
1193583600	301	1.33
1193594400	301	1.24
1193605200	301	1.14
1193616000	302	1.04
1193626800	302	0.95
1193637600	302	0.85
1193648400	302	0.75
1193659200	302	0.73
1193670000	302	0.73
1193680800	302	0.78
1193691600	302	0.87
1193702400	303	1
1193713200	303	1.21
1193724000	303	1.56
1193734800	303	1.99
1193745600	303	2.33
1193756400	303	2.41
1193767200	303	2.29
1193778000	303	2.14
1193788800	304	2.16
1193799600	304	2.58
1193810400	304	3.35
1193821200	304	3.94
1193832000	304	4.03
1193842800	304	3.87
1193853600	304	3.61
1193864400	304	3.38
1193875200	305	3.23
