Unix	jday	hs
1201824000	32	1.6
1201834800	32	1.51
1201845600	32	1.44
1201856400	32	1.42
1201867200	32	1.47
1201878000	32	1.54
1201888800	32	1.59
1201899600	32	1.63
1201910400	33	1.66
1201921200	33	1.67
1201932000	33	1.66
1201942800	33	1.64
1201953600	33	1.61
1201964400	33	1.57
1201975200	33	1.55
1201986000	33	1.52
1201996800	34	1.48
1202007600	34	1.44
1202018400	34	1.39
1202029200	34	1.34
1202040000	34	1.28
1202050800	34	1.22
1202061600	34	1.2
1202072400	34	1.22
1202083200	35	1.28
1202094000	35	1.41
1202104800	35	1.63
1202115600	35	1.98
1202126400	35	2.12
1202137200	35	2.19
1202148000	35	2.21
1202158800	35	2.22
1202169600	36	2.17
1202180400	36	2.09
1202191200	36	2.06
1202202000	36	2.01
1202212800	36	1.87
1202223600	36	1.75
1202234400	36	1.62
1202245200	36	1.53
1202256000	37	1.45
1202266800	37	1.37
1202277600	37	1.29
1202288400	37	1.25
1202299200	37	1.15
1202310000	37	1.06
1202320800	37	0.98
1202331600	37	0.92
1202342400	38	0.86
1202353200	38	0.84
1202364000	38	0.84
1202374800	38	0.83
1202385600	38	0.83
1202396400	38	0.83
1202407200	38	0.81
1202418000	38	0.79
1202428800	39	0.77
1202439600	39	0.72
1202450400	39	0.69
1202461200	39	0.87
1202472000	39	1.27
1202482800	39	1.68
1202493600	39	1.94
1202504400	39	2.02
1202515200	40	1.99
1202526000	40	1.95
1202536800	40	1.94
1202547600	40	1.96
1202558400	40	1.97
1202569200	40	1.99
1202580000	40	2.07
1202590800	40	2.26
1202601600	41	2.51
1202612400	41	2.62
1202623200	41	2.53
1202634000	41	2.38
1202644800	41	2.26
1202655600	41	2.16
1202666400	41	2.06
1202677200	41	1.96
1202688000	42	1.85
1202698800	42	1.83
1202709600	42	1.85
1202720400	42	1.96
1202731200	42	2.06
1202742000	42	2.13
1202752800	42	2.24
1202763600	42	2.31
1202774400	43	2.23
1202785200	43	2.05
1202796000	43	1.86
1202806800	43	1.7
1202817600	43	1.61
1202828400	43	1.59
1202839200	43	1.62
1202850000	43	1.67
1202860800	44	1.71
1202871600	44	1.72
1202882400	44	1.71
1202893200	44	1.67
1202904000	44	1.61
1202914800	44	1.54
1202925600	44	1.53
1202936400	44	1.67
1202947200	45	2.07
1202958000	45	2.35
1202968800	45	2.39
1202979600	45	2.39
1202990400	45	2.34
1203001200	45	2.21
1203012000	45	2.11
1203022800	45	2.06
1203033600	46	2.11
1203044400	46	2.41
1203055200	46	2.74
1203066000	46	2.89
1203076800	46	2.98
1203087600	46	3.05
1203098400	46	3.04
1203109200	46	2.9
1203120000	47	2.7
1203130800	47	2.5
1203141600	47	2.36
1203152400	47	2.29
1203163200	47	2.32
1203174000	47	2.47
1203184800	47	2.57
1203195600	47	2.52
1203206400	48	2.53
1203217200	48	2.62
1203228000	48	2.71
1203238800	48	2.75
1203249600	48	2.75
1203260400	48	2.7
1203271200	48	2.58
1203282000	48	2.42
1203292800	49	2.24
1203303600	49	2.1
1203314400	49	2.02
1203325200	49	1.96
1203336000	49	1.9
1203346800	49	1.86
1203357600	49	1.82
1203368400	49	1.77
1203379200	50	1.71
1203390000	50	1.66
1203400800	50	1.62
1203411600	50	1.56
1203422400	50	1.5
1203433200	50	1.48
1203444000	50	1.46
1203454800	50	1.42
1203465600	51	1.37
1203476400	51	1.33
1203487200	51	1.29
1203498000	51	1.25
1203508800	51	1.2
1203519600	51	1.14
1203530400	51	1.08
1203541200	51	1.04
1203552000	52	1.01
1203562800	52	0.99
1203573600	52	0.97
1203584400	52	0.96
1203595200	52	0.95
1203606000	52	0.98
1203616800	52	1.06
1203627600	52	1.15
1203638400	53	1.23
1203649200	53	1.42
1203660000	53	1.8
1203670800	53	2.36
1203681600	53	2.96
1203692400	53	3.45
1203703200	53	3.77
1203714000	53	3.95
1203724800	54	4.09
1203735600	54	4.24
1203746400	54	4.29
1203757200	54	4.3
1203768000	54	4.94
1203778800	54	5.21
1203789600	54	4.2
1203800400	54	3.27
1203811200	55	2.72
1203822000	55	2.39
1203832800	55	2.17
1203843600	55	2.06
1203854400	55	2.09
1203865200	55	2.26
1203876000	55	2.79
1203886800	55	3.28
1203897600	56	3.51
1203908400	56	3.68
1203919200	56	3.9
1203930000	56	4.2
1203940800	56	4.62
1203951600	56	5.09
1203962400	56	5.24
1203973200	56	5.06
1203984000	57	4.71
1203994800	57	4.38
1204005600	57	4.04
1204016400	57	3.66
1204027200	57	3.3
1204038000	57	3
1204048800	57	2.74
1204059600	57	2.52
1204070400	58	2.34
1204081200	58	2.19
1204092000	58	2.08
1204102800	58	2.04
1204113600	58	2.08
1204124400	58	2.19
1204135200	58	2.28
1204146000	58	2.32
1204156800	59	2.29
1204167600	59	2.2
1204178400	59	2.07
1204189200	59	1.91
1204200000	59	1.77
1204210800	59	1.7
1204221600	59	1.64
1204232400	59	1.58
1204243200	60	1.54
1204254000	60	1.57
1204264800	60	1.6
1204275600	60	1.61
1204286400	60	1.8
1204297200	60	2.26
1204308000	60	2.82
1204318800	60	3.13
1204329600	61	3.25
