Unix	jday	hs
1228089600	336	2.25
1228100400	336	2.36
1228111200	336	2.36
1228122000	336	2.34
1228132800	336	2.26
1228143600	336	2.13
1228154400	336	2.08
1228165200	336	2.15
1228176000	337	2.2
1228186800	337	2.14
1228197600	337	2.03
1228208400	337	1.9
1228219200	337	1.79
1228230000	337	1.68
1228240800	337	1.57
1228251600	337	1.49
1228262400	338	1.49
1228273200	338	1.68
1228284000	338	2
1228294800	338	2.28
1228305600	338	2.38
1228316400	338	2.35
1228327200	338	2.33
1228338000	338	2.39
1228348800	339	2.79
1228359600	339	3.24
1228370400	339	3.45
1228381200	339	3.41
1228392000	339	3.24
1228402800	339	3.05
1228413600	339	2.88
1228424400	339	2.76
1228435200	340	2.66
1228446000	340	2.57
1228456800	340	2.46
1228467600	340	2.34
1228478400	340	2.23
1228489200	340	2.16
1228500000	340	2.08
1228510800	340	2.04
1228521600	341	2.03
1228532400	341	2.04
1228543200	341	2.07
1228554000	341	2.03
1228564800	341	1.94
1228575600	341	1.82
1228586400	341	1.69
1228597200	341	1.56
1228608000	342	1.43
1228618800	342	1.29
1228629600	342	1.19
1228640400	342	1.14
1228651200	342	1.14
1228662000	342	1.18
1228672800	342	1.32
1228683600	342	1.7
1228694400	343	2.03
1228705200	343	2.4
1228716000	343	2.64
1228726800	343	2.6
1228737600	343	2.44
1228748400	343	2.65
1228759200	343	2.89
1228770000	343	2.67
1228780800	344	2.3
1228791600	344	2.12
1228802400	344	2.09
1228813200	344	2.12
1228824000	344	2.18
1228834800	344	2.29
1228845600	344	2.33
1228856400	344	2.3
1228867200	345	2.21
1228878000	345	2.09
1228888800	345	1.95
1228899600	345	1.81
1228910400	345	1.65
1228921200	345	1.48
1228932000	345	1.31
1228942800	345	1.17
1228953600	346	1.12
1228964400	346	1.25
1228975200	346	1.44
1228986000	346	1.51
1228996800	346	1.56
1229007600	346	1.68
1229018400	346	1.79
1229029200	346	2.03
1229040000	347	2.38
1229050800	347	2.61
1229061600	347	2.57
1229072400	347	2.47
1229083200	347	2.43
1229094000	347	2.4
1229104800	347	2.32
1229115600	347	2.21
1229126400	348	2.08
1229137200	348	1.95
1229148000	348	1.85
1229158800	348	1.74
1229169600	348	1.63
1229180400	348	1.5
1229191200	348	1.38
1229202000	348	1.28
1229212800	349	1.18
1229223600	349	1.1
1229234400	349	1.09
1229245200	349	1.19
1229256000	349	1.28
1229266800	349	1.54
1229277600	349	2.08
1229288400	349	2.61
1229299200	350	2.89
1229310000	350	3.15
1229320800	350	3.22
1229331600	350	3.13
1229342400	350	3.09
1229353200	350	3.04
1229364000	350	3.01
1229374800	350	3.17
1229385600	351	3.41
1229396400	351	3.58
1229407200	351	3.48
1229418000	351	3.21
1229428800	351	2.91
1229439600	351	2.96
1229450400	351	3.41
1229461200	351	3.93
1229472000	352	4.26
1229482800	352	4.41
1229493600	352	4.05
1229504400	352	3.43
1229515200	352	2.91
1229526000	352	2.55
1229536800	352	2.2
1229547600	352	1.91
1229558400	353	1.68
1229569200	353	1.51
1229580000	353	1.4
1229590800	353	1.32
1229601600	353	1.26
1229612400	353	1.25
1229623200	353	1.24
1229634000	353	1.46
1229644800	354	1.81
1229655600	354	2.37
1229666400	354	2.9
1229677200	354	3.2
1229688000	354	3.35
1229698800	354	3.34
1229709600	354	3.24
1229720400	354	3.33
1229731200	355	3.37
1229742000	355	3.21
1229752800	355	3.07
1229763600	355	3
1229774400	355	2.88
1229785200	355	2.57
1229796000	355	2.33
1229806800	355	2.2
1229817600	356	2.03
1229828400	356	1.87
1229839200	356	1.82
1229850000	356	1.77
1229860800	356	1.7
1229871600	356	1.69
1229882400	356	1.73
1229893200	356	1.75
1229904000	357	1.7
1229914800	357	1.63
1229925600	357	1.6
1229936400	357	1.59
1229947200	357	1.59
1229958000	357	1.58
1229968800	357	1.57
1229979600	357	1.56
1229990400	358	1.56
1230001200	358	1.54
1230012000	358	1.51
1230022800	358	1.48
1230033600	358	1.45
1230044400	358	1.43
1230055200	358	1.41
1230066000	358	1.4
1230076800	359	1.43
1230087600	359	1.58
1230098400	359	1.8
1230109200	359	1.95
1230120000	359	1.96
1230130800	359	1.95
1230141600	359	1.94
1230152400	359	1.88
1230163200	360	1.8
1230174000	360	1.69
1230184800	360	1.58
1230195600	360	1.49
1230206400	360	1.46
1230217200	360	1.51
1230228000	360	1.6
1230238800	360	1.69
1230249600	361	1.77
1230260400	361	1.81
1230271200	361	1.73
1230282000	361	1.56
1230292800	361	1.4
1230303600	361	1.26
1230314400	361	1.15
1230325200	361	1.05
1230336000	362	0.99
1230346800	362	0.94
1230357600	362	0.91
1230368400	362	0.89
1230379200	362	0.88
1230390000	362	0.87
1230400800	362	0.89
1230411600	362	0.92
1230422400	363	0.96
1230433200	363	1.02
1230444000	363	1.06
1230454800	363	1.1
1230465600	363	1.14
1230476400	363	1.16
1230487200	363	1.18
1230498000	363	1.21
1230508800	364	1.27
1230519600	364	1.38
1230530400	364	1.51
1230541200	364	1.64
1230552000	364	1.71
1230562800	364	1.71
1230573600	364	1.67
1230584400	364	1.63
1230595200	365	1.59
1230606000	365	1.56
1230616800	365	1.54
1230627600	365	1.58
1230638400	365	1.68
1230649200	365	1.87
1230660000	365	2.12
1230670800	365	2.42
1230681600	366	2.71
1230692400	366	2.93
1230703200	366	3.07
1230714000	366	3.14
1230724800	366	3.15
1230735600	366	3.1
1230746400	366	2.98
1230757200	366	2.83
1230768000	1	2.7
