Unix	jday	hs
1138752000	32	1.48
1138762800	32	1.51
1138773600	32	1.51
1138784400	32	1.46
1138795200	32	1.41
1138806000	32	1.38
1138816800	32	1.39
1138827600	32	1.4
1138838400	33	1.41
1138849200	33	1.41
1138860000	33	1.39
1138870800	33	1.35
1138881600	33	1.31
1138892400	33	1.26
1138903200	33	1.22
1138914000	33	1.17
1138924800	34	1.12
1138935600	34	1.07
1138946400	34	1.02
1138957200	34	1.01
1138968000	34	0.96
1138978800	34	0.9
1138989600	34	0.85
1139000400	34	0.82
1139011200	35	0.84
1139022000	35	1.07
1139032800	35	1.48
1139043600	35	1.8
1139054400	35	1.98
1139065200	35	2.03
1139076000	35	1.99
1139086800	35	1.92
1139097600	36	1.9
1139108400	36	1.94
1139119200	36	1.96
1139130000	36	1.96
1139140800	36	1.88
1139151600	36	1.85
1139162400	36	1.85
1139173200	36	1.81
1139184000	37	1.73
1139194800	37	1.62
1139205600	37	1.54
1139216400	37	1.46
1139227200	37	1.39
1139238000	37	1.32
1139248800	37	1.24
1139259600	37	1.17
1139270400	38	1.12
1139281200	38	1.11
1139292000	38	1.15
1139302800	38	1.19
1139313600	38	1.31
1139324400	38	1.71
1139335200	38	2.06
1139346000	38	2.1
1139356800	39	2.1
1139367600	39	2.16
1139378400	39	2.29
1139389200	39	2.71
1139400000	39	3.21
1139410800	39	3.43
1139421600	39	3.43
1139432400	39	3.19
1139443200	40	2.98
1139454000	40	2.78
1139464800	40	2.6
1139475600	40	2.42
1139486400	40	2.26
1139497200	40	2.09
1139508000	40	2
1139518800	40	1.84
1139529600	41	1.75
1139540400	41	1.74
1139551200	41	1.77
1139562000	41	1.79
1139572800	41	1.71
1139583600	41	1.56
1139594400	41	1.44
1139605200	41	1.38
1139616000	42	1.39
1139626800	42	1.41
1139637600	42	1.58
1139648400	42	1.84
1139659200	42	2.27
1139670000	42	2.3
1139680800	42	2.22
1139691600	42	2.26
1139702400	43	2.42
1139713200	43	2.6
1139724000	43	2.71
1139734800	43	2.76
1139745600	43	2.72
1139756400	43	2.61
1139767200	43	2.46
1139778000	43	2.32
1139788800	44	2.21
1139799600	44	2.11
1139810400	44	2.02
1139821200	44	1.92
1139832000	44	1.83
1139842800	44	1.76
1139853600	44	1.7
1139864400	44	1.7
1139875200	45	2.04
1139886000	45	2.37
1139896800	45	2.31
1139907600	45	2.29
1139918400	45	2.59
1139929200	45	2.77
1139940000	45	2.75
1139950800	45	2.76
1139961600	46	2.96
1139972400	46	3.25
1139983200	46	3.43
1139994000	46	3.43
1140004800	46	3.27
1140015600	46	3.06
1140026400	46	2.86
1140037200	46	2.69
1140048000	47	2.54
1140058800	47	2.4
1140069600	47	2.3
1140080400	47	2.2
1140091200	47	2.09
1140102000	47	1.98
1140112800	47	1.88
1140123600	47	1.81
1140134400	48	1.78
1140145200	48	1.78
1140156000	48	1.83
1140166800	48	1.86
1140177600	48	1.82
1140188400	48	1.76
1140199200	48	1.69
1140210000	48	1.64
1140220800	49	1.59
1140231600	49	1.53
1140242400	49	1.47
1140253200	49	1.4
1140264000	49	1.33
1140274800	49	1.27
1140285600	49	1.2
1140296400	49	1.13
1140307200	50	1.06
1140318000	50	0.99
1140328800	50	0.93
1140339600	50	0.86
1140350400	50	0.8
1140361200	50	0.74
1140372000	50	0.69
1140382800	50	0.65
1140393600	51	0.62
1140404400	51	0.61
1140415200	51	0.62
1140426000	51	0.65
1140436800	51	0.7
1140447600	51	0.81
1140458400	51	0.97
1140469200	51	1.16
1140480000	52	1.43
1140490800	52	1.64
1140501600	52	1.68
1140512400	52	1.6
1140523200	52	1.54
1140534000	52	1.52
1140544800	52	1.5
1140555600	52	1.49
1140566400	53	1.56
1140577200	53	1.9
1140588000	53	2.39
1140598800	53	2.65
1140609600	53	2.7
1140620400	53	2.77
1140631200	53	3.04
1140642000	53	3.41
1140652800	54	3.58
1140663600	54	3.59
1140674400	54	3.47
1140685200	54	3.26
1140696000	54	3.07
1140706800	54	2.91
1140717600	54	2.75
1140728400	54	2.61
1140739200	55	2.49
1140750000	55	2.39
1140760800	55	2.34
1140771600	55	2.36
1140782400	55	2.37
1140793200	55	2.31
1140804000	55	2.19
1140814800	55	2.08
1140825600	56	1.99
1140836400	56	1.91
1140847200	56	1.87
1140858000	56	1.85
1140868800	56	1.81
1140879600	56	1.74
1140890400	56	1.64
1140901200	56	1.55
1140912000	57	1.5
1140922800	57	1.53
1140933600	57	1.59
1140944400	57	1.56
1140955200	57	1.49
1140966000	57	1.41
1140976800	57	1.34
1140987600	57	1.32
1140998400	58	1.36
1141009200	58	1.5
1141020000	58	1.67
1141030800	58	1.94
1141041600	58	2.88
1141052400	58	3.67
1141063200	58	3.58
1141074000	58	3.11
1141084800	59	2.71
1141095600	59	2.45
1141106400	59	2.28
1141117200	59	2.13
1141128000	59	2.01
1141138800	59	1.87
1141149600	59	1.75
1141160400	59	1.65
1141171200	60	1.62
