Unix	jday	hs
1114905600	121	3.81
1114916400	121	3.82
1114927200	121	3.72
1114938000	121	3.55
1114948800	121	3.35
1114959600	121	3.18
1114970400	121	3.05
1114981200	121	3.05
1114992000	122	3.27
1115002800	122	3.41
1115013600	122	3.36
1115024400	122	3.21
1115035200	122	3.04
1115046000	122	3.01
1115056800	122	2.98
1115067600	122	3.01
1115078400	123	3.05
1115089200	123	3.07
1115100000	123	3.02
1115110800	123	2.94
1115121600	123	2.81
1115132400	123	2.66
1115143200	123	2.5
1115154000	123	2.35
1115164800	124	2.21
1115175600	124	2.08
1115186400	124	1.98
1115197200	124	1.91
1115208000	124	1.86
1115218800	124	1.86
1115229600	124	1.92
1115240400	124	2.03
1115251200	125	2.15
1115262000	125	2.24
1115272800	125	2.28
1115283600	125	2.29
1115294400	125	2.28
1115305200	125	2.26
1115316000	125	2.22
1115326800	125	2.17
1115337600	126	2.1
1115348400	126	2.01
1115359200	126	1.89
1115370000	126	1.78
1115380800	126	1.7
1115391600	126	1.64
1115402400	126	1.61
1115413200	126	1.65
1115424000	127	1.77
1115434800	127	1.95
1115445600	127	2.13
1115456400	127	2.32
1115467200	127	2.61
1115478000	127	2.93
1115488800	127	3.3
1115499600	127	3.69
1115510400	128	3.89
1115521200	128	3.95
1115532000	128	3.89
1115542800	128	3.75
1115553600	128	3.6
1115564400	128	3.47
1115575200	128	3.32
1115586000	128	3.19
1115596800	129	3.05
1115607600	129	2.89
1115618400	129	2.71
1115629200	129	2.54
1115640000	129	2.43
1115650800	129	2.4
1115661600	129	2.38
1115672400	129	2.34
1115683200	130	2.27
1115694000	130	2.25
1115704800	130	2.49
1115715600	130	2.74
1115726400	130	2.75
1115737200	130	2.65
1115748000	130	2.55
1115758800	130	2.49
1115769600	131	2.46
1115780400	131	2.46
1115791200	131	2.49
1115802000	131	2.53
1115812800	131	2.61
1115823600	131	2.76
1115834400	131	2.98
1115845200	131	3.18
1115856000	132	3.25
1115866800	132	3.25
1115877600	132	3.26
1115888400	132	3.35
1115899200	132	3.48
1115910000	132	3.57
1115920800	132	3.58
1115931600	132	3.53
1115942400	133	3.45
1115953200	133	3.35
1115964000	133	3.22
1115974800	133	3.08
1115985600	133	2.92
1115996400	133	2.77
1116007200	133	2.63
1116018000	133	2.56
1116028800	134	2.64
1116039600	134	2.79
1116050400	134	2.88
1116061200	134	2.89
1116072000	134	2.8
1116082800	134	2.64
1116093600	134	2.49
1116104400	134	2.36
1116115200	135	2.26
1116126000	135	2.16
1116136800	135	2.09
1116147600	135	2.05
1116158400	135	2.01
1116169200	135	1.96
1116180000	135	1.89
1116190800	135	1.92
1116201600	136	1.81
1116212400	136	1.68
1116223200	136	1.57
1116234000	136	1.49
1116244800	136	1.37
1116255600	136	1.28
1116266400	136	1.21
1116277200	136	1.22
1116288000	137	1.25
1116298800	137	1.34
1116309600	137	1.39
1116320400	137	1.43
1116331200	137	1.46
1116342000	137	1.6
1116352800	137	1.68
1116363600	137	1.84
1116374400	138	1.98
1116385200	138	2.02
1116396000	138	1.95
1116406800	138	1.87
1116417600	138	1.77
1116428400	138	1.64
1116439200	138	1.51
1116450000	138	1.4
1116460800	139	1.28
1116471600	139	1.19
1116482400	139	1.15
1116493200	139	1.12
1116504000	139	1.07
1116514800	139	1.05
1116525600	139	1.1
1116536400	139	1.22
1116547200	140	1.34
1116558000	140	1.47
1116568800	140	1.61
1116579600	140	1.71
1116590400	140	1.75
1116601200	140	1.72
1116612000	140	1.65
1116622800	140	1.57
1116633600	141	1.49
1116644400	141	1.42
1116655200	141	1.34
1116666000	141	1.26
1116676800	141	1.2
1116687600	141	1.14
1116698400	141	1.08
1116709200	141	1.04
1116720000	142	1.01
1116730800	142	0.97
1116741600	142	0.95
1116752400	142	0.95
1116763200	142	0.97
1116774000	142	1
1116784800	142	1.06
1116795600	142	1.16
1116806400	143	1.37
1116817200	143	1.62
1116828000	143	1.79
1116838800	143	1.92
1116849600	143	1.97
1116860400	143	1.94
1116871200	143	1.87
1116882000	143	1.8
1116892800	144	1.73
1116903600	144	1.67
1116914400	144	1.71
1116925200	144	1.99
1116936000	144	2.35
1116946800	144	2.59
1116957600	144	2.7
1116968400	144	2.74
1116979200	145	2.75
1116990000	145	2.74
1117000800	145	2.69
1117011600	145	2.66
1117022400	145	2.61
1117033200	145	2.58
1117044000	145	2.55
1117054800	145	2.52
1117065600	146	2.48
1117076400	146	2.45
1117087200	146	2.48
1117098000	146	2.63
1117108800	146	2.82
1117119600	146	2.94
1117130400	146	3.06
1117141200	146	3.12
1117152000	147	3.09
1117162800	147	3.03
1117173600	147	2.94
1117184400	147	2.83
1117195200	147	2.74
1117206000	147	2.68
1117216800	147	2.68
1117227600	147	3.11
1117238400	148	3.24
1117249200	148	3.2
1117260000	148	3.32
1117270800	148	3.65
1117281600	148	4.19
1117292400	148	4.99
1117303200	148	5.33
1117314000	148	5.42
1117324800	149	5.5
1117335600	149	5.59
1117346400	149	5.68
1117357200	149	5.76
1117368000	149	5.73
1117378800	149	5.54
1117389600	149	5.23
1117400400	149	5.04
1117411200	150	5.07
1117422000	150	5.26
1117432800	150	5.08
1117443600	150	4.7
1117454400	150	4.35
1117465200	150	4.04
1117476000	150	3.7
1117486800	150	3.37
1117497600	151	3.04
1117508400	151	2.72
1117519200	151	2.59
1117530000	151	2.74
1117540800	151	3.04
1117551600	151	3.43
1117562400	151	3.78
1117573200	151	3.77
1117584000	152	3.5
