Unix	jday	Pressure
1230768000	1	98698.8333746433
1230771600	1	98734.6041404517
1230775200	1	98751.8688664884
1230778800	1	98761.8688664884
1230782400	1	98761.8688664884
1230786000	1	98788.8333746433
1230789600	1	98848.8333746433
1230793200	1	98911.8704353714
1230796800	1	98957.9429879445
1230800400	1	98987.9429879445
1230804000	1	98994.9074960994
1230807600	1	99020.9800486725
1230811200	1	99037.9445568275
1230814800	1	98997.9445568275
1230818400	1	98994.0171094006
1230822000	1	99006.7523833639
1230825600	1	98984.0171094006
1230829200	1	98960.0896619737
1230832800	1	98749.1977063918
1230836400	1	98737.3543880104
1230840000	1	98732.2331982369
1230843600	1	98753.4253717005
1230847200	1	98737.6546058922
1230850800	1	98728.30575081
1230854400	2	98588.6043998087
1230858000	2	98585.5689079637
1230861600	2	98601.6414605368
1230865200	2	98567.7140131099
1230868800	2	98537.7140131099
1230872400	2	98487.7140131099
1230876000	2	98410.7495049549
1230879600	2	98137.4716335628
1230883200	2	98088.2907772145
1230886800	2	98225.857290016
1230890400	2	98365.5570721343
1230894000	2	98420.6766930248
1230897600	2	98532.7592531872
1230901200	2	98472.7608220703
1230904800	2	98427.580225079
1230908400	2	98396.6882694972
1230912000	2	98466.6882694972
1230915600	2	98545.4960960335
1230919200	2	98704.6041404517
1230922800	2	98705.7978827983
1230926400	2	98731.5686486066
1230930000	2	98729.7253302252
1230933600	2	98772.4590353055
1230937200	2	98822.7592531872
1230940800	3	98837.6380634137
1230944400	3	98878.5300189956
1230948000	3	98885.1927403857
1230951600	3	98981.2652929588
1230955200	3	99045.4945271505
1230958800	3	99104.3023536869
1230962400	3	99189.4235434604
1230966000	3	99265.4960960335
1230969600	3	99355.4960960335
1230973200	3	99508.5315878786
1230976800	3	99565.7963139153
1230980400	3	99610.37490626
1230984000	3	99560.37490626
1230987600	3	99530.37490626
1230991200	3	99525.4960960335
1230994800	3	99555.4960960335
1230998400	3	99621.2668618419
1231002000	3	99692.4590353055
1231005600	3	99818.2298011138
1231009200	3	99870.615716924
1231012800	3	99896.3864827324
1231016400	3	99899.1217566957
1231020000	3	99902.1572485407
1231023600	3	99920.3139301593
1231027200	4	99907.2768694312
1231030800	4	99891.2043168581
1231034400	4	99891.2043168581
1231038000	4	99883.0476352395
1231041600	4	99879.1201878126
1231045200	4	99883.3494220043
1231048800	4	99896.0846959676
1231052400	4	99919.1217566957
1231056000	4	99926.3864827324
1231059600	4	99960.615716924
1231063200	4	99970.615716924
1231066800	4	99977.8804429608
1231070400	4	99932.4590353055
1231074000	4	99912.4590353055
1231077600	4	99905.4960960335
1231081200	4	99872.4606041885
1231084800	4	99862.4606041885
1231088400	4	99862.4606041885
1231092000	4	99791.2668618419
1231095600	4	99818.5315878786
1231099200	4	99808.5315878786
1231102800	4	99792.4590353055
1231106400	4	99808.2298011138
1231110000	4	99816.3864827324
1231113600	5	99866.3864827324
1231117200	5	99827.578656196
1231120800	5	99787.578656196
1231124400	5	99764.5415954679
1231128000	5	99723.3494220043
1231131600	5	99696.3864827324
1231135200	5	99680.615716924
1231138800	5	99629.4235434604
1231142400	5	99642.4606041885
1231146000	5	99663.6527776521
1231149600	5	99673.6527776521
1231153200	5	99673.6527776521
1231156800	5	99550.9175036888
1231160400	5	99502.7608220703
1231164000	5	99482.7608220703
1231167600	5	99492.7608220703
1231171200	5	99471.8688664884
1231174800	5	99488.8333746433
1231178400	5	99494.6041404517
1231182000	5	99488.8333746433
1231185600	5	99488.8333746433
1231189200	5	99490.6766930248
1231192800	5	99474.6041404517
1231196400	5	99485.7963139153
1231200000	6	99474.6025715687
1231203600	6	99504.6025715687
1231207200	6	99508.8318057603
1231210800	6	99486.0981006801
1231214400	6	99444.9059272165
1231218000	6	99417.9414190615
1231221600	6	99336.7492455979
1231225200	6	99317.9414190615
1231228800	6	99370.6766930248
1231232400	6	99430.9784797895
1231236000	6	99472.5215802892
1231239600	6	99487.9429879445
1231243200	6	99393.1235849357
1231246800	6	99340.0880930907
1231250400	6	99388.2447747093
1231254000	6	99426.1606456638
1231257600	6	99448.0039640452
1231261200	6	99456.1606456638
1231264800	6	99463.1251538187
1231268400	6	99424.0155405176
1231272000	6	99454.0155405176
1231275600	6	99467.0510323626
1231279200	6	99492.1722221362
1231282800	6	99517.9429879445
1231286400	7	99554.0139716346
1231290000	7	99605.2077139812
1231293600	7	99644.0155405176
1231297200	7	99640.9800486726
1231300800	7	99614.0155405176
1231304400	7	99602.1722221362
1231308000	7	99490.9800486725
1231311600	7	99500.9800486726
1231315200	7	99549.1367302911
1231318800	7	99610.9800486726
1231322400	7	99639.1367302911
1231326000	7	99649.1367302911
1231329600	7	99591.8720042544
1231333200	7	99581.8720042544
1231336800	7	99610.028685873
1231340400	7	99650.028685873
1231344000	7	99656.1012384461
1231347600	7	99648.8365124094
1231351200	7	99561.8720042544
1231354800	7	99533.065746601
1231358400	7	99494.2579200647
1231362000	7	99441.2208593366
1231365600	7	99406.9916251449
1231369200	7	99378.1837986085
1231372800	8	99376.9900562619
1231376400	8	99365.1467378805
1231380000	8	99390.9175036888
1231383600	8	99389.7253302252
1231387200	8	99355.7978827983
1231390800	8	99330.02711699
1231394400	8	99246.0996695631
1231398000	8	99219.1367302911
1231401600	8	99206.4014563278
1231405200	8	99256.4014563278
1231408800	8	99219.1367302911
1231412400	8	99184.0155405176
1231416000	8	99088.2432058263
1231419600	8	99074.3157583994
1231423200	8	99051.2802665543
1231426800	8	98987.3528191274
1231430400	8	98953.1235849357
1231434000	8	98935.858858899
1231437600	8	98944.3157583994
1231441200	8	98934.3157583994
1231444800	8	98959.1961375088
1231448400	8	98966.4608635456
1231452000	8	98949.1961375088
1231455600	8	98933.4253717005
1231459200	9	98883.1235849357
1231462800	9	98847.3528191274
1231466400	9	98826.1606456638
1231470000	9	98800.3883109725
1231473600	9	98790.3883109725
1231477200	9	98779.1961375088
1231480800	9	98693.1235849357
1231484400	9	98693.1235849357
1231488000	9	98692.1706532532
1231491600	9	98737.9414190615
1231495200	9	98801.8688664884
1231498800	9	98844.6041404517
1231502400	9	98853.9529955339
1231506000	9	98862.7608220702
1231509600	9	98852.7608220703
1231513200	9	98851.5686486066
1231516800	9	98885.7978827983
1231520400	9	98925.7978827983
1231524000	9	98961.5702174896
1231527600	9	99002.7623909533
1231531200	9	99055.4976649165
1231534800	9	99089.7253302252
1231538400	9	99113.6527776521
1231542000	9	99120.615716924
1231545600	10	99082.4590353055
1231549200	10	99049.4235434604
1231552800	10	99030.615716924
1231556400	10	99020.615716924
1231560000	10	99063.9529955339
1231563600	10	99111.8688664884
1231567200	10	99148.2432058263
1231570800	10	99228.2447747093
1231574400	10	99291.2818354373
1231578000	10	99376.4030252109
1231581600	10	99436.4030252108
1231585200	10	99485.2108517472
1231588800	10	99458.2463435923
1231592400	10	99472.1737910192
1231596000	10	99488.8365124094
1231599600	10	99503.065746601
1231603200	10	99521.5717863727
1231606800	10	99552.7639598363
1231610400	10	99639.7284679912
