Unix	jday	U-component_of_wind
838857600	214	-3.32142286165368
838861200	214	-2.94518983240155
838864800	214	-3.04620958521173
838868400	214	-2.77225552166293
838872000	214	-2.28520109639451
838875600	214	-1.69637477273217
838879200	214	-5.18650352222539
838882800	214	-2.46311404267484
838886400	214	-1.00217039929104
838890000	214	-0.259415752509892
838893600	214	0.188357402386263
838897200	214	0.620878928470175
838900800	214	-0.158381317431054
838904400	214	1.12820550817589
838908000	214	2.1077607348545
838911600	214	2.29255805424476
838915200	214	1.96644276434958
838918800	214	1.68110842589846
838922400	214	1.45337101344902
838926000	214	0.775369002136252
838929600	214	0.31367332717485
838933200	214	0.262879928619237
838936800	214	0.0862193725163857
838940400	214	-0.29555242444269
838944000	215	-0.589442143381815
838947600	215	-0.708089986876567
838951200	215	-0.664653937473027
838954800	215	-0.366151284925416
838958400	215	-0.00775400596109556
838962000	215	0.227079772187685
838965600	215	-3.30019340959791
838969200	215	-0.833900522601966
838972800	215	0.535956474965686
838976400	215	1.43886705279111
838980000	215	1.59078585447022
838983600	215	1.88847264027462
838987200	215	2.13089252790014
838990800	215	2.89136713462538
838994400	215	3.67942130671363
838998000	215	4.09481512178433
839001600	215	4.65397787442036
839005200	215	5.11201519838591
839008800	215	5.74468302897773
839012400	215	5.27250554188692
839016000	215	5.54100582623935
839019600	215	5.81355090980789
839023200	215	5.89575985029855
839026800	215	5.91257664842082
839030400	216	4.68973931492082
839034000	216	5.6176588336088
839037600	216	5.55988188689917
839041200	216	5.13355286341149
839044800	216	3.83411721078939
839048400	216	2.96658992467685
839052000	216	0.402284195532283
839055600	216	0.808235732018921
839059200	216	1.2370147383826
839062800	216	2.04074964380953
839066400	216	2.46540245496908
839070000	216	2.72481336814198
839073600	216	0.134803628523759
839077200	216	1.75694198189296
839080800	216	3.32264675620863
839084400	216	3.84857011525332
839088000	216	4.08668723318578
839091600	216	4.05372071469893
839095200	216	2.56928033919169
839098800	216	3.27755940807345
839102400	216	3.71150541549949
839106000	216	3.45752233725408
839109600	216	3.33281490586607
839113200	216	3.38689334497495
839116800	217	3.37273951717697
839120400	217	3.88537063007131
839124000	217	4.37128907322399
839127600	217	4.24623937325442
839131200	217	3.48457726142454
839134800	217	2.67604432993919
839138400	217	3.26181553007617
839142000	217	2.74961356791637
839145600	217	1.83458259713787
839149200	217	0.766573938722763
839152800	217	0.840161810288606
839156400	217	1.09795975054447
839160000	217	1.74072254691228
839163600	217	2.31459723437282
839167200	217	2.96802326759893
839170800	217	3.3446200267456
839174400	217	3.75487487423527
839178000	217	3.98070008319465
839181600	217	3.11312156094034
839185200	217	3.43606235801838
839188800	217	3.58946911790827
839192400	217	3.29274535066204
839196000	217	2.50168057159027
839199600	217	2.446680302804
839203200	218	3.22368485646795
839206800	218	3.78342130752112
839210400	218	3.98728880895968
839214000	218	3.89512955015793
839217600	218	3.3447354567007
839221200	218	3.23617841191859
839224800	218	5.02397290931012
839228400	218	5.01501628539343
839232000	218	5.29884629446687
839235600	218	5.51935033808036
839239200	218	5.20928712202307
839242800	218	4.82599832815239
839246400	218	2.80137636887392
839250000	218	2.91808634673203
839253600	218	2.74897262474026
839257200	218	1.74518066549155
839260800	218	1.7002444728632
839264400	218	1.52654816901488
839268000	218	1.87853989593152
839271600	218	2.23025160422721
839275200	218	2.46226629001924
839278800	218	2.48586326646701
839282400	218	2.53894196605796
839286000	218	2.58961139239698
839289600	219	1.72220513295151
839293200	219	1.75844451490116
839296800	219	2.05357530268981
839300400	219	2.62265145611357
839304000	219	3.51129073770769
839307600	219	3.94517827617762
839311200	219	0.346261980999173
839314800	219	2.01825455700207
839318400	219	2.65717331970016
839322000	219	2.69369703806782
839325600	219	2.35700035680689
839329200	219	2.01738145763729
839332800	219	-0.893674403820848
839336400	219	0.341655927957512
839340000	219	0.942242899126948
839343600	219	1.87324993246029
839347200	219	3.32652644679012
839350800	219	4.53884313100225
839354400	219	4.59504666641759
839358000	219	5.17004719144544
839361600	219	4.90338664635914
839365200	219	4.84106046314447
839368800	219	4.99545881595011
839372400	219	5.44862695711732
839376000	220	4.028930528554
839379600	220	5.4557209388621
839383200	220	5.63473879875638
839386800	220	4.92500597149641
839390400	220	3.87846018332075
839394000	220	2.98759278880663
839397600	220	1.97727048726664
839401200	220	2.04274140776633
839404800	220	2.51392337926302
839408400	220	2.87511590729913
839412000	220	2.85974979228711
839415600	220	2.83858971900572
839419200	220	1.99799597149257
839422800	220	2.59225906239139
839426400	220	2.58555703068148
839430000	220	2.49759948245949
839433600	220	1.99650930764952
839437200	220	1.54988363007954
839440800	220	2.1826279829142
839444400	220	1.43954631646612
839448000	220	1.57001249574476
839451600	220	1.62521596905827
839455200	220	0.208236650548269
839458800	220	-0.802060600493637
839462400	221	-4.18907728381846
839466000	221	-3.64956192384807
839469600	221	-3.4092052283459
839473200	221	-3.47542045044334
839476800	221	-3.71942748152304
839480400	221	-3.65551856094017
839484000	221	-1.75319386479251
839487600	221	-2.82872874883469
839491200	221	-2.93379653697505
839494800	221	-2.36087884127905
839498400	221	-1.78264484177081
839502000	221	-1.45824106133308
839505600	221	-0.915920504891404
839509200	221	-0.88424965758346
839512800	221	-1.22909983606415
839516400	221	-1.95800703009014
839520000	221	-2.25542524252999
839523600	221	-2.21935688411667
839527200	221	1.90259378575266
839530800	221	1.36222250226126
839534400	221	1.04560104635479
839538000	221	0.463134409489293
839541600	221	0.0586754557046321
839545200	221	-0.423912307840698
839548800	222	0.296362355841731
839552400	222	-0.626409664760244
839556000	222	-0.817808338482474
839559600	222	-1.24126199174311
839563200	222	-1.86288426861043
839566800	222	-1.99164192166176
839570400	222	-2.79205573947713
839574000	222	-2.34423538585514
839577600	222	-1.81937840119703
839581200	222	-1.12869890784331
839584800	222	-0.791534624446656
839588400	222	-0.544016830980674
839592000	222	-0.638350340747606
839595600	222	0.352019164323653
839599200	222	0.911891870922279
839602800	222	1.239472615408
839606400	222	2.29549806084438
839610000	222	3.46082245309396
839613600	222	4.36385985722156
839617200	222	4.8849164114076
839620800	222	5.53948759379329
839624400	222	7.25624673201964
839628000	222	7.16760392714436
839631600	222	6.63279075691898
839635200	223	4.11069666505442
839638800	223	3.89959349001921
839642400	223	3.16601393934451
839646000	223	2.20724782481533
839649600	223	2.46328254499178
839653200	223	2.84030174458811
839656800	223	3.16989624247368
839660400	223	3.85226027134915
839664000	223	3.99239317469697
839667600	223	4.30008895151776
839671200	223	5.11211192570361
839674800	223	5.71187243949826
839678400	223	3.51884089722769
839682000	223	4.59669212012948
839685600	223	5.35607943638504
839689200	223	5.85607351157826
839692800	223	5.57349675045765
839696400	223	5.4173923153118
839700000	223	5.11319331508378
839703600	223	5.81472074234317
839707200	223	6.12354507593293
839710800	223	6.37369454714551
839714400	223	6.85674439903771
839718000	223	7.33669922295978
839721600	224	6.04066947819234
839725200	224	6.84580616487878
839728800	224	6.71724688386085
839732400	224	6.59800869272775
839736000	224	6.72033839081224
839739600	224	6.8224316634626
839743200	224	3.73601380768548
839746800	224	5.72432529292973
839750400	224	6.6137517770441
839754000	224	7.39839572573048
839757600	224	7.9055218161639
839761200	224	8.22387419522886
839764800	224	6.93154442823042
839768400	224	7.5531672556879
839772000	224	7.3347957592584
839775600	224	7.23823421466343
839779200	224	7.05747541616112
839782800	224	6.85173616102847
839786400	224	5.42654736073859
839790000	224	5.7147953493737
839793600	224	5.64453482858716
839797200	224	5.34413370849125
839800800	224	5.04785007885865
839804400	224	4.70302907726431
839808000	225	4.05639756603856
839811600	225	3.52461325554391
839815200	225	2.80427276198837
839818800	225	2.14058589897276
839822400	225	1.77364568886912
839826000	225	1.04980294689916
839829600	225	-1.48188667365986
839833200	225	-1.13802796781923
839836800	225	-0.43220369869639
839840400	225	0.39901594186657
839844000	225	0.895956821222482
839847600	225	1.27763967815236
839851200	225	2.47153450157955
839854800	225	2.41761485788357
839858400	225	2.43239160664918
839862000	225	2.25635536034061
839865600	225	1.87350894996854
839869200	225	1.6301497211793
839872800	225	0.778390179530559
839876400	225	1.07115603847242
839880000	225	1.61343793285743
839883600	225	2.18230729086226
839887200	225	2.01527811781201
839890800	225	1.89157561035143
839894400	226	0.670737729833808
839898000	226	1.09780881475146
839901600	226	1.4658871290442
839905200	226	1.6102202362703
839908800	226	1.38723460419084
839912400	226	1.37306365981892
839916000	226	3.50620885016321
839919600	226	4.16670170631664
839923200	226	4.93093847755169
839926800	226	5.61948124899602
839930400	226	6.27482161725046
839934000	226	6.94330446657166
839937600	226	5.82739891987168
839941200	226	6.37418122541127
839944800	226	6.31510918120379
839948400	226	6.39621997962419
839952000	226	6.44333989079359
839955600	226	6.41325188660914
839959200	226	5.53888293848338
839962800	226	5.08499341732379
839966400	226	4.86706818003316
839970000	226	4.63931865265023
839973600	226	4.31434436970129
839977200	226	3.83757588034498
839980800	227	1.78328361571785
839984400	227	1.92392177807598
839988000	227	1.93525034238878
839991600	227	1.76973077342921
839995200	227	1.03436343667146
839998800	227	-0.0098311459654646
840002400	227	0.0974549305785322
840006000	227	-0.649257830887865
840009600	227	-0.922197003569993
840013200	227	-0.572290452319157
840016800	227	0.131517715297808
840020400	227	0.788012615850882
840024000	227	-1.78705194511008
840027600	227	-0.255103554052585
840031200	227	0.94486593337216
840034800	227	1.17542471147634
840038400	227	0.841817357369355
840042000	227	0.445654586578777
840045600	227	-3.39273763751548
840049200	227	-2.27289573947338
840052800	227	-3.11477282998687
840056400	227	-3.70836525170119
840060000	227	-2.95048847317947
840063600	227	-1.78261909445261
840067200	228	-0.852880524635224
840070800	228	1.06072137325289
840074400	228	2.49481874668111
840078000	228	3.2931057988108
840081600	228	3.95658171359895
840085200	228	4.65873733342927
840088800	228	5.30226213452884
840092400	228	4.94183590723915
840096000	228	4.84259225526915
840099600	228	4.77058805260866
840103200	228	4.73508287498238
840106800	228	5.04602143450257
840110400	228	4.00932097085785
840114000	228	4.65266369036123
840117600	228	4.29256378131818
840121200	228	4.70478236518784
840124800	228	5.36922942876229
840128400	228	5.6582300162258
840132000	228	4.98796801283654
840135600	228	5.36953948376794
840139200	228	5.59563601444996
840142800	228	5.67197165650003
840146400	228	5.90485909460754
840150000	228	6.25345629710075
840153600	229	3.19200077560761
840157200	229	5.63150425353135
840160800	229	6.41483939037061
840164400	229	6.34094337969152
840168000	229	6.19969998578623
840171600	229	6.09401714140981
840175200	229	5.01967618879906
840178800	229	5.9041621504369
840182400	229	5.83150153748772
840186000	229	5.51656109842864
840189600	229	5.16214181099424
840193200	229	4.97106180734953
840196800	229	4.23826851285166
840200400	229	4.75855959500766
840204000	229	5.14397511853833
840207600	229	5.41121631561349
840211200	229	5.18787411422394
840214800	229	4.75425447739649
840218400	229	3.37698587600198
840222000	229	3.23886380162012
840225600	229	2.88549203930703
840229200	229	2.39527247535015
840232800	229	1.4302220636858
840236400	229	0.541235942668409
840240000	230	0.812512132641761
840243600	230	-0.0791296705573144
840247200	230	-0.903683532763431
840250800	230	-1.78201088028763
840254400	230	-2.6773555615665
840258000	230	-3.17768142873486
840261600	230	-2.67282266414525
840265200	230	-2.75554127648336
840268800	230	-2.53005721464355
840272400	230	-2.38021012508849
840276000	230	-2.33271164999866
840279600	230	-2.11487220106242
840283200	230	-1.94843641644056
840286800	230	-1.8862819821947
840290400	230	-1.53618357630075
840294000	230	-1.1600171945271
840297600	230	-0.855182989531843
840301200	230	-0.663994111149502
840304800	230	-0.131830686044493
840308400	230	-0.0389718173875916
840312000	230	-0.0987067126809895
840315600	230	-0.418161480056932
840319200	230	-0.819219472045086
840322800	230	-1.20283336763332
840326400	231	-1.32717858087252
840330000	231	-2.01656666944984
840333600	231	-2.53943526723419
840337200	231	-2.92369929573606
840340800	231	-3.08762790071623
840344400	231	-3.02842419963118
840348000	231	-3.82517861734108
840351600	231	-3.20264914705691
840355200	231	-2.74817156394067
840358800	231	-2.31618326769167
840362400	231	-2.16510992942053
840366000	231	-1.9726884867271
840369600	231	-2.94398112804285
840373200	231	-2.02593828923752
840376800	231	-1.45180858461826
840380400	231	-1.04811200470238
840384000	231	-0.952174964832801
840387600	231	-0.925884381472431
840391200	231	-0.0881536732961876
840394800	231	-0.0400508376410262
840398400	231	0.75651723724638
840402000	231	0.772407956092596
840405600	231	0.0404068507495042
840409200	231	-0.577486167718168
