Unix	jday	V-component_of_wind
1112313600	91	-0.630292994828923
1112317200	91	-1.02908813201131
1112320800	91	-1.01329131619761
1112324400	91	-0.812267409341781
1112328000	91	-0.644194079796787
1112331600	91	-0.293816619482479
1112335200	91	1.05305606266041
1112338800	91	0.74929807258927
1112342400	91	0.845014900703131
1112346000	91	0.859681193119055
1112349600	91	0.983078502060298
1112353200	91	1.08710048914221
1112356800	91	1.86754298512298
1112360400	91	1.14964159623949
1112364000	91	0.578333322897353
1112367600	91	0.239760132139662
1112371200	91	0.213691734787311
1112374800	91	-0.139064521856326
1112378400	91	1.70568275389644
1112382000	91	1.54977126240828
1112385600	91	2.09134401006149
1112389200	91	2.45322243680958
1112392800	91	2.30252251671293
1112396400	91	1.81931196850557
1112400000	92	3.36309934213441
1112403600	92	1.34210684094691
1112407200	92	-0.643574625936109
1112410800	92	-2.30592011064915
1112414400	92	-2.4605279810096
1112418000	92	-2.37425800819098
1112421600	92	-2.69785849575911
1112425200	92	-1.23046269568899
1112428800	92	-0.401460733525941
1112432400	92	0.0533027766336206
1112436000	92	0.123149790055635
1112439600	92	0.24662053158251
1112443200	92	-2.34238841889638
1112446800	92	-1.66576173790744
1112450400	92	-1.42624333414073
1112454000	92	-1.29984194501735
1112457600	92	-1.10087405127446
1112461200	92	-0.910559708862004
1112464800	92	-0.395152650845267
1112468400	92	-0.60543291779222
1112472000	92	-1.28749357733089
1112475600	92	-1.94891728185374
1112479200	92	-1.90657674433486
1112482800	92	-1.8447758262826
1112486400	93	-1.73163899053103
1112490000	93	-1.93604837552146
1112493600	93	-1.97496208356463
1112497200	93	-1.69407896095171
1112500800	93	-1.51738600578679
1112504400	93	-1.18906824763642
1112508000	93	-0.409272887276237
1112511600	93	-0.865772208960049
1112515200	93	-0.633207001911409
1112518800	93	-0.476626855177071
1112522400	93	-0.894040856600405
1112526000	93	-1.3891204075498
1112529600	93	-2.35632200087544
1112533200	93	-2.07008263552503
1112536800	93	-1.96231130451582
1112540400	93	-1.74107008110924
1112544000	93	-2.13352269094815
1112547600	93	-2.58903342541328
1112551200	93	-3.21065657027156
