Unix	jday	V-component_of_wind
1125532800	244	-3.72214334428794
1125536400	244	-4.16497259552223
1125540000	244	-4.16087287557531
1125543600	244	-4.56880545810234
1125547200	244	-4.70960588608013
1125550800	244	-4.56919540324286
1125554400	244	-6.17299063548182
1125558000	244	-4.59532648302863
1125561600	244	-3.73029902176032
1125565200	244	-3.10369810800454
1125568800	244	-2.88484244468408
1125572400	244	-2.72446595681127
1125576000	244	-5.38538105037725
1125579600	244	-3.97288154578556
1125583200	244	-3.98608258227887
1125586800	244	-3.71013822508199
1125590400	244	-3.2557910515556
1125594000	244	-2.87734968359828
1125597600	244	-1.85834695053774
1125601200	244	-1.78907223934444
1125604800	244	-1.92682009608275
1125608400	244	-2.23793050797254
1125612000	244	-2.49518913687701
1125615600	244	-2.70954762277868
1125619200	245	-3.15707589447364
1125622800	245	-2.95214037686101
1125626400	245	-3.16321952231932
1125630000	245	-3.37607716368751
1125633600	245	-3.21826596850064
1125637200	245	-2.81217963832049
1125640800	245	-1.1202024031923
1125644400	245	-1.42034866128188
1125648000	245	-1.59088456913502
1125651600	245	-1.60181626241453
1125655200	245	-1.59333737837405
1125658800	245	-1.74999484187153
1125662400	245	-4.4047471889877
1125666000	245	-3.49840886538506
1125669600	245	-3.23418413984532
1125673200	245	-3.13085656339786
1125676800	245	-2.94913879534018
1125680400	245	-2.84508130783319
1125684000	245	-4.15218611578481
1125687600	245	-3.26606403069836
1125691200	245	-2.94053345531895
1125694800	245	-2.70320977725382
1125698400	245	-2.66211670099393
1125702000	245	-2.63640925067058
1125705600	246	-4.5132096761722
1125709200	246	-4.54816103941324
1125712800	246	-4.63536786012759
1125716400	246	-4.47875920272285
1125720000	246	-4.32481704454816
1125723600	246	-3.96372669901443
1125727200	246	-4.0405614579419
1125730800	246	-3.80113673040625
1125734400	246	-3.5631355767797
1125738000	246	-3.13773843720008
1125741600	246	-2.95101568242143
1125745200	246	-2.77766077774887
1125748800	246	-5.53613016237054
1125752400	246	-5.3505125522532
1125756000	246	-5.51068593051044
1125759600	246	-5.50837648346753
1125763200	246	-5.48354259557716
1125766800	246	-5.50871901004462
1125770400	246	-5.43348570254058
1125774000	246	-5.84913005286668
1125777600	246	-6.56567924283231
1125781200	246	-7.10565135275181
1125784800	246	-7.38821841663059
1125788400	246	-7.73168160731634
1125792000	247	-9.45545731932108
1125795600	247	-9.08490130712237
1125799200	247	-9.18349390371777
1125802800	247	-8.84123575349349
1125806400	247	-8.01002092744359
1125810000	247	-7.27289243462829
1125813600	247	-6.58075064921761
1125817200	247	-6.89612760062817
1125820800	247	-7.06779060080399
1125824400	247	-7.02336093137049
1125828000	247	-6.9024353491348
1125831600	247	-6.85162248182631
1125835200	247	-9.15163372958606
1125838800	247	-7.95967512019309
1125842400	247	-7.83371781552438
1125846000	247	-7.51769255669025
1125849600	247	-7.08976428454561
1125853200	247	-6.75759609713455
1125856800	247	-8.31528893464326
1125860400	247	-6.8749686171435
1125864000	247	-6.34245643182859
1125867600	247	-6.21742036786839
1125871200	247	-6.45994244465549
1125874800	247	-6.65993978424503
