Unix	jday	Downward_Short.Wave_Rad_Flux
883612800	1	1047.65141569718
883616400	1	1047.65141569718
883620000	1	1037.40153495629
883623600	1	1008.10848271043
883627200	1	959.47820884875
883630800	1	895.228628752402
883634400	1	257.923554794508
883638000	1	257.923554794508
883641600	1	170.778258308456
883645200	1	114.368475312496
883648800	1	85.7711783819698
883652400	1	68.6318802613121
883656000	1	0
883659600	1	0
883663200	1	0
883666800	1	0
883670400	1	0
883674000	1	0
883677600	1	214.559958344704
883681200	1	214.559958344704
883684800	1	314.537536234411
883688400	1	413.531959498251
883692000	1	506.745823608957
883695600	1	589.998289098129
883699200	2	1058.39992972481
883702800	2	1058.39992972481
883706400	2	1047.41930410255
883710000	2	1017.90791699131
883713600	2	971.523841806816
883717200	2	910.454359889162
883720800	2	271.9884873768
883724400	2	271.9884873768
883728000	2	179.93956057097
883731600	2	120.516717118483
883735200	2	90.3925292209292
883738800	2	72.310117235418
883742400	2	0
883746000	2	0
883749600	2	0
883753200	2	0
883756800	2	0
883760400	2	0
883764000	2	220.946073119572
883767600	2	220.946073119572
883771200	2	323.507369732096
883774800	2	425.253481124201
883778400	2	520.971735330248
883782000	2	606.424554541363
883785600	3	1074.35226641539
883789200	3	1074.35226641539
883792800	3	1063.39872453876
883796400	3	1033.67521445154
883800000	3	986.816902834213
883803600	3	925.074873106896
883807200	3	280.290990161234
883810800	3	280.290990161234
883814400	3	185.702080376856
883818000	3	124.383381732986
883821600	3	93.2926941354772
883825200	3	74.6258807119705
883828800	3	0
883832400	3	0
883836000	3	0
883839600	3	0
883843200	3	0
883846800	3	0
883850400	3	221.126758810377
883854000	3	221.126758810377
883857600	3	323.719478683903
883861200	3	424.133971424251
883864800	3	517.756446607947
883868400	3	600.893706729198
883872000	4	1049.36205284152
883875600	4	1049.36205284152
883879200	4	1038.11046874994
883882800	4	1006.5344759741
883886400	4	960.291816910099
883890000	4	897.854447590586
883893600	4	198.184205019846
883897200	4	198.184205019846
883900800	4	125.242297557552
883904400	4	83.9350190859448
883908000	4	62.9513316556822
883911600	4	50.3691018517445
883915200	4	0
883918800	4	0
883922400	4	0
883926000	4	0
883929600	4	0
883933200	4	0
883936800	4	92.2341877782925
883940400	4	92.2341877782925
883944000	4	63.7226019137583
883947600	4	86.2568102032998
883951200	4	173.046685768048
883954800	4	311.761520824322
883958400	5	723.236145021446
883962000	5	723.236145021446
883965600	5	780.857303497759
883969200	5	780.990830146324
883972800	5	733.929744604032
883976400	5	656.339214409189
883980000	5	75.2272544639856
883983600	5	75.2272544639856
883987200	5	52.5849936075061
883990800	5	35.3823310186593
883994400	5	26.5365389048978
883998000	5	21.2404230387362
884001600	5	0
884005200	5	0
884008800	5	0
884012400	5	0
884016000	5	0
884019600	5	0
884023200	5	15.4450919917014
884026800	5	15.4450919917014
884030400	5	24.5816423474502
884034000	5	35.2886860847926
884037600	5	56.2281764168945
884041200	5	85.8070236784675
884044800	6	593.686657130319
884048400	6	593.686657130319
884052000	6	779.219465089867
884055600	6	821.223775367134
884059200	6	811.917098012419
884062800	6	773.377315382273
884066400	6	237.420106993503
884070000	6	237.420106993503
884073600	6	154.964250398587
884077200	6	103.84984258324
884080800	6	77.8828974791483
884084400	6	62.3134662721647
884088000	6	0
884091600	6	0
884095200	6	0
884098800	6	0
884102400	6	0
884106000	6	0
884109600	6	199.562696766368
884113200	6	199.562696766368
884116800	6	298.336849042013
884120400	6	396.027561096829
884124000	6	488.770244439941
884127600	6	572.517091364408
884131200	7	537.499736258208
884134800	7	537.499736258208
884138400	7	475.481079726813
884142000	7	382.917845793094
884145600	7	350.144154381144
884149200	7	331.488706015026
884152800	7	171.744722595606
884156400	7	171.744722595606
884160000	7	109.094400750032
884163600	7	73.1927104486659
884167200	7	54.8992018274617
884170800	7	43.9232990329359
884174400	7	0
884178000	7	0
884181600	7	0
884185200	7	0
884188800	7	0
884192400	7	0
884196000	7	202.263531349801
884199600	7	202.263531349801
884203200	7	302.898229685823
884206800	7	402.409769467972
884210400	7	496.419874162813
884214000	7	580.019431002174
884217600	8	1043.49672957528
884221200	8	1043.49672957528
884224800	8	1036.12553349949
884228400	8	1008.4502858465
884232000	8	965.501411586024
884235600	8	906.971490206725
884239200	8	280.361500828861
884242800	8	280.361500828861
884246400	8	185.796294217419
884250000	8	124.406324091372
884253600	8	93.3081872125577
884257200	8	74.6503242168063
884260800	8	0
884264400	8	0
884268000	8	0
884271600	8	0
884275200	8	0
884278800	8	0
884282400	8	202.708911200502
884286000	8	202.708911200502
884289600	8	304.862284269361
884293200	8	406.302605706433
884296800	8	499.547806675367
884300400	8	579.893758478161
884304000	9	971.536851667315
884307600	9	971.536851667315
884311200	9	1007.00445912115
884314800	9	994.925501677134
884318400	9	958.206249556757
884322000	9	901.666243201585
884325600	9	148.74315955975
884329200	9	148.74315955975
884332800	9	96.1381351303803
884336400	9	64.4706928131474
884340000	9	48.3387617342266
884343600	9	38.6750458973125
884347200	9	0
884350800	9	0
884354400	9	0
884358000	9	0
884361600	9	0
884365200	9	0
884368800	9	171.704958246308
884372400	9	171.704958246308
884376000	9	269.798099429517
884379600	9	357.965990094261
884383200	9	425.247786127536
884386800	9	482.828266253979
884390400	10	776.584348823763
884394000	10	776.584348823763
884397600	10	832.249523162513
884401200	10	872.537730795686
884404800	10	861.968094647345
884408400	10	822.802638991408
884412000	10	267.753989192741
884415600	10	267.753989192741
