Unix	jday	Pressure
694224000	1	100541.360660085
694227600	1	100562.131872429
694231200	1	100572.212657357
694234800	1	100582.212657357
694238400	1	100613.95059041
694242000	1	100663.95059041
694245600	1	100802.131872429
694249200	1	100851.16515172
694252800	1	100902.212657357
694256400	1	100992.212657357
694260000	1	101042.212657357
694263600	1	101092.212657357
694267200	1	101182.212657357
694270800	1	101171.16515172
694274400	1	101181.16515172
694278000	1	101211.16515172
694281600	1	101230.19843101
694285200	1	101278.379713029
694288800	1	101320.117646083
694292400	1	101380.117646083
694296000	1	101449.231710301
694299600	1	101478.184204664
694303200	1	101457.907911371
694306800	1	101458.598338788
694310400	2	101439.84135279
694314000	2	101448.87463208
694317600	2	101448.184204664
694321200	2	101428.955417008
694324800	2	101418.184204664
694328400	2	101409.84135279
694332000	2	101497.332207392
694335600	2	101467.332207392
694339200	2	101459.070140446
694342800	2	101489.070140446
694346400	2	101529.070140446
694350000	2	101567.332207392
694353600	2	101638.103419736
694357200	2	101629.070140446
694360800	2	101627.332207392
694364400	2	101599.070140446
694368000	2	101599.070140446
694371600	2	101597.332207392
694375200	2	101637.332207392
694378800	2	101648.103419736
694382400	2	101648.022634809
694386000	2	101637.055914099
694389600	2	101617.746341516
694393200	2	101596.698835879
694396800	3	101576.341757658
694400400	3	101564.523039677
694404000	3	101504.523039677
694407600	3	101433.751827332
694411200	3	101373.751827332
694414800	3	101335.489760386
694418400	3	101414.79933297
694422000	3	101395.846838607
694425600	3	101376.894344244
694429200	3	101376.813559316
694432800	3	101348.551492369
694436400	3	101328.551492369
694440000	3	101319.598998006
694443600	3	101299.598998006
694447200	3	101269.518213079
694450800	3	101228.827785662
694454400	3	101227.170637537
694458000	3	101218.137358246
694461600	3	101229.184863883
694465200	3	101229.104078955
694468800	3	101208.056573318
694472400	3	101177.285360974
694476000	3	101128.056573318
694479600	3	101078.747000734
694483200	4	101107.009067681
694486800	4	101037.699495097
694490400	4	100977.423201804
694494000	4	100928.113629221
694497600	4	100917.423201804
694501200	4	100908.470707442
694504800	4	100909.437428151
694508400	4	100900.484933788
694512000	4	100900.680442153
694515600	4	100929.29958732
694519200	4	100939.575880613
694522800	4	100959.575880613
694526400	4	101019.656665541
694530000	4	101039.656665541
694533600	4	101048.689944832
694537200	4	101028.609159904
694540800	4	101018.689944832
694544400	4	101047.723224123
694548000	4	101019.737450469
694551600	4	101067.723224123
694555200	4	101067.642439195
694558800	4	101077.642439195
694562400	4	101037.366145902
694566000	4	101008.056573318
694569600	5	100967.009067681
694573200	5	100907.780280025
694576800	5	100827.780280025
694580400	5	100747.699495097
694584000	5	100698.747000734
694587600	5	100689.794506372
694591200	5	100699.990014737
694594800	5	100720.956735446
694598400	5	100750.461816395
694602000	5	100770.738109688
694605600	5	100790.818894616
694609200	5	100819.16174649
694612800	5	100840.980464471
694616400	5	100879.242531418
694620000	5	100859.047023053
