Unix	jday	U.component_of_wind
1072915200	1	4.00236184353586
1072918800	1	4.45688790686098
1072922400	1	4.32955768958788
1072926000	1	3.91053293054416
1072929600	1	3.88671030475331
1072933200	1	3.80291323586515
1072936800	1	3.37248696461549
1072940400	1	3.14271054153376
1072944000	1	2.46594213712456
1072947600	1	1.83432748594916
1072951200	1	1.28570131556974
1072954800	1	0.680541757703231
1072958400	1	0.514980529351818
1072962000	1	0.143055425291754
1072965600	1	0.159241898851715
1072969200	1	0.416610729907885
1072972800	1	0.0918775750588497
1072976400	1	-0.288503223623404
1072980000	1	0.964542077512417
1072983600	1	0.725245418554741
1072987200	1	1.3694552438988
1072990800	1	2.17497256113949
1072994400	1	2.87336516917875
1072998000	1	3.48075406918325
1073001600	2	2.25051855077725
1073005200	2	3.41063187832433
1073008800	2	4.22046977072376
1073012400	2	4.41969753720944
1073016000	2	3.93082096936835
1073019600	2	3.29083406825935
1073023200	2	2.12832508215636
1073026800	2	1.01983103321353
1073030400	2	0.67935369299993
1073034000	2	0.355709884528562
1073037600	2	0.22210176292257
1073041200	2	0.168732988524502
1073044800	2	2.44011496008839
1073048400	2	1.43868707813554
1073052000	2	0.14544235314415
1073055600	2	-0.499101061162476
1073059200	2	-0.785164258107795
1073062800	2	-1.08090039912708
1073066400	2	-0.31748614978843
1073070000	2	-0.27884143769176
1073073600	2	0.597455640346516
1073077200	2	1.6083793831934
1073080800	2	2.41870823568178
1073084400	2	2.9652590444293
1073088000	3	2.47268700821402
1073091600	3	3.7814659065848
1073095200	3	4.61924522036843
1073098800	3	4.70572071378529
1073102400	3	4.10798479983965
1073106000	3	3.46597620590511
1073109600	3	2.59201980156538
1073113200	3	1.76210673593396
1073116800	3	0.713780259609188
1073120400	3	-0.192017373944837
1073124000	3	-0.423509595084353
1073127600	3	-0.486821052423918
1073131200	3	-0.833511498647866
1073134800	3	-0.888751297805746
1073138400	3	-0.583029931817208
1073142000	3	-0.215184844541957
1073145600	3	-0.215979585900374
1073149200	3	-0.175913733153378
1073152800	3	-0.345804711931163
1073156400	3	0.235580683766292
1073160000	3	0.978603840750411
1073163600	3	1.54161041276783
1073167200	3	2.27611703255355
1073170800	3	2.88196072057615
1073174400	4	2.47703453804981
1073178000	4	3.73186247557648
1073181600	4	4.05675303556859
1073185200	4	4.11509132591321
1073188800	4	3.92959359022189
1073192400	4	3.63059345710683
1073196000	4	3.89362574228986
1073199600	4	2.8214320306344
1073203200	4	1.77440255206177
1073206800	4	0.76134080037708
1073210400	4	0.636877338326496
1073214000	4	0.413507938037082
1073217600	4	0.202838862380062
1073221200	4	-0.418151922806783
1073224800	4	-0.347924658256508
1073228400	4	-0.109540739224361
1073232000	4	-0.202730338187723
1073235600	4	-0.218094812546333
1073239200	4	-0.395317526237942
1073242800	4	0.37737539292699
1073246400	4	1.67093624746429
1073250000	4	2.41124224083367
1073253600	4	2.79225036436611
1073257200	4	3.21758564391658
1073260800	5	3.64595598917723
1073264400	5	3.64123776024985
1073268000	5	3.92766624960698
1073271600	5	4.10083643404059
1073275200	5	3.67156083444181
1073278800	5	2.87727895140726
1073282400	5	4.49706361925011
1073286000	5	2.85041113244566
1073289600	5	2.37692215729199
1073293200	5	1.62290896801546
