Unix	jday	hs
954547200	92	2.03
954558000	92	2.03
954568800	92	2.03
954579600	92	2.03
954590400	92	2.09
954601200	92	2.17
954612000	92	2.21
954622800	92	2.21
954633600	93	2.23
954644400	93	2.24
954655200	93	2.2
954666000	93	2.12
954676800	93	2.03
954687600	93	1.92
954698400	93	1.82
954709200	93	1.8
954720000	94	1.88
954730800	94	1.81
954741600	94	1.74
954752400	94	1.67
954763200	94	1.59
954774000	94	1.52
954784800	94	1.52
954795600	94	1.6
954806400	95	2.03
954817200	95	2.84
954828000	95	2.94
954838800	95	2.75
954849600	95	2.58
954860400	95	2.38
954871200	95	2.18
954882000	95	2.03
954892800	96	1.99
954903600	96	2.08
954914400	96	2.2
954925200	96	2.27
954936000	96	2.26
954946800	96	2.37
954957600	96	2.68
954968400	96	3.01
954979200	97	3.07
954990000	97	2.97
955000800	97	2.93
955011600	97	3.17
955022400	97	3.52
955033200	97	3.75
955044000	97	3.78
955054800	97	3.66
955065600	98	3.47
955076400	98	3.26
955087200	98	3.06
955098000	98	2.86
955108800	98	2.66
955119600	98	2.45
955130400	98	2.23
955141200	98	2.15
955152000	99	1.89
955162800	99	1.68
955173600	99	1.52
955184400	99	1.42
955195200	99	1.37
955206000	99	1.37
955216800	99	1.55
955227600	99	1.6
955238400	100	1.57
955249200	100	1.55
955260000	100	1.54
955270800	100	1.53
955281600	100	1.51
955292400	100	1.49
955303200	100	1.47
955314000	100	1.44
955324800	101	1.43
955335600	101	1.42
955346400	101	1.46
955357200	101	1.55
955368000	101	1.7
955378800	101	1.82
955389600	101	1.86
955400400	101	1.82
955411200	102	1.94
955422000	102	1.79
955432800	102	1.7
955443600	102	1.63
955454400	102	1.65
955465200	102	1.7
955476000	102	1.77
955486800	102	1.8
955497600	103	1.86
955508400	103	1.91
955519200	103	1.9
955530000	103	1.82
955540800	103	1.77
955551600	103	1.75
955562400	103	1.75
955573200	103	1.76
955584000	104	1.75
955594800	104	1.74
955605600	104	1.72
955616400	104	1.66
955627200	104	1.61
955638000	104	1.55
955648800	104	1.5
955659600	104	1.45
955670400	105	1.43
955681200	105	1.42
955692000	105	1.38
955702800	105	1.31
955713600	105	1.25
955724400	105	1.18
955735200	105	1.12
955746000	105	1.07
955756800	106	1.01
955767600	106	0.96
955778400	106	0.91
955789200	106	0.86
955800000	106	0.81
955810800	106	0.77
955821600	106	0.75
955832400	106	0.77
955843200	107	0.81
955854000	107	0.89
955864800	107	0.97
955875600	107	1.05
955886400	107	1.1
955897200	107	1.16
955908000	107	1.21
955918800	107	1.26
955929600	108	1.29
955940400	108	1.29
955951200	108	1.29
955962000	108	1.28
955972800	108	1.28
955983600	108	1.3
955994400	108	1.33
956005200	108	1.36
956016000	109	1.46
956026800	109	1.53
956037600	109	1.56
956048400	109	1.61
956059200	109	1.67
956070000	109	1.72
956080800	109	1.76
956091600	109	1.87
956102400	110	2.03
956113200	110	2.15
956124000	110	2.21
956134800	110	2.24
956145600	110	2.26
956156400	110	2.22
956167200	110	2.13
956178000	110	2.03
956188800	111	1.93
956199600	111	1.88
956210400	111	1.84
956221200	111	1.76
956232000	111	1.64
956242800	111	1.52
956253600	111	1.42
956264400	111	1.36
956275200	112	1.36
956286000	112	1.4
956296800	112	1.45
956307600	112	1.48
956318400	112	1.47
956329200	112	1.42
956340000	112	1.35
956350800	112	1.27
956361600	113	1.19
956372400	113	1.14
956383200	113	1.2
956394000	113	1.34
956404800	113	1.58
956415600	113	1.93
956426400	113	2.25
956437200	113	2.49
956448000	114	2.62
956458800	114	2.63
956469600	114	2.51
956480400	114	2.52
956491200	114	2.77
956502000	114	3.07
956512800	114	3.11
956523600	114	2.98
956534400	115	2.76
956545200	115	2.51
956556000	115	2.32
956566800	115	2.2
956577600	115	2.22
956588400	115	2.4
956599200	115	2.63
956610000	115	2.67
956620800	116	2.64
956631600	116	2.56
956642400	116	2.47
956653200	116	2.37
956664000	116	2.26
956674800	116	2.18
956685600	116	2.19
956696400	116	2.32
956707200	117	2.49
956718000	117	2.66
956728800	117	2.85
956739600	117	2.94
956750400	117	2.92
956761200	117	2.8
956772000	117	2.65
956782800	117	2.48
956793600	118	2.33
956804400	118	2.34
956815200	118	2.46
956826000	118	2.56
956836800	118	2.58
956847600	118	2.47
956858400	118	2.37
956869200	118	2.24
956880000	119	2.15
956890800	119	2.06
956901600	119	2
956912400	119	1.93
956923200	119	1.86
956934000	119	1.82
956944800	119	1.8
956955600	119	1.79
956966400	120	1.77
956977200	120	1.73
956988000	120	1.68
956998800	120	1.61
957009600	120	1.54
957020400	120	1.46
957031200	120	1.39
957042000	120	1.31
957052800	121	1.24
957063600	121	1.19
957074400	121	1.15
957085200	121	1.13
957096000	121	1.14
957106800	121	1.19
957117600	121	1.27
957128400	121	1.35
957139200	122	1.43
