Unix	jday	hs
946684800	1	2.87
946695600	1	2.78
946706400	1	2.6
946717200	1	2.42
946728000	1	2.27
946738800	1	2.15
946749600	1	2.06
946760400	1	1.99
946771200	2	1.94
946782000	2	1.94
946792800	2	1.97
946803600	2	2
946814400	2	2.01
946825200	2	2.02
946836000	2	2.04
946846800	2	2.05
946857600	3	2.02
946868400	3	1.95
946879200	3	1.85
946890000	3	1.89
946900800	3	1.71
946911600	3	1.55
946922400	3	1.43
946933200	3	1.37
946944000	4	1.32
946954800	4	1.29
946965600	4	1.26
946976400	4	1.23
946987200	4	1.21
946998000	4	1.19
947008800	4	1.21
947019600	4	1.24
947030400	5	1.28
947041200	5	1.35
947052000	5	1.4
947062800	5	1.41
947073600	5	1.4
947084400	5	1.39
947095200	5	1.37
947106000	5	1.36
947116800	6	1.35
947127600	6	1.34
947138400	6	1.34
947149200	6	1.34
947160000	6	1.36
947170800	6	1.39
947181600	6	1.42
947192400	6	1.45
947203200	7	1.47
947214000	7	1.47
947224800	7	1.44
947235600	7	1.41
947246400	7	1.36
947257200	7	1.31
947268000	7	1.26
947278800	7	1.22
947289600	8	1.19
947300400	8	1.2
947311200	8	1.24
947322000	8	1.32
947332800	8	1.63
947343600	8	1.59
947354400	8	1.58
947365200	8	1.57
947376000	9	1.57
947386800	9	1.56
947397600	9	1.6
947408400	9	1.57
947419200	9	1.53
947430000	9	1.45
947440800	9	1.35
947451600	9	1.26
947462400	10	1.2
947473200	10	1.16
947484000	10	1.13
947494800	10	1.1
947505600	10	1.07
947516400	10	1.04
947527200	10	1.01
947538000	10	0.99
947548800	11	0.96
947559600	11	0.93
947570400	11	0.91
947581200	11	0.9
947592000	11	0.9
947602800	11	0.88
947613600	11	0.83
947624400	11	0.78
947635200	12	0.74
947646000	12	0.71
947656800	12	0.72
947667600	12	0.79
947678400	12	0.81
947689200	12	0.8
947700000	12	0.78
947710800	12	0.76
947721600	13	0.77
947732400	13	0.86
947743200	13	1.03
947754000	13	1.11
947764800	13	1.16
947775600	13	1.2
947786400	13	1.21
947797200	13	1.21
947808000	14	1.2
947818800	14	1.18
947829600	14	1.21
947840400	14	1.18
947851200	14	1.12
947862000	14	1.07
947872800	14	1.03
947883600	14	0.99
947894400	15	0.96
947905200	15	0.96
947916000	15	1
947926800	15	1.04
947937600	15	1
947948400	15	0.98
947959200	15	0.97
947970000	15	0.95
947980800	16	0.94
947991600	16	1.02
948002400	16	1.01
948013200	16	0.95
948024000	16	0.9
948034800	16	0.86
948045600	16	0.82
948056400	16	0.8
948067200	17	0.8
948078000	17	0.93
948088800	17	1.02
948099600	17	0.99
948110400	17	0.94
948121200	17	0.9
948132000	17	0.91
948142800	17	1.05
948153600	18	1.33
948164400	18	1.37
948175200	18	1.43
948186000	18	1.46
948196800	18	1.46
948207600	18	1.42
948218400	18	1.36
948229200	18	1.29
948240000	19	1.23
948250800	19	1.19
948261600	19	1.18
948272400	19	1.18
948283200	19	1.16
948294000	19	1.15
948304800	19	1.12
948315600	19	1.09
948326400	20	1.07
948337200	20	1.1
948348000	20	1.13
948358800	20	1.09
948369600	20	1.01
948380400	20	0.93
948391200	20	0.88
948402000	20	0.86
948412800	21	0.96
948423600	21	1.18
948434400	21	1.31
948445200	21	1.34
948456000	21	1.43
948466800	21	1.62
948477600	21	1.78
948488400	21	1.95
948499200	22	2.1
948510000	22	2.34
948520800	22	2.46
948531600	22	2.52
948542400	22	2.5
948553200	22	2.45
948564000	22	2.39
948574800	22	2.35
948585600	23	2.33
948596400	23	2.33
948607200	23	2.34
948618000	23	2.31
948628800	23	2.34
948639600	23	2.49
948650400	23	2.74
948661200	23	3.09
948672000	24	3.41
948682800	24	3.42
948693600	24	3.24
948704400	24	3.02
948715200	24	2.81
948726000	24	2.62
948736800	24	2.46
948747600	24	2.3
948758400	25	2.15
948769200	25	2
948780000	25	1.84
948790800	25	1.84
948801600	25	1.8
948812400	25	1.74
948823200	25	1.55
948834000	25	1.35
948844800	26	1.19
948855600	26	1.05
948866400	26	0.95
948877200	26	0.87
948888000	26	0.8
948898800	26	0.74
948909600	26	0.7
948920400	26	0.67
948931200	27	0.68
948942000	27	0.73
948952800	27	1.11
948963600	27	1.06
948974400	27	0.99
948985200	27	0.96
948996000	27	0.95
949006800	27	0.95
949017600	28	0.96
949028400	28	0.97
949039200	28	0.97
949050000	28	0.96
949060800	28	0.93
949071600	28	0.9
949082400	28	0.88
949093200	28	0.9
949104000	29	1.21
949114800	29	1.71
949125600	29	2.25
949136400	29	2.7
949147200	29	3.34
949158000	29	3.86
949168800	29	3.93
949179600	29	3.79
949190400	30	3.64
949201200	30	3.5
949212000	30	3.44
949222800	30	3.39
949233600	30	3.34
949244400	30	3.31
949255200	30	3.32
949266000	30	3.36
949276800	31	3.4
949287600	31	3.43
949298400	31	3.53
949309200	31	3.68
949320000	31	3.81
949330800	31	3.75
949341600	31	3.53
949352400	31	3.31
949363200	32	3.15
