Unix	jday	hs
1075593600	32	1.51
1075604400	32	1.54
1075615200	32	1.57
1075626000	32	1.61
1075636800	32	1.64
1075647600	32	1.66
1075658400	32	1.65
1075669200	32	1.63
1075680000	33	1.6
1075690800	33	1.58
1075701600	33	1.56
1075712400	33	1.54
1075723200	33	1.52
1075734000	33	1.49
1075744800	33	1.48
1075755600	33	1.5
1075766400	34	1.57
1075777200	34	1.65
1075788000	34	1.69
1075798800	34	1.7
1075809600	34	1.7
1075820400	34	1.67
1075831200	34	1.62
1075842000	34	1.56
1075852800	35	1.5
1075863600	35	1.43
1075874400	35	1.44
1075885200	35	1.57
1075896000	35	1.8
1075906800	35	2.03
1075917600	35	2.12
1075928400	35	2.09
1075939200	36	2.02
1075950000	36	1.93
1075960800	36	1.83
1075971600	36	1.73
1075982400	36	1.66
1075993200	36	1.62
1076004000	36	1.59
1076014800	36	1.53
1076025600	37	1.47
1076036400	37	1.4
1076047200	37	1.33
1076058000	37	1.25
1076068800	37	1.19
1076079600	37	1.15
1076090400	37	1.18
1076101200	37	1.38
1076112000	38	1.67
1076122800	38	1.8
1076133600	38	1.84
1076144400	38	1.84
1076155200	38	1.83
1076166000	38	1.84
1076176800	38	1.86
1076187600	38	1.92
1076198400	39	1.94
1076209200	39	1.92
1076220000	39	1.92
1076230800	39	1.88
1076241600	39	1.84
1076252400	39	1.8
1076263200	39	1.77
1076274000	39	1.74
1076284800	40	1.71
1076295600	40	1.67
1076306400	40	1.61
1076317200	40	1.53
1076328000	40	1.57
1076338800	40	1.91
1076349600	40	2.5
1076360400	40	2.73
1076371200	41	2.77
1076382000	41	2.71
1076392800	41	2.6
1076403600	41	2.46
1076414400	41	2.31
1076425200	41	2.17
1076436000	41	2.04
1076446800	41	1.94
1076457600	42	1.85
1076468400	42	1.79
1076479200	42	1.76
1076490000	42	1.74
1076500800	42	1.72
1076511600	42	1.8
1076522400	42	1.91
1076533200	42	2.08
1076544000	43	2.31
1076554800	43	2.38
1076565600	43	2.34
1076576400	43	2.29
1076587200	43	2.26
1076598000	43	2.22
1076608800	43	2.17
1076619600	43	2.11
1076630400	44	2.03
1076641200	44	1.94
1076652000	44	1.84
1076662800	44	1.72
1076673600	44	1.6
1076684400	44	1.46
1076695200	44	1.36
1076706000	44	1.38
1076716800	45	1.48
1076727600	45	1.82
1076738400	45	2.06
1076749200	45	2.2
1076760000	45	2.24
1076770800	45	2.23
1076781600	45	2.3
1076792400	45	2.41
1076803200	46	2.42
1076814000	46	2.47
1076824800	46	2.48
1076835600	46	2.48
1076846400	46	2.35
1076857200	46	2.25
1076868000	46	2.11
1076878800	46	1.96
1076889600	47	1.83
1076900400	47	1.8
1076911200	47	1.82
1076922000	47	1.74
1076932800	47	1.64
1076943600	47	1.6
1076954400	47	1.69
1076965200	47	1.98
1076976000	48	2.12
1076986800	48	2.31
1076997600	48	2.47
1077008400	48	2.54
1077019200	48	2.5
1077030000	48	2.43
1077040800	48	2.43
1077051600	48	2.59
1077062400	49	3.13
1077073200	49	3.69
1077084000	49	3.73
1077094800	49	3.64
1077105600	49	3.52
1077116400	49	3.38
1077127200	49	3.26
1077138000	49	3.15
1077148800	50	3.02
1077159600	50	2.96
1077170400	50	3.07
1077181200	50	3.59
1077192000	50	4.29
1077202800	50	4.61
1077213600	50	4.68
1077224400	50	4.78
1077235200	51	4.91
1077246000	51	5.1
1077256800	51	5.23
1077267600	51	5.16
1077278400	51	4.99
1077289200	51	4.77
1077300000	51	4.49
1077310800	51	4.26
1077321600	52	4.67
1077332400	52	5.02
1077343200	52	5.15
1077354000	52	5.15
1077364800	52	4.99
1077375600	52	4.78
1077386400	52	4.55
1077397200	52	4.34
1077408000	53	4.17
1077418800	53	4.03
1077429600	53	3.91
1077440400	53	3.78
1077451200	53	3.64
1077462000	53	3.47
1077472800	53	3.3
1077483600	53	3.09
1077494400	54	2.88
1077505200	54	2.69
1077516000	54	2.58
1077526800	54	2.53
1077537600	54	2.6
1077548400	54	2.63
1077559200	54	2.74
1077570000	54	3.28
1077580800	55	3.93
1077591600	55	4.47
1077602400	55	4.88
1077613200	55	4.92
1077624000	55	4.75
1077634800	55	4.49
1077645600	55	4.16
1077656400	55	3.81
1077667200	56	3.45
1077678000	56	3.11
1077688800	56	2.86
1077699600	56	2.64
1077710400	56	2.43
1077721200	56	2.21
1077732000	56	2.01
1077742800	56	1.83
1077753600	57	1.66
1077764400	57	1.53
1077775200	57	1.42
1077786000	57	1.34
1077796800	57	1.26
1077807600	57	1.19
1077818400	57	1.13
1077829200	57	1.15
1077840000	58	1.19
1077850800	58	1.24
1077861600	58	1.29
1077872400	58	1.63
1077883200	58	2.29
1077894000	58	2.97
1077904800	58	3.78
1077915600	58	4.28
1077926400	59	4.38
1077937200	59	4.26
1077948000	59	4.04
1077958800	59	3.81
1077969600	59	3.81
1077980400	59	3.69
1077991200	59	3.41
1078002000	59	3.24
1078012800	60	3.23
1078023600	60	3.23
1078034400	60	3.17
1078045200	60	3.04
1078056000	60	2.87
1078066800	60	2.71
1078077600	60	2.55
1078088400	60	2.37
1078099200	61	2.18
