Unix	jday	hs
973036800	306	2.02
973047600	306	1.9
973058400	306	1.78
973069200	306	1.66
973080000	306	1.55
973090800	306	1.44
973101600	306	1.58
973112400	306	1.48
973123200	307	1.35
973134000	307	1.21
973144800	307	1.11
973155600	307	1.12
973166400	307	1.08
973177200	307	1.04
973188000	307	0.98
973198800	307	0.91
973209600	308	0.83
973220400	308	0.77
973231200	308	0.73
973242000	308	0.71
973252800	308	0.68
973263600	308	0.67
973274400	308	0.66
973285200	308	0.65
973296000	309	0.62
973306800	309	0.59
973317600	309	0.57
973328400	309	0.56
973339200	309	0.55
973350000	309	0.54
973360800	309	0.53
973371600	309	0.51
973382400	310	0.49
973393200	310	0.48
973404000	310	0.49
973414800	310	0.5
973425600	310	0.51
973436400	310	0.55
973447200	310	0.72
973458000	310	0.91
973468800	311	1.06
973479600	311	1.24
973490400	311	1.33
973501200	311	1.18
973512000	311	1.02
973522800	311	0.91
973533600	311	0.84
973544400	311	0.78
973555200	312	1.08
973566000	312	1.18
973576800	312	1.16
973587600	312	1.11
973598400	312	1.05
973609200	312	1.04
973620000	312	1.06
973630800	312	1.03
973641600	313	0.98
973652400	313	0.94
973663200	313	0.9
973674000	313	0.9
973684800	313	0.96
973695600	313	0.88
973706400	313	0.83
973717200	313	0.79
973728000	314	0.76
973738800	314	0.72
973749600	314	0.7
973760400	314	0.68
973771200	314	0.65
973782000	314	0.63
973792800	314	0.61
973803600	314	0.59
973814400	315	0.57
973825200	315	0.56
973836000	315	0.56
973846800	315	0.56
973857600	315	0.58
973868400	315	0.61
973879200	315	0.66
973890000	315	0.72
973900800	316	0.79
973911600	316	0.86
973922400	316	0.94
973933200	316	0.99
973944000	316	1.03
973954800	316	1.05
973965600	316	1.05
973976400	316	1.04
973987200	317	1.02
973998000	317	1
974008800	317	1
974019600	317	1.27
974030400	317	1.13
974041200	317	1
974052000	317	0.92
974062800	317	0.88
974073600	318	0.88
974084400	318	0.93
974095200	318	1.13
974106000	318	1.24
974116800	318	1.29
974127600	318	1.43
974138400	318	1.58
974149200	318	1.74
974160000	319	1.89
974170800	319	1.99
974181600	319	2.04
974192400	319	2.09
974203200	319	2.25
974214000	319	2.42
974224800	319	2.81
974235600	319	3.12
974246400	320	3.1
974257200	320	2.92
974268000	320	2.69
974278800	320	2.48
974289600	320	2.32
974300400	320	2.21
974311200	320	2.2
974322000	320	2.23
974332800	321	2.31
974343600	321	2.31
974354400	321	2.21
974365200	321	2.12
974376000	321	2.13
974386800	321	2.2
974397600	321	2.31
974408400	321	2.46
974419200	322	2.65
974430000	322	2.7
974440800	322	2.59
974451600	322	2.47
974462400	322	2.56
974473200	322	2.74
974484000	322	2.8
974494800	322	2.76
974505600	323	3.21
974516400	323	3.49
974527200	323	3.62
974538000	323	3.82
974548800	323	4.36
974559600	323	4.66
974570400	323	4.47
974581200	323	4.05
974592000	324	3.5
974602800	324	2.98
974613600	324	2.56
974624400	324	2.24
974635200	324	2
974646000	324	1.81
974656800	324	1.68
974667600	324	1.6
974678400	325	1.55
974689200	325	1.51
974700000	325	1.47
974710800	325	1.47
974721600	325	1.59
974732400	325	1.69
974743200	325	1.73
974754000	325	1.77
974764800	326	1.8
974775600	326	1.78
974786400	326	1.73
974797200	326	1.66
974808000	326	1.62
974818800	326	1.67
974829600	326	1.86
974840400	326	2.11
974851200	327	2.36
974862000	327	2.59
974872800	327	2.86
974883600	327	3.1
974894400	327	3.31
974905200	327	3.36
974916000	327	3.27
974926800	327	3.12
974937600	328	2.96
974948400	328	2.78
974959200	328	2.59
974970000	328	2.4
974980800	328	2.23
974991600	328	2.06
975002400	328	1.92
975013200	328	1.81
975024000	329	1.72
975034800	329	1.75
975045600	329	1.85
975056400	329	1.93
975067200	329	1.93
975078000	329	1.89
975088800	329	1.86
975099600	329	1.88
975110400	330	1.95
975121200	330	2.03
975132000	330	2.08
975142800	330	2.08
975153600	330	2.05
975164400	330	2.01
975175200	330	1.96
975186000	330	1.92
975196800	331	1.87
975207600	331	1.83
975218400	331	1.77
975229200	331	1.69
975240000	331	1.6
975250800	331	1.51
975261600	331	1.42
975272400	331	1.34
975283200	332	1.27
975294000	332	1.22
975304800	332	1.18
975315600	332	1.18
975326400	332	1.22
975337200	332	1.41
975348000	332	1.64
975358800	332	1.83
975369600	333	1.99
975380400	333	2.07
975391200	333	2.09
975402000	333	1.98
975412800	333	1.96
975423600	333	1.88
975434400	333	1.71
975445200	333	1.53
975456000	334	1.36
975466800	334	1.27
975477600	334	1.2
975488400	334	1.16
975499200	334	1.12
975510000	334	1.1
975520800	334	1.07
975531600	334	1.06
975542400	335	1.07
975553200	335	1.1
975564000	335	1.09
975574800	335	1.06
975585600	335	1.05
975596400	335	1.03
975607200	335	1
975618000	335	0.94
975628800	336	0.89
