Unix	jday	hs
1101859200	336	3
1101870000	336	2.82
1101880800	336	2.64
1101891600	336	2.48
1101902400	336	2.32
1101913200	336	2.17
1101924000	336	2.08
1101934800	336	2.14
1101945600	337	2.29
1101956400	337	2.48
1101967200	337	2.67
1101978000	337	2.89
1101988800	337	3.2
1101999600	337	3.6
1102010400	337	3.91
1102021200	337	4.06
1102032000	338	4.06
1102042800	338	4.02
1102053600	338	3.95
1102064400	338	3.87
1102075200	338	3.77
1102086000	338	3.62
1102096800	338	3.43
1102107600	338	3.21
1102118400	339	2.98
1102129200	339	2.73
1102140000	339	2.51
1102150800	339	2.34
1102161600	339	2.22
1102172400	339	2.12
1102183200	339	2.05
1102194000	339	1.98
1102204800	340	1.91
1102215600	340	1.89
1102226400	340	1.8
1102237200	340	1.68
1102248000	340	1.58
1102258800	340	1.45
1102269600	340	1.3
1102280400	340	1.17
1102291200	341	1.12
1102302000	341	1.16
1102312800	341	1.27
1102323600	341	1.42
1102334400	341	1.55
1102345200	341	1.56
1102356000	341	1.49
1102366800	341	1.4
1102377600	342	1.32
1102388400	342	1.31
1102399200	342	1.34
1102410000	342	1.37
1102420800	342	1.39
1102431600	342	1.4
1102442400	342	1.4
1102453200	342	1.38
1102464000	343	1.36
1102474800	343	1.32
1102485600	343	1.29
1102496400	343	1.3
1102507200	343	1.34
1102518000	343	1.36
1102528800	343	1.37
1102539600	343	1.43
1102550400	344	1.78
1102561200	344	2.18
1102572000	344	2.28
1102582800	344	2.27
1102593600	344	2.36
1102604400	344	2.42
1102615200	344	2.51
1102626000	344	2.79
1102636800	345	3.64
1102647600	345	4.04
1102658400	345	3.92
1102669200	345	3.8
1102680000	345	3.92
1102690800	345	3.88
1102701600	345	3.58
1102712400	345	3.23
1102723200	346	3.06
1102734000	346	2.96
1102744800	346	2.79
1102755600	346	2.61
1102766400	346	2.46
1102777200	346	2.42
1102788000	346	2.37
1102798800	346	2.26
1102809600	347	2.15
1102820400	347	2.06
1102831200	347	2.05
1102842000	347	1.99
1102852800	347	1.91
1102863600	347	1.83
1102874400	347	1.75
1102885200	347	1.66
1102896000	348	1.57
1102906800	348	1.47
1102917600	348	1.4
1102928400	348	1.45
1102939200	348	1.6
1102950000	348	1.73
1102960800	348	1.76
1102971600	348	1.72
1102982400	349	1.65
1102993200	349	1.58
1103004000	349	1.51
1103014800	349	1.44
1103025600	349	1.35
1103036400	349	1.26
1103047200	349	1.19
1103058000	349	1.35
1103068800	350	1.18
1103079600	350	1.08
1103090400	350	1.04
1103101200	350	1.06
1103112000	350	1.18
1103122800	350	1.33
1103133600	350	1.45
1103144400	350	1.41
1103155200	351	1.38
1103166000	351	1.29
1103176800	351	1.42
1103187600	351	1.95
1103198400	351	2.39
1103209200	351	2.48
1103220000	351	2.44
1103230800	351	2.45
1103241600	352	2.42
1103252400	352	2.37
1103263200	352	2.33
1103274000	352	2.32
1103284800	352	2.35
1103295600	352	2.44
1103306400	352	2.62
1103317200	352	2.81
1103328000	353	2.93
1103338800	353	2.99
1103349600	353	3.02
1103360400	353	3.1
1103371200	353	3.15
1103382000	353	3.1
1103392800	353	2.94
1103403600	353	2.71
1103414400	354	2.47
1103425200	354	2.26
1103436000	354	2.09
1103446800	354	1.93
1103457600	354	1.82
1103468400	354	1.72
1103479200	354	1.6
1103490000	354	1.49
1103500800	355	1.39
1103511600	355	1.31
1103522400	355	1.23
1103533200	355	1.14
1103544000	355	1.09
1103554800	355	1.33
1103565600	355	1.55
1103576400	355	1.75
1103587200	356	2.01
1103598000	356	2.25
1103608800	356	2.43
1103619600	356	2.59
1103630400	356	2.77
1103641200	356	2.96
1103652000	356	3.13
1103662800	356	3.24
1103673600	357	3.28
1103684400	357	3.24
1103695200	357	3.12
1103706000	357	2.94
1103716800	357	2.7
1103727600	357	2.46
1103738400	357	2.25
1103749200	357	2.08
1103760000	358	1.95
1103770800	358	1.85
1103781600	358	1.78
1103792400	358	1.7
1103803200	358	1.66
1103814000	358	1.65
1103824800	358	1.68
1103835600	358	1.71
1103846400	359	1.74
1103857200	359	1.74
1103868000	359	1.74
1103878800	359	1.75
1103889600	359	1.73
1103900400	359	1.68
1103911200	359	1.65
1103922000	359	1.61
1103932800	360	1.6
1103943600	360	1.56
1103954400	360	1.51
1103965200	360	1.44
1103976000	360	1.36
1103986800	360	1.29
1103997600	360	1.23
1104008400	360	1.17
1104019200	361	1.12
1104030000	361	1.08
1104040800	361	1.07
1104051600	361	1.13
1104062400	361	1.24
1104073200	361	1.32
1104084000	361	1.41
1104094800	361	1.46
1104105600	362	1.47
1104116400	362	1.47
1104127200	362	1.45
1104138000	362	1.41
1104148800	362	1.36
1104159600	362	1.3
1104170400	362	1.24
1104181200	362	1.38
1104192000	363	1.49
1104202800	363	1.84
1104213600	363	2.44
1104224400	363	2.81
1104235200	363	2.93
1104246000	363	2.98
1104256800	363	3.13
1104267600	363	3.49
1104278400	364	4.13
1104289200	364	4.49
1104300000	364	4.51
1104310800	364	4.48
1104321600	364	4.62
1104332400	364	4.82
1104343200	364	4.66
1104354000	364	4.34
1104364800	365	3.97
1104375600	365	3.63
1104386400	365	3.32
1104397200	365	3.05
1104408000	365	2.82
1104418800	365	2.6
1104429600	365	2.4
1104440400	365	2.21
1104451200	366	2.02
1104462000	366	1.85
1104472800	366	1.68
1104483600	366	1.52
1104494400	366	1.39
1104505200	366	1.33
1104516000	366	1.32
1104526800	366	1.33
1104537600	1	1.36
