Unix	jday	U-component_of_wind
962409600	183	-0.85376323866031
962413200	183	-1.34126598261702
962416800	183	-1.34309530909193
962420400	183	-1.38581922467885
962424000	183	-1.40680477094307
962427600	183	-1.67764100238529
962431200	183	-1.70251743664814
962434800	183	-2.01283683806541
962438400	183	-2.34032723597015
962442000	183	-2.57167980151908
962445600	183	-2.79113590232578
962449200	183	-3.0162751354382
962452800	183	-1.38010503063466
962456400	183	-2.76206904926112
962460000	183	-3.29340344404053
962463600	183	-3.57477766308208
962467200	183	-3.55063088479425
962470800	183	-3.53133433246808
962474400	183	-1.26219131768718
962478000	183	-3.34452093940145
962481600	183	-3.57870594906975
962485200	183	-3.4368527849969
962488800	183	-2.98897369954133
962492400	183	-2.50263189904605
962496000	184	-0.746116930328387
962499600	184	-1.12212313229364
962503200	184	-1.52756760718834
962506800	184	-2.15607279786304
962510400	184	-2.90175006475484
962514000	184	-3.66345227768258
962517600	184	-3.0642931448665
962521200	184	-4.40314987301403
962524800	184	-4.86070648461565
962528400	184	-5.09524051335235
962532000	184	-5.14915836510879
962535600	184	-5.1737528186163
962539200	184	-3.12398615129921
962542800	184	-4.71235667520079
962546400	184	-4.78541070246943
962550000	184	-4.83785967624027
962553600	184	-4.97546784988547
962557200	184	-5.11882021314648
962560800	184	-4.16178378715082
962564400	184	-5.48287332420141
962568000	184	-5.55521212580744
962571600	184	-5.56613249017229
962575200	184	-5.48282371527721
962578800	184	-5.32619125325562
962582400	185	-5.10574117249522
962586000	185	-5.0903673335936
962589600	185	-5.01559143399054
962593200	185	-4.91140387997532
962596800	185	-4.76386945119816
962600400	185	-4.46270009890624
962604000	185	-4.22358574770218
962607600	185	-4.46777230675227
962611200	185	-4.43347379219044
962614800	185	-4.29335240875812
962618400	185	-4.28467271147193
962622000	185	-4.23205805902286
962625600	185	-4.64761415582314
962629200	185	-4.54884759235629
962632800	185	-4.21644379256894
962636400	185	-4.03913566068728
962640000	185	-4.0577310527135
962643600	185	-4.01134951442234
962647200	185	-4.28307876199255
962650800	185	-4.02023662994023
962654400	185	-3.87308213861332
962658000	185	-3.97543558752589
962661600	185	-4.17088789787365
962665200	185	-4.13014260699065
962668800	186	-3.51563590219706
962672400	186	-3.6013863719108
962676000	186	-3.35752834178555
962679600	186	-3.10232034474337
962683200	186	-3.05640999110762
962686800	186	-3.08130031630894
962690400	186	-3.28553948686741
962694000	186	-3.83803018174393
962697600	186	-4.0964166996211
962701200	186	-4.26182230206269
962704800	186	-4.34253983406992
962708400	186	-4.37654876774128
962712000	186	-3.21375822290668
962715600	186	-4.30283996361852
962719200	186	-4.29141901379616
962722800	186	-4.29616701066774
962726400	186	-4.05284501944852
962730000	186	-3.89830263064622
962733600	186	-2.65106120961607
962737200	186	-3.39188381696873
962740800	186	-3.5159480891713
962744400	186	-3.77316769248852
962748000	186	-3.68496340019614
962751600	186	-3.39786511909274
962755200	187	-0.221660358492118
962758800	187	-1.21205266686052
962762400	187	-1.15999659452866
962766000	187	-1.18081818500169
962769600	187	-1.27763525765133
962773200	187	-1.52332728268492
962776800	187	-0.769233114013665
962780400	187	-1.94068410799653
962784000	187	-2.4859657239523
962787600	187	-2.86936850026891
962791200	187	-3.17720239895001
962794800	187	-3.41522901017561
962798400	187	-4.13361367506064
962802000	187	-3.78913996455368
962805600	187	-3.807779771671
962809200	187	-3.78060638980551
962812800	187	-3.83885221284224
962816400	187	-3.93764798698925
962820000	187	-3.42844199020473
962823600	187	-4.32013358538299
962827200	187	-4.45719427476088
962830800	187	-4.6179447024053
962834400	187	-4.43216069499627
962838000	187	-4.27380727172804
962841600	188	-2.52639708239543
962845200	188	-2.86388102768063
962848800	188	-2.7401219959922
962852400	188	-2.59923359776687
962856000	188	-2.39913817372707
962859600	188	-2.51790893446374
962863200	188	-3.96040558162682
962866800	188	-3.6006187658302
962870400	188	-4.05536254898703
962874000	188	-4.58313856676243
962877600	188	-4.88297671426059
962881200	188	-5.17218712666406
962884800	188	-4.14922093776393
962888400	188	-4.85915912123432
962892000	188	-4.85177992383776
962895600	188	-4.68617906846396
962899200	188	-4.70698170768879
962902800	188	-4.75733048518311
962906400	188	-4.97355611798524
962910000	188	-4.81850702564004
962913600	188	-4.70754399970438
962917200	188	-4.58248703398714
962920800	188	-4.45623052220746
962924400	188	-4.25783798673624
962928000	189	-1.7425224229674
962931600	189	-2.77339631681176
962935200	189	-2.60930639515332
962938800	189	-2.17555241255836
962942400	189	-2.01266782842457
962946000	189	-2.36868433719426
962949600	189	-2.62143709824962
962953200	189	-3.14722458315939
962956800	189	-3.47942302594152
962960400	189	-3.84765595551549
962964000	189	-4.16853595857611
962967600	189	-4.40041351811911
962971200	189	-3.87251934334739
962974800	189	-4.47839024088137
962978400	189	-4.53240427674821
962982000	189	-4.49942599934894
962985600	189	-4.44370645963374
962989200	189	-4.29845705639466
962992800	189	-2.17841827047386
962996400	189	-3.28298954923574
9.63e+08	189	-3.5159434934438
963003600	189	-3.70817572750516
963007200	189	-3.63219318248294
963010800	189	-3.35615941643652
963014400	190	-2.57504699429059
963018000	190	-1.76414726355262
963021600	190	-1.25191680044774
963025200	190	-1.11807541742095
963028800	190	-1.42839039739734
963032400	190	-2.00302393413188
963036000	190	-1.5842883750285
963039600	190	-2.48058054042736
963043200	190	-2.95969053399119
963046800	190	-3.38531141404443
963050400	190	-3.7510719697857
963054000	190	-3.99791335416345
963057600	190	-2.49658969709951
963061200	190	-3.58892743346355
963064800	190	-3.57252683113515
963068400	190	-3.58680732628029
963072000	190	-3.58427669549048
963075600	190	-3.68052559315157
963079200	190	-1.69335531887393
963082800	190	-3.77172535333209
963086400	190	-4.02333464052812
963090000	190	-3.86078231185284
963093600	190	-3.65756370519036
963097200	190	-3.38671002372162
963100800	191	-1.35656335271304
963104400	191	-1.80445761323874
963108000	191	-1.85364742394181
963111600	191	-1.88619545987306
963115200	191	-2.00459151965918
963118800	191	-2.32594405138123
963122400	191	-1.07321906610073
963126000	191	-2.45147274124971
963129600	191	-3.14301790328033
963133200	191	-3.5866962888368
963136800	191	-3.89925009180196
963140400	191	-4.21363544296115
963144000	191	-2.44078505161494
963147600	191	-3.71000319343228
963151200	191	-3.89685920246206
963154800	191	-4.02046734041165
963158400	191	-3.99067035811031
963162000	191	-3.91523340117287
963165600	191	-1.94755365865811
963169200	191	-2.90390273689431
963172800	191	-3.24140331791945
963176400	191	-3.65825092815674
963180000	191	-3.90103829152777
963183600	191	-4.09773851073342
963187200	192	-2.41992368642085
963190800	192	-3.38939259443468
963194400	192	-4.12423531303429
963198000	192	-3.94044149975313
963201600	192	-3.1207607199909
963205200	192	-3.15228592180946
963208800	192	-3.95807583541948
963212400	192	-3.99400981744287
963216000	192	-3.77776517752956
963219600	192	-4.12994616119868
963223200	192	-3.90253304416868
963226800	192	-3.66913405568522
963230400	192	-0.809384835768181
963234000	192	-1.26110063476359
963237600	192	-1.92165412641271
963241200	192	-2.27534212175126
963244800	192	-2.17642490740086
963248400	192	-1.99637733110652
963252000	192	-1.61432892733368
963255600	192	-1.42414330269944
963259200	192	-0.502248618098578
963262800	192	0.669722881251234
963266400	192	-0.0473970961120592
963270000	192	-0.63292069241554
963273600	193	-1.74204507291976
963277200	193	-1.96714460541557
963280800	193	-2.69615894900714
963284400	193	-2.78718085667477
963288000	193	-2.64109246322668
963291600	193	-2.46362121648045
963295200	193	-2.45413171061464
963298800	193	-2.32831256377818
963302400	193	-1.96865524433189
963306000	193	-1.26727076348655
963309600	193	-0.60196582548287
963313200	193	-0.123264602159876
963316800	193	2.37130716458596
963320400	193	0.632660301947648
963324000	193	-0.125427870244782
963327600	193	-1.14692975552091
963331200	193	-1.24676412900037
963334800	193	-1.31093538894458
963338400	193	-1.00847775816
963342000	193	-1.38202876702398
963345600	193	-1.272284780816
963349200	193	-1.07993372572668
963352800	193	-1.13158028119996
963356400	193	-1.25960225454196
963360000	194	-0.630417294996857
963363600	194	-1.36276573889868
963367200	194	-1.69678773241906
963370800	194	-1.94258982652979
963374400	194	-1.77096842594079
963378000	194	-1.61824967580028
963381600	194	-2.78248031510935
963385200	194	-2.44385216825802
963388800	194	-2.84262049316001
963392400	194	-3.3514113770048
963396000	194	-3.57336939718982
963399600	194	-3.70978376972789
963403200	194	-2.58902729236356
963406800	194	-3.824551561036
963410400	194	-4.38092284495293
963414000	194	-4.71624969918557
963417600	194	-4.81973167553423
963421200	194	-4.93259265405082
963424800	194	-3.25411788982205
963428400	194	-4.43868013974843
963432000	194	-4.68672932273022
963435600	194	-4.71432646617486
963439200	194	-4.19738972774914
963442800	194	-3.65503197602704
963446400	195	-2.69498983531716
963450000	195	-2.24355669611093
963453600	195	-2.05762124045694
963457200	195	-2.3278417362386
963460800	195	-2.83136471634601
963464400	195	-3.42863881989935
963468000	195	-3.57319963686185
963471600	195	-4.31885767190834
963475200	195	-4.76760669877662
963478800	195	-4.9035736010271
963482400	195	-4.93814643757634
