Unix	jday	Downward_Long-Wave_Rad_Flux
965088000	214	325.252694481586
965091600	214	325.799841514853
965095200	214	323.191238691691
965098800	214	320.123262261959
965102400	214	318.364739759138
965106000	214	316.304260028508
965109600	214	321.824759541946
965113200	214	321.843250282728
965116800	214	325.874750354633
965120400	214	327.189241896368
965124000	214	323.243137467181
965127600	214	313.712322695687
965131200	214	267.753035963402
965134800	214	266.701119985813
965138400	214	265.283784858499
965142000	214	265.524161062239
965145600	214	266.135658207367
965149200	214	265.827641899667
965152800	214	264.60754006006
965156400	214	264.213671858847
965160000	214	265.775390690466
965163600	214	269.350328528299
965167200	214	269.814568194492
965170800	214	269.814077260336
965174400	215	267.561572680638
965178000	215	269.003210832356
965181600	215	269.018273989913
965185200	215	269.257285942329
965188800	215	269.326980573655
965192400	215	269.366072760904
965196000	215	268.033334920182
965199600	215	267.608002879052
965203200	215	267.029557479538
965206800	215	266.554811992521
965210400	215	266.060395520124
965214000	215	265.711147282493
965217600	215	267.33538508445
965221200	215	266.38042539347
965224800	215	265.521236352489
965228400	215	264.967222829459
965232000	215	264.570770371556
965235600	215	264.380094462729
965239200	215	260.328322778176
965242800	215	260.338758505501
965246400	215	260.499333406747
965250000	215	260.954678404815
965253600	215	262.200362609394
965257200	215	264.607309363106
965260800	216	315.354587899542
965264400	216	316.200980413437
965268000	216	320.679317703036
965271600	216	323.007469833849
965275200	216	323.17043054047
965278800	216	321.29124412253
965282400	216	280.533690635854
965286000	216	279.414268225836
965289600	216	276.927565008599
965293200	216	274.862593896512
965296800	216	273.448655159141
965300400	216	272.4200268323
965304000	216	269.395318133182
965307600	216	269.123885406742
965311200	216	268.119754713774
965314800	216	267.226010216333
965318400	216	266.470070764939
965322000	216	265.966038918806
965325600	216	266.67096798399
965329200	216	265.980846687747
965332800	216	267.570069501488
965336400	216	269.155049346964
965340000	216	270.571050187551
965343600	216	272.093925433498
965347200	217	294.71835853811
965350800	217	296.113038706149
965354400	217	296.117516570929
965358000	217	298.893634268156
965361600	217	303.29806026782
965365200	217	307.194371285149
965368800	217	334.788291065986
965372400	217	333.88206361149
965376000	217	326.03632336872
965379600	217	316.649045374458
965383200	217	309.89280383098
965386800	217	305.941670348979
965390400	217	325.259117616317
965394000	217	324.667987787051
965397600	217	325.638292855334
