Unix	jday	Temperature
838857600	214	282.099157741029
838861200	214	282.265721384024
838864800	214	282.186374977203
838868400	214	282.052352135758
838872000	214	281.630556988986
838875600	214	280.936523271185
838879200	214	280.583014651079
838882800	214	280.432383748581
838886400	214	280.374220168456
838890000	214	280.501076892871
838893600	214	280.570454966893
838897200	214	280.714010787357
838900800	214	280.939292772047
838904400	214	281.125021614993
838908000	214	281.279782127304
838911600	214	281.422771316348
838915200	214	281.567040048692
838918800	214	281.671133149516
838922400	214	281.7516553622
838926000	214	281.95734155596
838929600	214	282.116909849418
838933200	214	282.239846242382
838936800	214	282.305504288151
838940400	214	282.415148754059
838944000	215	282.629326019489
838947600	215	282.685448554531
838951200	215	282.675257005204
838954800	215	282.639928398523
838958400	215	282.720406386521
838962000	215	282.861642459834
838965600	215	283.193691441172
838969200	215	283.403278454437
838972800	215	283.601900982728
838976400	215	283.685080502259
838980000	215	283.702428209156
838983600	215	283.701611936703
838987200	215	283.481165351614
838990800	215	283.353359183202
838994400	215	283.190946537455
838998000	215	283.042811340784
839001600	215	282.911394745723
839005200	215	282.757257665138
839008800	215	282.340932304807
839012400	215	281.945815477709
839016000	215	281.655251350212
839019600	215	281.393260004667
839023200	215	281.181290023365
839026800	215	280.97302098348
839030400	216	281.311890007054
839034000	216	281.363416716239
839037600	216	281.45594517052
839041200	216	281.581626535232
839044800	216	281.56339748197
839048400	216	281.474382916756
839052000	216	281.697856973717
839055600	216	281.709183530775
839059200	216	281.665065044501
839062800	216	281.417560795319
839066400	216	281.519682309977
839070000	216	281.677458428053
839073600	216	283.567778437378
839077200	216	283.376400964204
839080800	216	283.272401941555
839084400	216	283.087898743859
839088000	216	283.136382698512
839091600	216	283.198604633102
839095200	216	283.370772801744
839098800	216	283.28384784939
839102400	216	282.369751974545
839106000	216	283.706878089066
839109600	216	284.554433626426
839113200	216	285.008254208593
839116800	217	285.16800580104
839120400	217	285.225740331529
839124000	217	285.10454065727
839127600	217	284.88049916809
839131200	217	284.576459442627
839134800	217	284.142962037021
839138400	217	284.254199643408
839142000	217	284.204247885596
839145600	217	284.118649464002
839149200	217	284.114312408544
839152800	217	284.027897263552
839156400	217	283.981994351633
839160000	217	283.802850915624
839163600	217	283.671226152722
839167200	217	283.632243037325
839170800	217	283.600933035589
839174400	217	283.511980131831
839178000	217	283.414190753082
839181600	217	283.775395812952
839185200	217	283.829362587035
839188800	217	283.902665605033
839192400	217	284.106557434294
839196000	217	284.432016201428
839199600	217	284.752858891757
839203200	218	284.409945074464
839206800	218	283.433441867212
839210400	218	282.570039531439
839214000	218	281.934947253468
839217600	218	281.858474121525
839221200	218	281.671878115851
839224800	218	280.159333631675
839228400	218	279.198995564749
839232000	218	279.166996858397
839235600	218	280.119603734825
839239200	218	280.534907263275
839242800	218	280.493685407468
839246400	218	280.501143293551
839250000	218	280.817234905254
839253600	218	280.992060803915
839257200	218	281.087081629653
839260800	218	281.216107416191
839264400	218	281.346001740176
839268000	218	281.291861757412
839271600	218	281.744465381571
839275200	218	281.935727695685
839278800	218	281.944896343421
839282400	218	282.222173567501
839286000	218	282.670327872663
839289600	219	282.675680511715
839293200	219	282.584823399233
839296800	219	282.389838314883
839300400	219	282.120562973813
839304000	219	281.626372747422
839307600	219	280.777157210231
839311200	219	279.913347260497
839314800	219	279.395018599479
839318400	219	279.151828013331
839322000	219	279.023225625936
839325600	219	278.908619186156
839329200	219	278.84742779993
839332800	219	279.516833594831
839336400	219	279.172954950849
839340000	219	278.858654931979
839343600	219	278.569044909067
839347200	219	278.394204077806
839350800	219	278.300229588604
839354400	219	278.961536311878
839358000	219	278.801429300048
839361600	219	278.851561366239
839365200	219	279.863164843902
839368800	219	281.030068503651
839372400	219	281.910034662881
839376000	220	282.819138618034
839379600	220	283.011270817424
839383200	220	283.127514966207
839386800	220	283.122681687733
839390400	220	282.701811428982
839394000	220	281.490210058319
839397600	220	278.202307803544
839401200	220	278.244304631207
839404800	220	278.322634889087
839408400	220	278.246636721639
839412000	220	278.408795693309
839415600	220	278.546482381646
839419200	220	278.320161909407
839422800	220	279.193844938944
839426400	220	279.886283892651
839430000	220	280.162584374552
839433600	220	280.706556725053
839437200	220	281.014020010671
839440800	220	280.977408283514
839444400	220	281.148061528591
839448000	220	281.210856547184
839451600	220	281.436307225693
839455200	220	281.62071917518
839458800	220	281.823129701241
839462400	221	282.798640940293
839466000	221	282.849193828584
839469600	221	283.002720970269
839473200	221	283.001522611809
839476800	221	282.911186030003
839480400	221	282.705640149892
839484000	221	280.84680365707
839487600	221	281.591971660066
839491200	221	281.424768829818
839494800	221	281.487279274794
839498400	221	281.172603094375
839502000	221	280.910588735032
839505600	221	280.315252970686
839509200	221	280.226938732053
839512800	221	280.140144065183
839516400	221	279.960730203046
839520000	221	279.593541001284
839523600	221	279.353254651058
839527200	221	279.827986541714
839530800	221	279.747657682026
839534400	221	279.61140215333
839538000	221	279.661249693587
839541600	221	279.952961330661
839545200	221	280.166925684644
839548800	222	279.963940380986
839552400	222	280.169279184444
839556000	222	280.082104776887
839559600	222	279.921800643019
839563200	222	279.514858641843
839566800	222	279.091570999346
839570400	222	278.977209788758
839574000	222	278.821659967342
839577600	222	278.533058451766
839581200	222	278.265072947729
839584800	222	278.152228436975
839588400	222	278.082447504824
839592000	222	278.259122458358
839595600	222	278.285857100926
839599200	222	278.100860131998
839602800	222	277.867662044032
839606400	222	277.653907875735
839610000	222	277.480292965335
839613600	222	277.330545770825
839617200	222	277.321974097466
839620800	222	277.481375489583
839624400	222	277.819060179011
839628000	222	278.188764315589
839631600	222	278.517438200318
839635200	223	279.492047595615
839638800	223	279.952637805257
839642400	223	280.495709935193
839646000	223	280.733932623042
839649600	223	280.668382244211
839653200	223	280.119325748155
839656800	223	278.621428916732
839660400	223	277.838507337626
839664000	223	277.364580963903
839667600	223	277.234956317536
839671200	223	277.07342394207
839674800	223	276.876713603789
839678400	223	275.725154902445
839682000	223	276.798911376445
839685600	223	276.536509506427
839689200	223	276.194578988195
839692800	223	275.86563671524
839696400	223	275.60703686566
839700000	223	275.405226901476
839703600	223	275.417201826724
839707200	223	275.605839445126
839710800	223	276.907806086417
839714400	223	278.661668529426
839718000	223	279.939387943352
839721600	224	280.815040391716
839725200	224	281.379327181016
839728800	224	281.897352933177
839732400	224	282.017092968458
839736000	224	281.817586054721
839739600	224	281.126099046975
839743200	224	280.54252267082
839746800	224	280.144984776589
839750400	224	279.6360162832
839754000	224	279.071659721393
839757600	224	278.537906239416
839761200	224	278.004922994401
839764800	224	277.208720011514
839768400	224	277.020178478763
839772000	224	276.634177668766
839775600	224	276.079988623575
839779200	224	275.617501415536
839782800	224	275.222985904623
839786400	224	274.375753873738
839790000	224	274.562152407542
839793600	224	274.671675353558
839797200	224	275.969453736872
839800800	224	278.349640101313
839804400	224	280.710699758192
839808000	225	281.542330320999
839811600	225	282.190950658041
839815200	225	282.391422378042
839818800	225	282.467592466575
839822400	225	282.15167381255
839826000	225	281.233134363862
839829600	225	279.811667910811
839833200	225	279.670418900539
839836800	225	279.57883458091
839840400	225	279.442619175502
839844000	225	279.38254129222
839847600	225	279.358090153201
839851200	225	279.00885847836
839854800	225	278.553259950257
839858400	225	278.191398282211
839862000	225	278.072510790366
839865600	225	278.156817342706
839869200	225	278.188087518774
839872800	225	278.784601014712
839876400	225	279.104734925531
839880000	225	279.422181116332
839883600	225	279.836890808029
839887200	225	280.196061439448
839890800	225	280.542486091426
839894400	226	280.690137071654
839898000	226	280.896058184161
839901600	226	281.063922343296
839905200	226	281.133796961899
839908800	226	281.146158668509
839912400	226	281.058600609168
839916000	226	280.888119981301
839919600	226	281.101733689047
839923200	226	281.562273104176
839926800	226	281.785612123524
839930400	226	281.550621268262
839934000	226	280.644694314754
839937600	226	279.026447969663
839941200	226	279.339633764103
839944800	226	278.736391667414
839948400	226	278.182099514237
839952000	226	277.912140163908
839955600	226	277.83858761304
839959200	226	277.618430929276
839962800	226	277.764502807145
839966400	226	277.986281277627
839970000	226	279.331282518658
839973600	226	280.711384036464
839977200	226	281.902322030821
839980800	227	283.33375056421
839984400	227	283.546690429045
839988000	227	283.430169824187
839991600	227	282.717367025741
839995200	227	282.453268114816
839998800	227	281.98206128101
840002400	227	280.92059288553
840006000	227	280.405130825947
840009600	227	280.174067468863
840013200	227	280.31149204338
840016800	227	280.123084775727
840020400	227	280.423719603246
840024000	227	281.124398287486
840027600	227	281.184069058735
840031200	227	281.248723552233
840034800	227	281.150812269373
840038400	227	281.587978652094
840042000	227	282.182149344492
840045600	227	283.806434616443
840049200	227	284.296311270318
840052800	227	284.261012931578
840056400	227	284.047863541703
840060000	227	283.894223914895
840063600	227	283.858783298619
840067200	228	283.635016872258
840070800	228	283.219062423266
840074400	228	282.836248723193
840078000	228	282.182970622966
840081600	228	281.616237494249
840085200	228	281.14618421251
840088800	228	281.4573893469
840092400	228	281.44302882448
840096000	228	281.444092710105
840099600	228	281.448829410991
840103200	228	281.478435675726
840106800	228	281.471091510538
840110400	228	281.637314049825
840114000	228	281.794076908864
840117600	228	281.339953279441
840121200	228	281.330130182355
840124800	228	281.658339025782
840128400	228	281.697422123744
840132000	228	281.445938060626
840135600	228	281.673178583089
840139200	228	281.670570310988
840142800	228	282.326049241291
840146400	228	283.094227526267
840150000	228	283.625877795394
840153600	229	284.585450186889
840157200	229	284.765618976528
840160800	229	284.791196131388
840164400	229	284.604582012704
840168000	229	284.275221410216
840171600	229	283.511513037682
840175200	229	281.755629620801
840178800	229	281.326259642632
840182400	229	280.794921100089
840186000	229	280.149175799969
840189600	229	280.083335418761
840193200	229	280.050577321551
840196800	229	279.846288107611
840200400	229	279.720712599034
840204000	229	279.699792621653
840207600	229	279.613199419608
840211200	229	279.267131022598
840214800	229	278.902612512614
840218400	229	278.512025282424
840222000	229	278.347683949185
840225600	229	278.274762061475
840229200	229	278.88024420931
840232800	229	280.365785092097
840236400	229	281.786863859269
840240000	230	282.962264959165
840243600	230	283.512969388517
840247200	230	283.721929365442
840250800	230	283.618421309075
840254400	230	283.202745130391
840258000	230	282.561693392107
840261600	230	280.069789337621
840265200	230	279.876277738251
840268800	230	279.659619062016
840272400	230	279.853068705509
840276000	230	279.802187228363
840279600	230	279.620067475722
840283200	230	278.863238309728
840286800	230	279.479219006952
840290400	230	280.15344911853
840294000	230	280.175310156307
840297600	230	279.779485165763
840301200	230	279.477376945511
840304800	230	278.93358186152
840308400	230	278.99224794277
840312000	230	279.05541400534
840315600	230	279.898146247613
840319200	230	282.116114509543
840322800	230	284.110021552311
840326400	231	284.533962987884
840330000	231	284.943200223755
840333600	231	284.97838412314
840337200	231	284.75677987446
840340800	231	284.289749250974
840344400	231	283.457079527442
840348000	231	280.727604274111
840351600	231	280.177134249337
840355200	231	280.152208749779
840358800	231	280.060347143743
840362400	231	280.063669852398
840366000	231	280.136601302433
840369600	231	280.46587610437
840373200	231	279.991394349401
840376800	231	280.074211050676
840380400	231	279.933135677672
840384000	231	280.13789177898
840387600	231	280.355544665831
840391200	231	280.658914855029
840394800	231	280.848697603779
840398400	231	281.221248077222
840402000	231	281.569538515284
840405600	231	282.205651771785
840409200	231	282.732328989998
840412800	232	283.459715839333
840416400	232	283.678092641582
840420000	232	284.076663470021
840423600	232	283.7275434235
840427200	232	283.283548121485
840430800	232	282.887647307287
840434400	232	282.692722273514
840438000	232	282.394892959382
840441600	232	282.286813000265
840445200	232	281.781007569218
840448800	232	281.628506239321
840452400	232	281.519820654012
840456000	232	282.182606088055
840459600	232	282.280777138992
840463200	232	282.540442933775
840466800	232	282.959381882894
840470400	232	283.116637211705
840474000	232	283.269337133654
840477600	232	282.746639279958
840481200	232	282.345826563976
840484800	232	282.312598614948
840488400	232	282.46281689509
840492000	232	282.902398217301
840495600	232	283.258690866591
840499200	233	283.93602646146
840502800	233	284.619536203636
840506400	233	284.952293937696
840510000	233	284.653919699914
840513600	233	284.19412027398
840517200	233	283.751700383577
840520800	233	283.716950122611
840524400	233	283.494117166849
840528000	233	283.255070709416
840531600	233	282.968626356878
840535200	233	282.673233085407
840538800	233	282.415719266501
840542400	233	282.503279687827
840546000	233	282.610460623482
840549600	233	282.769095598814
840553200	233	283.203373088221
840556800	233	283.409224597588
840560400	233	283.52759377145
840564000	233	283.685392631329
840567600	233	283.548637436888
840571200	233	283.185420135733
840574800	233	282.834375114705
840578400	233	282.602603797622
840582000	233	282.426123167329
840585600	234	281.964254169402
840589200	234	281.83934516723
840592800	234	281.640100002646
840596400	234	281.489077007298
840600000	234	280.961419357448
840603600	234	280.374231077049
840607200	234	280.254754064924
840610800	234	280.038624404763
840614400	234	279.812168905937
840618000	234	279.631969622888
840621600	234	279.410191895607
840625200	234	278.500457694824
840628800	234	278.152003117025
840632400	234	277.069799104654
840636000	234	275.885034226985
840639600	234	276.120001144855
840643200	234	276.909625026093
840646800	234	276.866752216008
840650400	234	276.362624656327
840654000	234	276.462184052015
840657600	234	276.312864093723
840661200	234	276.797442760371
840664800	234	277.747188899678
840668400	234	278.421077925547
840672000	235	279.393661485438
840675600	235	280.37153487503
840679200	235	281.098523553923
840682800	235	281.073356988422
840686400	235	280.84899621069
840690000	235	280.447747964817
840693600	235	278.21035399169
840697200	235	278.131617729758
840700800	235	277.887173396455
840704400	235	277.410309572545
840708000	235	276.942628323706
840711600	235	276.550079707189
840715200	235	275.8382281359
840718800	235	276.107296668525
840722400	235	276.234224873247
840726000	235	276.31664054334
840729600	235	276.400255654145
840733200	235	276.458330308165
840736800	235	276.213789211807
840740400	235	276.252609386959
840744000	235	277.374932751615
