Unix	jday	Downward_Short-Wave_Rad_Flux
841536000	245	616.505317860393
841539600	245	616.505317860393
841543200	245	611.263167643453
841546800	245	584.721487416403
841550400	245	540.443311599081
841554000	245	480.504870591267
841557600	245	1.10788140079368
841561200	245	1.10788140079368
841564800	245	0.556688693849344
841568400	245	0.371812302085587
841572000	245	0.272292373268137
841575600	245	0.221287994389602
841579200	245	0
841582800	245	0
841586400	245	0
841590000	245	0
841593600	245	0
841597200	245	0
841600800	245	0
841604400	245	0
841608000	245	8.66091205634229
841611600	245	33.5624377784643
841615200	245	68.332613657639
841618800	245	106.384281809245
841622400	246	253.33006352908
841626000	246	253.33006352908
841629600	246	223.405772972149
841633200	246	205.04621702355
841636800	246	185.575420581134
841640400	246	163.230241791512
841644000	246	0.482815308859767
841647600	246	0.482815308859767
841651200	246	0.245595695831733
841654800	246	0.158179693928809
841658400	246	0.113391997788493
841662000	246	0.0929119963064282
841665600	246	0
841669200	246	0
841672800	246	0
841676400	246	0
841680000	246	0
841683600	246	0
841687200	246	0
841690800	246	0
841694400	246	8.55062489517904
841698000	246	28.3507343629308
841701600	246	49.0085799977653
841705200	246	67.5881880212845
841708800	247	183.941803148043
841712400	247	183.941803148043
841716000	247	202.771036343625
841719600	247	190.998196590213
841723200	247	190.806914756058
841726800	247	174.985344453641
841730400	247	0.373515155033105
841734000	247	0.373515155033105
841737600	247	0.181539766006015
841741200	247	0.126707691404709
841744800	247	0.0874159971184775
841748400	247	0.0714843787059081
841752000	247	0
841755600	247	0
841759200	247	0
841762800	247	0
841766400	247	0
841770000	247	0
841773600	247	0
841777200	247	0
841780800	247	1.73151223785105
841784400	247	7.96103040335908
841788000	247	17.6150053381782
841791600	247	29.9440317335099
841795200	248	158.103903199293
841798800	248	158.103903199293
841802400	248	174.938982582418
841806000	248	169.099297103481
841809600	248	154.994880725712
841813200	248	138.231434836063
841816800	248	0.622267163324629
841820400	248	0.622267163324629
841824000	248	0.311493926294602
841827600	248	0.207978490144998
841831200	248	0.157856427373625
841834800	248	0.129491434249582
841838400	248	0
841842000	248	0
841845600	248	0
841849200	248	0
841852800	248	0
841856400	248	0
841860000	248	0
841863600	248	0
841867200	248	16.0019104727218
841870800	248	65.0572757475422
