Unix	jday	dp	hs	tp
1230768000	1	250.62	2.7	13.53
1230778800	1	250.01	2.58	13.3
1230789600	1	249.65	2.49	13.14
1230800400	1	250.16	2.42	12.94
1230811200	1	255.35	2.38	12.37
1230822000	1	258.3	2.37	11.97
1230832800	1	260.53	2.37	11.77
1230843600	1	261.82	2.4	11.58
1230854400	2	265.63	2.45	11.21
1230865200	2	265.71	2.52	11.12
1230876000	2	265.27	2.65	11.19
1230886800	2	262.98	3.02	11.38
1230897600	2	259.79	3.16	11.29
1230908400	2	258.36	3.16	11.21
1230919200	2	257.34	3.1	11.24
1230930000	2	255.49	3	11.19
1230940800	3	253.93	2.87	11.08
1230951600	3	253.21	2.72	10.96
1230962400	3	252.61	2.6	10.83
1230973200	3	251.97	2.53	10.74
1230984000	3	251.8	2.51	10.77
1230994800	3	252.82	2.53	10.83
1231005600	3	254.18	2.52	10.81
1231016400	3	254.89	2.5	10.76
1231027200	4	254.79	2.51	10.7
1231038000	4	254.33	2.53	10.69
1231048800	4	253.46	2.55	10.84
1231059600	4	252.02	2.52	10.98
1231070400	4	250.18	2.44	11.02
1231081200	4	248.15	2.33	10.96
1231092000	4	246.15	2.23	10.86
1231102800	4	244.4	2.13	10.78
1231113600	5	242.99	2.05	10.72
1231124400	5	241.96	1.98	10.63
1231135200	5	243.89	1.93	10.48
1231146000	5	242.82	1.85	10.25
1231156800	5	242.09	1.75	10.14
1231167600	5	241.63	1.66	10.08
1231178400	5	241.55	1.58	10.04
1231189200	5	241.85	1.51	10
1231200000	6	242.37	1.46	9.96
1231210800	6	243.03	1.42	9.91
1231221600	6	243.89	1.42	9.85
1231232400	6	245.05	1.42	9.73
1231243200	6	244.41	1.44	16.35
1231254000	6	245.15	1.61	16.15
1231264800	6	253.29	2.01	10.28
1231275600	6	255.09	2.43	10.07
1231286400	7	256.89	2.6	9.86
1231297200	7	258.37	2.63	9.8
1231308000	7	258.17	2.62	9.82
1231318800	7	255.79	2.58	9.9
1231329600	7	240.29	2.52	11.69
1231340400	7	239.32	2.47	12.7
1231351200	7	239.35	2.43	12.94
1231362000	7	239.36	2.38	12.97
1231372800	8	239.67	2.35	12.92
1231383600	8	240.42	2.32	12.84
1231394400	8	240.23	2.28	12.65
1231405200	8	240.85	2.22	12.34
1231416000	8	241.41	2.16	12.15
1231426800	8	241.73	2.12	12
1231437600	8	241.92	2.09	11.87
1231448400	8	241.96	2.06	11.8
1231459200	9	242.07	2.05	11.79
1231470000	9	242.09	2.15	11.79
1231480800	9	242.06	2.35	11.69
1231491600	9	242.2	2.46	11.63
1231502400	9	242.4	2.45	11.91
1231513200	9	242.65	2.42	12.98
1231524000	9	242.68	2.4	13.22
1231534800	9	242.95	2.42	13.6
1231545600	10	243.04	2.5	14.14
1231556400	10	243.3	2.55	14.2
1231567200	10	243.48	2.49	14.16
1231578000	10	244.27	2.37	14.05
1231588800	10	243.18	2.25	13.55
1231599600	10	243.22	2.14	13.25
1231610400	10	243.21	2.04	13.07
1231621200	10	243.1	1.95	12.92
1231632000	11	242.97	1.86	12.78
1231642800	11	243.49	1.76	12.59
1231653600	11	243.48	1.71	12.39
1231664400	11	243.39	1.7	12.24
1231675200	11	243.47	1.63	12.07
1231686000	11	243.84	1.52	11.86
1231696800	11	244.53	1.42	11.6
1231707600	11	248.35	1.33	11.35
1231718400	12	249.78	1.29	11.23
1231729200	12	250.55	1.3	11.18
1231740000	12	250.94	1.32	11.18
1231750800	12	250.99	1.35	11.46
1231761600	12	251.24	1.34	11.61
1231772400	12	243.57	1.32	14.71
1231783200	12	242.73	1.34	14.64
1231794000	12	243.64	1.38	14.59
1231804800	13	244.48	1.46	14.38
1231815600	13	239.39	1.54	13.6
1231826400	13	239.75	1.58	13.39
1231837200	13	240.23	1.59	13.29
1231848000	13	241.01	1.54	13.2
1231858800	13	241.86	1.49	13.13
1231869600	13	242.57	1.46	13.09
1231880400	13	243.05	1.44	13.12
1231891200	14	243.32	1.44	13.25
1231902000	14	243.12	1.46	13.45
1231912800	14	242.75	1.53	13.38
1231923600	14	242.33	1.58	13.16
1231934400	14	241.72	1.59	12.97
1231945200	14	240.82	1.59	12.85
1231956000	14	240.24	1.57	12.72
1231966800	14	240.24	1.53	12.4
1231977600	15	239.63	1.48	12.18
1231988400	15	239.28	1.43	12.01
1231999200	15	239.1	1.4	11.9
1232010000	15	238.94	1.34	11.86
1232020800	15	238.78	1.27	11.85
1232031600	15	238.75	1.26	11.8
1232042400	15	239.52	1.35	11.64
1232053200	15	240.01	1.52	11.21
1232064000	16	241.11	1.68	10.84
1232074800	16	242.11	1.76	10.63
1232085600	16	243.04	1.78	10.52
1232096400	16	247.76	1.76	10.39
1232107200	16	248.77	1.74	10.21
1232118000	16	249.87	1.73	9.94
1232128800	16	250.83	1.81	9.78
1232139600	16	251.55	2.12	9.6
1232150400	17	263.36	2.44	9.12
1232161200	17	265.56	2.48	8.87
1232172000	17	267.75	2.39	8.75
1232182800	17	279.38	2.32	8.56
1232193600	17	280.91	2.27	8.37
1232204400	17	282	2.27	8.35
1232215200	17	254.2	2.43	12.95
1232226000	17	262.56	2.84	11.97
1232236800	18	260.78	3.39	11.73
1232247600	18	260.02	3.94	11.62
1232258400	18	260.38	4.21	11.73
1232269200	18	261.03	4.06	11.88
1232280000	18	261.25	3.74	12.08
1232290800	18	260.63	3.6	12.06
1232301600	18	259.48	3.84	11.81
1232312400	18	258.77	4	11.05
1232323200	19	258.34	3.97	10.72
1232334000	19	257.58	3.82	10.62
1232344800	19	255.73	3.43	10.61
1232355600	19	253.19	3.07	11.07
1232366400	19	251.23	2.86	11.22
1232377200	19	250.02	2.78	10.85
1232388000	19	249.15	2.7	10.68
1232398800	19	248.42	2.64	10.62
1232409600	20	240.79	2.51	17.71
1232420400	20	242.93	2.42	17.38
1232431200	20	240.32	2.44	16.25
1232442000	20	241.04	2.46	16
1232452800	20	240.81	2.47	15.76
1232463600	20	239.97	2.45	15.2
1232474400	20	240.33	2.39	14.72
1232485200	20	240.76	2.34	14.59
1232496000	21	240.81	2.28	14.52
1232506800	21	240.86	2.2	14.45
1232517600	21	240.67	2.11	14.33
1232528400	21	240.89	2.02	14.18
1232539200	21	240.37	1.92	13.92
1232550000	21	240.53	1.82	13.51
1232560800	21	240.54	1.72	13.31
1232571600	21	240.43	1.68	13.21
1232582400	22	240.33	1.73	13.13
1232593200	22	240.55	1.83	13.04
1232604000	22	241.42	1.91	12.89
1232614800	22	242.52	1.94	12.28
1232625600	22	242.56	1.92	11.93
1232636400	22	242.28	1.86	11.87
1232647200	22	241.93	1.8	11.89
1232658000	22	241.56	1.8	12.17
1232668800	23	241.32	1.82	12.46
1232679600	23	241.32	1.82	12.18
1232690400	23	241.37	1.78	12.04
1232701200	23	241.7	1.69	11.97
1232712000	23	243.26	1.57	11.91
1232722800	23	248.77	1.52	11.82
1232733600	23	286.17	1.62	9.28
1232744400	23	272.63	1.83	10.9
1232755200	24	272.99	1.97	10.96
1232766000	24	271.93	1.99	10.92
1232776800	24	269.01	1.97	10.8
1232787600	24	246.91	2.02	14.39
1232798400	24	245.87	2.19	14.41
1232809200	24	246.33	2.32	14.16
1232820000	24	247.4	2.33	13.56
1232830800	24	247.43	2.25	13.31
1232841600	25	247.59	2.1	13.22
1232852400	25	248.1	1.93	13.18
1232863200	25	249.48	1.82	13.26
1232874000	25	250.47	1.95	13.02
1232884800	25	252.76	2.17	12.28
1232895600	25	250.81	2.27	12.07
1232906400	25	249.3	2.28	12.02
1232917200	25	248.86	2.24	12.2
1232928000	26	251.57	2.22	12.8
1232938800	26	251.58	2.24	12.94
1232949600	26	251.39	2.26	12.86
1232960400	26	251.66	2.28	12.7
1232971200	26	249.24	2.3	12.47
1232982000	26	249.66	2.33	12.34
1232992800	26	250.34	2.41	12.32
1233003600	26	250.97	2.54	12.37
1233014400	27	251.34	2.96	12.49
1233025200	27	248.19	3.33	7.77
1233036000	27	250.29	3.21	8.6
1233046800	27	250.14	2.89	8.6
1233057600	27	249.66	2.61	8.6
1233068400	27	248.3	2.44	12.04
1233079200	27	247.96	2.34	11.96
1233090000	27	246.72	2.33	12.26
1233100800	28	242.32	2.36	12.87
1233111600	28	242.44	2.39	12.96
1233122400	28	243.23	2.39	12.79
1233133200	28	242.99	2.37	12.43
1233144000	28	243.24	2.34	12.28
1233154800	28	243.6	2.29	12.23
1233165600	28	244.01	2.23	12.2
1233176400	28	244.42	2.17	12.2
1233187200	29	244.88	2.11	12.26
1233198000	29	243.63	2.11	14.42
1233208800	29	243.13	2.1	14.31
1233219600	29	242.83	2.07	14.2
1233230400	29	241.99	2.05	14.04
1233241200	29	240.45	2.01	13.6
1233252000	29	239.44	1.96	13.31
1233262800	29	238.99	1.92	13.16
1233273600	30	239.01	1.88	13.05
1233284400	30	239.3	1.84	12.93
1233295200	30	239.7	1.8	12.72
1233306000	30	239.44	1.78	12.28
1233316800	30	239.6	1.75	12.07
1233327600	30	239.55	1.72	11.95
1233338400	30	239.3	1.69	11.83
1233349200	30	239.01	1.7	11.69
1233360000	31	240.56	1.73	11.51
1233370800	31	240.47	1.76	11.29
1233381600	31	240.42	1.78	11.15
1233392400	31	240.39	1.78	11.07
1233403200	31	240.31	1.78	11.04
1233414000	31	240.24	1.76	11.02
1233424800	31	240.15	1.72	10.89
1233435600	31	240.05	1.73	10.79
1233446400	32	240.14	1.96	10.76
1233457200	32	240.32	2.24	10.74
1233468000	32	258.92	2.28	7.36
1233478800	32	253.68	2.36	7.56
1233489600	32	246.97	2.67	7.66
1233500400	32	245.88	2.91	8.17
1233511200	32	245.74	2.85	8.35
1233522000	32	245.61	2.62	8.31
1233532800	33	245.1	2.38	8.25
1233543600	33	244.56	2.24	8.23
1233554400	33	239.14	2.24	12.94
1233565200	33	238.37	2.33	12.91
1233576000	33	238.63	2.43	12.8
1233586800	33	239.32	2.51	13.06
1233597600	33	240.5	2.53	13.17
1233608400	33	241.72	2.49	13.13
1233619200	34	242.64	2.41	13.06
1233630000	34	243.2	2.31	13.01
1233640800	34	243.59	2.19	12.96
1233651600	34	243.89	2.05	12.85
1233662400	34	243.01	1.9	12.58
1233673200	34	243.3	1.77	12.24
1233684000	34	243.6	1.65	12.09
1233694800	34	244.07	1.53	12
1233705600	35	244.56	1.4	11.92
1233716400	35	244.97	1.28	11.83
1233727200	35	245	1.19	11.7
1233738000	35	243.67	1.16	11.41
1233748800	35	243.22	1.18	11.17
1233759600	35	242.69	1.2	11.07
1233770400	35	242.46	1.21	11.03
1233781200	35	241.99	1.21	11.02
1233792000	36	241.12	1.23	11.04
1233802800	36	240.09	1.24	11.1
1233813600	36	239.18	1.24	11.15
1233824400	36	238.51	1.24	11.16
1233835200	36	238.56	1.21	11.15
1233846000	36	238.78	1.18	11.15
1233856800	36	239.19	1.14	11.12
1233867600	36	239.76	1.09	11.03
1233878400	37	240.5	1.04	10.93
1233889200	37	241.3	0.98	10.85
1233900000	37	242.01	0.94	10.8
1233910800	37	242.55	0.92	10.76
1233921600	37	243.02	0.88	10.71
1233932400	37	243.56	0.85	10.62
1233943200	37	244.12	0.83	10.5
1233954000	37	245.78	0.84	10.4
1233964800	38	245.74	0.87	10.4
1233975600	38	239.69	0.91	11.68
1233986400	38	238.71	0.97	11.79
1233997200	38	238.37	1.03	11.77
1234008000	38	238.36	1.08	11.7
1234018800	38	239.39	1.1	11.48
1234029600	38	239.84	1.12	11.12
1234040400	38	241.73	1.16	11.02
1234051200	39	245.84	1.22	11.03
1234062000	39	252.16	1.3	11.13
1234072800	39	258.54	1.38	11.21
1234083600	39	263.8	1.44	11.26
1234094400	39	267.65	1.5	11.31
1234105200	39	268.71	1.55	11.47
1234116000	39	248.45	1.57	12.38
1234126800	39	243.61	1.62	12.72
1234137600	40	243.01	1.77	11.97
1234148400	40	247.73	1.96	11.34
1234159200	40	246.53	2.08	10.85
1234170000	40	247.76	2.11	10.63
1234180800	40	250.69	2.1	10.75
1234191600	40	253.03	2.07	10.76
1234202400	40	254.65	1.99	10.68
1234213200	40	255.49	1.89	10.57
1234224000	41	254.04	1.82	10.56
1234234800	41	249.19	1.92	10.96
1234245600	41	237.37	2.24	13.44
1234256400	41	240.75	2.53	13.2
1234267200	41	243.2	2.72	12.91
1234278000	41	242.93	2.79	12.48
1234288800	41	244.32	2.74	12.21
1234299600	41	245.33	2.65	12.12
1234310400	42	246.07	2.52	12.11
1234321200	42	246.78	2.41	12.09
1234332000	42	247.53	2.33	12.05
1234342800	42	248.2	2.26	12
1234353600	42	248.92	2.16	11.92
1234364400	42	249.69	2.05	11.63
1234375200	42	247.5	1.94	11.46
1234386000	42	250.55	1.83	11.58
1234396800	43	250.39	1.76	11.65
1234407600	43	250.16	1.68	11.61
1234418400	43	247.8	1.59	11.25
1234429200	43	247.81	1.5	10.86
1234440000	43	247.72	1.52	10.69
1234450800	43	250.81	1.93	9.87
1234461600	43	251.67	2.59	9.83
1234472400	43	249.8	2.93	9.86
1234483200	44	249.17	2.91	9.7
1234494000	44	245.9	2.71	9.54
1234504800	44	251.68	2.5	9.62
1234515600	44	251.58	2.26	9.67
1234526400	44	250.17	2.04	9.68
1234537200	44	247.77	1.87	9.72
1234548000	44	245.17	1.75	9.77
1234558800	44	243.13	1.63	9.81
1234569600	45	241.59	1.51	9.83
1234580400	45	239.81	1.39	9.85
1234591200	45	237.81	1.27	9.82
1234602000	45	236.2	1.16	9.78
1234612800	45	235.37	1.06	9.74
1234623600	45	235.12	0.98	9.68
1234634400	45	238.4	0.92	9.49
1234645200	45	237.6	0.85	9.31
1234656000	46	236.89	0.8	9.19
1234666800	46	236.54	0.76	9.12
1234677600	46	236.31	0.73	9.07
1234688400	46	236	0.71	9.04
1234699200	46	235.56	0.7	9.01
1234710000	46	235.06	0.73	8.96
1234720800	46	243.72	0.8	17.68
1234731600	46	246.42	0.88	17.53
1234742400	47	245.8	0.97	16.94
1234753200	47	240.87	1.09	16.08
1234764000	47	237.56	1.26	13.37
1234774800	47	238.37	1.34	13.24
1234785600	47	239.43	1.35	13.06
1234796400	47	238.17	1.35	12.49
1234807200	47	239.36	1.39	12.16
1234818000	47	240.07	1.5	12.05
1234828800	48	240.5	1.6	11.97
1234839600	48	240.51	1.64	11.8
1234850400	48	240.18	1.62	11.23
