Unix	jday	dp	hs	tp
915148800	1	246.68	1.68	4.74
915159600	1	251.47	2	5.29
915170400	1	255.87	2.37	5.78
915181200	1	258.94	2.44	6.22
915192000	1	257.86	2.33	6.39
915202800	1	240.59	2.23	12.8
915213600	1	240.4	2.14	12.82
915224400	1	240.45	2.06	12.83
915235200	2	240.13	1.99	12.77
915246000	2	240.12	1.93	12.7
915256800	2	239.75	1.89	12.6
915267600	2	239.62	1.85	12.49
915278400	2	239.09	1.79	12.37
915289200	2	238.84	1.73	12.27
915300000	2	238.15	1.66	12.18
915310800	2	237.77	1.6	12.08
915321600	3	237.16	1.53	11.97
915332400	3	237.07	1.47	11.82
915343200	3	238.85	1.51	11.52
915354000	3	238.51	1.52	11.29
915364800	3	238.07	1.44	11.17
915375600	3	237.79	1.35	11.07
915386400	3	237.55	1.33	10.99
915397200	3	237.47	1.32	10.9
915408000	4	237.26	1.28	10.81
915418800	4	236.91	1.39	10.76
915429600	4	249.62	1.72	5.08
915440400	4	247.48	1.76	5.32
915451200	4	250.68	1.6	5.5
915462000	4	252.23	1.43	5.52
915472800	4	234.64	1.34	11.47
915483600	4	235.14	1.36	11.26
915494400	5	241.33	1.38	4.66
915505200	5	243.29	1.55	4.76
915516000	5	250.05	1.73	5.08
915526800	5	249.17	1.73	5.2
915537600	5	249.56	1.6	5.27
915548400	5	252.57	1.43	5.32
915559200	5	255.43	1.29	5.31
915570000	5	238.93	1.22	10.46
915580800	6	247.72	1.32	4.74
915591600	6	247.45	1.5	4.81
915602400	6	253.58	1.62	5.15
915613200	6	254.09	1.51	5.32
915624000	6	263.35	1.32	5.49
915634800	6	264.17	1.13	5.57
915645600	6	264.82	1	5.73
915656400	6	266.09	0.98	6.56
915667200	7	265.9	1.06	3.81
915678000	7	273.71	1.15	4.15
915688800	7	278.26	1.23	4.3
915699600	7	256.81	1.3	9.09
915710400	7	257.19	1.43	8.95
915721200	7	256.85	1.59	8.83
915732000	7	262.03	1.7	8.57
915742800	7	262.13	1.7	8.46
915753600	8	262.33	1.66	8.4
915764400	8	262.3	1.79	8.29
915775200	8	264.43	2.15	6.07
915786000	8	262.13	2.28	6.73
915796800	8	257.17	2.31	7.08
915807600	8	254.22	2.25	7.25
915818400	8	252.25	2.17	7.37
915829200	8	239.16	2.09	11.38
915840000	9	239.93	2.01	11.36
915850800	9	240.49	1.92	11.32
915861600	9	240.83	1.85	11.28
915872400	9	241.23	1.79	11.25
915883200	9	241.64	1.72	11.22
915894000	9	242.2	1.63	11.18
915904800	9	242.75	1.54	11.12
915915600	9	243.27	1.45	11.05
915926400	10	243.44	1.37	10.94
915937200	10	243.39	1.3	10.83
915948000	10	243.05	1.28	10.72
915958800	10	241.14	1.23	10.58
915969600	10	241.02	1.14	10.43
915980400	10	240.94	1.05	10.32
915991200	10	240.88	0.97	10.22
916002000	10	240.84	0.91	10.15
916012800	11	240.8	0.89	10.08
916023600	11	240.74	0.93	10.02
916034400	11	240.63	1.02	9.97
916045200	11	5.4	1.06	4.6
916056000	11	4.12	1.06	5.21
916066800	11	1.97	1.05	5.64
916077600	11	2.99	1.07	5.84
916088400	11	3.53	1.1	5.85
916099200	12	3.41	1.13	5.71
916110000	12	2.71	1.17	5.52
916120800	12	2.25	1.19	5.49
916131600	12	1.97	1.18	5.6
916142400	12	1.8	1.14	5.77
916153200	12	1.75	1.1	5.89
916164000	12	357.31	1.09	6.05
916174800	12	357.49	1.08	6.32
916185600	13	351.03	1.08	6.62
916196400	13	350.47	1.12	6.84
916207200	13	350.01	1.29	7.19
916218000	13	341.45	1.35	7.36
916228800	13	349.98	1.34	6.99
916239600	13	350.37	1.34	6.9
916250400	13	350.07	1.48	6.84
916261200	13	349.08	1.71	6.96
916272000	14	348.88	1.94	7.09
916282800	14	348.99	2.19	7.13
916293600	14	342.3	2.32	7.36
916304400	14	342.49	2.31	7.49
916315200	14	342.58	2.22	7.51
916326000	14	342.59	2.08	7.47
916336800	14	342.62	1.91	7.38
916347600	14	347.6	1.72	7.23
916358400	15	346.71	1.69	7.08
916369200	15	346	1.67	6.98
916380000	15	346.12	1.67	6.9
916390800	15	347.43	1.61	6.79
916401600	15	245.73	1.5	10.29
916412400	15	246.65	1.42	10.8
916423200	15	246.17	1.39	11.14
916434000	15	246.02	1.37	11.31
916444800	16	246.4	1.36	13.06
916455600	16	246.72	1.35	13.04
916466400	16	246.1	1.36	12.92
916477200	16	246.45	1.39	12.44
916488000	16	245.78	1.41	12.3
916498800	16	245.54	1.4	12.26
916509600	16	245.12	1.38	12.24
916520400	16	245.08	1.38	12.25
916531200	17	244.75	1.41	12.27
916542000	17	244.64	1.48	12.3
916552800	17	244.04	1.58	12.34
916563600	17	243.53	1.63	12.38
916574400	17	242.63	1.63	12.39
916585200	17	242.18	1.6	12.38
916596000	17	241.69	1.56	12.36
916606800	17	241.82	1.51	12.36
916617600	18	241.78	1.47	12.34
916628400	18	242.11	1.43	12.3
916639200	18	242.09	1.41	12.25
916650000	18	242.32	1.38	12.22
916660800	18	242.07	1.36	12.22
916671600	18	241.92	1.35	12.27
916682400	18	241.27	1.36	12.34
916693200	18	240.94	1.38	12.44
916704000	19	240.48	1.39	12.48
916714800	19	240.7	1.41	12.48
916725600	19	240.92	1.45	12.46
916736400	19	241.71	1.46	12.43
916747200	19	242.3	1.44	12.41
916758000	19	243.23	1.4	12.37
916768800	19	243.76	1.38	12.33
916779600	19	244.42	1.34	12.28
916790400	20	244.56	1.32	12.23
916801200	20	244.81	1.38	12.16
916812000	20	244.68	1.53	12.08
916822800	20	244.84	1.56	11.98
916833600	20	244.74	1.47	11.86
916844400	20	243.49	1.37	11.69
916855200	20	243.61	1.34	11.43
916866000	20	243.84	1.31	11.27
916876800	21	244.2	1.28	11.16
916887600	21	244.82	1.26	11.08
916898400	21	245.53	1.32	11.03
916909200	21	246.45	1.4	10.98
916920000	21	247.58	1.44	10.94
916930800	21	249.59	1.43	6.94
916941600	21	247.92	1.61	7.18
916952400	21	98.27	1.59	4.01
916963200	22	255.15	1.44	10.83
916974000	22	256.24	1.32	10.77
916984800	22	256.66	1.32	10.67
916995600	22	255.37	1.44	10.45
917006400	22	255.46	1.48	10.34
917017200	22	255.09	1.48	10.34
917028000	22	254.68	1.46	10.39
917038800	22	254.02	1.43	10.52
917049600	23	253.16	1.28	10.63
