Unix	jday	dp	hs	tp
946684800	1	354.2	2.87	9.46
946695600	1	352.98	2.78	9.21
946706400	1	351.55	2.6	8.96
946717200	1	351.74	2.42	8.55
946728000	1	350.26	2.27	8.25
946738800	1	348.71	2.15	8.03
946749600	1	345.73	2.06	7.77
946760400	1	344.46	1.99	7.62
946771200	2	343.46	1.94	7.53
946782000	2	342.57	1.94	7.46
946792800	2	341.37	1.97	7.42
946803600	2	339.82	2	7.4
946814400	2	335.88	2.01	7.4
946825200	2	326.43	2.02	7.41
946836000	2	311.19	2.04	7.51
946846800	2	252.49	2.05	9.35
946857600	3	250.9	2.02	9.5
946868400	3	251.15	1.95	9.7
946879200	3	250.8	1.85	9.83
946890000	3	249.67	1.89	10.01
946900800	3	248.04	1.71	10.21
946911600	3	245.86	1.55	10.38
946922400	3	243.52	1.43	10.53
946933200	3	238.94	1.37	11.03
946944000	4	235.9	1.32	11.73
946954800	4	235.47	1.29	11.85
946965600	4	234.9	1.26	11.95
946976400	4	234.95	1.23	12.04
946987200	4	234.92	1.21	12.14
946998000	4	235.48	1.19	12.25
947008800	4	235.79	1.21	12.36
947019600	4	236.41	1.24	12.54
947030400	5	239.43	1.28	12.96
947041200	5	240	1.35	13.56
947052000	5	238.94	1.4	13.85
947062800	5	239.74	1.41	13.92
947073600	5	239.08	1.4	13.82
947084400	5	240.21	1.39	13.71
947095200	5	239.69	1.37	13.62
947106000	5	240.8	1.36	13.6
947116800	6	240.47	1.35	13.6
947127600	6	241.95	1.34	13.59
947138400	6	242.13	1.34	13.54
947149200	6	243.69	1.34	13.46
947160000	6	243.83	1.36	13.37
947170800	6	245.07	1.39	13.26
947181600	6	245.02	1.42	13.12
947192400	6	246.01	1.45	12.96
947203200	7	244.61	1.47	12.64
947214000	7	245.26	1.47	12.39
947224800	7	245.02	1.44	12.23
947235600	7	244.63	1.41	12.14
947246400	7	243.65	1.36	12.07
947257200	7	242.97	1.31	12.01
947268000	7	242.11	1.26	11.95
947278800	7	241.77	1.22	11.89
947289600	8	240.98	1.19	11.84
947300400	8	239.87	1.2	11.83
947311200	8	237.66	1.24	11.91
947322000	8	235.63	1.32	12.15
947332800	8	118.97	1.63	3.2
947343600	8	238.55	1.59	14.33
947354400	8	237.88	1.58	14.27
947365200	8	236.19	1.57	14.11
947376000	9	236	1.57	13.86
947386800	9	237.26	1.56	13.68
947397600	9	236.92	1.6	13.55
947408400	9	238.02	1.57	13.46
947419200	9	237.58	1.53	13.37
947430000	9	238.63	1.45	13.27
947440800	9	238.28	1.35	13.13
947451600	9	239.27	1.26	12.93
947462400	10	235.94	1.2	12.57
947473200	10	235.82	1.16	12.38
947484000	10	235.28	1.13	12.28
947494800	10	235.1	1.1	12.22
947505600	10	234.5	1.07	12.19
947516400	10	234.24	1.04	12.19
947527200	10	233.63	1.01	12.19
947538000	10	233.49	0.99	12.16
947548800	11	233.15	0.96	12.11
947559600	11	233.48	0.93	12.04
947570400	11	233.72	0.91	11.95
947581200	11	234.56	0.9	11.83
947592000	11	233.4	0.9	11.52
947602800	11	233.83	0.88	11.27
947613600	11	234.26	0.83	11.14
947624400	11	234.76	0.78	11.06
947635200	12	235.24	0.74	11
947646000	12	235.84	0.71	10.94
947656800	12	236.54	0.72	10.88
947667600	12	237.79	0.79	10.84
947678400	12	239.38	0.81	10.85
947689200	12	240.95	0.8	10.91
947700000	12	242.01	0.78	10.93
947710800	12	242.78	0.76	10.9
947721600	13	243.34	0.77	10.83
947732400	13	243.88	0.86	10.72
947743200	13	245.12	1.03	13.64
947754000	13	245.5	1.11	13.51
947764800	13	245.07	1.16	13.4
947775600	13	246.15	1.2	13.25
947786400	13	246.37	1.21	13
947797200	13	244.92	1.21	12.6
947808000	14	244.97	1.2	12.41
947818800	14	245.3	1.18	12.3
947829600	14	245.38	1.21	12.24
947840400	14	245.73	1.18	12.18
947851200	14	245.79	1.12	12.13
947862000	14	246.21	1.07	12.06
947872800	14	246.46	1.03	11.95
947883600	14	247.12	0.99	11.77
947894400	15	244.54	0.96	11.53
947905200	15	244.45	0.96	11.4
947916000	15	244.5	1	11.32
947926800	15	244.78	1.04	11.27
947937600	15	245.23	1	11.24
947948400	15	245.95	0.98	11.23
947959200	15	246.8	0.97	11.24
947970000	15	256.84	0.95	13.77
947980800	16	255.22	0.94	13.53
947991600	16	254.65	1.02	13.41
948002400	16	253.27	1.01	13.33
948013200	16	252.95	0.95	13.25
948024000	16	251.94	0.9	13.15
948034800	16	252.69	0.86	13
948045600	16	249.49	0.82	12.52
948056400	16	248.02	0.8	12.21
948067200	17	246.46	0.8	12.08
948078000	17	245.73	0.93	11.96
948088800	17	245.31	1.02	11.78
948099600	17	244.08	0.99	11.37
948110400	17	242.65	0.94	11.12
948121200	17	241.7	0.9	10.95
948132000	17	240.94	0.91	10.79
948142800	17	242.54	1.05	10.6
948153600	18	292.97	1.33	6.78
948164400	18	295.21	1.37	6.74
948175200	18	296.56	1.43	6.64
948186000	18	310.95	1.46	6.5
948196800	18	312.89	1.46	6.4
948207600	18	314.6	1.42	6.29
948218400	18	315.78	1.36	6.2
948229200	18	316.93	1.29	6.08
948240000	19	335.08	1.23	5.97
948250800	19	335.01	1.19	5.9
948261600	19	334	1.18	5.87
948272400	19	245.71	1.18	9.4
948283200	19	244.57	1.16	9.53
948294000	19	245.13	1.15	13.05
948304800	19	246.54	1.12	12.57
948315600	19	244.41	1.09	12.29
948326400	20	243.43	1.07	12.17
948337200	20	243.46	1.1	12.08
948348000	20	243.32	1.13	12
948358800	20	243.88	1.09	11.91
948369600	20	244.27	1.01	11.79
948380400	20	251.59	0.93	11.64
948391200	20	251.87	0.88	11.5
948402000	20	251.13	0.86	11.42
948412800	21	249.42	0.96	11.35
948423600	21	331.58	1.18	4.01
948434400	21	335.24	1.31	4.38
948445200	21	334.14	1.34	4.65
948456000	21	359.4	1.43	4.39
948466800	21	354.65	1.62	4.88
948477600	21	320.76	1.78	6.31
