Unix	jday	dp	hs	tp
1041379200	1	240.7	0.94	12.92
1041390000	1	239.45	0.95	12.55
1041400800	1	239.8	0.95	12.35
1041411600	1	240.72	0.91	12.24
1041422400	1	241.01	0.87	12.15
1041433200	1	241.52	0.83	12.08
1041444000	1	241.5	0.79	12.02
1041454800	1	241.81	0.75	11.96
1041465600	2	241.81	0.72	11.91
1041476400	2	242.47	0.72	11.83
1041487200	2	243.12	0.74	11.71
1041498000	2	259.26	0.7	11.37
1041508800	2	264.01	0.66	11.17
1041519600	2	269.97	0.62	11.03
1041530400	2	276.62	0.59	10.93
1041541200	2	284.2	0.58	10.84
1041552000	3	290.52	0.56	10.75
1041562800	3	296.31	0.55	10.67
1041573600	3	336.72	0.52	10.52
1041584400	3	339.16	0.49	10.37
1041595200	3	339.43	0.47	10.28
1041606000	3	336.45	0.45	10.23
1041616800	3	329.62	0.43	10.22
1041627600	3	319.33	0.41	10.23
1041638400	4	308.09	0.41	10.25
1041649200	4	299.45	0.44	10.26
1041660000	4	293.57	0.56	10.24
1041670800	4	292.9	0.64	10.17
1041681600	4	332.41	0.83	4.23
1041692400	4	320.28	1.01	4.72
1041703200	4	311.34	1.09	5.09
1041714000	4	311.12	1.09	5.24
1041724800	5	310	1.07	5.28
1041735600	5	307.84	1.04	5.27
1041746400	5	303.83	1.02	5.22
1041757200	5	294.81	1.03	5.08
1041768000	5	264.89	1.07	4.85
1041778800	5	263.9	1.14	5.05
1041789600	5	255.61	1.23	5.29
1041800400	5	258.56	1.33	5.57
1041811200	6	246.27	1.49	12.95
1041822000	6	245.22	1.71	12.43
1041832800	6	245.08	1.94	12.12
1041843600	6	245.13	2.05	11.97
1041854400	6	244.7	2.07	11.89
1041865200	6	244.54	2.03	11.84
1041876000	6	244.03	1.95	11.8
1041886800	6	243.77	1.86	11.76
1041897600	7	244.01	1.79	11.65
1041908400	7	243.42	1.75	11.45
1041919200	7	242.81	1.73	11.31
1041930000	7	242.34	1.67	11.21
1041940800	7	241.92	1.59	11.14
1041951600	7	241.61	1.5	11.08
1041962400	7	241.39	1.43	11.01
1041973200	7	241.37	1.35	10.95
1041984000	8	241.44	1.3	10.86
1041994800	8	241.72	1.29	10.74
1042005600	8	241.16	1.28	10.54
1042016400	8	241.19	1.19	10.34
1042027200	8	241.29	1.08	10.22
1042038000	8	241.4	0.98	10.15
1042048800	8	241.5	0.9	10.12
1042059600	8	241.47	0.85	10.11
1042070400	9	241.36	0.85	10.16
1042081200	9	241.38	0.87	10.28
1042092000	9	241.72	0.94	10.48
1042102800	9	240.92	1.04	10.69
1042113600	9	241.49	1.1	10.78
1042124400	9	242.38	1.16	10.85
1042135200	9	243.73	1.23	14.11
1042146000	9	244.81	1.3	13.72
1042156800	10	244.91	1.41	13.52
1042167600	10	246.32	1.55	13.36
1042178400	10	246.59	1.62	13.24
1042189200	10	247.84	1.66	13.24
1042200000	10	248.14	1.72	13.4
1042210800	10	249.45	1.78	13.71
1042221600	10	249.61	1.84	13.89
1042232400	10	250.5	1.88	13.83
1042243200	11	250.16	1.9	13.66
1042254000	11	250.65	1.9	13.54
1042264800	11	250.02	1.86	13.43
1042275600	11	250.38	1.78	13.33
1042286400	11	249.95	1.7	13.23
1042297200	11	250.65	1.62	13.09
1042308000	11	250.56	1.55	12.89
1042318800	11	246.15	1.48	12.51
1042329600	12	245.79	1.41	12.31
1042340400	12	245.88	1.36	12.17
1042351200	12	245.83	1.32	12.07
1042362000	12	246.12	1.55	11.98
1042372800	12	246.27	1.57	11.88
1042383600	12	119.04	1.76	4.32
1042394400	12	115.52	1.78	4.75
1042405200	12	114.35	1.62	4.76
1042416000	13	243.92	1.42	11.01
1042426800	13	257.17	1.26	14.56
1042437600	13	254.56	1.17	14.29
1042448400	13	259.01	1.16	13.72
1042459200	13	254.48	1.25	13.48
1042470000	13	254.05	1.36	13.32
1042480800	13	253.63	1.36	13.17
1042491600	13	255.18	1.27	12.98
1042502400	14	253.59	1.13	12.58
1042513200	14	254.81	1.04	12.3
1042524000	14	256.01	0.98	12.15
1042534800	14	257.41	0.93	12.05
1042545600	14	258.86	1.01	11.97
1042556400	14	261.52	1.09	11.89
1042567200	14	264.28	0.98	11.8
1042578000	14	249.61	0.88	11.62
1042588800	15	250.4	0.79	11.39
1042599600	15	251.46	0.76	11.25
1042610400	15	261.3	1.17	3.26
1042621200	15	251.84	1.11	3.96
1042632000	15	251.28	0.97	4.03
1042642800	15	260.8	0.84	11.22
1042653600	15	263.35	0.75	11.36
1042664400	15	264.51	0.69	11.59
1042675200	16	263.71	0.65	11.69
1042686000	16	261.16	0.68	11.56
1042696800	16	257.78	0.78	11.4
1042707600	16	248.97	0.89	3.76
1042718400	16	249.91	0.91	4.17
1042729200	16	249.22	0.93	4.37
1042740000	16	251.56	0.95	13.23
1042750800	16	252.48	0.97	13
1042761600	17	250.61	0.99	12.44
1042772400	17	250.66	1.01	12.13
1042783200	17	250.34	1.01	11.88
1042794000	17	250.11	1	11.55
1042804800	17	249.82	0.99	11.32
1042815600	17	249.49	0.97	11.18
1042826400	17	249.18	0.95	11.04
1042837200	17	248.76	0.92	10.86
1042848000	18	248.07	0.9	10.66
1042858800	18	247.26	0.92	10.42
1042869600	18	246.33	0.99	10.3
1042880400	18	245.39	0.98	10.21
1042891200	18	244.38	0.96	10.13
1042902000	18	243.42	0.95	10.05
1042912800	18	242.68	0.93	9.96
1042923600	18	242.26	0.91	9.85
1042934400	19	242.25	0.88	9.71
1042945200	19	245.82	0.94	14.93
1042956000	19	301.85	1.13	4.82
1042966800	19	299.29	1.56	5.59
1042977600	19	291.79	2.01	6.58
1042988400	19	285.05	2.15	7.14
1042999200	19	276.96	2.16	7.42
1043010000	19	278.15	2.13	7.52
1043020800	20	279.04	2.09	7.53
1043031600	20	279.58	2.01	7.51
1043042400	20	279.8	1.93	7.47
1043053200	20	279.38	1.97	7.45
