Unix	jday	dp	hs	tp
1072915200	1	242.4	1.1	10.41
1072926000	1	243.04	1.17	10.32
1072936800	1	243.95	1.27	13.12
1072947600	1	243.39	1.34	12.39
1072958400	1	243.31	1.4	12.13
1072969200	1	243.81	1.44	12.01
1072980000	1	244.11	1.48	11.89
1072990800	1	258.62	1.5	9.36
1073001600	2	259.48	1.52	9.29
1073012400	2	259.97	1.56	9.2
1073023200	2	260.2	1.61	9.08
1073034000	2	260.04	1.67	8.94
1073044800	2	248.55	1.72	13.78
1073055600	2	249.28	1.78	13.81
1073066400	2	248.89	1.84	13.82
1073077200	2	249.61	1.88	13.78
1073088000	3	249.43	1.92	13.68
1073098800	3	250.38	1.94	13.57
1073109600	3	250.4	1.94	13.48
1073120400	3	251.25	1.9	13.42
1073131200	3	251.04	1.86	13.37
1073142000	3	251.62	1.81	13.31
1073152800	3	251.17	1.76	13.26
1073163600	3	251.54	1.7	13.2
1073174400	4	250.86	1.64	13.14
1073185200	4	250.93	1.59	13.07
1073196000	4	249.97	1.55	13
1073206800	4	249.95	1.51	12.91
1073217600	4	247.76	1.48	12.75
1073228400	4	247.62	1.45	12.57
1073239200	4	247.29	1.42	12.42
1073250000	4	247.16	1.38	12.3
1073260800	5	246.76	1.34	12.21
1073271600	5	246.55	1.31	12.13
1073282400	5	246.12	1.29	12.07
1073293200	5	245.91	1.3	12.03
1073304000	5	245.37	1.38	11.98
1073314800	5	245.01	1.5	11.89
1073325600	5	244.25	1.63	11.71
1073336400	5	243.83	1.77	11.19
1073347200	6	243.42	1.83	10.94
1073358000	6	243.28	1.84	10.81
1073368800	6	243.2	1.8	10.73
1073379600	6	243.25	1.75	10.68
1073390400	6	243.4	1.67	10.64
1073401200	6	243.91	1.61	10.45
1073412000	6	244.16	1.55	10.26
1073422800	6	244.52	1.49	10.09
1073433600	7	244.92	1.45	9.94
1073444400	7	245.15	1.42	9.8
1073455200	7	245.17	1.39	9.71
1073466000	7	247.43	1.38	9.67
1073476800	7	247.64	1.35	9.62
1073487600	7	247.68	1.33	9.59
1073498400	7	247.76	1.35	9.5
1073509200	7	358.34	1.44	4.5
1073520000	8	337.31	1.59	5.41
1073530800	8	328.6	1.92	5.96
1073541600	8	322.72	2.08	6.43
1073552400	8	317.02	2.16	6.79
1073563200	8	323.15	2.4	6.86
1073574000	8	330.83	3.01	7.1
1073584800	8	317.2	3.46	7.84
1073595600	8	307.61	3.59	8.36
1073606400	9	304.06	3.6	8.54
1073617200	9	301.78	3.58	8.68
1073628000	9	295.28	3.49	8.86
1073638800	9	294.6	3.4	9
1073649600	9	292.65	3.36	9.12
1073660400	9	289.55	3.37	9.26
1073671200	9	287.24	3.45	9.48
1073682000	9	278.42	3.57	9.95
1073692800	10	277.43	3.67	10.28
1073703600	10	270.16	3.71	11.05
1073714400	10	268.84	3.67	11.39
1073725200	10	267.17	3.59	11.5
1073736000	10	265.29	3.45	11.53
1073746800	10	263.55	3.28	11.53
1073757600	10	261.83	3.09	11.54
1073768400	10	260.05	2.89	11.51
1073779200	11	257.94	2.69	11.46
1073790000	11	255.66	2.48	11.4
1073800800	11	253.31	2.29	11.34
1073811600	11	251.34	2.11	11.25
1073822400	11	250.2	1.98	11.16
1073833200	11	249.69	1.96	11.08
1073844000	11	249.49	2.02	10.98
1073854800	11	249.35	2.08	10.82
1073865600	12	259.61	2.12	10.48
1073876400	12	258.67	2.12	10.05
1073887200	12	257.31	2.07	9.9
1073898000	12	255.51	2	9.84
1073908800	12	253.46	1.91	9.81
1073919600	12	251.23	1.86	9.8
1073930400	12	249.36	1.83	9.84
1073941200	12	247.87	1.83	9.96
1073952000	13	246.83	1.85	10.25
1073962800	13	243.23	1.89	10.92
1073973600	13	243.33	1.91	11.11
1073984400	13	243.54	1.87	11.19
1073995200	13	243.6	1.82	11.3
1074006000	13	243.46	1.75	11.56
1074016800	13	241.36	1.67	11.83
1074027600	13	241.01	1.61	11.89
1074038400	14	240.35	1.55	11.87
1074049200	14	240.01	1.51	11.81
1074060000	14	240.99	1.45	11.69
1074070800	14	240.95	1.36	11.4
1074081600	14	241.13	1.29	11.23
1074092400	14	241.63	1.45	11.13
