Unix	jday	dp	hs	tp
1136073600	1	244.13	2.47	12.25
1136084400	1	244.24	2.43	12.12
1136095200	1	244.53	2.38	12.05
1136106000	1	244.88	2.31	12.02
1136116800	1	245.2	2.22	12.01
1136127600	1	245.44	2.32	12.03
1136138400	1	245.62	2.87	12.05
1136149200	1	277.6	3.43	7.45
1136160000	2	266.09	3.9	8.37
1136170800	2	259.68	4.73	9.17
1136181600	2	254.35	5.64	10.09
1136192400	2	249.13	6.12	11.06
1136203200	2	248.21	6.27	11.7
1136214000	2	249.93	6.15	11.96
1136224800	2	250.8	5.81	12.08
1136235600	2	251.34	5.46	12.13
1136246400	3	251.57	5.16	12.13
1136257200	3	251.93	5.21	12.05
1136268000	3	252.38	5.44	11.74
1136278800	3	262.92	5.57	10.76
1136289600	3	261.1	5.48	10.93
1136300400	3	259.99	5.29	10.83
1136311200	3	259.65	5.19	10.74
1136322000	3	259.2	5.01	10.82
1136332800	4	258.6	4.84	10.98
1136343600	4	258	4.66	11.14
1136354400	4	257.68	4.5	11.25
1136365200	4	257.87	4.53	11.31
1136376000	4	258.73	4.7	11.45
1136386800	4	259.5	4.82	11.74
1136397600	4	259.37	4.8	11.94
1136408400	4	258.58	4.69	12.02
1136419200	5	257.21	4.53	12.11
1136430000	5	255.7	4.33	12.23
1136440800	5	254.47	4.11	12.36
1136451600	5	253.68	3.95	12.41
1136462400	5	252.93	3.84	12.36
1136473200	5	251.96	3.78	12.23
1136484000	5	251.07	3.69	12.01
1136494800	5	250.25	3.64	11.81
1136505600	6	249.45	3.58	11.67
1136516400	6	248.72	3.44	11.58
1136527200	6	248.61	3.23	11.49
1136538000	6	248.24	2.99	11.31
1136548800	6	247.82	2.79	11.15
1136559600	6	247.2	2.63	11.01
1136570400	6	246.54	2.49	10.89
1136581200	6	245.96	2.37	10.8
1136592000	7	245.51	2.27	10.7
1136602800	7	245.15	2.29	10.58
1136613600	7	244.68	2.31	10.34
1136624400	7	244.34	2.23	10.1
1136635200	7	244.14	2.12	9.92
1136646000	7	243.73	2.03	9.79
1136656800	7	242.55	1.98	9.75
1136667600	7	241.08	1.97	9.82
1136678400	8	240.28	2.03	9.97
1136689200	8	240.09	2.18	10.32
1136700000	8	237.28	2.32	10.81
1136710800	8	237.1	2.42	11.05
1136721600	8	237.08	2.59	11.3
1136732400	8	234.04	2.71	12.15
1136743200	8	232.83	2.69	12.84
1136754000	8	233.02	2.64	13.15
1136764800	9	233.29	2.59	13.34
1136775600	9	233.66	2.58	13.51
1136786400	9	234.33	2.6	13.72
1136797200	9	237.17	2.64	14.21
1136808000	9	238.07	2.65	14.45
1136818800	9	239.06	2.65	14.54
1136829600	9	239.67	2.61	14.56
1136840400	9	240.36	2.56	14.52
1136851200	10	240.69	2.47	14.43
1136862000	10	241.18	2.36	14.34
1136872800	10	241.44	2.24	14.22
1136883600	10	241.76	2.13	13.99
1136894400	10	240.27	2.03	13.5
1136905200	10	240.56	1.94	13.31
1136916000	10	240.97	1.83	13.21
1136926800	10	241.3	1.73	13.15
1136937600	11	241.51	1.65	13.11
1136948400	11	241.53	1.64	13.06
1136959200	11	241.53	1.73	13
1136970000	11	241.58	1.87	12.95
1136980800	11	241.71	2.06	12.87
1136991600	11	280.81	2.38	7.7
1137002400	11	261.23	2.72	8.75
1137013200	11	260.74	2.84	8.88
1137024000	12	261.1	2.73	8.74
1137034800	12	270.67	2.54	8.31
1137045600	12	237.7	2.35	13.17
1137056400	12	238.91	2.14	12.87
1137067200	12	238.31	2.01	12.36
1137078000	12	239.19	2.07	12.15
1137088800	12	239.94	2.21	12.05
1137099600	12	240.59	2.29	11.92
1137110400	13	241.19	2.41	11.54
1137121200	13	329.87	2.46	6.27
1137132000	13	308.91	2.45	6.54
1137142800	13	302.08	2.28	6.89
1137153600	13	299	2.03	7.01
1137164400	13	295.54	1.9	6.99
1137175200	13	288.57	1.81	6.78
1137186000	13	279.18	1.72	6.72
1137196800	14	274.14	1.62	6.79
1137207600	14	273.06	1.54	6.92
1137218400	14	272.3	1.52	7.13
1137229200	14	237.65	1.65	10.91
1137240000	14	238.51	1.91	11.23
1137250800	14	242.19	2.18	11.6
1137261600	14	243.76	2.52	12.19
1137272400	14	243.92	2.84	14.46
1137283200	15	243.42	3.18	14.56
1137294000	15	242.85	3.64	14.34
1137304800	15	242.01	3.94	14.16
1137315600	15	241.42	4.13	14.15
1137326400	15	241.78	4.32	14.14
1137337200	15	242.73	4.46	14.14
1137348000	15	243.27	4.43	14.03
1137358800	15	243.53	4.28	13.79
1137369600	16	243.14	4.1	13.55
1137380400	16	242.45	3.92	13.42
1137391200	16	241.86	3.74	13.32
1137402000	16	241.45	3.54	13.25
1137412800	16	241.3	3.32	13.14
1137423600	16	241.33	3.11	12.99
1137434400	16	241.45	2.91	12.79
1137445200	16	242.07	2.73	12.48
1137456000	17	241.59	2.57	12.27
1137466800	17	241.16	2.42	12.15
1137477600	17	241.04	2.29	12.07
1137488400	17	240.96	2.15	11.99
1137499200	17	240.92	2.06	11.91
1137510000	17	240.83	2.02	11.83
1137520800	17	240.76	2.39	11.76
1137531600	17	295.64	3.22	6.92
1137542400	18	273.87	3.5	7.96
1137553200	18	265.76	3.37	8.93
1137564000	18	269.74	3.07	9.19
1137574800	18	269.03	2.92	9.06
1137585600	18	265.25	3.02	8.64
1137596400	18	255.37	3.15	8.54
1137607200	18	249.42	3.18	8.51
1137618000	18	247.13	3.14	8.49
1137628800	19	247.99	3.01	8.61
1137639600	19	238.63	2.93	10.98
1137650400	19	239.19	2.95	10.98
1137661200	19	239.77	2.97	10.99
1137672000	19	240.26	2.87	11.04
1137682800	19	240.49	2.73	11.09
1137693600	19	240.4	2.57	11.13
1137704400	19	239.92	2.42	11.18
1137715200	20	239.28	2.28	11.23
1137726000	20	238.78	2.15	11.23
1137736800	20	238.45	2.03	11.13
1137747600	20	238.17	1.91	11.02
1137758400	20	238.03	1.78	10.93
1137769200	20	238	1.66	10.82
1137780000	20	238.02	1.54	10.68
1137790800	20	239.29	1.45	10.39
1137801600	21	238.97	1.38	10.13
1137812400	21	238.72	1.31	10.01
1137823200	21	238.63	1.22	9.94
1137834000	21	238.54	1.14	9.86
1137844800	21	238.26	1.06	9.78
1137855600	21	237.76	0.98	9.7
1137866400	21	237.12	0.91	9.65
1137877200	21	236.48	0.87	9.59
1137888000	22	238.67	0.89	14.64
1137898800	22	235.14	1.05	14.33
1137909600	22	250.99	1.4	11.52
1137920400	22	252.45	1.76	11.09
1137931200	22	253.13	1.95	10.89
1137942000	22	253.33	1.99	10.61
1137952800	22	259.4	1.94	10.04
1137963600	22	259.98	1.87	9.81
1137974400	23	259.66	1.78	9.59
1137985200	23	265.14	1.68	9.1
1137996000	23	264.67	1.57	8.84
1138006800	23	269.67	1.44	8.59
1138017600	23	268.99	1.33	8.3
1138028400	23	267.95	1.22	8.09
1138039200	23	266.39	1.1	7.93
1138050000	23	271.57	1	7.72
1138060800	24	237.17	0.91	10.83
1138071600	24	237.85	0.82	10.82
1138082400	24	238.68	0.75	10.81
1138093200	24	239.8	0.68	10.77
1138104000	24	241.69	0.62	10.61
1138114800	24	246.38	0.61	10.15
1138125600	24	252.86	0.74	10.15
1138136400	24	261.43	0.97	10.26
1138147200	25	241.86	1.34	4.8
1138158000	25	249.04	1.83	5.56
1138168800	25	249.31	2.05	6.47
1138179600	25	254.33	2.03	7.42
1138190400	25	252.53	2.01	7.81
1138201200	25	259.93	2.08	8.72
1138212000	25	251.75	2.35	14.33
1138222800	25	247.24	2.65	12.47
1138233600	26	248.05	2.75	12.06
1138244400	26	248.69	2.72	11.81
