Unix	jday	dp	hs	tp
946684800	1	85.44	1.21	5.67
946695600	1	86.95	1.19	5.69
946706400	1	85.64	1.17	5.7
946717200	1	83.6	1.16	5.73
946728000	1	80.53	1.13	5.83
946738800	1	80.21	1.09	5.97
946749600	1	98.03	1.02	6.48
946760400	1	104.01	0.96	6.62
946771200	2	112.09	0.96	8.42
946782000	2	181.26	1.13	4.08
946792800	2	183.91	1.49	4.58
946803600	2	187.47	1.92	5.26
946814400	2	190.37	2.12	5.74
946825200	2	185.76	2.17	6.04
946836000	2	186.45	2.22	6.28
946846800	2	186.5	2.33	6.63
946857600	3	186.06	2.51	6.95
946868400	3	185.23	2.84	7.4
946879200	3	183.87	3.12	7.66
946890000	3	182.65	3.43	8.02
946900800	3	181.26	3.48	8.27
946911600	3	178.28	3.43	8.31
946922400	3	177.4	3.36	8.29
946933200	3	175.63	3.31	8.2
946944000	4	175.28	3.19	8.06
946954800	4	176.18	3.13	7.76
946965600	4	175.21	2.88	7.61
946976400	4	172.58	2.6	7.47
946987200	4	169.36	2.32	7.39
946998000	4	166.34	2.04	7.3
947008800	4	166.97	1.82	7.15
947019600	4	164.37	1.65	7.02
947030400	5	162.59	1.51	6.94
947041200	5	160.97	1.39	6.86
947052000	5	159.85	1.28	6.8
947062800	5	158.74	1.19	6.73
947073600	5	157.59	1.11	6.66
947084400	5	158.06	1.03	6.52
947095200	5	157	0.97	6.38
947106000	5	155.85	0.95	6.3
947116800	6	154.3	0.93	6.25
947127600	6	122.35	0.93	8.13
947138400	6	122.42	0.94	7.95
947149200	6	123.59	0.98	7.85
947160000	6	122.4	0.93	7.79
947170800	6	124.38	0.86	7.73
947181600	6	124.08	0.84	7.66
947192400	6	126.67	0.82	7.61
947203200	7	74.6	0.86	3.12
947214000	7	81.63	0.86	3.81
947224800	7	75.76	0.86	4.08
947235600	7	73.14	0.87	4.23
947246400	7	71.32	0.84	4.32
947257200	7	70.37	0.82	4.43
947268000	7	172.24	1.04	3.57
947278800	7	180.29	1.63	4.78
947289600	8	183.7	1.88	5.32
947300400	8	178.4	1.87	5.63
947311200	8	174.86	1.64	5.67
947322000	8	172.52	1.45	5.61
947332800	8	173.27	1.31	5.46
947343600	8	170.57	1.2	5.22
947354400	8	167.71	1.09	5.1
947365200	8	164.98	1	5.03
947376000	9	156.81	0.95	4.93
947386800	9	155.25	0.91	4.87
947397600	9	153.22	0.88	4.83
947408400	9	150.65	0.84	4.82
947419200	9	130.13	0.82	6.41
947430000	9	130.96	0.87	6.35
947440800	9	140.77	0.96	6.33
947451600	9	197.26	1.04	12.64
947462400	10	199.75	1.13	12.91
947473200	10	196.33	1.25	12.91
947484000	10	199.17	1.27	12.49
947494800	10	196.54	1.24	12.15
947505600	10	199.26	1.2	11.94
947516400	10	172.88	1.16	5.9
947527200	10	170.7	1.12	6.05
947538000	10	168.4	1.09	6.4
947548800	11	170.77	1.06	6.66
947559600	11	168.68	1.06	6.86
947570400	11	167.59	1.11	7.03
947581200	11	166.12	1.1	7.23
947592000	11	168.47	1.05	7.61
947602800	11	167.2	0.99	7.88
947613600	11	169.14	0.93	8
947624400	11	165.73	0.88	7.87
947635200	12	165.3	0.85	7.73
947646000	12	164.1	0.85	7.67
947656800	12	163.56	0.91	7.61
947667600	12	162.53	0.88	7.57
947678400	12	161.89	0.8	7.54
947689200	12	160.87	0.73	7.51
947700000	12	159.97	0.67	7.47
947710800	12	158.95	0.63	7.45
947721600	13	158.07	0.59	7.42
947732400	13	157.24	0.55	7.4
947743200	13	156.37	0.51	7.35
947754000	13	155.42	0.46	7.28
947764800	13	150.17	0.43	5.42
947775600	13	161.04	0.42	4.39
947786400	13	178.33	0.42	4.24
947797200	13	182.36	0.45	4.32
947808000	14	183.75	0.47	4.5
947818800	14	181.93	0.52	4.77
947829600	14	181.33	0.55	5.03
947840400	14	181.85	0.56	5.21
947851200	14	182.38	0.57	5.39
947862000	14	178.58	0.58	5.58
947872800	14	178.79	0.59	5.82
947883600	14	171.39	0.6	8.14
947894400	15	173.43	0.61	8.82
947905200	15	172.23	0.62	8.87
947916000	15	173.26	0.66	8.92
947926800	15	91.77	1.1	3.15
947937600	15	83.75	0.91	3.6
947948400	15	94.39	0.79	4.17
947959200	15	168.47	0.73	8.73
947970000	15	166.53	0.72	8.59
947980800	16	45.11	0.79	3.08
947991600	16	60.85	0.77	3.44
948002400	16	59.99	0.83	3.53
948013200	16	57.74	0.77	3.65
948024000	16	66.93	0.68	3.93
948034800	16	65.93	0.61	3.97
948045600	16	64.15	0.57	4
948056400	16	279.59	0.94	3.13
948067200	17	275.89	0.79	3.57
948078000	17	289.57	0.61	4.16
948088800	17	302.01	0.52	4.19
948099600	17	331.23	0.49	4.23
948110400	17	189.98	0.45	11.21
948121200	17	187.52	0.41	11.02
948132000	17	189.89	0.38	10.89
948142800	17	182.71	0.35	10.77
948153600	18	185.39	0.34	10.56
948164400	18	184.74	0.33	10.3
948175200	18	186.78	0.33	10.14
948186000	18	180.93	0.35	10.03
948196800	18	181.86	0.36	9.92
948207600	18	181.14	0.37	9.99
948218400	18	189.14	0.42	10.4
948229200	18	185.59	0.51	11.3
948240000	19	195.81	0.62	11.79
948250800	19	57.33	1.1	3.13
948261600	19	62.07	1.21	3.93
948272400	19	61.42	1.15	4.17
948283200	19	60.87	1.07	4.33
948294000	19	61.32	1	4.49
948304800	19	65.61	0.95	4.72
948315600	19	65	0.89	4.84
948326400	20	196.63	0.85	11.82
948337200	20	193.8	0.82	11.73
948348000	20	189.27	0.8	11.57
948358800	20	313.44	1.05	3.12
