Unix	jday	dp	hs	tp
915148800	1	99.76	0.42	10.26
915159600	1	112.47	0.45	10.17
915170400	1	96.93	1.05	3.15
915181200	1	91.06	1.18	4.05
915192000	1	86.3	1.08	4.22
915202800	1	86.8	0.95	4.27
915213600	1	83.7	0.91	4.27
915224400	1	80.4	0.86	4.22
915235200	2	78.88	0.84	4.2
915246000	2	79.29	0.92	3.65
915256800	2	81.42	0.98	3.76
915267600	2	78.34	0.94	3.91
915278400	2	72.86	0.93	3.88
915289200	2	73.43	0.83	3.96
915300000	2	201.87	0.75	12.15
915310800	2	130.65	0.69	8.67
915321600	3	120.88	0.76	8.92
915332400	3	70.64	1.1	3.79
915343200	3	70.03	1.37	4.41
915354000	3	66.78	1.44	4.78
915364800	3	67.79	1.48	5.08
915375600	3	65.41	1.43	5.27
915386400	3	76.84	1.33	5.55
915397200	3	79.64	1.23	5.68
915408000	4	81.25	1.21	5.69
915418800	4	80.01	1.27	5.59
915429600	4	75.96	1.34	5.61
915440400	4	77.74	1.35	5.69
915451200	4	79.46	1.29	5.75
915462000	4	82.5	1.2	5.77
915472800	4	83.95	1.22	5.79
915483600	4	86.77	1.05	5.81
915494400	5	86.78	1.01	9.11
915505200	5	90.64	1.03	9.02
915516000	5	88.15	1.04	8.91
915526800	5	93.08	1.01	8.66
915537600	5	90.68	0.93	8.44
915548400	5	93.77	0.87	8.32
915559200	5	91.56	0.86	8.24
915570000	5	94.57	0.84	8.16
915580800	6	92.37	0.82	8.09
915591600	6	94.75	0.82	8
915602400	6	99.05	0.82	7.78
915613200	6	100.91	0.82	7.66
915624000	6	24.7	0.85	3.14
915634800	6	325.56	0.94	3.31
915645600	6	324.1	0.8	3.6
915656400	6	315.85	0.71	3.55
915667200	7	312.07	0.84	3.52
915678000	7	307.28	0.95	3.81
915688800	7	298.88	1.33	4.22
915699600	7	292.29	1.21	4.61
915710400	7	291.37	0.85	4.71
915721200	7	258.67	0.81	4.67
915732000	7	212.62	0.98	4.79
915742800	7	186.66	1.12	7.32
915753600	8	183.73	1.17	7.32
915764400	8	189.91	1.2	5.97
915775200	8	138.68	1.26	3.87
915786000	8	130.4	1.25	4.05
915796800	8	149.49	1.17	4.48
915807600	8	195.8	1.12	11.29
915818400	8	198.4	1.06	11.04
915829200	8	182.23	1.06	6.79
915840000	9	190.95	1.12	6.46
915850800	9	192.28	1.32	6.45
915861600	9	187.55	1.53	6.58
915872400	9	185.1	1.59	6.65
915883200	9	182.63	1.52	6.67
915894000	9	179.64	1.42	6.66
915904800	9	178.12	1.33	6.63
915915600	9	172.91	1.25	6.57
915926400	10	173.87	1.17	6.65
915937200	10	171.12	1.33	6.78
915948000	10	64.49	1.33	3.6
915958800	10	62.58	1.3	3.98
915969600	10	56.1	1.24	4.05
915980400	10	63.12	1.11	4.23
915991200	10	172.32	1	8.31
916002000	10	170.34	0.9	8.3
916012800	11	169.35	0.83	8.29
916023600	11	167.5	0.8	8.29
916034400	11	166.61	0.83	8.3
916045200	11	56.71	0.74	3.9
916056000	11	56.05	0.69	4.09
916066800	11	334.76	0.92	3.06
916077600	11	315.42	0.74	3.23
916088400	11	310.35	0.69	3.23
916099200	12	322.75	0.86	3.42
916110000	12	324.23	0.97	3.86
916120800	12	313.29	1.03	3.98
916131600	12	301.12	1.1	4.25
916142400	12	291.56	1.1	4.32
916153200	12	284.43	1.02	4.34
916164000	12	276.19	1.01	4.31
916174800	12	271.25	0.85	4.3
916185600	13	267.72	0.66	4.25
916196400	13	262.53	0.62	4.2
916207200	13	93.83	0.86	3.27
916218000	13	91.57	0.94	3.73
916228800	13	79.44	0.94	3.93
916239600	13	67.4	0.9	4.01
916250400	13	54.83	1.07	4.19
916261200	13	44.98	1.29	4.71
916272000	14	46.03	1.43	5.33
916282800	14	59.52	1.42	5.78
916293600	14	76.42	1.35	6.17
916304400	14	79.48	1.26	6.28
916315200	14	79.05	1.13	6.53
916326000	14	193.65	1.41	3.66
916336800	14	195.17	1.77	4.81
916347600	14	192.76	1.84	5.29
916358400	15	185.26	1.7	5.58
916369200	15	182.94	1.49	5.67
916380000	15	181.5	1.32	5.66
916390800	15	179.21	1.18	5.62
916401600	15	175.91	1.08	5.6
916412400	15	171.16	1	5.57
916423200	15	165.26	0.96	5.54
916434000	15	158.15	0.92	5.53
916444800	16	150.45	0.9	5.49
916455600	16	86.04	0.88	8.27
916466400	16	84.03	0.91	8.24
916477200	16	87.53	0.95	8.2
916488000	16	85.07	0.88	8.18
916498800	16	87.88	0.82	8.13
916509600	16	84.3	0.78	8.09
916520400	16	86.5	0.77	8.04
916531200	17	83.16	0.77	8.01
916542000	17	88.91	0.8	7.84
916552800	17	86.84	0.88	7.76
916563600	17	89.81	0.84	7.71
916574400	17	88.59	0.76	7.69
916585200	17	91.08	0.7	7.66
916596000	17	88.6	0.68	7.64
916606800	17	91.02	0.67	7.64
916617600	18	88.67	0.7	7.66
