Unix	jday	tp
912470400	335	10.91
912481200	335	6.1
912492000	335	6.94
912502800	335	7.83
912513600	335	8.1
912524400	335	8.18
912535200	335	8.2
912546000	335	8.18
912556800	336	8.12
912567600	336	8.11
912578400	336	8.35
912589200	336	9.1
912600000	336	9.5
912610800	336	9.81
912621600	336	10.1
912632400	336	10.42
912643200	337	10.64
912654000	337	10.66
912664800	337	10.67
912675600	337	10.66
912686400	337	10.54
912697200	337	10.39
912708000	337	10.26
912718800	337	10.15
912729600	338	10.05
912740400	338	9.99
912751200	338	9.93
912762000	338	9.91
912772800	338	3.15
912783600	338	3.6
912794400	338	3.61
912805200	338	11.91
912816000	339	13.68
912826800	339	3.95
912837600	339	13.48
912848400	339	13.31
912859200	339	13.11
912870000	339	12.85
912880800	339	12.61
912891600	339	12.54
912902400	340	12.66
912913200	340	14.57
912924000	340	14.5
912934800	340	14.33
912945600	340	14.12
912956400	340	13.85
912967200	340	13.68
912978000	340	13.52
912988800	341	13.39
912999600	341	13.26
913010400	341	6.2
913021200	341	6.93
913032000	341	7.65
913042800	341	8.45
913053600	341	9.28
913064400	341	9.95
913075200	342	10.25
913086000	342	10.84
913096800	342	11.18
913107600	342	11.41
913118400	342	11.49
913129200	342	11.42
913140000	342	11.29
913150800	342	11.14
913161600	343	11.01
913172400	343	10.88
913183200	343	10.74
913194000	343	10.59
913204800	343	7.28
913215600	343	8.38
913226400	343	8.95
913237200	343	9.26
913248000	344	9.53
913258800	344	9.76
913269600	344	9.7
913280400	344	9.93
913291200	344	10.01
913302000	344	10.19
913312800	344	12.98
913323600	344	13.12
913334400	345	13.15
913345200	345	13.12
913356000	345	13.02
913366800	345	12.69
913377600	345	12.36
913388400	345	12.2
913399200	345	12.1
913410000	345	11.99
913420800	346	11.8
913431600	346	11.42
913442400	346	11.25
913453200	346	11.15
913464000	346	11.09
913474800	346	11.04
913485600	346	11
913496400	346	10.96
913507200	347	10.93
913518000	347	10.92
913528800	347	5.69
913539600	347	6.52
913550400	347	7.59
913561200	347	9.03
913572000	347	9.67
913582800	347	9.62
913593600	348	9.33
913604400	348	6.91
913615200	348	7.16
913626000	348	7.56
913636800	348	7.79
913647600	348	7.94
913658400	348	8.03
913669200	348	12.42
913680000	349	12.59
913690800	349	12.7
913701600	349	12.77
913712400	349	12.8
913723200	349	12.77
913734000	349	12.71
913744800	349	12.63
913755600	349	12.54
913766400	350	12.43
913777200	350	12.33
913788000	350	12.22
913798800	350	12.11
913809600	350	12.01
913820400	350	11.91
913831200	350	11.81
913842000	350	11.66
913852800	351	11.37
913863600	351	11.17
913874400	351	11.03
913885200	351	10.93
913896000	351	10.85
913906800	351	10.8
913917600	351	10.76
913928400	351	3.43
913939200	352	6.07
913950000	352	7.38
913960800	352	8.49
913971600	352	9.41
913982400	352	9.74
913993200	352	9.76
914004000	352	9.69
914014800	352	9.6
914025600	353	9.34
914036400	353	9.03
914047200	353	8.32
914058000	353	8.05
914068800	353	7.94
914079600	353	7.85
914090400	353	7.75
914101200	353	7.65
914112000	354	7.53
914122800	354	7.4
914133600	354	7.09
914144400	354	6.93
914155200	354	6.85
914166000	354	6.78
914176800	354	6.7
914187600	354	6.63
914198400	355	6.52
914209200	355	6.42
914220000	355	6.32
914230800	355	6.22
914241600	355	6.11
914252400	355	6
914263200	355	5.89
914274000	355	5.82
914284800	356	5.78
914295600	356	5.78
914306400	356	5.84
914317200	356	6
914328000	356	6.16
914338800	356	6.22
914349600	356	6.22
914360400	356	6.17
914371200	357	13.49
914382000	357	13.3
914392800	357	13.12
914403600	357	12.81
914414400	357	12.3
914425200	357	12.11
914436000	357	12.01
914446800	357	11.94
914457600	358	11.88
914468400	358	11.81
914479200	358	11.73
914490000	358	11.63
914500800	358	11.55
914511600	358	11.52
914522400	358	11.55
914533200	358	11.67
914544000	359	12.5
914554800	359	12.94
914565600	359	12.93
914576400	359	12.81
914587200	359	12.55
914598000	359	12.39
914608800	359	12.28
914619600	359	12.2
914630400	360	12.12
914641200	360	12.03
914652000	360	11.93
914662800	360	11.83
914673600	360	11.74
914684400	360	11.64
914695200	360	11.58
914706000	360	11.53
914716800	361	11.5
914727600	361	11.49
914738400	361	11.51
914749200	361	11.59
914760000	361	12.94
914770800	361	7.18
914781600	361	7.47
914792400	361	7.57
914803200	362	7.18
914814000	362	6.18
914824800	362	6.38
914835600	362	6.89
914846400	362	7.19
914857200	362	7.38
914868000	362	7.42
914878800	362	7.22
914889600	363	7.31
914900400	363	7.13
914911200	363	7.33
914922000	363	7.49
914932800	363	7.68
914943600	363	7.92
914954400	363	8.23
914965200	363	8.26
914976000	364	8.21
914986800	364	8.12
914997600	364	8.07
915008400	364	8.12
915019200	364	8.25
915030000	364	8.81
915040800	364	8.94
915051600	364	8.91
915062400	365	8.68
915073200	365	8.24
915084000	365	8.1
915094800	365	7.97
915105600	365	7.77
915116400	365	7.65
915127200	365	7.63
915138000	365	7.73
915148800	1	4.74
