Unix	jday	tp
978307200	1	11.39
978318000	1	11.22
978328800	1	10.98
978339600	1	10.77
978350400	1	8.12
978361200	1	8.13
978372000	1	8.23
978382800	1	8.38
978393600	2	8.41
978404400	2	8.39
978415200	2	8.36
978426000	2	8.33
978436800	2	8.28
978447600	2	8.23
978458400	2	8.18
978469200	2	8.11
978480000	3	8.01
978490800	3	7.8
978501600	3	7.66
978512400	3	7.56
978523200	3	7.49
978534000	3	11.17
978544800	3	11.12
978555600	3	11.07
978566400	4	11.02
978577200	4	10.96
978588000	4	10.89
978598800	4	10.81
978609600	4	10.73
978620400	4	10.65
978631200	4	10.5
978642000	4	10.36
978652800	5	10.23
978663600	5	14.81
978674400	5	3.54
978685200	5	3.59
978696000	5	8.2
978706800	5	8.17
978717600	5	8.13
978728400	5	8.06
978739200	6	7.89
978750000	6	7.72
978760800	6	7.59
978771600	6	7.46
978782400	6	7.33
978793200	6	7.08
978804000	6	6.87
978814800	6	6.71
978825600	7	6.57
978836400	7	6.41
978847200	7	11.09
978858000	7	16.71
978868800	7	16.41
978879600	7	16.17
978890400	7	15.72
978901200	7	15.08
978912000	8	14.84
978922800	8	14.6
978933600	8	14.2
978944400	8	13.7
978955200	8	13.49
978966000	8	13.36
978976800	8	13.25
978987600	8	13.16
978998400	9	13.05
979009200	9	12.94
979020000	9	12.84
979030800	9	14.18
979041600	9	14.28
979052400	9	14.17
979063200	9	13.76
979074000	9	13.58
979084800	10	13.47
979095600	10	13.37
979106400	10	13.27
979117200	10	13.13
979128000	10	12.95
979138800	10	12.64
979149600	10	12.45
979160400	10	12.31
979171200	11	12.2
979182000	11	12.1
979192800	11	3.57
979203600	11	11.9
979214400	11	11.8
979225200	11	11.73
979236000	11	15.01
979246800	11	14.7
979257600	12	14.44
979268400	12	13.84
979279200	12	13.51
979290000	12	13.37
979300800	12	13.28
979311600	12	13.21
979322400	12	13.13
979333200	12	13.01
979344000	13	12.72
979354800	13	4.69
979365600	13	5.26
979376400	13	5.77
979387200	13	6.57
979398000	13	7.02
979408800	13	7.39
979419600	13	7.63
979430400	14	7.71
979441200	14	7.75
979452000	14	11.12
979462800	14	11.09
979473600	14	11.07
979484400	14	11.05
979495200	14	11.04
979506000	14	11.03
979516800	15	11.02
979527600	15	11.01
979538400	15	10.99
979549200	15	3.96
979560000	15	4.3
979570800	15	4.75
979581600	15	5.63
979592400	15	6.98
979603200	16	8.21
979614000	16	9.14
979624800	16	9.84
979635600	16	10.15
979646400	16	10.23
979657200	16	10.24
979668000	16	10.18
979678800	16	10.14
979689600	17	10.12
979700400	17	10.13
979711200	17	10.19
979722000	17	10.33
979732800	17	10.58
979743600	17	10.77
979754400	17	10.85
979765200	17	10.88
979776000	18	10.89
979786800	18	10.9
979797600	18	10.93
979808400	18	10.95
979819200	18	10.96
979830000	18	10.96
979840800	18	10.92
979851600	18	10.86
979862400	19	10.77
979873200	19	10.64
979884000	19	10.42
979894800	19	10.29
979905600	19	10.21
979916400	19	10.15
979927200	19	10.1
979938000	19	10.06
979948800	20	5.26
979959600	20	5.23
979970400	20	5.41
979981200	20	5.58
979992000	20	5.64
980002800	20	13.43
980013600	20	13.28
980024400	20	13.13
980035200	21	12.89
980046000	21	4.62
980056800	21	5.13
980067600	21	5.78
980078400	21	6.2
980089200	21	6.52
980100000	21	6.72
980110800	21	6.77
980121600	22	6.77
980132400	22	6.69
980143200	22	6.63
980154000	22	7.05
980164800	22	7.76
980175600	22	8.02
980186400	22	15.74
980197200	22	15.71
980208000	23	15.31
980218800	23	14.83
980229600	23	14.64
980240400	23	14.48
980251200	23	14.33
980262000	23	14.11
980272800	23	13.83
980283600	23	13.6
980294400	24	13.45
980305200	24	13.32
980316000	24	13.19
980326800	24	13
980337600	24	12.61
980348400	24	12.36
980359200	24	12.25
980370000	24	12.17
980380800	25	12.09
980391600	25	12.01
980402400	25	11.89
980413200	25	5.61
980424000	25	6.67
980434800	25	7.1
980445600	25	7.38
980456400	25	7.52
980467200	26	7.53
980478000	26	7.54
980488800	26	7.58
980499600	26	7.66
980510400	26	7.94
980521200	26	8.53
980532000	26	9.03
980542800	26	9.22
980553600	27	9.24
980564400	27	9.33
980575200	27	9.36
980586000	27	9.65
980596800	27	10.81
980607600	27	10.88
980618400	27	10.87
980629200	27	10.73
980640000	28	10.48
980650800	28	10.32
980661600	28	10.23
980672400	28	10.15
980683200	28	10.08
980694000	28	9.99
980704800	28	9.81
980715600	28	9.49
980726400	29	9.31
980737200	29	9.1
980748000	29	6.72
980758800	29	6.87
980769600	29	6.82
980780400	29	6.75
980791200	29	6.65
980802000	29	6.51
980812800	30	6.37
980823600	30	4.75
980834400	30	5.26
980845200	30	5.41
980856000	30	5.68
980866800	30	12.1
980877600	30	11.98
980888400	30	11.92
980899200	31	11.88
980910000	31	11.82
980920800	31	11.71
980931600	31	11.68
980942400	31	15.65
980953200	31	14.92
980964000	31	14.65
980974800	31	14.41
980985600	32	14.1
