Unix	jday	tp
1122854400	213	9.91
1122865200	213	9.85
1122876000	213	9.74
1122886800	213	9.52
1122897600	213	9.38
1122908400	213	9.29
1122919200	213	9.21
1122930000	213	9.15
1122940800	214	9.12
1122951600	214	9.12
1122962400	214	14.92
1122973200	214	14.72
1122984000	214	14.53
1122994800	214	14.28
1123005600	214	13.77
1123016400	214	13.45
1123027200	215	13.3
1123038000	215	13.22
1123048800	215	13.2
1123059600	215	13.21
1123070400	215	13.22
1123081200	215	13.19
1123092000	215	13.14
1123102800	215	13.08
1123113600	216	13.01
1123124400	216	12.95
1123135200	216	12.88
1123146000	216	12.75
1123156800	216	12.64
1123167600	216	12.58
1123178400	216	12.61
1123189200	216	12.95
1123200000	217	14.37
1123210800	217	14.12
1123221600	217	13.67
1123232400	217	13.45
1123243200	217	13.29
1123254000	217	13.04
1123264800	217	11.86
1123275600	217	11.43
1123286400	218	11.2
1123297200	218	11.01
1123308000	218	10.83
1123318800	218	10.51
1123329600	218	10.04
1123340400	218	9.73
1123351200	218	9.46
1123362000	218	9.39
1123372800	219	9.36
1123383600	219	9.32
1123394400	219	9.27
1123405200	219	9.17
1123416000	219	8.98
1123426800	219	8.7
1123437600	219	8.46
1123448400	219	8.18
1123459200	220	7.85
1123470000	220	12.23
1123480800	220	12.26
1123491600	220	14.74
1123502400	220	14.6
1123513200	220	14.39
1123524000	220	14.01
1123534800	220	13.74
1123545600	221	13.64
1123556400	221	13.67
1123567200	221	13.91
1123578000	221	15.81
1123588800	221	15.59
1123599600	221	15.23
1123610400	221	15.02
1123621200	221	14.86
1123632000	222	14.73
1123642800	222	14.6
1123653600	222	14.48
1123664400	222	14.36
1123675200	222	14.25
1123686000	222	14.01
1123696800	222	13.71
1123707600	222	13.52
1123718400	223	13.35
1123729200	223	13.16
1123740000	223	6.64
1123750800	223	7.17
1123761600	223	7.52
1123772400	223	8.53
1123783200	223	9.49
1123794000	223	9.91
1123804800	224	10.02
1123815600	224	9.92
1123826400	224	9.81
1123837200	224	9.86
1123848000	224	9.96
1123858800	224	10.01
1123869600	224	10.03
1123880400	224	9.97
1123891200	225	9.88
1123902000	225	9.8
1123912800	225	9.79
1123923600	225	9.88
1123934400	225	10.18
1123945200	225	10.77
1123956000	225	10.66
1123966800	225	10.09
1123977600	226	9.95
1123988400	226	9.97
1123999200	226	9.94
1124010000	226	9.92
1124020800	226	9.89
1124031600	226	9.87
1124042400	226	9.9
1124053200	226	9.96
1124064000	227	10.03
1124074800	227	10.09
1124085600	227	13.59
1124096400	227	13.5
1124107200	227	13.43
1124118000	227	13.41
1124128800	227	13.39
1124139600	227	13.35
1124150400	228	13.31
1124161200	228	13.26
1124172000	228	13.18
1124182800	228	6.3
1124193600	228	6.75
1124204400	228	7.18
1124215200	228	7.73
1124226000	228	8.39
1124236800	229	8.78
1124247600	229	8.91
1124258400	229	8.99
1124269200	229	9.01
1124280000	229	8.99
1124290800	229	8.88
1124301600	229	10.96
1124312400	229	11.03
1124323200	230	11
1124334000	230	10.95
1124344800	230	10.85
1124355600	230	10.6
1124366400	230	14.39
1124377200	230	13.7
1124388000	230	13.25
1124398800	230	13.07
1124409600	231	12.89
1124420400	231	12.53
1124431200	231	12.34
1124442000	231	12.25
1124452800	231	12.19
1124463600	231	12.16
1124474400	231	12.15
1124485200	231	12.18
1124496000	232	12.32
1124506800	232	12.67
1124517600	232	13.13
1124528400	232	13.16
1124539200	232	13.08
1124550000	232	13.02
1124560800	232	12.9
1124571600	232	12.62
1124582400	233	12.42
1124593200	233	12.31
1124604000	233	12.25
1124614800	233	12.23
1124625600	233	12.21
1124636400	233	12.18
1124647200	233	5.41
1124658000	233	6.21
1124668800	234	7.19
1124679600	234	7.83
1124690400	234	8.35
1124701200	234	8.47
1124712000	234	8.49
1124722800	234	8.46
1124733600	234	8.41
1124744400	234	8.34
1124755200	235	7.1
1124766000	235	7.17
1124776800	235	7.6
1124787600	235	7.75
1124798400	235	8.01
1124809200	235	8.34
1124820000	235	8.39
1124830800	235	8.37
1124841600	236	8.31
1124852400	236	8.21
1124863200	236	8.14
1124874000	236	8.12
1124884800	236	8.07
1124895600	236	7.96
1124906400	236	7.89
1124917200	236	13.19
1124928000	237	13.22
1124938800	237	13.2
1124949600	237	13.15
1124960400	237	13.12
1124971200	237	13.13
1124982000	237	13.25
1124992800	237	13.38
1125003600	237	13.5
1125014400	238	13.55
1125025200	238	13.6
1125036000	238	13.65
1125046800	238	13.79
1125057600	238	14.02
1125068400	238	14.61
1125079200	238	14.91
1125090000	238	14.86
1125100800	239	14.7
1125111600	239	14.56
1125122400	239	14.39
1125133200	239	14.23
1125144000	239	13.98
1125154800	239	13.82
1125165600	239	13.73
1125176400	239	13.7
1125187200	240	13.68
1125198000	240	13.71
1125208800	240	13.73
1125219600	240	13.74
1125230400	240	13.71
1125241200	240	13.66
1125252000	240	13.59
1125262800	240	13.52
1125273600	241	13.44
1125284400	241	13.39
1125295200	241	13.35
1125306000	241	13.34
1125316800	241	13.34
1125327600	241	13.41
1125338400	241	13.54
1125349200	241	13.68
1125360000	242	13.71
1125370800	242	13.63
1125381600	242	13.52
1125392400	242	13.44
1125403200	242	13.35
1125414000	242	13.27
1125424800	242	13.19
1125435600	242	13.13
1125446400	243	13.08
1125457200	243	13.03
1125468000	243	13.01
1125478800	243	13.02
1125489600	243	13.02
1125500400	243	13.03
1125511200	243	13
1125522000	243	12.93
1125532800	244	12.13
