Unix	jday	tp
1093996800	245	10.05
1094007600	245	10.12
1094018400	245	10.05
1094029200	245	9.9
1094040000	245	9.73
1094050800	245	9.79
1094061600	245	10
1094072400	245	10.25
1094083200	246	10.51
1094094000	246	10.87
1094104800	246	11.21
1094115600	246	11.7
1094126400	246	11.65
1094137200	246	11.07
1094148000	246	10.65
1094158800	246	10.1
1094169600	247	9.76
1094180400	247	9.38
1094191200	247	9.16
1094202000	247	8.99
1094212800	247	8.78
1094223600	247	8.48
1094234400	247	8.28
1094245200	247	8.09
1094256000	248	11.91
1094266800	248	11.9
1094277600	248	5.92
1094288400	248	5.88
1094299200	248	6.08
1094310000	248	6.25
1094320800	248	6.59
1094331600	248	6.9
1094342400	249	7.16
1094353200	249	7.44
1094364000	249	7.64
1094374800	249	7.82
1094385600	249	8.16
1094396400	249	9.01
1094407200	249	11.43
1094418000	249	11.68
1094428800	250	11.71
1094439600	250	11.74
1094450400	250	14.64
1094461200	250	14.54
1094472000	250	14.36
1094482800	250	12.83
1094493600	250	13.05
1094504400	250	12.99
1094515200	251	12.88
1094526000	251	12.61
1094536800	251	12.44
1094547600	251	12.33
1094558400	251	12.26
1094569200	251	12.2
1094580000	251	12.14
1094590800	251	12.06
1094601600	252	12
1094612400	252	11.96
1094623200	252	11.97
1094634000	252	12.1
1094644800	252	12.39
1094655600	252	12.74
1094666400	252	12.79
1094677200	252	12.69
1094688000	253	12.6
1094698800	253	12.54
1094709600	253	12.52
1094720400	253	12.54
1094731200	253	5.11
1094742000	253	5.15
1094752800	253	5.42
1094763600	253	5.77
1094774400	254	6.25
1094785200	254	6.67
1094796000	254	7.09
1094806800	254	7.43
1094817600	254	7.61
1094828400	254	7.63
1094839200	254	7.72
1094850000	254	7.66
1094860800	255	7.62
1094871600	255	8.13
1094882400	255	8.75
1094893200	255	9.19
1094904000	255	9.23
1094914800	255	9.13
1094925600	255	8.95
1094936400	255	8.67
1094947200	256	8.46
1094958000	256	8.34
1094968800	256	8.24
1094979600	256	8.13
1094990400	256	7.94
1095001200	256	7.72
1095012000	256	7.58
1095022800	256	7.46
1095033600	257	7.33
1095044400	257	7.23
1095055200	257	6.93
1095066000	257	7.06
1095076800	257	7.73
1095087600	257	8.44
1095098400	257	11.01
1095109200	257	10.94
1095120000	258	10.72
1095130800	258	10.19
1095141600	258	10.01
1095152400	258	9.88
1095163200	258	9.68
1095174000	258	9.48
1095184800	258	9.35
1095195600	258	9.28
1095206400	259	9.26
1095217200	259	9.32
1095228000	259	9.59
1095238800	259	10.01
1095249600	259	10.18
1095260400	259	6.46
1095271200	259	6.63
1095282000	259	6.77
1095292800	260	7.17
1095303600	260	7.93
1095314400	260	8.42
1095325200	260	8.89
1095336000	260	9.89
1095346800	260	11.76
1095357600	260	12.17
1095368400	260	12.35
1095379200	261	12.44
1095390000	261	12.49
1095400800	261	12.6
1095411600	261	13.03
1095422400	261	13.87
1095433200	261	14.45
1095444000	261	14.47
1095454800	261	14.44
1095465600	262	14.35
1095476400	262	8.24
1095487200	262	8.76
1095498000	262	9.69
1095508800	262	10.92
1095519600	262	12.4
1095530400	262	13.07
1095541200	262	13.19
1095552000	263	13.22
1095562800	263	13.18
1095573600	263	13.1
1095584400	263	12.97
1095595200	263	12.72
1095606000	263	12.49
1095616800	263	12.35
1095627600	263	12.27
1095638400	264	12.21
1095649200	264	12.15
1095660000	264	12.1
1095670800	264	12.03
1095681600	264	11.95
1095692400	264	11.81
1095703200	264	7.19
1095714000	264	11.28
1095724800	265	11.17
1095735600	265	11.11
1095746400	265	11.06
1095757200	265	11.01
1095768000	265	6.15
1095778800	265	6.35
1095789600	265	7
1095800400	265	7.86
1095811200	266	8.57
1095822000	266	9.27
1095832800	266	9.87
1095843600	266	10.06
1095854400	266	10.16
1095865200	266	10.31
1095876000	266	11.1
1095886800	266	11.9
1095897600	267	11.94
1095908400	267	6.8
1095919200	267	6.98
1095930000	267	7.32
1095940800	267	7.68
1095951600	267	7.9
1095962400	267	8.05
1095973200	267	8.11
1095984000	268	8.13
1095994800	268	8.12
1096005600	268	8.1
1096016400	268	8.07
1096027200	268	8.04
1096038000	268	8.01
1096048800	268	8.01
1096059600	268	8.02
1096070400	269	8.04
1096081200	269	8.06
1096092000	269	8.08
1096102800	269	8.11
1096113600	269	8.11
1096124400	269	8.13
1096135200	269	8.15
1096146000	269	11.96
1096156800	270	11.87
1096167600	270	11.74
1096178400	270	11.5
1096189200	270	11.35
1096200000	270	11.27
1096210800	270	11.23
1096221600	270	11.22
1096232400	270	11.23
1096243200	271	5.8
1096254000	271	6.36
1096264800	271	6.68
1096275600	271	6.87
1096286400	271	6.96
1096297200	271	7
1096308000	271	6.84
1096318800	271	7.01
1096329600	272	7.74
1096340400	272	5.28
1096351200	272	5.69
1096362000	272	8.54
1096372800	272	8.55
1096383600	272	8.55
1096394400	272	12.44
1096405200	272	12.42
1096416000	273	12.39
1096426800	273	12.34
1096437600	273	12.29
1096448400	273	12.24
1096459200	273	12.2
1096470000	273	12.15
1096480800	273	12.11
1096491600	273	5.04
1096502400	274	6.14
1096513200	274	6.78
1096524000	274	7.19
1096534800	274	7.61
1096545600	274	7.73
1096556400	274	7.78
1096567200	274	7.93
1096578000	274	8.2
1096588800	275	8.3
