Unix	jday	V-component_of_wind
1038700800	335	0.346427177047067
1038704400	335	-0.397415524136927
1038708000	335	-0.878401828201096
1038711600	335	-1.07183382891923
1038715200	335	-0.927764219385286
1038718800	335	-0.744271420098045
1038722400	335	-0.112854479636994
1038726000	335	0.242556573408023
1038729600	335	0.736545619511546
1038733200	335	1.13859311417452
1038736800	335	1.38348335665071
1038740400	335	1.6750335601267
1038744000	335	2.10507849680713
1038747600	335	1.99995834305186
1038751200	335	2.03816427722381
1038754800	335	2.08078081460863
1038758400	335	1.8738213296566
1038762000	335	1.67515717181197
1038765600	335	1.71397720457628
1038769200	335	1.31059111258054
1038772800	335	0.686295039089466
1038776400	335	0.163615209291271
1038780000	335	-0.165421805627441
1038783600	335	-0.372539801785531
1038787200	336	-0.549045284259959
1038790800	336	-0.80124977515511
1038794400	336	-0.718641224654779
1038798000	336	-0.299494949721421
1038801600	336	0.118795240599583
1038805200	336	0.431619188019736
1038808800	336	1.70248004387618
1038812400	336	1.61560066614908
1038816000	336	1.84537771307131
1038819600	336	2.12074162228291
1038823200	336	2.07820419901891
1038826800	336	2.00382492810615
1038830400	336	2.23724752034923
1038834000	336	1.77457027636546
1038837600	336	1.51258967777843
1038841200	336	1.41812361377914
1038844800	336	1.36197537875681
1038848400	336	1.25562678527585
1038852000	336	1.54377283198901
1038855600	336	1.22267887987612
1038859200	336	1.29289117963217
1038862800	336	1.33293881540914
1038866400	336	1.16522897226016
1038870000	336	0.941954806838318
1038873600	337	-0.445269877889824
1038877200	337	-0.0696510879226575
1038880800	337	-0.0514806944146288
1038884400	337	-0.044982102189381
1038888000	337	0.1943483269458
1038891600	337	0.488883091481821
1038895200	337	-0.151775009849054
1038898800	337	0.507177090542063
1038902400	337	0.741036652976198
1038906000	337	0.910646232378799
1038909600	337	0.75359580281145
1038913200	337	0.616784790594429
1038916800	337	0.601807737700222
1038920400	337	0.645506008320761
1038924000	337	0.799353438453907
1038927600	337	0.778399905396607
1038931200	337	0.502143953175958
1038934800	337	0.227279558556993
1038938400	337	0.0700781184963712
1038942000	337	0.042030817397993
1038945600	337	0.136197674826043
1038949200	337	0.0476328005825
1038952800	337	-0.433345631194397
1038956400	337	-0.877075804797034
1038960000	338	-0.742574125392135
1038963600	338	-1.53182297960639
1038967200	338	-1.54737456093067
1038970800	338	-1.24727057646096
1038974400	338	-0.63387330437279
1038978000	338	-0.239661296719276
1038981600	338	-0.29041331644351
1038985200	338	0.376216481598136
1038988800	338	0.685807121554815
1038992400	338	0.822150448669108
1038996000	338	0.809060223149705
1038999600	338	0.765076522572002
1039003200	338	-0.742594302264649
1039006800	338	-0.425401868346625
1039010400	338	-0.363894318892103
1039014000	338	-0.620641291237063
1039017600	338	-1.31176499443694
1039021200	338	-1.99507396192787
1039024800	338	-1.46366767673641
1039028400	338	-2.79996237035184
1039032000	338	-3.88270127088858
1039035600	338	-4.76009293974173
1039039200	338	-4.63483312228496
1039042800	338	-4.99320845266245
1039046400	339	-4.8674598740986
1039050000	339	-5.71606157040996
1039053600	339	-5.64162968146311
1039057200	339	-5.59807843090313
1039060800	339	-6.24623087038356
1039064400	339	-7.02773144892958
1039068000	339	-8.74963645583435
1039071600	339	-8.61855637070482
1039075200	339	-8.24517367609183
1039078800	339	-7.59928235692012
1039082400	339	-7.43166997968498
1039086000	339	-7.76500821186892
1039089600	339	-8.03290592205888
1039093200	339	-8.13741204190201
1039096800	339	-8.12176673687117
1039100400	339	-8.01898653150742
1039104000	339	-8.17127939173866
1039107600	339	-8.3048701201247
1039111200	339	-9.18568122574177
1039114800	339	-8.50247249891584
1039118400	339	-7.72703821777708
1039122000	339	-7.00924159679093
1039125600	339	-6.69514411847812
1039129200	339	-6.46375499000499
1039132800	340	-9.5599229664843
1039136400	340	-7.92844246493441
1039140000	340	-7.48760785775506
1039143600	340	-7.18843490453513
1039147200	340	-7.41514090519744
1039150800	340	-7.63321670127021
1039154400	340	-6.26204816617524
1039158000	340	-6.77115182484707
1039161600	340	-6.22488298262453
1039165200	340	-5.4507628524653
1039168800	340	-5.09375926866354
1039172400	340	-4.84224114458999
1039176000	340	-5.39135331966509
1039179600	340	-4.69253773413973
1039183200	340	-4.31183506731578
1039186800	340	-3.86442539934015
1039190400	340	-3.74889910055338
1039194000	340	-3.52925624585952
1039197600	340	-4.03453565933744
1039201200	340	-2.93088170291955
1039204800	340	-4.12063967535539
1039208400	340	-1.64469363713713
1039212000	340	-1.19363781319343
1039215600	340	-0.678340847030457
1039219200	341	-3.8118121096613
1039222800	341	-1.42578498848765
1039226400	341	0.578305623886134
1039230000	341	1.0984469731682
