Unix	jday	Precipitation_rate
1020211200	121	3.52550748517524e-06
1020214800	121	5.85928629861983e-05
1020218400	121	0.000161094231610888
1020222000	121	0.000179197193047988
1020225600	121	0.000177194472727525
1020229200	121	0.000178728178549549
1020232800	121	0.000104327891238186
1020236400	121	0.000124427257792891
1020240000	121	0.000115717010459272
1020243600	121	9.71643776922691e-05
1020247200	121	9.5159202121281e-05
1020250800	121	9.86875528040842e-05
1020254400	121	0.000104176896240365
1020258000	121	0.000115033250592637
1020261600	121	0.000131936470847749
1020265200	121	0.00014604768585826
1020268800	121	0.000149807521756356
1020272400	121	0.000145363213313701
1020276000	121	0.000119487572540677
1020279600	121	0.000124926703487643
1020283200	121	0.000152715349603941
1020286800	121	0.000186532642980858
1020290400	121	0.000209096142928059
1020294000	121	0.000230811367030418
1020297600	122	0.000185832729734225
1020301200	122	0.000220915671522351
1020304800	122	0.000212553330245236
1020308400	122	0.000201990991349026
1020312000	122	0.000195767385637085
1020315600	122	0.00018829668958989
1020319200	122	6.74302330448609e-06
1020322800	122	3.2871330345375e-05
1020326400	122	6.11216966836086e-05
1020330000	122	6.00659019336176e-05
1020333600	122	5.78726253330927e-05
1020337200	122	5.7819978122837e-05
1020340800	122	4.8969049105248e-05
1020344400	122	6.72791194023937e-05
1020348000	122	7.57803041373113e-05
1020351600	122	7.97719402965223e-05
1020355200	122	7.75497199152611e-05
1020358800	122	8.17363184125782e-05
1020362400	122	3.60916837520181e-05
1020366000	122	6.49820211905733e-05
1020369600	122	7.12442622916739e-05
1020373200	122	8.55299654166439e-05
1020376800	122	0.000105408400479384
1020380400	122	0.000121744299237201
1020384000	123	0.000125288008268817
1020387600	123	0.000150962503968317
1020391200	123	0.000136496905764369
1020394800	123	0.000104215948143426
1020398400	123	9.15496800560801e-05
1020402000	123	8.18673276302167e-05
1020405600	123	4.25519491996617e-05
1020409200	123	5.38744312982999e-05
1020412800	123	6.07034450900363e-05
1020416400	123	6.20661631420019e-05
1020420000	123	6.10631457135227e-05
1020423600	123	5.97326031772493e-05
1020427200	123	4.70715526213742e-05
1020430800	123	4.26767929813031e-05
1020434400	123	4.16767926427674e-05
1020438000	123	4.67310868538963e-05
1020441600	123	4.77310853386936e-05
1020445200	123	4.76144351973704e-05
1020448800	123	3.89608960331581e-05
1020452400	123	4.47866332731822e-05
1020456000	123	5.15724376373583e-05
1020459600	123	5.67945266942041e-05
1020463200	123	5.77866346948628e-05
1020466800	123	5.80199356574442e-05
1020470400	124	5.14519475798659e-05
1020474000	124	6.00476656015241e-05
1020477600	124	6.43430183429858e-05
1020481200	124	7.99040587836892e-05
1020484800	124	8.74358606173055e-05
1020488400	124	8.76386748466099e-05
1020492000	124	6.75123235764731e-05
1020495600	124	6.8286947598046e-05
1020499200	124	8.1757648140631e-05
1020502800	124	9.91790616664044e-05
1020506400	124	9.73741577388733e-05
1020510000	124	9.79269613710918e-05
1020513600	124	5.27046269231296e-05
1020517200	124	4.13281132807181e-05
1020520800	124	2.53291825524939e-05
1020524400	124	1.78718041569835e-05
1020528000	124	1.43188686938471e-05
1020531600	124	1.1454491603309e-05
1020535200	124	0
1020538800	124	9.56917968178269e-07
1020542400	124	1.72693685415713e-06
1020546000	124	1.1550283727388e-06
1020549600	124	1.07356808570439e-06
1020553200	124	7.70018885978866e-07
1020556800	125	0
1020560400	125	0
1020564000	125	0
1020567600	125	0
1020571200	125	0
1020574800	125	0
1020578400	125	0
1020582000	125	0
1020585600	125	0
1020589200	125	0
1020592800	125	0
1020596400	125	0
1020600000	125	8.14602592515397e-08
1020603600	125	1.03837821816885e-06
1020607200	125	3.26365551854664e-06
1020610800	125	5.91702439310242e-06
1020614400	125	8.57828554874414e-06
1020618000	125	1.21150042767407e-05
1020621600	125	3.69506221958537e-05
1020625200	125	4.00655863454302e-05
1020628800	125	3.74395143256671e-05
1020632400	125	3.6821335469028e-05
1020636000	125	4.03628898554949e-05
1020639600	125	4.11728008055939e-05
1020643200	126	3.46307758880929e-05
1020646800	126	4.51702486059122e-05
1020650400	126	9.09416845267242e-05
1020654000	126	0.000135834386288938
1020657600	126	0.000152352049337641
1020661200	126	0.000156618657911061
1020664800	126	6.7055563616151e-05
1020668400	126	0.000101439284557234
1020672000	126	9.16872474968279e-05
1020675600	126	9.84812873988469e-05
1020679200	126	0.000111046512666728
1020682800	126	0.000126945956079055
1020686400	126	0.000168952296274425
1020690000	126	0.000276374043059115
1020693600	126	0.000465539266712427
1020697200	126	0.000651373614222253
1020700800	126	0.0007399205290938
1020704400	126	0.000775886093764902
1020708000	126	2.32605029638179e-05
1020711600	126	2.29126500813685e-05
1020715200	126	2.76996527376394e-05
1020718800	126	3.49710288844522e-05
1020722400	126	3.85972317985333e-05
1020726000	126	4.4841440858366e-05
1020729600	127	5.93387391322529e-05
1020733200	127	6.28355282189009e-05
1020736800	127	6.94490577636281e-05
1020740400	127	7.95514818136456e-05
1020744000	127	8.63424583037411e-05
1020747600	127	9.02611703733107e-05
1020751200	127	2.32298466857689e-05
1020754800	127	4.12437894624468e-05
1020758400	127	3.83427973423137e-05
1020762000	127	3.66942622696863e-05
1020765600	127	3.27239734097116e-05
1020769200	127	3.22172683846058e-05
1020772800	127	3.01887981665522e-05
1020776400	127	3.07368985094282e-05
1020780000	127	3.40164699440768e-05
1020783600	127	3.54829392170787e-05
1020787200	127	3.99733872201912e-05
1020790800	127	4.41411833212922e-05
1020794400	127	4.95370373940203e-05
1020798000	127	9.72955422110505e-05
1020801600	127	0.000118754552166664
1020805200	127	0.000114486929540477
1020808800	127	0.000101784102240957
1020812400	127	9.00683775877467e-05
1020816000	128	2.67587028957169e-05
1020819600	128	3.28400329032042e-05
1020823200	128	3.69996348118343e-05
1020826800	128	3.69340896081609e-05
1020830400	128	3.46082480793024e-05
1020834000	128	3.29548800643346e-05
1020837600	128	3.26752688035048e-05
1020841200	128	3.18431944387764e-05
1020844800	128	2.37970554274958e-05
1020848400	128	1.80734375419077e-05
1020852000	128	1.68050777703942e-05
1020855600	128	1.66181789644184e-05
1020859200	128	2.20219896552144e-05
1020862800	128	3.12502848738346e-05
1020866400	128	3.15459414192466e-05
1020870000	128	2.67841169279621e-05
1020873600	128	2.33097551281544e-05
1020877200	128	2.10413951662805e-05
1020880800	128	8.55582241886782e-06
1020884400	128	1.73496891762155e-05
1020888000	128	2.50300529272475e-05
1020891600	128	2.66562551642571e-05
1020895200	128	2.59407006408717e-05
1020898800	128	2.64311490740816e-05
1020902400	129	1.72587805340616e-05
1020906000	129	1.88930046520429e-05
1020909600	129	1.33611616237664e-05
1020913200	129	9.16305149027145e-06
1020916800	129	7.3499502758524e-06
1020920400	129	6.04640124283565e-06
1020924000	129	0
1020927600	129	0
1020931200	129	1.86899082199403e-07
1020934800	129	1.02716697934811e-06
1020938400	129	1.99197708277951e-06
1020942000	129	2.44723553966483e-06
1020945600	129	6.84806976217087e-06
1020949200	129	1.83145808007543e-05
1020952800	129	4.05376972493892e-05
1020956400	129	5.93011685196183e-05
1020960000	129	6.65582762772532e-05
1020963600	129	6.75663008693181e-05
1020967200	129	2.24825558631844e-05
1020970800	129	1.26726433323449e-05
1020974400	129	7.69174720684797e-06
1020978000	129	5.30673763325291e-06
1020981600	129	4.22527731348771e-06
1020985200	129	4.69963923380187e-06
1020988800	130	1.78820061203705e-05
1020992400	130	3.12480825001127e-05
1020996000	130	4.21666222989928e-05
1020999600	130	5.30661897132985e-05
1021003200	130	6.51605479065968e-05
1021006800	130	7.34607383608442e-05
1021010400	130	4.85094345444621e-05
1021014000	130	3.87407872166134e-05
1021017600	130	2.5432534144108e-05
1021021200	130	1.74598312593659e-05
1021024800	130	1.29614912886589e-05
