Unix	jday	Downward_Short-Wave_Rad_Flux
1025481600	182	387.469171470837
1025485200	182	387.469171470837
1025488800	182	379.851422092376
1025492400	182	356.713017971103
1025496000	182	313.155946461965
1025499600	182	261.141913195151
1025503200	182	0
1025506800	182	0
1025510400	182	0
1025514000	182	0
1025517600	182	0
1025521200	182	0
1025524800	182	0
1025528400	182	0
1025532000	182	0
1025535600	182	0
1025539200	182	0
1025542800	182	0
1025546400	182	0
1025550000	182	0
1025553600	182	0
1025557200	182	1.69887385774852
1025560800	182	8.34715598009034
1025564400	182	16.7612945822321
1025568000	183	54.9336140684546
1025571600	183	54.9336140684546
1025575200	183	61.2127459682411
1025578800	183	61.527755200642
1025582400	183	57.2685286082454
1025586000	183	50.1821213455329
1025589600	183	0
1025593200	183	0
1025596800	183	0
1025600400	183	0
1025604000	183	0
1025607600	183	0
1025611200	183	0
1025614800	183	0
1025618400	183	0
1025622000	183	0
1025625600	183	0
1025629200	183	0
1025632800	183	0
1025636400	183	0
1025640000	183	0
1025643600	183	8.00391107433504
1025647200	183	42.9959130353189
1025650800	183	88.5182565254634
1025654400	184	389.338257996244
1025658000	184	389.338257996244
1025661600	184	379.522708746962
1025665200	184	328.753570589163
1025668800	184	269.22580628811
1025672400	184	221.23470939854
1025676000	184	0
1025679600	184	0
1025683200	184	0
1025686800	184	0
1025690400	184	0
1025694000	184	0
1025697600	184	0
1025701200	184	0
1025704800	184	0
1025708400	184	0
1025712000	184	0
1025715600	184	0
1025719200	184	0
1025722800	184	0
1025726400	184	0
1025730000	184	5.39471285911394
1025733600	184	25.8179399130829
1025737200	184	53.648682661575
1025740800	185	311.147574537082
1025744400	185	311.147574537082
1025748000	185	326.38719855275
1025751600	185	314.964600764888
1025755200	185	283.841171718348
1025758800	185	240.479860891739
1025762400	185	0
1025766000	185	0
1025769600	185	0
1025773200	185	0
1025776800	185	0
1025780400	185	0
1025784000	185	0
1025787600	185	0
1025791200	185	0
1025794800	185	0
1025798400	185	0
1025802000	185	0
1025805600	185	0
1025809200	185	0
1025812800	185	0
1025816400	185	6.74105441201012
1025820000	185	31.354001509492
1025823600	185	62.3422288904377
1025827200	186	256.831963705299
1025830800	186	256.831963705299
1025834400	186	251.560696855156
1025838000	186	233.491898525474
1025841600	186	207.134929775697
1025845200	186	175.829698273577
1025848800	186	0
1025852400	186	0
1025856000	186	0
1025859600	186	0
1025863200	186	0
1025866800	186	0
1025870400	186	0
1025874000	186	0
1025877600	186	0
1025881200	186	0
1025884800	186	0
1025888400	186	0
1025892000	186	0
1025895600	186	0
1025899200	186	0
1025902800	186	6.64831097094204
1025906400	186	26.7334658777442
1025910000	186	48.0182818729563
1025913600	187	99.2726625613204
1025917200	187	99.2726625613204
1025920800	187	107.908508314945
1025924400	187	116.972218640214
1025928000	187	116.089221693483
1025931600	187	103.382951754157
1025935200	187	0
1025938800	187	0
1025942400	187	0
1025946000	187	0
1025949600	187	0
1025953200	187	0
1025956800	187	0
1025960400	187	0
1025964000	187	0
1025967600	187	0
1025971200	187	0
1025974800	187	0
1025978400	187	0
1025982000	187	0
1025985600	187	0
1025989200	187	3.4317850323725
1025992800	187	19.5950945847982
1025996400	187	47.6119889054666
1.026e+09	188	267.864727272909
1026003600	188	267.864727272909
1026007200	188	303.373188642351
1026010800	188	304.807408100829
1026014400	188	279.617836606502
1026018000	188	239.201280911623
1026021600	188	0
1026025200	188	0
1026028800	188	0
1026032400	188	0
1026036000	188	0
1026039600	188	0
1026043200	188	0
1026046800	188	0
1026050400	188	0
1026054000	188	0
1026057600	188	0
1026061200	188	0
1026064800	188	0
1026068400	188	0
1026072000	188	0
1026075600	188	5.87574626656529
1026079200	188	28.0486967970019
1026082800	188	59.8414797602512
1026086400	189	273.948209071381
1026090000	189	273.948209071381
1026093600	189	316.031453866678
1026097200	189	317.464137775123
1026100800	189	287.930224720712
1026104400	189	243.104462759702
1026108000	189	0
1026111600	189	0
1026115200	189	0
1026118800	189	0
1026122400	189	0
1026126000	189	0
1026129600	189	0
1026133200	189	0
1026136800	189	0
1026140400	189	0
1026144000	189	0
1026147600	189	0
1026151200	189	0
1026154800	189	0
1026158400	189	0
1026162000	189	6.02242445802818
1026165600	189	27.5841269206195
1026169200	189	54.6638704555926
1026172800	190	334.133737321758
1026176400	190	334.133737321758
1026180000	190	250.163013413045
1026183600	190	188.956717952031
1026187200	190	150.446227262642
1026190800	190	122.917305125334
1026194400	190	0
1026198000	190	0
1026201600	190	0
1026205200	190	0
1026208800	190	0
1026212400	190	0
1026216000	190	0
1026219600	190	0
1026223200	190	0
1026226800	190	0
1026230400	190	0
1026234000	190	0
1026237600	190	0
1026241200	190	0
1026244800	190	0
1026248400	190	3.75712567184362
1026252000	190	17.1494773127541
1026255600	190	33.0334128060699
1026259200	191	100.226639182856
1026262800	191	100.226639182856
1026266400	191	108.763595453993
1026270000	191	108.834487823745
1026273600	191	102.178190681649
1026277200	191	89.1446611257762
1026280800	191	0
1026284400	191	0
1026288000	191	0
1026291600	191	0
1026295200	191	0
1026298800	191	0
1026302400	191	0
1026306000	191	0
1026309600	191	0
1026313200	191	0
1026316800	191	0
1026320400	191	0
1026324000	191	0
1026327600	191	0
1026331200	191	0
1026334800	191	5.98722572748007
1026338400	191	25.3840690422824
