Unix	jday	U-component_of_wind
715305600	245	-8.22546536895315
715309200	245	-7.29662808832431
715312800	245	-7.70286576880566
715316400	245	-7.82351524804571
715320000	245	-7.92740142072865
715323600	245	-8.0010309474189
715327200	245	-9.35328075091254
715330800	245	-8.38056666022302
715334400	245	-7.47680256585664
715338000	245	-6.55919607365503
715341600	245	-5.65329293586914
715345200	245	-4.49853563496083
715348800	245	-6.27132225397413
715352400	245	-4.65877358322908
715356000	245	-3.21178849480205
715359600	245	-1.72385974679436
715363200	245	-1.06899222004173
715366800	245	-0.695667895866384
715370400	245	1.89578279943528
715374000	245	0.351002022475568
715377600	245	0.887172374799996
715381200	245	2.85782974494636
715384800	245	4.31272729219635
715388400	245	5.585975159602
715392000	246	6.86589748085664
715395600	246	5.43360398596319
715399200	246	4.70017617704561
715402800	246	4.07615496915028
715406400	246	3.8591043546225
715410000	246	3.35786867676834
715413600	246	2.08766896056585
715417200	246	1.50831847387273
715420800	246	0.910140940752824
715424400	246	0.374115758030907
715428000	246	-0.0430398875471108
715431600	246	-0.456038247804514
715435200	246	-0.37411142859561
715438800	246	-0.912067531394969
715442400	246	-1.64633146691062
715446000	246	-2.00078117611447
715449600	246	-2.16743787888667
715453200	246	-2.34811986808981
715456800	246	-2.60789967412767
715460400	246	-2.78921902944791
715464000	246	-2.8893178825753
715467600	246	-2.97780652381044
715471200	246	-2.92474671740917
715474800	246	-2.88023209535537
715478400	247	-2.36771953203949
715482000	247	-2.89515844103588
715485600	247	-3.58108114724596
715489200	247	-4.02139268655731
715492800	247	-4.17559774751414
715496400	247	-4.28837046738894
715500000	247	-5.66467764227848
715503600	247	-5.14389544019173
715507200	247	-5.0370453152416
715510800	247	-4.99035554963506
715514400	247	-4.97632566735475
715518000	247	-4.94588494159626
715521600	247	-3.52977062038696
715525200	247	-4.68228338329282
715528800	247	-4.55674922956183
715532400	247	-4.33756348568081
715536000	247	-4.22895673076212
715539600	247	-4.07421309301286
715543200	247	-3.55519561204731
715546800	247	-3.79221833712029
715550400	247	-3.52886691449183
715554000	247	-2.68919121619355
715557600	247	-1.73520212613317
715561200	247	-0.98058677585531
715564800	248	-1.5904442854163
715568400	248	-0.252913910412061
715572000	248	0.0216616311944131
715575600	248	-0.123555540246013
715579200	248	-0.472586589759934
715582800	248	-1.02483874945448
715586400	248	-1.17319941512604
715590000	248	-2.05989943718982
715593600	248	-2.55498091638807
715597200	248	-2.68995715499056
715600800	248	-3.08064779522859
715604400	248	-3.48068613178474
715608000	248	-3.76443081740195
715611600	248	-4.23939499784515
715615200	248	-4.35318377770722
715618800	248	-4.52359867901893
715622400	248	-4.61982241206078
715626000	248	-4.61737700143884
715629600	248	-4.58493939088725
715633200	248	-4.7423992305492
715636800	248	-4.79361739699752
715640400	248	-4.80069471074526
715644000	248	-4.58793652481092
715647600	248	-4.36073756475348
715651200	249	-4.81177976964253
715654800	249	-4.39437010256412
715658400	249	-4.16824158268313
715662000	249	-4.16977624326231
715665600	249	-3.90677039426226
715669200	249	-3.73115235070354
715672800	249	-3.66978962327174
715676400	249	-3.72495685223924
715680000	249	-3.9329661283066
715683600	249	-4.17128611203251
715687200	249	-4.33414037555594
715690800	249	-4.41866910344269
715694400	249	-2.43605211122817
715698000	249	-4.16741726422277
715701600	249	-4.46468199594916
715705200	249	-4.61925401436574
715708800	249	-4.50261840289383
715712400	249	-4.33765715943649
715716000	249	-5.1770142143189
715719600	249	-4.53547355758961
715723200	249	-4.31746264354585
715726800	249	-4.18400215975679
715730400	249	-3.95265664703522
715734000	249	-3.6634920168045
715737600	250	-3.97611485266893
715741200	250	-3.46138283230384
715744800	250	-3.01830048974004
715748400	250	-2.33645163705443
715752000	250	-1.88794455974487
715755600	250	-1.54892646023369
715759200	250	-1.1522932595926
715762800	250	-1.32229648225856
715766400	250	-0.922472265367472
715770000	250	-0.295531524808127
715773600	250	0.0746373780465266
715777200	250	0.186271359264442
715780800	250	1.09081651799458
715784400	250	-0.104504078601806
715788000	250	-0.864303098051937
715791600	250	-1.27919278862157
715795200	250	-1.32492830403739
715798800	250	-1.26665756151232
715802400	250	-1.06695318556009
715806000	250	-0.677491965996445
715809600	250	0.26622887776576
715813200	250	1.45192689399688
715816800	250	2.42566244246613
715820400	250	2.8171860015442
715824000	251	1.32889421723551
715827600	251	1.43984927105534
715831200	251	1.83799031817264
715834800	251	2.12154037782038
715838400	251	2.11940731174467
715842000	251	2.06308228472508
715845600	251	2.16715123828092
715849200	251	1.74049204334688
715852800	251	1.10721189126561
715856400	251	0.486162087839729
715860000	251	0.199694600748463
715863600	251	0.061475572548354
715867200	251	-1.02701524062653
715870800	251	-1.65703353980656
715874400	251	-2.08026080153026
715878000	251	-2.54653399460585
715881600	251	-2.76003434954363
715885200	251	-2.78435102424476
715888800	251	-3.62681657011226
715892400	251	-2.81788288998699
715896000	251	-2.51035961789786
715899600	251	-1.94623789418627
715903200	251	-0.98388852814271
715906800	251	0.0777216779384512
715910400	252	0.482495475878554
715914000	252	1.67378459926077
715917600	252	1.91969426818551
715921200	252	1.87846593779145
715924800	252	1.61734694504147
715928400	252	1.18274661295467
715932000	252	-0.853294502248055
715935600	252	-1.06672217595198
715939200	252	-1.29736245581471
715942800	252	-1.9653672228741
715946400	252	-1.77588752125881
715950000	252	-1.51518739488302
715953600	252	1.55261376089281
715957200	252	-0.152691003013538
715960800	252	-1.82880568017263
715964400	252	-2.67058875599043
715968000	252	-2.75101213229045
715971600	252	-2.91704412637831
715975200	252	-1.86463426946878
715978800	252	-2.71441109578101
715982400	252	-3.10906132697768
715986000	252	-3.34386515408438
715989600	252	-3.00432943524608
715993200	252	-2.66211545753336
715996800	253	-2.00849356528281
716000400	253	-1.95025534866908
716004000	253	-1.04303912157551
716007600	253	-0.108352698150106
716011200	253	0.226990255807933
716014800	253	0.462173635703935
716018400	253	-0.230548001660725
716022000	253	-0.0538932293032058
716025600	253	-0.0198998239706817
716029200	253	-0.27093113034094
716032800	253	-0.643200505604709
716036400	253	-1.036314010006
716040000	253	0.573019825727146
716043600	253	0.00962460285617248
716047200	253	-0.789889788802245
716050800	253	-1.30419301962883
716054400	253	-1.45230715883826
716058000	253	-1.57923370957816
716061600	253	-0.866386630740119
716065200	253	-1.03244362945277
716068800	253	-0.914948178393858
716072400	253	-0.420580242862443
716076000	253	0.695068030077611
716079600	253	1.43513738957252
716083200	254	1.98040604570951
716086800	254	2.02822074697401
716090400	254	2.25289347345089
716094000	254	2.70376874106625
716097600	254	3.34532170835149
716101200	254	3.5801280862331
716104800	254	2.33939871549556
716108400	254	1.95467607222314
716112000	254	1.13320312188017
716115600	254	0.546900643426162
716119200	254	0.124492208258506
716122800	254	-0.106589768867724
716126400	254	-1.97532803621945
716130000	254	-0.872587865562812
716133600	254	-0.667924630049222
716137200	254	-1.01363195172779
716140800	254	-1.87864809304901
716144400	254	-2.59672649236351
716148000	254	-3.00497981542356
716151600	254	-3.49494641665675
716155200	254	-3.6890753700868
716158800	254	-3.78769080510316
716162400	254	-3.56129100419423
716166000	254	-3.20371396211877
716169600	255	-1.07563658451672
716173200	255	-1.00834941556392
716176800	255	-1.01290072689684
716180400	255	-0.84018996267176
716184000	255	-0.651210398100729
716187600	255	-0.346437512659173
716191200	255	-1.76128663828167
716194800	255	-1.47924084345328
716198400	255	-1.5887065059784
716202000	255	-1.70916987332958
716205600	255	-1.6972787411492
716209200	255	-1.7078183500623
716212800	255	-0.471750070709417
716216400	255	-1.08843766137706
716220000	255	-1.67788741639202
716223600	255	-1.95102681016542
716227200	255	-2.04478909310666
716230800	255	-2.11231826198581
716234400	255	-2.98457826277268
716238000	255	-2.77200150048026
