Unix	jday	U-component_of_wind
1180656000	152	-1.32878143563304
1180659600	152	-1.62615982086353
1180663200	152	-0.906006362060928
1180666800	152	-0.766583829372837
1180670400	152	-1.26125421656925
1180674000	152	-1.69703978786418
1180677600	152	-2.92034413667129
1180681200	152	-1.48838170341308
1180684800	152	0.408332933187052
1180688400	152	2.12373919488031
1180692000	152	2.95918927848739
1180695600	152	3.62329715266856
1180699200	152	5.11044652760484
1180702800	152	4.97603518597565
1180706400	152	4.75735448870673
1180710000	152	4.27753987439401
1180713600	152	3.971392665553
1180717200	152	3.66433404552037
1180720800	152	3.78047899470034
1180724400	152	3.08684340889965
1180728000	152	2.04282461561847
1180731600	152	1.26538359859728
1180735200	152	0.429542144564366
1180738800	152	-0.214451049941211
1180742400	153	1.52454510108193
1180746000	153	1.20667823824141
1180749600	153	0.610490147163094
1180753200	153	0.19142828740355
1180756800	153	0.00686237899689955
1180760400	153	0.309387081826502
1180764000	153	2.07220584715551
1180767600	153	2.33869330315399
1180771200	153	2.34752103497147
1180774800	153	2.24757693144373
1180778400	153	2.31006190525028
1180782000	153	2.36630761204577
1180785600	153	2.73341151478858
1180789200	153	2.94436466578405
1180792800	153	3.46730907163227
1180796400	153	4.0271209253584
1180800000	153	4.50262765992798
1180803600	153	4.92193587917339
1180807200	153	5.29383841130277
1180810800	153	4.98119050012216
1180814400	153	4.63207289417323
1180818000	153	4.49731508866199
1180821600	153	4.45975638517274
1180825200	153	4.40160848456491
1180828800	154	3.80820238437818
1180832400	154	3.46747010939304
1180836000	154	2.55157567187657
1180839600	154	1.74203179556515
1180843200	154	1.13178056901531
1180846800	154	0.57655411649173
1180850400	154	0.471844580039977
1180854000	154	0.323581063202822
1180857600	154	0.14827747456664
1180861200	154	0.078774045480451
1180864800	154	-0.0851905016074586
1180868400	154	-0.301344472720734
1180872000	154	-1.75690978723403
1180875600	154	-1.05176382983457
1180879200	154	-0.534495309778436
1180882800	154	-0.000260190864689536
1180886400	154	0.587426430294836
1180890000	154	1.19445358581379
1180893600	154	1.09213716077141
1180897200	154	1.90811851504493
1180900800	154	2.62758358992099
1180904400	154	3.15665119693313
1180908000	154	3.38573392330048
1180911600	154	3.41269726351212
1180915200	155	2.47362247155193
1180918800	155	2.47438394128863
1180922400	155	2.07414003240634
1180926000	155	2.058622399871
1180929600	155	1.77153462691884
1180933200	155	2.15487086743426
1180936800	155	2.96809216207163
1180940400	155	4.41233450434866
1180944000	155	5.43056837460042
1180947600	155	5.87016021706461
1180951200	155	5.27204373627265
1180954800	155	4.53083882041659
1180958400	155	4.33843858701014
1180962000	155	2.17340674550252
1180965600	155	1.5539376980343
1180969200	155	1.66651253025793
1180972800	155	2.09629906077566
1180976400	155	2.26130241245636
1180980000	155	5.28287171520209
1180983600	155	4.07571749619603
1180987200	155	3.61382468813195
1180990800	155	2.8756361908682
1180994400	155	2.28299244404804
1180998000	155	3.0576933685429
1181001600	156	4.95127535047067
1181005200	156	5.85054150902383
1181008800	156	6.97107594189872
1181012400	156	7.64352191949361
1181016000	156	6.63901187850198
1181019600	156	5.81260509187707
1181023200	156	5.85863590443588
1181026800	156	5.69481595866015
1181030400	156	6.08419484454222
1181034000	156	5.85008260049311
1181037600	156	5.59002907100118
1181041200	156	5.55536036690338
1181044800	156	8.11244708818628
1181048400	156	6.43351764745062
1181052000	156	5.06543852515687
1181055600	156	3.60751994762813
1181059200	156	3.32462668615958
1181062800	156	3.19621409183753
1181066400	156	-0.0604560104693096
1181070000	156	1.10493950377446
1181073600	156	2.38728784501767
1181077200	156	2.30020406043706
1181080800	156	2.35043417255193
1181084400	156	2.65801922265095
1181088000	157	1.4275434077765
1181091600	157	1.96991039778316
1181095200	157	3.11134078776334
1181098800	157	4.07990090738771
1181102400	157	4.46401377213546
1181106000	157	4.54413990727337
1181109600	157	2.81231690989714
1181113200	157	4.34258747264626
1181116800	157	4.53745342299349
1181120400	157	4.22225905190431
1181124000	157	4.39973823305972
1181127600	157	4.42230764300065
1181131200	157	6.82706548953394
1181134800	157	5.0009174776221
1181138400	157	3.84739862545627
1181142000	157	2.96292751448122
1181145600	157	2.36440180374751
1181149200	157	1.8267371062609
1181152800	157	3.64857114434141
1181156400	157	4.57656229762871
1181160000	157	6.74314146308229
1181163600	157	5.48529240551892
1181167200	157	3.87619163695989
1181170800	157	3.31994796518098
1181174400	158	-2.62712936265886
1181178000	158	-1.92442191187479
1181181600	158	-0.127036563888805
1181185200	158	0.84078760949744
1181188800	158	1.18042913955072
1181192400	158	1.96585151071411
1181196000	158	-0.015650863966778
1181199600	158	2.78985911440664
1181203200	158	3.42983438744021
1181206800	158	3.61839583084929
1181210400	158	5.21066396907898
1181214000	158	6.54055628253025
1181217600	158	6.80668686420546
1181221200	158	7.09512489934909
1181224800	158	7.53027543983491
1181228400	158	7.25398997792739
1181232000	158	5.62254897062787
1181235600	158	4.02734519124333
1181239200	158	-0.860448624974252
1181242800	158	0.517351365637084
1181246400	158	1.00058304395215
1181250000	158	-0.587586717545402
1181253600	158	-0.805528195624406
1181257200	158	-0.675782085875258
1181260800	159	-5.05929197615268
1181264400	159	-2.8144147275452
1181268000	159	0.357062419562025
1181271600	159	5.87254672760316
1181275200	159	7.27967179426788
1181278800	159	7.50672770457351
1181282400	159	3.00513857536131
1181286000	159	5.50704322431374
1181289600	159	6.64266024552625
1181293200	159	7.03244974972369
1181296800	159	7.45056963404412
1181300400	159	7.90591716823843
1181304000	159	5.79403598824552
1181307600	159	6.90912820822628
1181311200	159	7.18111953217844
1181314800	159	7.08930058265199
1181318400	159	7.01893147179615
1181322000	159	7.18980508108262
1181325600	159	4.15546362382926
1181329200	159	5.10777609658962
1181332800	159	5.97362338964962
1181336400	159	6.41202640195977
1181340000	159	6.30196190549352
1181343600	159	6.35529159054219
1181347200	160	6.04572078678217
1181350800	160	6.89742887892242
1181354400	160	7.05731146842468
1181358000	160	6.63725797299858
1181361600	160	5.26669815586324
1181365200	160	5.34295876477309
1181368800	160	0.682432755364037
1181372400	160	3.55461686159274
1181376000	160	5.026793333869
1181379600	160	5.49093784208037
1181383200	160	5.50082777527948
1181386800	160	5.13089292408998
1181390400	160	5.12062565996882
1181394000	160	3.80608592652471
1181397600	160	2.67077960718243
1181401200	160	1.69886146886301
1181404800	160	0.978447647358403
1181408400	160	0.198378357104708
1181412000	160	-0.0703914986825229
1181415600	160	-0.0971945979902471
1181419200	160	-1.32301380715805
1181422800	160	-2.01464327232808
1181426400	160	-2.48559616713391
1181430000	160	-3.01453499931378
1181433600	161	-3.54908258516326
1181437200	161	-3.13971707068103
1181440800	161	-3.56800239896191
1181444400	161	-4.19878328247238
1181448000	161	-4.12327952974457
1181451600	161	-3.76177867343512
1181455200	161	-4.11188373038527
1181458800	161	-3.58781454888598
1181462400	161	-2.73650206282126
1181466000	161	-2.2140163512913
1181469600	161	-2.03952635447712
1181473200	161	-1.76194542107207
1181476800	161	-1.92961758243667
1181480400	161	-0.913144892122794
1181484000	161	-0.789371945413329
1181487600	161	-0.672026688132332
1181491200	161	-0.444100999908804
1181494800	161	-0.286787233030464
1181498400	161	-1.78918761545565
1181502000	161	-1.07669832312511
1181505600	161	-0.130056881777271
1181509200	161	0.278311803351607
1181512800	161	0.0562124742900774
1181516400	161	-0.359389074454318
1181520000	162	-2.48530390574067
1181523600	162	-2.09905141537573
1181527200	162	-2.48523094802173
1181530800	162	-3.031059652545
1181534400	162	-2.60362192839844
1181538000	162	-1.92516157427551
1181541600	162	-1.27825695950802
1181545200	162	-0.182654464215455
1181548800	162	0.467119805284809
1181552400	162	0.66740683923944
1181556000	162	0.678598577681782
1181559600	162	0.819436773001487
1181563200	162	-2.68031408002837
1181566800	162	-0.284987629628373
1181570400	162	0.671146822862055
1181574000	162	1.44954810081408
1181577600	162	2.13770347218406
1181581200	162	2.9516142618743
1181584800	162	3.23665319641921
1181588400	162	4.64664523243272
1181592000	162	4.61409267424412
1181595600	162	3.62219377231839
1181599200	162	2.3735532470204
1181602800	162	0.991901754328182
1181606400	163	3.27594983272149
1181610000	163	1.74966155410838
1181613600	163	0.633235799551654
1181617200	163	-0.135514335774533
1181620800	163	-0.383452471065657
1181624400	163	-0.688439946667674
1181628000	163	-1.28950492115254
1181631600	163	-1.82443180363751
1181635200	163	-1.7927821095823
1181638800	163	-1.43643869119601
1181642400	163	-1.19902049500225
1181646000	163	-0.939801429653627
1181649600	163	-0.92775482495099
1181653200	163	-0.951304789420401
1181656800	163	-0.606528046325919
1181660400	163	0.035709261632879
1181664000	163	0.264488888404749
1181667600	163	0.387898651920401
1181671200	163	-1.64565406188623
1181674800	163	-1.10230630572424
1181678400	163	-0.0965547299507847
1181682000	163	0.596689622578485
1181685600	163	0.661314029648327
1181689200	163	0.412452368458098
1181692800	164	-2.14899226677563
1181696400	164	-2.32378222506727
1181700000	164	-2.4181190468415
1181703600	164	-2.43706075652309
1181707200	164	-2.20132754550095
1181710800	164	-2.10564544750687
1181714400	164	-1.76152476489705
1181718000	164	-0.905917216208429
1181721600	164	0.32938807065751
1181725200	164	1.16389373062618
1181728800	164	1.88221376096936
1181732400	164	2.50440580361815
1181736000	164	2.65830598608504
1181739600	164	2.7021496023243
1181743200	164	2.67622524448192
1181746800	164	2.59169029353821
1181750400	164	2.65224759017952
1181754000	164	2.79923599894728
1181757600	164	4.43217408904271
