Unix	jday	V.component_of_wind
883612800	1	3.3766598629187
883616400	1	3.86787922638498
883620000	1	3.59423916520949
883623600	1	3.0646151366327
883627200	1	1.8635795394265
883630800	1	0.383113919743131
883634400	1	-2.24494911999462
883638000	1	-2.55334877262265
883641600	1	-2.66121246364058
883645200	1	-3.16547258853146
883648800	1	-3.59295754279038
883652400	1	-3.53462130939881
883656000	1	-4.36689405040038
883659600	1	-3.28818552998994
883663200	1	-2.66614262055765
883666800	1	-2.2743135519801
883670400	1	-2.36736637757882
883674000	1	-2.39153136583833
883677600	1	-1.88792690818537
883681200	1	-2.12275407099823
883684800	1	-1.51084793195307
883688400	1	-1.01959179237995
883692000	1	-0.984658880609717
883695600	1	-0.98077750007708
883699200	2	-1.18924130755062
883702800	2	-1.81385573890235
883706400	2	-2.60879302902685
883710000	2	-3.39079196218051
883713600	2	-3.97806059518396
883717200	2	-4.52050786846146
883720800	2	-5.57436253675125
883724400	2	-4.87212320818251
883728000	2	-4.37957435439776
883731600	2	-3.96259500629364
883735200	2	-3.1233172796673
883738800	2	-2.46237294348901
883742400	2	-1.86212616673188
883746000	2	-1.84411789672645
883749600	2	-1.34306969653382
883753200	2	-1.07718941180662
883756800	2	-1.02224342253596
883760400	2	-1.0829795994835
883764000	2	-4.7229694846636
883767600	2	-3.1186007152933
883771200	2	-1.84633232423628
883774800	2	-0.954578680036958
883778400	2	-0.106741613906002
883782000	2	0.464329763889628
883785600	3	-0.886459520178152
883789200	3	-0.0540884006108407
883792800	3	-0.730648822933768
883796400	3	-2.03646483974184
883800000	3	-2.57483393714925
883803600	3	-2.77951899294287
883807200	3	-2.33532050592294
883810800	3	-1.84555892772725
883814400	3	-2.20637090504716
883818000	3	-2.36945255367986
883821600	3	-1.88517260366789
883825200	3	-1.71153661801859
883828800	3	-2.59943971832577
883832400	3	-1.62343514725886
883836000	3	-0.154041191622465
883839600	3	-0.238521694402908
883843200	3	-1.05337567379653
883846800	3	-1.57057838144495
883850400	3	-2.79840484648383
883854000	3	-2.67587966040018
883857600	3	-2.26558443306615
883861200	3	-1.87296169329827
883864800	3	-1.37262368195814
883868400	3	-0.907578617871443
883872000	4	-2.71501209080928
883875600	4	-2.4255215788302
883879200	4	-1.94711725137384
883882800	4	-1.04620840641673
883886400	4	0.398409470860012
883890000	4	1.52049693785115
883893600	4	1.08716678547531
883897200	4	1.28167244647039
883900800	4	1.87938554395416
883904400	4	3.28079206339435
883908000	4	4.17587203442568
883911600	4	4.43141075130555
883915200	4	4.30412932549669
883918800	4	3.22427808296538
883922400	4	2.50093091631259
883926000	4	1.93463010758744
883929600	4	1.52254299780101
883933200	4	1.25240619936546
883936800	4	-0.126614617889342
883940400	4	-0.066026280700069
883944000	4	1.07490538493914
883947600	4	1.25936218965782
883951200	4	1.24240456760257
883954800	4	1.21423697912518
883958400	5	2.72195021731644
883962000	5	1.64729938870899
883965600	5	0.625965199534683
883969200	5	0.0293344394666914
883972800	5	0.186000658793262
883976400	5	0.617721068294766
883980000	5	-1.60350644090379
883983600	5	-1.1878536851923
883987200	5	-1.67030727459392
883990800	5	-2.03628200189398
883994400	5	-1.45368761215989
883998000	5	-0.660093114651078
884001600	5	1.23108222186355
884005200	5	2.05793956878655
884008800	5	3.20782465425914
884012400	5	3.70682479102962
884016000	5	3.80223368839353
884019600	5	3.86483806142019
884023200	5	1.72242275129698
884026800	5	1.51469443104175
884030400	5	0.501630941231941
884034000	5	-0.535489237137566
884037600	5	-1.36673599838795
884041200	5	-2.37774387920811
884044800	6	-2.6124795553777
884048400	6	-3.34342327539494
884052000	6	-3.64318189824131
884055600	6	-3.50436828428689
884059200	6	-3.471015969052
884062800	6	-3.499355546722
884066400	6	-3.89964191471772
884070000	6	-3.6865061314007
884073600	6	-3.28259862149347
884077200	6	-3.1071614761613
884080800	6	-3.09519469081986
884084400	6	-3.15393546835788
884088000	6	-2.87251083509089
884091600	6	-3.37310752373548
884095200	6	-3.70989509695251
884098800	6	-3.552308352275
884102400	6	-2.27268763585084
884106000	6	-0.866624144105838
884109600	6	1.78305155892731
884113200	6	2.37460166542697
884116800	6	2.96658476994442
884120400	6	3.57979001389625
884124000	6	4.33577471674309
884127600	6	4.54192268041601
884131200	7	3.5085203947537
884134800	7	2.84510490089349
884138400	7	2.792663523979
884142000	7	2.52314689647566
884145600	7	1.89950454687968
884149200	7	1.05680186338194
884152800	7	-2.37466902883498
884156400	7	-3.29914788368076
884160000	7	-4.64707114465774
884163600	7	-5.56608398499699
884167200	7	-6.28285746856452
884170800	7	-6.81508329925291
884174400	7	-7.98653331329177
884178000	7	-8.22066827875696
884181600	7	-7.13437898529546
884185200	7	-6.28147843284111
884188800	7	-5.59150269081613
884192400	7	-5.09007683333644
884196000	7	-3.19052444183764
884199600	7	-4.47122100549917
884203200	7	-2.5228160297339
884206800	7	-0.71660322003076
884210400	7	-0.452552351706639
884214000	7	-0.31511699826676
884217600	8	-1.24407017586052
884221200	8	-0.782033549623291
884224800	8	0.250183967125069
884228400	8	1.03244029540804
884232000	8	1.29051917656519
884235600	8	1.49042063670697
884239200	8	5.49500147777019
884242800	8	3.51958465805229
884246400	8	2.01946915228606
884250000	8	1.18383193231015
884253600	8	1.1577755017399
884257200	8	1.18627503882837
884260800	8	1.61113654190813
884264400	8	0.50647695251899
884268000	8	0.473030305033326
884271600	8	1.81204094277184
884275200	8	3.13645064573165
884278800	8	3.88204252437032
884282400	8	5.84638160959398
884286000	8	5.03103910810683
884289600	8	4.80604828328243
884293200	8	5.37319947085773
884296800	8	7.50680710052463
884300400	8	9.91179946227448
884304000	9	12.7070349056373
884307600	9	12.8340895725019
884311200	9	12.5586843116976
884314800	9	11.3456801678028
884318400	9	10.8714527270048
884322000	9	10.4190984588319
884325600	9	9.9224399373506
884329200	9	9.8642881920403
884332800	9	9.77021597521812
884336400	9	9.40010209798034
884340000	9	10.3453885160142
884343600	9	10.8118122235382
884347200	9	10.2157255906519
884350800	9	9.41290548746027
884354400	9	8.40984801371419
884358000	9	7.66792916730997
884361600	9	7.00196650778853
884365200	9	6.42080916271201
884368800	9	5.8888416964525
884372400	9	7.44487597640074
884376000	9	8.15631615215457
884379600	9	8.53190566081545
884383200	9	8.49765117327406
884386800	9	8.36492820055119
884390400	10	7.13310774099211
884394000	10	6.94461515322976
884397600	10	6.66088183415856
884401200	10	6.61942767320284
884404800	10	6.28014821605445
884408400	10	5.94656359692253
884412000	10	5.3816435634348
884415600	10	4.66922027294534
884419200	10	3.59891966072655
884422800	10	2.93719194099998
884426400	10	2.46225901937552
884430000	10	1.83238676911473
884433600	10	1.92881844545284
884437200	10	1.91639485286972
884440800	10	1.24515320894321
884444400	10	-0.313166029196174
884448000	10	-1.63672138649333
884451600	10	-2.52089120310296
884455200	10	-3.45149612927493
884458800	10	-2.77742105018999
884462400	10	-1.70456173284324
884466000	10	-0.749478398379097
884469600	10	-0.171874453226934
884473200	10	0.00712271638046794
884476800	11	-1.23174853636435
884480400	11	-2.09702760065472
884484000	11	-2.09943943288655
884487600	11	-1.55298261840692
884491200	11	-1.01604912125093
884494800	11	-0.377353220047429
884498400	11	-1.68988055416917
884502000	11	-1.67957165688897
884505600	11	-1.78715337396357
884509200	11	-3.07819389531083
884512800	11	-3.60422459488054
884516400	11	-3.64268983262226
884520000	11	-5.87668089179604
884523600	11	-4.9234123739581
884527200	11	-2.88377113243668
884530800	11	-0.868517870572765
884534400	11	0.773712010560275
884538000	11	1.76636483285804
884541600	11	2.91649916862884
884545200	11	1.64689003881131
884548800	11	0.326174351138669
884552400	11	-0.0740455012825487
884556000	11	2.46890523963289
884559600	11	4.4510809754473
884563200	12	7.00706466192982
884566800	12	8.34563483264184
884570400	12	8.94496335870202
