Unix	jday	V.component_of_wind
1136073600	1	3.83137312822934
1136077200	1	3.93729178957375
1136080800	1	3.77959067746538
1136084400	1	2.79102538746583
1136088000	1	0.894272242467515
1136091600	1	-0.951812663056575
1136095200	1	-2.87158953579237
1136098800	1	-3.43229371717899
1136102400	1	-4.24641141224565
1136106000	1	-5.28060575360927
1136109600	1	-6.27016192465802
1136113200	1	-6.83843725311284
1136116800	1	-9.02187762564657
1136120400	1	-7.97523852413987
1136124000	1	-7.36816389847275
1136127600	1	-7.27235528000632
1136131200	1	-7.60499445749231
1136134800	1	-7.60486427412707
1136138400	1	-6.02184797347134
1136142000	1	-7.64608850732017
1136145600	1	-5.70666127501492
1136149200	1	-3.36540234711534
1136152800	1	-2.93133064245624
1136156400	1	-2.66577454331595
1136160000	2	-5.90394003050934
1136163600	2	-5.99123586665176
1136167200	2	-4.8239390027411
1136170800	2	-2.77303753854408
1136174400	2	-1.37990200178999
1136178000	2	-0.23949148902097
1136181600	2	2.73196746844621
1136185200	2	2.44244064020228
1136188800	2	1.1931289065483
1136192400	2	-0.314283028259073
1136196000	2	-1.1723169681806
1136199600	2	-1.85059959500693
1136203200	2	-0.662837838946227
1136206800	2	-0.996718438827271
1136210400	2	-1.60370679653164
1136214000	2	-1.71094499741876
1136217600	2	-1.73513339685303
1136221200	2	-1.9733432343725
1136224800	2	-1.7604411128933
1136228400	2	-2.85548941307474
1136232000	2	-3.42164064679354
1136235600	2	-3.62802369726095
1136239200	2	-4.1962806619296
1136242800	2	-4.82080951301035
1136246400	3	-4.88313785268139
1136250000	3	-5.93261670683143
1136253600	3	-6.97187449893381
1136257200	3	-7.45972603683123
1136260800	3	-7.28195515780833
1136264400	3	-7.05739514923571
1136268000	3	-6.90122182862137
1136271600	3	-7.29882406338146
1136275200	3	-7.71818171148858
1136278800	3	-7.84914617196466
1136282400	3	-7.10673494312997
1136286000	3	-6.33497708687207
1136289600	3	-4.72672786987883
1136293200	3	-6.0921540843628
1136296800	3	-6.07417156833087
1136300400	3	-5.35566241034765
1136304000	3	-3.91447018641205
1136307600	3	-2.55296318074712
1136311200	3	-0.12708314656629
1136314800	3	-0.500118310670749
1136318400	3	-0.0739318794240732
1136322000	3	0.867587127628542
1136325600	3	3.25992329041583
1136329200	3	5.13841964683746
1136332800	4	11.7038394308995
1136336400	4	8.07033363571906
1136340000	4	4.61519983345015
1136343600	4	1.39400548454675
1136347200	4	-0.286206438801986
1136350800	4	-1.60192705874383
1136354400	4	-5.29430306175153
1136358000	4	-3.21358859438122
1136361600	4	-2.41257501450443
1136365200	4	-2.58759167288538
1136368800	4	-2.74260556975229
1136372400	4	-2.98887261190746
1136376000	4	-4.58618922274912
1136379600	4	-3.59333059827169
1136383200	4	-2.13553316838383
1136386800	4	-1.38574611787115
1136390400	4	-1.60725966059109
1136394000	4	-1.7544079914239
1136397600	4	-1.18714368041334
1136401200	4	-2.68993474900365
1136404800	4	-2.66066184473057
1136408400	4	-1.99648025030511
1136412000	4	-1.61929694388641
1136415600	4	-1.72993338522085
1136419200	5	-2.67833973002885
1136422800	5	-3.0471113650874
1136426400	5	-2.00049550569232
1136430000	5	-0.358924406808884
1136433600	5	1.03627971489024
1136437200	5	2.22994134468656
1136440800	5	2.62078299621858
1136444400	5	2.48150549918193
1136448000	5	1.89866687321505
1136451600	5	1.39219000171454
1136455200	5	0.332207701237959
1136458800	5	-0.491894802973101
1136462400	5	3.43412354850557
1136466000	5	3.28846056386564
1136469600	5	3.24485310950475
1136473200	5	2.78565589187699
1136476800	5	1.9032049134334
1136480400	5	1.08723886094343
1136484000	5	0.862235364906253
1136487600	5	0.168924546301208
1136491200	5	0.151878040864406
1136494800	5	0.516816691667717
1136498400	5	2.12779155264106
1136502000	5	3.48908191530373
1136505600	6	3.87594698941261
1136509200	6	3.33922077077197
1136512800	6	2.54931002103794
1136516400	6	1.92548851293553
1136520000	6	0.966730618898473
1136523600	6	-0.120924708329025
1136527200	6	-2.07187385247109
1136530800	6	-3.30967921795295
1136534400	6	-3.66940255331332
1136538000	6	-3.95168130296318
1136541600	6	-3.59112423653653
1136545200	6	-3.01914230501102
1136548800	6	-3.91437020818969
1136552400	6	-3.1256064583946
1136556000	6	-2.14596850371596
1136559600	6	-1.9830069315595
1136563200	6	-2.088879751202
1136566800	6	-2.06851646110158
1136570400	6	-2.81845015340474
1136574000	6	-3.4502482141641
1136577600	6	-3.55675893901822
1136581200	6	-3.53794440753806
1136584800	6	-3.30294707087816
1136588400	6	-3.2614041278327
1136592000	7	-3.13333481423368
1136595600	7	-3.82898996945004
1136599200	7	-4.82103153064791
1136602800	7	-5.13567129604205
1136606400	7	-3.59099772209945
1136610000	7	-2.62426370881537
1136613600	7	-2.66378509539615
1136617200	7	-4.25357277454265
1136620800	7	-4.11773904913931
1136624400	7	-3.80197115663169
1136628000	7	-3.55829703157897
1136631600	7	-3.32233786159857
1136635200	7	-4.7897087943636
1136638800	7	-3.97905974849743
1136642400	7	-4.18588265479189
1136646000	7	-3.43159011759704
