Unix	jday	V.component_of_wind
1104537600	1	3.07236171642542
1104541200	1	2.32212397861014
1104544800	1	1.26683221949154
1104548400	1	0.691520190900088
1104552000	1	1.49712270062469
1104555600	1	2.27701090540739
1104559200	1	2.89088250647374
1104562800	1	2.64747549531682
1104566400	1	2.23634086067369
1104570000	1	1.95445738494911
1104573600	1	1.93528628536094
1104577200	1	1.96820882099804
1104580800	1	3.52051329301913
1104584400	1	3.50861084777662
1104588000	1	3.72129755012974
1104591600	1	3.98435088821596
1104595200	1	4.20518887632925
1104598800	1	4.37352206556105
1104602400	1	4.89849012788595
1104606000	1	4.63715770473055
1104609600	1	4.40738036141457
1104613200	1	4.22718021647558
1104616800	1	4.60006712735973
1104620400	1	4.89384637366979
1104624000	2	5.96079922624969
1104627600	2	4.64635722400684
1104631200	2	3.28205195661493
1104634800	2	1.97367413835326
1104638400	2	0.900806319015015
1104642000	2	-0.103505531097114
1104645600	2	-0.512075162872705
1104649200	2	-1.60533228401415
1104652800	2	-2.22089951934965
1104656400	2	-2.52222253141216
1104660000	2	-2.20773317541439
1104663600	2	-1.89249807456493
1104667200	2	-2.65069404427362
1104670800	2	-1.85415680862995
1104674400	2	-1.05167866122317
1104678000	2	-0.511315860261694
1104681600	2	-0.491204283560983
1104685200	2	-0.61952502022657
1104688800	2	-2.19141188401134
1104692400	2	-2.01133967719609
1104696000	2	-1.92556879821057
1104699600	2	-1.97169087250769
1104703200	2	-1.93066166706099
1104706800	2	-1.93042249763384
1104710400	3	-3.12303225637277
1104714000	3	-2.60886384061369
1104717600	3	-2.01123404802272
1104721200	3	-1.69682948731007
1104724800	3	-1.75020763540081
1104728400	3	-1.71605528440028
1104732000	3	-2.26522579084629
1104735600	3	-2.48117263515063
1104739200	3	-3.04482463984936
1104742800	3	-3.7161316644775
1104746400	3	-3.63651106716148
1104750000	3	-3.45639968006869
1104753600	3	-3.10559831789378
1104757200	3	-2.66392908437448
1104760800	3	-2.05468754552886
1104764400	3	-1.85100283892554
1104768000	3	-2.13592536082563
1104771600	3	-2.06369135078404
1104775200	3	-3.43906729584942
1104778800	3	-3.55873424163782
1104782400	3	-3.17965747234711
1104786000	3	-3.54212453303169
1104789600	3	-3.38672524570957
1104793200	3	-3.84881811502745
1104796800	4	-5.21706715557077
1104800400	4	-6.2024789747164
1104804000	4	-6.75916617540113
1104807600	4	-6.8517544784899
1104811200	4	-7.030075130511
1104814800	4	-7.11043533742673
1104818400	4	-5.23577430433582
1104822000	4	-5.94993510130125
1104825600	4	-5.7068676282739
1104829200	4	-5.95439548706018
1104832800	4	-5.47961833884444
1104836400	4	-4.73884626819722
1104840000	4	-2.64659688606022
1104843600	4	-3.27464468316152
1104847200	4	-3.43654609414266
1104850800	4	-3.23502899581272
1104854400	4	-2.90135392711019
1104858000	4	-2.64644297544669
1104861600	4	-2.56156454664043
1104865200	4	-2.67265490353424
1104868800	4	-2.2103648305085
1104872400	4	-1.88172516434927
1104876000	4	-1.58235111505329
1104879600	4	-1.33512159822743
1104883200	5	-1.87564872206678
1104886800	5	-1.90931296391494
1104890400	5	-1.10005341353935
