Unix	jday	V.component_of_wind
725846400	1	-0.262796052496424
725850000	1	1.28969276680257
725853600	1	2.01563206331111
725857200	1	1.78799008344756
725860800	1	1.30424688050409
725864400	1	0.919480393046671
725868000	1	-0.179120248334928
725871600	1	-0.0966948357043046
725875200	1	-0.196085270721033
725878800	1	-0.34504874850741
725882400	1	-0.346074548867226
725886000	1	-0.285194615685134
725889600	1	0.203012432321153
725893200	1	1.00933522300493
725896800	1	2.08175678473852
725900400	1	2.64109938078162
725904000	1	2.59537190228614
725907600	1	2.36557804173712
725911200	1	1.67226623676628
725914800	1	1.47974799318551
725918400	1	1.37135367774396
725922000	1	1.48915747454442
725925600	1	1.66359982550208
725929200	1	1.86353282134409
725932800	2	1.43867751033754
725936400	2	2.44018868572708
725940000	2	3.07049745308097
725943600	2	2.86073949166852
725947200	2	1.58960225958087
725950800	2	0.419137161972859
725954400	2	-1.17770427912217
725958000	2	-1.06192015729567
725961600	2	-0.864498614190453
725965200	2	-0.538147972493269
725968800	2	-0.518877931320514
725972400	2	-0.297192211060852
725976000	2	-0.235429948673323
725979600	2	0.919937091152779
725983200	2	2.59166458505319
725986800	2	2.78650452248994
725990400	2	1.70199973396795
725994000	2	0.537358934514893
725997600	2	-0.0534837628295564
726001200	2	0.789610360665964
726004800	2	1.22968642191212
726008400	2	1.66159115124936
726012000	2	2.00337232024083
726015600	2	2.39286548785148
726019200	3	3.45778951943955
726022800	3	3.71148012208713
726026400	3	3.88497345037202
726030000	3	4.5778326096095
726033600	3	5.26558596262155
726037200	3	5.79693991967107
726040800	3	4.9343004333333
726044400	3	5.18896866771234
726048000	3	4.75988646562352
726051600	3	3.53035513179416
726055200	3	2.66819339069337
726058800	3	2.03632489110001
726062400	3	1.10758868111322
726066000	3	1.39115727376175
726069600	3	2.2545926292584
726073200	3	2.43904995358738
726076800	3	2.15544258307369
726080400	3	2.08981788995895
726084000	3	1.5617510247534
726087600	3	1.95425461771681
726091200	3	2.51946999793697
726094800	3	2.83156206512496
726098400	3	3.4123737294924
726102000	3	3.90377863767765
726105600	4	4.89093637128843
726109200	4	5.29508291439246
726112800	4	5.59306268082634
726116400	4	5.64513666955809
726120000	4	5.39952796394567
726123600	4	4.8502035764828
726127200	4	3.71883035888968
726130800	4	2.08771219925661
726134400	4	0.512711787315352
726138000	4	-0.0967632682214407
726141600	4	0.349953305549251
726145200	4	0.725044966237409
726148800	4	1.46811332290236
726152400	4	1.30974491384805
726156000	4	0.808874997977689
726159600	4	0.180168780811602
726163200	4	0.130776676808936
726166800	4	-0.165514374409909
726170400	4	-1.5123305849968
726174000	4	-2.02018035923186
726177600	4	-2.54317102924565
