Unix	jday	Downward_Short.Wave_Rad_Flux
820454400	1	1071.25122377906
820458000	1	1071.25122377906
820461600	1	1063.82132063072
820465200	1	1036.73413376155
820468800	1	991.63483539588
820472400	1	930.783174728253
820476000	1	282.126498333897
820479600	1	282.126498333897
820483200	1	185.94568159756
820486800	1	124.494945619152
820490400	1	93.3764508685239
820494000	1	74.7044924492986
820497600	1	0
820501200	1	0
820504800	1	0
820508400	1	0
820512000	1	0
820515600	1	0
820519200	1	86.1284477936529
820522800	1	86.1284477936529
820526400	1	156.516037479435
820530000	1	254.622517968039
820533600	1	352.383617025826
820537200	1	445.316608769865
820540800	2	977.852233477984
820544400	2	977.852233477984
820548000	2	969.90678943043
820551600	2	937.868693080606
820555200	2	889.912235726563
820558800	2	828.639375445096
820562400	2	226.180264009569
820566000	2	226.180264009569
820569600	2	146.116222931896
820573200	2	97.8358574848571
820576800	2	73.3729504180083
820580400	2	58.704221864601
820584000	2	0
820587600	2	0
820591200	2	0
820594800	2	0
820598400	2	0
820602000	2	0
820605600	2	65.6063596805683
820609200	2	65.6063596805683
820612800	2	105.139759679943
820616400	2	136.90394057286
820620000	2	162.708063457792
820623600	2	177.855467026941
820627200	3	260.696287150928
820630800	3	260.696287150928
820634400	3	307.469006196479
820638000	3	332.957168057767
820641600	3	330.273885911888
820645200	3	310.582928459945
820648800	3	46.3547500163597
820652400	3	46.3547500163597
820656000	3	31.814459750854
820659600	3	21.36413509207
820663200	3	16.0221439059087
820666800	3	12.8204564030897
820670400	3	0
820674000	3	0
820677600	3	0
820681200	3	0
820684800	3	0
820688400	3	0
820692000	3	57.7301672865056
820695600	3	57.7301672865056
820699200	3	105.897105143757
820702800	3	158.796682139225
820706400	3	222.672575202787
820710000	3	288.979338082684
820713600	4	727.382557443915
820717200	4	727.382557443915
820720800	4	718.955671544161
820724400	4	673.427592895183
820728000	4	625.742460874982
820731600	4	567.583092275126
820735200	4	88.3106799869592
820738800	4	88.3106799869592
820742400	4	58.8130208328402
820746000	4	39.4160742746197
820749600	4	29.5595040645972
820753200	4	23.6541398329358
820756800	4	0
820760400	4	0
820764000	4	0
820767600	4	0
820771200	4	0
820774800	4	0
820778400	4	28.7383106419011
820782000	4	28.7383106419011
820785600	4	51.2439189014868
820789200	4	74.9080424753144
820792800	4	102.859461639669
820796400	4	130.280988021826
820800000	5	393.340729329691
820803600	5	393.340729329691
820807200	5	470.749437503002
820810800	5	536.570024562786
820814400	5	554.894604951968
820818000	5	539.874112070539
820821600	5	198.249112160773
820825200	5	198.249112160773
820828800	5	129.165006136016
820832400	5	86.5667124146837
820836000	5	64.9249191316524
820839600	5	51.9392626960808
820843200	5	0
820846800	5	0
820850400	5	0
820854000	5	0
820857600	5	0
820861200	5	0
820864800	5	72.2306253768653
820868400	5	72.2306253768653
820872000	5	116.830655770562
820875600	5	169.212910086721
820879200	5	229.898064006759
820882800	5	293.761366379789
820886400	6	709.316410214031
820890000	6	709.316410214031
820893600	6	680.738827737036
820897200	6	662.285325441069
820900800	6	632.117688890358
820904400	6	585.822335219535
820908000	6	177.214825644796
820911600	6	177.214825644796
820915200	6	120.070351792165
820918800	6	80.5065865949897
820922400	6	60.384951135579
820926000	6	48.3037419536222
820929600	6	0
820933200	6	0
820936800	6	0
820940400	6	0
820944000	6	0
820947600	6	0
820951200	6	91.379100348971
820954800	6	91.379100348971
820958400	6	219.313200761094
820962000	6	333.99458234241
820965600	6	436.485371582042
820969200	6	527.172068425783
820972800	7	1027.98179390758
820976400	7	1027.98179390758
820980000	7	1020.64104683572
820983600	7	993.711491817239
820987200	7	949.384836424416
820990800	7	889.670457894254
820994400	7	264.829284910088
820998000	7	264.829284910088
821001600	7	174.574420084188
821005200	7	116.883633394152
821008800	7	87.6645143099342
821012400	7	70.1275645759177
821016000	7	0
821019600	7	0
821023200	7	0
821026800	7	0
821030400	7	0
821034000	7	0
821037600	7	76.7643523252831
821041200	7	76.7643523252831
821044800	7	125.741482493555
821048400	7	194.437322263166
821052000	7	274.378389212759
821055600	7	351.45648370234
821059200	8	714.025159454318
821062800	8	714.025159454318
821066400	8	689.270252910536
821070000	8	689.356468302166
821073600	8	681.328724175081
821077200	8	653.934748693486
821080800	8	194.041362439249
821084400	8	194.041362439249
821088000	8	129.629240625151
821091600	8	86.8930905971949
821095200	8	65.1678644057009
821098800	8	52.1348475850844
821102400	8	0
821106000	8	0
821109600	8	0
821113200	8	0
821116800	8	0
821120400	8	0
821124000	8	62.592583119389
821127600	8	62.592583119389
821131200	8	118.880437867332
821134800	8	183.373426391682
821138400	8	215.077511045801
821142000	8	248.052281447253
821145600	9	341.02504941247
821149200	9	341.02504941247
821152800	9	333.419340782773
821156400	9	348.981941499728
821160000	9	390.930152325391
821163600	9	425.909324522521
821167200	9	213.416082396467
821170800	9	213.416082396467
821174400	9	136.134770319195
821178000	9	91.1991995882465
821181600	9	68.4026705088681
821185200	9	54.7159011900076
821188800	9	0
821192400	9	0
821196000	9	0
821199600	9	0
821203200	9	0
821206800	9	0
821210400	9	73.8493493562525
821214000	9	73.8493493562525
821217600	9	118.389005683675
821221200	9	165.505062193599
821224800	9	227.577937970259
821228400	9	291.527834540443
821232000	10	767.252481484927
821235600	10	767.252481484927
821239200	10	682.333872605809
821242800	10	594.379855502964
821246400	10	509.888986087059
821250000	10	440.911792058016
821253600	10	51.8876423709252
821257200	10	51.8876423709252
821260800	10	34.2491876827035
821264400	10	22.952618939166
821268000	10	17.2167537921204
821271600	10	13.7746926109808
821275200	10	0
821278800	10	0
821282400	10	0
821286000	10	0
821289600	10	0
821293200	10	0
821296800	10	54.33266266303
821300400	10	54.33266266303
821304000	10	59.9627627324214
821307600	10	71.3783638864447
821311200	10	89.2532514581958
821314800	10	106.735361213665
821318400	11	222.880926750096
821322000	11	222.880926750096
821325600	11	179.626323804629
821329200	11	152.693909391406
821332800	11	132.584114445988
821336400	11	116.724204555249
821340000	11	28.7280866742379
821343600	11	28.7280866742379
821347200	11	21.1705086533401
821350800	11	14.2216772217596
821354400	11	10.6726374465604
821358000	11	8.52996425198633
821361600	11	0
821365200	11	0
821368800	11	0
821372400	11	0
821376000	11	0
821379600	11	0
821383200	11	52.1372454526709
821386800	11	52.1372454526709
821390400	11	95.6149589040558
821394000	11	153.748747910778
821397600	11	168.661951692754
821401200	11	192.864471781117
