Unix	jday	Downward_Short.Wave_Rad_Flux
852076800	1	595.962525318007
852080400	1	595.962525318007
852084000	1	499.154041169036
852087600	1	418.486044481742
852091200	1	362.143376241533
852094800	1	316.973354015556
852098400	1	93.1584490022536
852102000	1	93.1584490022536
852105600	1	79.9982755786543
852109200	1	53.8369404688444
852112800	1	40.373695785531
852116400	1	32.3104807609848
852120000	1	0
852123600	1	0
852127200	1	0
852130800	1	0
852134400	1	0
852138000	1	0
852141600	1	164.950846910131
852145200	1	164.950846910131
852148800	1	220.897742225821
852152400	1	310.28492479758
852156000	1	397.398413215748
852159600	1	462.718855407745
852163200	2	655.947093513563
852166800	2	655.947093513563
852170400	2	678.753642025939
852174000	2	635.491923100883
852177600	2	612.854569118595
852181200	2	581.503258067368
852184800	2	188.651439791766
852188400	2	188.651439791766
852192000	2	130.155197716133
852195600	2	87.2331213916796
852199200	2	65.4264963475164
852202800	2	52.3382198659003
852206400	2	0
852210000	2	0
852213600	2	0
852217200	2	0
852220800	2	0
852224400	2	0
852228000	2	67.6091902314407
852231600	2	67.6091902314407
852235200	2	107.879494168352
852238800	2	141.915891120888
852242400	2	183.791105210122
852246000	2	231.640826734385
852249600	3	905.1557596222
852253200	3	905.1557596222
852256800	3	831.702045041189
852260400	3	839.168741849987
852264000	3	829.160807488031
852267600	3	793.529011892349
852271200	3	266.667596495537
852274800	3	266.667596495537
852278400	3	175.617510001859
852282000	3	117.586014070303
852285600	3	88.188580361443
852289200	3	70.5543374125252
852292800	3	0
852296400	3	0
852300000	3	0
852303600	3	0
852307200	3	0
852310800	3	0
852314400	3	58.4587683488169
852318000	3	58.4587683488169
852321600	3	83.8823871177605
852325200	3	121.740151048768
852328800	3	216.819157668905
852332400	3	351.129438351773
852336000	4	1058.18947543052
852339600	4	1058.18947543052
852343200	4	1057.23270788314
852346800	4	1033.4388832534
852350400	4	987.549399174604
852354000	4	927.434567247934
852357600	4	277.680944510019
852361200	4	277.680944510019
852364800	4	177.663974626056
852368400	4	118.683728324825
852372000	4	89.006922538411
852375600	4	71.2139211452923
852379200	4	0
852382800	4	0
852386400	4	0
852390000	4	0
852393600	4	0
852397200	4	0
852400800	4	180.785388140696
852404400	4	180.785388140696
852408000	4	284.161529982676
852411600	4	387.703897094451
852415200	4	486.517745215583
852418800	4	575.969712258078
852422400	5	1078.61118496623
852426000	5	1078.61118496623
852429600	5	1070.70090886481
852433200	5	1043.09615762557
852436800	5	996.950617480279
852440400	5	933.789512015662
852444000	5	231.702647755649
852447600	5	231.702647755649
852451200	5	153.834272823853
852454800	5	103.082933848935
852458400	5	77.3234941183674
852462000	5	61.8539542445819
852465600	5	0
852469200	5	0
852472800	5	0
852476400	5	0
852480000	5	0
852483600	5	0
852487200	5	150.88119438064
852490800	5	150.88119438064
852494400	5	179.275676265073
852498000	5	173.623005777455
852501600	5	185.420163425604
852505200	5	206.218389690832
852508800	6	557.216333976526
852512400	6	557.216333976526
852516000	6	645.027096810442
852519600	6	712.936693964655
852523200	6	731.999057082648
852526800	6	707.003128463035
852530400	6	272.781127771507
852534000	6	272.781127771507
852537600	6	178.153448591447
852541200	6	119.269076446541
852544800	6	89.4512833885107
852548400	6	71.5572978343518
852552000	6	0
852555600	6	0
852559200	6	0
852562800	6	0
852566400	6	0
852570000	6	0
852573600	6	115.349049461815
852577200	6	115.349049461815
852580800	6	170.96777943612
852584400	6	217.658300165592
852588000	6	278.571473881948
852591600	6	342.798325077977
852595200	7	1036.4966916399
852598800	7	1036.4966916399
852602400	7	1029.48555077142
852606000	7	1002.59466779222
852609600	7	958.293353355732
852613200	7	898.27457321465
852616800	7	215.192522290937
852620400	7	215.192522290937
852624000	7	129.746166505212
852627600	7	86.7337378309364
852631200	7	65.04580719394
852634800	7	52.0396887302144
852638400	7	0
852642000	7	0
852645600	7	0
852649200	7	0
852652800	7	0
852656400	7	0
852660000	7	51.2958649234184
852663600	7	51.2958649234184
852667200	7	85.9772592627227
852670800	7	122.838753229924
852674400	7	175.88765947465
852678000	7	231.304581651354
852681600	8	1018.38401511652
852685200	8	1018.38401511652
852688800	8	1017.84865974369
852692400	8	994.108295282062
852696000	8	951.749569787811
852699600	8	893.5897682277
852703200	8	270.302274067543
852706800	8	270.302274067543
852710400	8	177.748254339484
852714000	8	118.980246447516
852717600	8	89.242518922033
852721200	8	71.3844930905097
852724800	8	0
852728400	8	0
852732000	8	0
852735600	8	0
852739200	8	0
852742800	8	0
852746400	8	151.121617320337
852750000	8	151.121617320337
852753600	8	247.142307965928
852757200	8	342.332278922249
852760800	8	433.524141308144
852764400	8	516.190297333099
852768000	9	999.828531011901
852771600	9	999.828531011901
852775200	9	988.442754643673
852778800	9	960.752946282336
852782400	9	905.994952174124
852786000	9	834.678478899264
852789600	9	184.52551433295
852793200	9	184.52551433295
852796800	9	119.789711483669
852800400	9	80.2501662155956
852804000	9	60.1910924656855
852807600	9	48.1521344806458
852811200	9	0
852814800	9	0
852818400	9	0
852822000	9	0
852825600	9	0
852829200	9	0
852832800	9	48.8135820348757
852836400	9	48.8135820348757
852840000	9	82.5956723143971
852843600	9	126.159359312933
852847200	9	167.772605195074
852850800	9	205.777567975191
852854400	10	356.676117321058
852858000	10	356.676117321058
852861600	10	299.733525336793
852865200	10	281.915446126095
852868800	10	261.001760238983
852872400	10	238.328087836457
852876000	10	40.8276485446369
852879600	10	40.8276485446369
852883200	10	27.3272753362134
852886800	10	18.319176595382
852890400	10	13.7375094578633
852894000	10	10.9896740560837
852897600	10	0
852901200	10	0
852904800	10	0
852908400	10	0
852912000	10	0
852915600	10	0
852919200	10	11.0171509996744
852922800	10	11.0171509996744
852926400	10	18.7708483215544
852930000	10	25.2020206545173
852933600	10	34.2491537882617
852937200	10	46.2919072686172
852940800	11	105.705296964643
852944400	11	105.705296964643
852948000	11	126.793236161002
852951600	11	124.782209854476
852955200	11	116.93368206683
852958800	11	103.223175940681
852962400	11	171.632201336756
852966000	11	171.632201336756
852969600	11	126.837177536844
852973200	11	84.9683447236281
852976800	11	63.7205988399457
852980400	11	50.9753016861861
852984000	11	0
852987600	11	0
852991200	11	0
852994800	11	0
852998400	11	0
853002000	11	0
853005600	11	22.138524636292
853009200	11	22.138524636292
853012800	11	28.1561164332519
853016400	11	41.8585668179497
853020000	11	64.5089726794219
853023600	11	93.5237740961735
853027200	12	628.948497158294
853030800	12	628.948497158294
853034400	12	645.84376260331
853038000	12	534.713553295442
853041600	12	469.744896958663
853045200	12	413.244490844276
853048800	12	117.182508226979
853052400	12	117.182508226979
853056000	12	92.8383861692078
853059600	12	62.279250152039
853063200	12	46.7076645803778
853066800	12	37.3635658684362
853070400	12	0
853074000	12	0
853077600	12	0
853081200	12	0
853084800	12	0
853088400	12	0
853092000	12	149.996048641486
853095600	12	149.996048641486
853099200	12	249.725518795043
853102800	12	350.709259674095
853106400	12	447.68781982068
853110000	12	535.673353310679
853113600	13	1039.32562503367
853117200	13	1039.32562503367
853120800	13	1034.18402242724
853124400	13	1009.59221686086
853128000	13	966.762744700387
853131600	13	907.61799553268
853135200	13	270.725624499241
853138800	13	270.725624499241
853142400	13	176.863650268477
853146000	13	118.304181075245
853149600	13	88.7287034276489
853153200	13	70.9897013979624
853156800	13	0
853160400	13	0
853164000	13	0
853167600	13	0
853171200	13	0
853174800	13	0
853178400	13	141.955861013066
853182000	13	141.955861013066
853185600	13	236.345092976464
853189200	13	335.625538602427
853192800	13	433.205749639004
853196400	13	520.821977255142
853200000	14	975.407103351454
853203600	14	975.407103351454
853207200	14	833.048815748062
853210800	14	787.85614909925
853214400	14	758.761066560164
853218000	14	721.248465587629
853221600	14	268.435875581083
853225200	14	268.435875581083
853228800	14	174.741408802306
853232400	14	116.861014381862
853236000	14	87.6495717631693
853239600	14	70.1224582284236
853243200	14	0
853246800	14	0
853250400	14	0
853254000	14	0
853257600	14	0
853261200	14	0
853264800	14	141.480771528235
853268400	14	141.480771528235
853272000	14	240.072190487181
853275600	14	341.276006956391
853279200	14	438.407680961246
853282800	14	526.936132200266
853286400	15	1031.42219800311
853290000	15	1031.42219800311
853293600	15	1025.35380084606
853297200	15	1001.29122567091
853300800	15	958.502286032379
853304400	15	898.664276342425
853308000	15	270.959994462355
853311600	15	270.959994462355
853315200	15	176.571903961809
853318800	15	118.048405359379
853322400	15	88.5428945712744
853326000	15	70.8342197863379
853329600	15	0
853333200	15	0
853336800	15	0
853340400	15	0
853344000	15	0
853347600	15	0
853351200	15	140.50700205937
853354800	15	140.50700205937
853358400	15	239.732928682371
853362000	15	340.538827159303
853365600	15	437.444087476512
853369200	15	525.867611075194
853372800	16	1034.55329587063
853376400	16	1034.55329587063
853380000	16	1029.72130112975
853383600	16	1005.2419642165
853387200	16	962.58591232173
853390800	16	903.892783266079
853394400	16	268.323274061231
853398000	16	268.323274061231
853401600	16	175.251970129971
853405200	16	117.141017311682
853408800	16	87.8553196460597
853412400	16	70.2812799269185
853416000	16	0
853419600	16	0
853423200	16	0
853426800	16	0
853430400	16	0
853434000	16	0
853437600	16	72.5716542969208
853441200	16	72.5716542969208
853444800	16	129.18601599254
853448400	16	213.910624012732
853452000	16	294.234137664338
853455600	16	368.961216703419
853459200	17	979.681103419465
853462800	17	979.681103419465
853466400	17	930.457873764218
853470000	17	824.166842606042
853473600	17	788.219376822419
853477200	17	751.816613349468
853480800	17	134.983042291963
853484400	17	134.983042291963
853488000	17	98.8188166311972
853491600	17	66.0564320651104
853495200	17	49.545111093584
853498800	17	39.6299712699891
853502400	17	0
853506000	17	0
853509600	17	0
853513200	17	0
853516800	17	0
853520400	17	0
853524000	17	59.4096009869456
853527600	17	59.4096009869456
853531200	17	54.9223799486485
853534800	17	56.7013536146944
853538400	17	65.7326914948122
853542000	17	77.1896307884845
853545600	18	194.578058705643
853549200	18	194.578058705643
853552800	18	187.50306635691
853556400	18	191.239011127734
853560000	18	187.596008273419
853563600	18	183.351569818188
853567200	18	86.1896187026833
853570800	18	86.1896187026833
853574400	18	54.2812896036855
853578000	18	36.2653451471921
853581600	18	27.199728882351
853585200	18	21.7630032031306
853588800	18	0
853592400	18	0
853596000	18	0
853599600	18	0
853603200	18	0
853606800	18	0
853610400	18	131.001273999817
853614000	18	131.001273999817
853617600	18	228.148076836294
853621200	18	327.478577568329
853624800	18	426.268211893595
853628400	18	516.69137759854
853632000	19	1016.51895273831
853635600	19	1016.51895273831
853639200	19	1015.20672948187
853642800	19	993.37128830929
853646400	19	954.926754187189
853650000	19	898.864549305956
853653600	19	270.296799138131
853657200	19	270.296799138131
853660800	19	174.777240830399
853664400	19	116.724856041751
853668000	19	87.5391461202789
853671600	19	70.0409273547349
853675200	19	0
853678800	19	0
853682400	19	0
853686000	19	0
853689600	19	0
853693200	19	0
853696800	19	131.641260143897
853700400	19	131.641260143897
853704000	19	232.5635843081
853707600	19	335.080073640216
853711200	19	433.862408366249
853714800	19	524.207651193769
853718400	20	1046.39960937588
853722000	20	1046.39960937588
853725600	20	1041.24306919332
853729200	20	1016.61745588657
853732800	20	973.90060209835
853736400	20	914.862648423432
853740000	20	272.400004253167
853743600	20	272.400004253167
853747200	20	175.573192021402
853750800	20	117.218869690474
853754400	20	87.9083117378211
853758000	20	70.3253595305512
853761600	20	0
853765200	20	0
853768800	20	0
853772400	20	0
853776000	20	0
853779600	20	0
853783200	20	45.2804542619692
853786800	20	45.2804542619692
853790400	20	60.2962796539135
853794000	20	74.9233989043351
853797600	20	86.7546461283882
853801200	20	95.3715912130158
853804800	21	212.751864255328
853808400	21	212.751864255328
853812000	21	267.156085095766
853815600	21	291.443178434571
853819200	21	280.136210416416
853822800	21	257.099829574261
853826400	21	45.8116558592418
853830000	21	45.8116558592418
853833600	21	30.3363221135084
853837200	21	20.2603658190213
853840800	21	15.1949709067124
853844400	21	12.151069357156
853848000	21	0
853851600	21	0
853855200	21	0
853858800	21	0
853862400	21	0
853866000	21	0
853869600	21	25.8920984680138
853873200	21	25.8920984680138
853876800	21	46.4732946920645
853880400	21	72.2403851447768
853884000	21	101.203215343593
853887600	21	128.505078819576
853891200	22	401.085227911224
853894800	22	401.085227911224
853898400	22	332.297411935133
853902000	22	279.539537559593
853905600	22	243.030193911339
853909200	22	212.512824039012
853912800	22	19.1662530363149
853916400	22	19.1662530363149
853920000	22	12.778403918419
853923600	22	8.53301390210812
853927200	22	6.39350353309054
853930800	22	5.12024024756602
853934400	22	0
853938000	22	0
853941600	22	0
853945200	22	0
853948800	22	0
853952400	22	0
853956000	22	24.6573376268197
853959600	22	24.6573376268197
853963200	22	60.4486051627116
853966800	22	122.381045584039
853970400	22	229.310542806366
853974000	22	350.85923556122
853977600	23	1000.03854222879
853981200	23	1000.03854222879
853984800	23	991.272063620175
853988400	23	943.6006545848
853992000	23	836.955608574553
853995600	23	725.059413242935
853999200	23	65.2049563913442
854002800	23	65.2049563913442
854006400	23	42.3875125881185
854010000	23	28.2768812700396
854013600	23	21.2072186767896
854017200	23	16.9709769738365
854020800	23	0
854024400	23	0
854028000	23	0
854031600	23	0
854035200	23	0
854038800	23	0
854042400	23	89.9089809754402
854046000	23	89.9089809754402
854049600	23	190.744749608353
854053200	23	287.778139868797
854056800	23	383.077242131628
854060400	23	479.367332631325
854064000	24	1032.41797592472
854067600	24	1032.41797592472
854071200	24	1029.18555029785
854074800	24	1005.74521660426
854078400	24	963.496688065483
854082000	24	904.588701987134
854085600	24	255.782776336953
854089200	24	255.782776336953
854092800	24	160.252999725613
854096400	24	106.854755801646
854100000	24	80.1471439955836
854103600	24	64.1123415292423
854107200	24	0
854110800	24	0
854114400	24	0
854118000	24	0
854121600	24	0
854125200	24	0
854128800	24	64.6324684754978
854132400	24	64.6324684754978
854136000	24	129.227026171009
854139600	24	217.807414245412
854143200	24	319.667072657037
854146800	24	412.611863585796
854150400	25	818.161168624045
854154000	25	818.161168624045
854157600	25	803.554029639072
854161200	25	833.465474543656
854164800	25	826.112481845009
854168400	25	787.674981672987
854172000	25	227.146938553367
854175600	25	227.146938553367
854179200	25	143.640885376084
854182800	25	95.7633285293899
854186400	25	71.829292828511
854190000	25	57.4660973949647
854193600	25	0
854197200	25	0
854200800	25	0
854204400	25	0
854208000	25	0
854211600	25	0
854215200	25	108.864117348276
854218800	25	108.864117348276
854222400	25	208.753235883977
854226000	25	311.509528132974
