Unix	jday	Specific_humidity
1041379200	1	0.00904708492829783
1041382800	1	0.00860550868083696
1041386400	1	0.00835293315100946
1041390000	1	0.00831305718282597
1041393600	1	0.00832706258142099
1041397200	1	0.00841146242440102
1041400800	1	0.00864759398128773
1041404400	1	0.00869794378573974
1041408000	1	0.00837176582599457
1041411600	1	0.00770488242228988
1041415200	1	0.00751341688497689
1041418800	1	0.00735867563312076
1041422400	1	0.00717593333765429
1041426000	1	0.0068826611068528
1041429600	1	0.0064055745805422
1041433200	1	0.0061379111687312
1041436800	1	0.00613798995836008
1041440400	1	0.00617034343585283
1041444000	1	0.00676251532254327
1041447600	1	0.00690479802110535
1041451200	1	0.00699111790166546
1041454800	1	0.00742110151520995
1041458400	1	0.00761310068111352
1041462000	1	0.00777412737779649
1041465600	2	0.00848553961252215
1041469200	2	0.00817505726791539
1041472800	2	0.00822109275749889
1041476400	2	0.00816692007178642
1041480000	2	0.0080507816774223
1041483600	2	0.00798205624903634
1041487200	2	0.00794094241700233
1041490800	2	0.0078608128026766
1041494400	2	0.00771723156468162
1041498000	2	0.00752030848182461
1041501600	2	0.00734778608178206
1041505200	2	0.00709979313434383
1041508800	2	0.00646237045504138
1041512400	2	0.00632881144398815
1041516000	2	0.0062947194229383
1041519600	2	0.00621516917662542
1041523200	2	0.00602170374517832
1041526800	2	0.00596711665903389
1041530400	2	0.00742733681569735
1041534000	2	0.00664928302866313
1041537600	2	0.00668011230429408
1041541200	2	0.00668781380820409
1041544800	2	0.0067585392073993
1041548400	2	0.00672585574705478
1041552000	3	0.00678371121284058
1041555600	3	0.00684972094236076
1041559200	3	0.0068984830770068
1041562800	3	0.00695578620699733
1041566400	3	0.00705080094202302
1041570000	3	0.00718410582460512
1041573600	3	0.00711448740746798
1041577200	3	0.00739346230440536
1041580800	3	0.00725116199072012
1041584400	3	0.0070802811714991
1041588000	3	0.00693224839839603
1041591600	3	0.00686250989829838
1041595200	3	0.00641471357631926
1041598800	3	0.00620395752351482
1041602400	3	0.00612062654135309
1041606000	3	0.00596607858706789
1041609600	3	0.0057613777779537
1041613200	3	0.00563003692201104
1041616800	3	0.00680970506666657
1041620400	3	0.00615515111878581
1041624000	3	0.00621677419130067
1041627600	3	0.00653458232369428
1041631200	3	0.00703830697530616
1041634800	3	0.00748810992203062
1041638400	4	0.00793982357639028
1041642000	4	0.00817559033124921
1041645600	4	0.00860739372119559
1041649200	4	0.00917247846435046
1041652800	4	0.00956833365128531
1041656400	4	0.00994715944660387
1041660000	4	0.0100470579776497
1041663600	4	0.0102592567579459
1041667200	4	0.0103136617766861
1041670800	4	0.0102660099322938
1041674400	4	0.0102261571255641
1041678000	4	0.0101612761920147
1041681600	4	0.0103562790155861
1041685200	4	0.01056683139508
1041688800	4	0.0108588816452731
1041692400	4	0.0110618518183415
1041696000	4	0.0110504227130675
1041699600	4	0.0110154464496652
1041703200	4	0.0111572755892151
1041706800	4	0.0109997522512968
1041710400	4	0.0108728285718208
1041714000	4	0.0107272097073064
1041717600	4	0.0106029938080591
1041721200	4	0.0104567096854166
1041724800	5	0.0101035475926575
1041728400	5	0.00972796133567767
1041732000	5	0.00922338246815762
1041735600	5	0.00889732925474447
1041739200	5	0.00870630839693668
1041742800	5	0.00855900510749563
1041746400	5	0.00848846496312194
1041750000	5	0.00860391404544653
1041753600	5	0.00856714909536743
1041757200	5	0.0084048797701321
1041760800	5	0.0081956328350475
1041764400	5	0.00793979062720059
1041768000	5	0.00745937401517509
1041771600	5	0.00711369484808202
1041775200	5	0.00680479319209181
1041778800	5	0.00651857809210726
1041782400	5	0.00634193693470606
1041786000	5	0.00619558470095485
1041789600	5	0.00633921893580667
1041793200	5	0.00650212557906757
1041796800	5	0.00678085164527534
1041800400	5	0.00713984841082758
1041804000	5	0.00740853251008541
1041807600	5	0.00762106690030303
1041811200	6	0.00779314571511585
1041814800	6	0.00780016191090202
1041818400	6	0.00795997840372652
1041822000	6	0.0081309760460783
1041825600	6	0.00832685711024084
1041829200	6	0.00850713208232677
1041832800	6	0.00868399027062355
1041836400	6	0.00882298349476772
1041840000	6	0.00881527857236324
1041843600	6	0.00873925515755763
1041847200	6	0.00865207418733847
1041850800	6	0.0085274569273132
1041854400	6	0.00839089587746873
1041858000	6	0.00829188260430849
1041861600	6	0.00811440900338692
1041865200	6	0.00788205489235702
1041868800	6	0.00765828714467259
1041872400	6	0.00745232976384391
1041876000	6	0.00704373594273291
1041879600	6	0.00709015787058758
1041883200	6	0.00735825014213768
1041886800	6	0.00783866906010098
1041890400	6	0.00849077000840111
1041894000	6	0.00908478064601119
1041897600	7	0.00892158529400599
1041901200	7	0.00922841116042473
1041904800	7	0.00918952745307049
1041908400	7	0.00910013148228008
1041912000	7	0.00917390141832902
1041915600	7	0.00937431995921128
1041919200	7	0.00937682212563579
1041922800	7	0.0096166503594492
1041926400	7	0.00944194167882639
1041930000	7	0.00910624967053511
1041933600	7	0.0086646745453219
1041937200	7	0.00825872714661089
1041940800	7	0.00759340279446669
1041944400	7	0.00738286102070368
1041948000	7	0.00716511861480533
1041951600	7	0.00704214638846121
1041955200	7	0.00703134734134453
1041958800	7	0.00692361245251968
1041962400	7	0.00667470413830994
1041966000	7	0.00687982947359645
1041969600	7	0.00741076848779258
1041973200	7	0.00814557587644159
1041976800	7	0.00850619633040203
1041980400	7	0.00848495477120749
1041984000	8	0.00863470271423798
1041987600	8	0.00869290746854779
1041991200	8	0.0088040146353668
1041994800	8	0.00901180733238921
1041998400	8	0.00918897068114665
1042002000	8	0.00932920300835399
1042005600	8	0.00914643735357467
1042009200	8	0.0090487243732521
1042012800	8	0.00894514847977682
1042016400	8	0.00895850358963835
1042020000	8	0.00908236035374124
1042023600	8	0.00914902571923013
1042027200	8	0.00903965730745646
1042030800	8	0.00890196671264106
1042034400	8	0.0088618471359153
1042038000	8	0.00867653997608634
1042041600	8	0.00847360056945281
1042045200	8	0.00812669426486928
1042048800	8	0.00773705057382085
1042052400	8	0.00733286943130113
1042056000	8	0.00716382180850383
1042059600	8	0.00721301773831471
1042063200	8	0.00774757789770841
1042066800	8	0.00846516695254949
1042070400	9	0.00948801475369439
1042074000	9	0.00996392396229156
1042077600	9	0.0104639324265638
1042081200	9	0.0110448280376282
1042084800	9	0.0112400920474798
1042088400	9	0.0109007140806734
1042092000	9	0.0105081133417224
1042095600	9	0.0113383545144396
1042099200	9	0.0104328898676473
1042102800	9	0.0103174204996012
1042106400	9	0.0104819664415651
1042110000	9	0.0105787532137879
1042113600	9	0.0102224688705794
1042117200	9	0.0102620445054886
1042120800	9	0.0103013598888602
1042124400	9	0.0103385982517704
1042128000	9	0.0103163487806355
1042131600	9	0.0102924372379522
1042135200	9	0.0101597630863845
1042138800	9	0.0104569905274227
1042142400	9	0.0106510526235268
1042146000	9	0.0103558889828059
1042149600	9	0.00995739130593779
1042153200	9	0.0098105955285632
1042156800	10	0.00961512641875879
1042160400	10	0.00964054343021776
1042164000	10	0.00986113774381451
1042167600	10	0.0100349956376393
1042171200	10	0.010186092493172
1042174800	10	0.0105287366836571
1042178400	10	0.0109777976131633
1042182000	10	0.0116573369553931
1042185600	10	0.0109339363768442
1042189200	10	0.0105723015406007
1042192800	10	0.0106674513370303
1042196400	10	0.0107644167916847
1042200000	10	0.0107306802634997
1042203600	10	0.0107937907981623
1042207200	10	0.0107736587836728
1042210800	10	0.0108214748261586
1042214400	10	0.0107982824323567
1042218000	10	0.0107491415225058
1042221600	10	0.0108243706246689
1042225200	10	0.0109546452881263
1042228800	10	0.0113649906020302
1042232400	10	0.011175530819624
1042236000	10	0.0112658763286401
1042239600	10	0.011536135028637
1042243200	11	0.0115170529812271
1042246800	11	0.0117822157065758
1042250400	11	0.0116179689444748
1042254000	11	0.011358582935556
1042257600	11	0.0110972931479303
1042261200	11	0.0110225625507658
1042264800	11	0.0107112904494259
1042268400	11	0.0107246237165449
1042272000	11	0.0103300088373331
1042275600	11	0.0099517888521475
1042279200	11	0.00999474957882311
1042282800	11	0.0101147153088002
1042286400	11	0.00996485207337783
1042290000	11	0.00990867880430292
1042293600	11	0.00989625372757214
1042297200	11	0.00989557058062309
1042300800	11	0.00989563692245217
1042304400	11	0.0098925237319832
1042308000	11	0.00993334809133405
1042311600	11	0.0100495202098415
1042315200	11	0.0103216070544508
1042318800	11	0.0105136005986468
1042322400	11	0.0106109084056325
1042326000	11	0.010643350498829
1042329600	12	0.0104436481078086
1042333200	12	0.0107142948651134
1042336800	12	0.0106149756275905
1042340400	12	0.0102594963806723
1042344000	12	0.00971533282936734
1042347600	12	0.00915387337194218
1042351200	12	0.00857632231998515
1042354800	12	0.00805516385812089
1042358400	12	0.00770468023559658
1042362000	12	0.00744991075088282
1042365600	12	0.00727438002113907
1042369200	12	0.0071220416148695
1042372800	12	0.00707124153556633
1042376400	12	0.00699732020354905
1042380000	12	0.00686916163830345
1042383600	12	0.00670753341986195
1042387200	12	0.00655836867096284
1042390800	12	0.00639522915433427
1042394400	12	0.00642388281941638
1042398000	12	0.00635474442026764
1042401600	12	0.00624366929051945
1042405200	12	0.00608704319067631
1042408800	12	0.00597523890546987
1042412400	12	0.00590881973138393
1042416000	13	0.00607114565166953
1042419600	13	0.00619420899813801
1042423200	13	0.00625022401708068
1042426800	13	0.00627643450140587
1042430400	13	0.00635723659506712
1042434000	13	0.00636167682860155
1042437600	13	0.00669094471870463
1042441200	13	0.00655152379002131
1042444800	13	0.00611082343666916
1042448400	13	0.00583026917051189
1042452000	13	0.00570828723675007
1042455600	13	0.0055858731225638
1042459200	13	0.00553205873016457
1042462800	13	0.0055690309853355
1042466400	13	0.00546808107223904
1042470000	13	0.00531254283687919
1042473600	13	0.00511998581689321
1042477200	13	0.00495649441353418
1042480800	13	0.00501397306129925
1042484400	13	0.00498836989944777
1042488000	13	0.00491042916083703
1042491600	13	0.00488400696693599
1042495200	13	0.00488360021874116
1042498800	13	0.00494644507970607
1042502400	14	0.00510618212139959
1042506000	14	0.00525904987191275
1042509600	14	0.00548665902379133
1042513200	14	0.00561066498226063
1042516800	14	0.00567878331868702
1042520400	14	0.00572897192886277
1042524000	14	0.0058713541060225
1042527600	14	0.00574052691979244
1042531200	14	0.00550824493763002
1042534800	14	0.00545505670451738
1042538400	14	0.00551640589991823
1042542000	14	0.0055311167402642
1042545600	14	0.00563886155226464
1042549200	14	0.00553216555961282
1042552800	14	0.00544573167724049
1042556400	14	0.00539084434646813
1042560000	14	0.00532711368417095
1042563600	14	0.00522833388146633
1042567200	14	0.00507078341797024
1042570800	14	0.00498465706584969
1042574400	14	0.00497821379723586
1042578000	14	0.00467590761589018
1042581600	14	0.00428447398522191
1042585200	14	0.00421612313378359
1042588800	15	0.00452196357634187
1042592400	15	0.00501381547527016
1042596000	15	0.00560519157104039
1042599600	15	0.00618844628551783
1042603200	15	0.00675025596693764
1042606800	15	0.00726119335506914
1042610400	15	0.00769054312177952
1042614000	15	0.00797162629440798
1042617600	15	0.00805180989664355
1042621200	15	0.00802366081036338
1042624800	15	0.00796978525223179
1042628400	15	0.00789569747001157
1042632000	15	0.00755248444380168
1042635600	15	0.00742905711259576
1042639200	15	0.00727711636042713
1042642800	15	0.00716034553484361
1042646400	15	0.0070118432264302
1042650000	15	0.00683296627333727
1042653600	15	0.00734573673216939
1042657200	15	0.0072393630179344
1042660800	15	0.00735961261719175
1042664400	15	0.0075149397803286
1042668000	15	0.00775714415708526
1042671600	15	0.00793145891411824
1042675200	16	0.00825503194452982
1042678800	16	0.00817104839563547
1042682400	16	0.0081422956884109
1042686000	16	0.00806705672806283
1042689600	16	0.00807291913097061
1042693200	16	0.0080963567457466
1042696800	16	0.0080327588928293
1042700400	16	0.00795560649183139
1042704000	16	0.00790241577214677
1042707600	16	0.00794793705367229
1042711200	16	0.0081275301697505
1042714800	16	0.00825363498572019
1042718400	16	0.00842160806091542
1042722000	16	0.0085061320431615
1042725600	16	0.00852688283184036
1042729200	16	0.00847925741852209
1042732800	16	0.0084256717696686
1042736400	16	0.00837973615020082
1042740000	16	0.00871078720555196
1042743600	16	0.00882994008018996
1042747200	16	0.00896298331767832
1042750800	16	0.0090690381432287
1042754400	16	0.00923286808612655
1042758000	16	0.00931177156043171
1042761600	17	0.00908052899572845
1042765200	17	0.00891520835792255
1042768800	17	0.00887318810708307
1042772400	17	0.00879795045657866
1042776000	17	0.00876855711629612
1042779600	17	0.00877139124330804
1042783200	17	0.00849313017333103
1042786800	17	0.00849711500459128
1042790400	17	0.00843091540477469
1042794000	17	0.00833202528502088
1042797600	17	0.0081818618276873
1042801200	17	0.00811114864262924
1042804800	17	0.00817896225818582
1042808400	17	0.00802138435952591
1042812000	17	0.00789241071842326
1042815600	17	0.00776806135175088
1042819200	17	0.00765120995728198
1042822800	17	0.00753412920400838
1042826400	17	0.00751952501838469
1042830000	17	0.00748823468039657
1042833600	17	0.00752239805975919
1042837200	17	0.00755415433154636
1042840800	17	0.00760247328777797
1042844400	17	0.00774836234675358
1042848000	18	0.00804949597394226
1042851600	18	0.00786716726787159
1042855200	18	0.00809224515547387
1042858800	18	0.00826472276854871
1042862400	18	0.00837238381424931
1042866000	18	0.0084585544802202
1042869600	18	0.00820407791253757
1042873200	18	0.00827237011257599
1042876800	18	0.00817810081872309
1042880400	18	0.00809527349334357
1042884000	18	0.00793412662433171
1042887600	18	0.00782549093452297
1042891200	18	0.00781761788674225
1042894800	18	0.00774154784495047
1042898400	18	0.00775735389821086
1042902000	18	0.00778814922129984
1042905600	18	0.0078070720873404
1042909200	18	0.00782114567362503
1042912800	18	0.00801838375285215
1042916400	18	0.00817994509795006
1042920000	18	0.00833606372706769
1042923600	18	0.00842189151161747
1042927200	18	0.00850037731040054
1042930800	18	0.0087677949796741
1042934400	19	0.00914416523106406
1042938000	19	0.00974383128657438
1042941600	19	0.0101502673856494
1042945200	19	0.0103756962846184
1042948800	19	0.0104993280521033
1042952400	19	0.0106338892122485
1042956000	19	0.0110726418153149
1042959600	19	0.0111547991719594
1042963200	19	0.0113120332261428
1042966800	19	0.0113526348080769
1042970400	19	0.0113741687109698
1042974000	19	0.0114346680287898
1042977600	19	0.0116774203342429
1042981200	19	0.0116141599612422
1042984800	19	0.0114499634978017
1042988400	19	0.011092189147687
1042992000	19	0.0102852317279662
1042995600	19	0.00934686140300656
1042999200	19	0.00810741454310091
1043002800	19	0.00733339184512776
1043006400	19	0.00696241241264435
1043010000	19	0.00677919282768416
